"𝜈 = 0.0, x; 𝜈 = 0.1, x; 𝜈 = 0.2, x; 𝜈 = 0.3, x; 𝜈 = 0.4, x; 𝜈 = 0.5, x; 𝜈 = 0.6, x; 𝜈 = 0.7, x; 𝜈 = 0.8, x; 𝜈 = 0.9, x; 𝜈 = 1.0, x; 𝜈 = 1.1, x; 𝜈 = 1.2, x; 𝜈 = 1.3, x; 𝜈 = 1.4, x; 𝜈 = 1.5, x; 𝜈 = 1.6, x; 𝜈 = 1.7, x; 𝜈 = 1.8, x; 𝜈 = 1.9, x; 𝜈 = 2.0, x; 𝜈 = 2.1, x; 𝜈 = 2.2, x; 𝜈 = 2.3, x; 𝜈 = 2.4, x; 𝜈 = 2.5, x; 𝜈 = 2.6, x; 𝜈 = 2.7, x; 𝜈 = 2.8, x; 𝜈 = 2.9, x; 𝜈 = 3.0, x; 𝜈 = 3.1, x; 𝜈 = 3.2, x; 𝜈 = 3.3, x; 𝜈 = 3.4, x; 𝜈 = 3.5, x; 𝜈 = 3.6, x; 𝜈 = 3.7, x; 𝜈 = 3.8, x; 𝜈 = 3.9, x; 𝜈 = 4.0, x; 𝜈 = 4.1, x; 𝜈 = 4.2, x; 𝜈 = 4.3, x; 𝜈 = 4.4, x; 𝜈 = 4.5, x; 𝜈 = 4.6, x; 𝜈 = 4.7, x; 𝜈 = 4.8, x; 𝜈 = 4.9, x","𝜈 = 0.0, y","𝜈 = 0.1, y","𝜈 = 0.2, y","𝜈 = 0.3, y","𝜈 = 0.4, y","𝜈 = 0.5, y","𝜈 = 0.6, y","𝜈 = 0.7, y","𝜈 = 0.8, y","𝜈 = 0.9, y","𝜈 = 1.0, y","𝜈 = 1.1, y","𝜈 = 1.2, y","𝜈 = 1.3, y","𝜈 = 1.4, y","𝜈 = 1.5, y","𝜈 = 1.6, y","𝜈 = 1.7, y","𝜈 = 1.8, y","𝜈 = 1.9, y","𝜈 = 2.0, y","𝜈 = 2.1, y","𝜈 = 2.2, y","𝜈 = 2.3, y","𝜈 = 2.4, y","𝜈 = 2.5, y","𝜈 = 2.6, y","𝜈 = 2.7, y","𝜈 = 2.8, y","𝜈 = 2.9, y","𝜈 = 3.0, y","𝜈 = 3.1, y","𝜈 = 3.2, y","𝜈 = 3.3, y","𝜈 = 3.4, y","𝜈 = 3.5, y","𝜈 = 3.6, y","𝜈 = 3.7, y","𝜈 = 3.8, y","𝜈 = 3.9, y","𝜈 = 4.0, y","𝜈 = 4.1, y","𝜈 = 4.2, y","𝜈 = 4.3, y","𝜈 = 4.4, y","𝜈 = 4.5, y","𝜈 = 4.6, y","𝜈 = 4.7, y","𝜈 = 4.8, y","𝜈 = 4.9, y"
4.14,0.0,0.4022746126,0.7365801446,0.9464317,0.9963723625,0.877964063,0.6112132922,0.2411907658,-0.1695838094,-0.5517051829,-0.8406094036,-0.9874826669,-0.9675089882,-0.7840631579,-0.4681405312,-0.0731199935,0.3342550368,0.6851537029,0.9202875014,0.9999277803,0.9106183671,0.6674491496,0.3115064593,-0.0970689525,-0.4892434101,-0.7987543744,-0.9733062864,-0.9834065244,-0.8273485331,-0.5315001663,-0.1458485246,0.2644459602,0.6300591546,0.8892163606,0.9981298858,0.9383974947,0.7201116851,0.3801544411,-0.0240344175,-0.4241623754,-0.7526230548,-0.9539191171,-0.9940391982,-0.8662045333,-0.5920143096,-0.2177962265,0.1932211195,0.5715914592,0.8533846231,0.9909883044
4.15,0.0,0.4031899304,0.7379313711,0.9473961518,0.9960239899,0.8755594657,0.6064535234,0.234391568,-0.1774624248,-0.5591890905,-0.8459837011,-0.989157893,-0.9644053617,-0.7759282792,-0.4557239019,-0.0581524814,0.3492913323,0.697436879,0.9271804087,0.9995189691,0.9021718338,0.6516653689,0.2905273953,-0.1199326468,-0.5100320402,-0.8135446412,-0.978943917,-0.9781504694,-0.8112989998,-0.5067154418,-0.1161081413,0.2942105316,0.6545818596,0.903826554,0.9996310013,0.9257307336,0.6946716041,0.3456799109,-0.0619969477,-0.4591487483,-0.7783520785,-0.965416632,-0.9885849535,-0.8439238183,-0.5559919652,-0.1736708246,0.2381339532,0.6095113588,0.8774136306,0.9963597076
4.16,0.0,0.404104845,0.7392796459,0.9483520771,0.995659681,0.8731329795,0.6016719222,0.2275808851,-0.1853296827,-0.5666277041,-0.8512734009,-0.9907134321,-0.9611628625,-0.7676622704,-0.4432179522,-0.0431718852,0.3642382111,0.7095185007,0.9337729176,0.9987493423,0.8933644437,0.6355942143,0.2694077218,-0.1427328996,-0.530526906,-0.8278264691,-0.9839198188,-0.9721813859,-0.7946134497,-0.4815045993,-0.0862632686,0.3236923893,0.6784343299,0.9174525696,0.9999766547,0.9119300682,0.6683313259,0.310732199,-0.0998699651,-0.4934368445,-0.802835905,-0.9752915089,-0.9813871012,-0.8200829285,-0.5188933941,-0.1291937986,0.2825429844,0.6460850956,0.8994214652,0.9993393298
4.17,0.0,0.4050193554,0.7406249635,0.9492994672,0.9952794416,0.870684665,0.596868661,0.2207590508,-0.1931850795,-0.5740204211,-0.8564779742,-0.9921490961,-0.9577819576,-0.7592665285,-0.4306251331,-0.0281815755,0.379091847,0.7213950765,0.9400628923,0.9976191779,0.8841997197,0.6192427729,0.2481576602,-0.16545765,-0.5507162029,-0.8415909324,-0.9882306282,-0.9655036253,-0.7773049633,-0.4558888399,-0.0563407648,0.3528632035,0.7015921428,0.93007957,0.9991664465,0.8970124024,0.6411249838,0.2753591433,-0.1375987876,-0.5269745184,-0.8260353653,-0.9835271504,-0.9724583366,-0.7947259389,-0.4807904073,-0.0844551993,0.32635426,0.6812318931,0.9193574306,0.9999200183
4.18,0.0,0.4059334609,0.7419673187,0.9502383136,0.9948832777,0.8682145834,0.5920439125,0.2139263994,-0.2010281126,-0.5813666428,-0.8615969003,-0.9934647113,-0.9542631337,-0.7507424723,-0.417947913,-0.0131849251,0.3938484373,0.7330631741,0.9460482948,0.9961288838,0.8746813276,0.6026182556,0.2267874951,-0.1880948771,-0.5705883026,-0.8548294287,-0.9918734313,-0.9581220553,-0.7593871096,-0.4298897049,-0.0263675581,0.3816949433,0.7240315866,0.9416938056,0.9972013131,0.8809960087,0.6130878335,0.2396091638,-0.1751289414,-0.5597107657,-0.8479133452,-0.9901097143,-0.9618144075,-0.7678997276,-0.4417567606,-0.039545607,0.3694750917,0.7148741264,0.9371756032,0.9981003791
4.19,0.0,0.4068471604,0.7433067059,0.9511686078,0.9944711957,0.8657227966,0.5871978506,0.2070832656,-0.2088582799,-0.5886657741,-0.8666296675,-0.9946601185,-0.9506068975,-0.7420915425,-0.4051887763,0.0018146918,0.4085042047,0.7445194215,0.9517271859,0.994278998,0.8648130747,0.5857279933,0.2053075693,-0.2106326065,-0.5901317591,-0.8675336845,-0.9948457658,-0.9500420567,-0.7408739353,-0.4035290579,0.0036293777,0.4101599037,0.7457296854,0.9522826298,0.994083526,0.8639005049,0.5842562072,0.2035311968,-0.2124062394,-0.5915958007,-0.8684348446,-0.995028137,-0.9494740873,-0.7396538884,-0.4018680107,0.0054440516,0.411814252,0.7469374934,0.9528349377,0.9938847804
4.2,0.0,0.4077604531,0.74464312,0.9520903416,0.9940432022,0.8632093666,0.5823306495,0.2002299847,-0.2166750804,-0.5959172238,-0.8715757724,-0.9957351731,-0.9468137756,-0.733315201,-0.392350224,0.0168139005,0.4230553971,0.7557605081,0.9570977257,0.9920701882,0.8545989081,0.5685794345,0.1837282786,-0.2330589161,-0.6093353161,-0.87969576,-0.9971456225,-0.9412695196,-0.7217799538,-0.3768290668,0.0336230472,0.4382307319,0.7666642221,0.9618345123,0.989816689,0.8457468311,0.5546674666,0.1671746275,-0.2493768597,-0.6225811326,-0.8875670336,-0.9982741517,-0.935459141,-0.7100406398,-0.3612013698,0.0504226878,0.453282167,0.7773511792,0.966299362,0.9872833417
4.21,0.0,0.408673338,0.7459765554,0.9530035065,0.993599304,0.8606743565,0.5774424846,0.1933668927,-0.2244780137,-0.6031204045,-0.8764347205,-0.9966897448,-0.9428843141,-0.7244149309,-0.3794347723,0.0318093261,0.4374982898,0.7667831851,0.9621581743,0.989503252,0.8440429133,0.5511801414,0.162060067,-0.255361943,-0.6281879127,-0.8913080542,-0.9987714466,-0.9318108386,-0.7021201338,-0.3498121847,0.0635864583,0.4658804542,0.7868137616,0.970339052,0.9844057342,0.8265572232,0.5243599546,0.1305892221,-0.2859874232,-0.6526196386,-0.9052793046,-0.9998423025,-0.9197942873,-0.6791147284,-0.3198355559,0.0952992353,0.493791106,0.8060480123,0.97753786,0.97831191
4.22,0.0,0.4095858142,0.747307007,0.9539080945,0.9931395083,0.8581178296,0.5725335319,0.1864943256,-0.2322665805,-0.6102747329,-0.8812060258,-0.9975237184,-0.938819079,-0.7153922365,-0.3664449525,0.0467975947,0.4518291852,0.777584267,0.966906892,0.9865791157,0.8331493126,0.5335377868,0.1403134215,-0.2775298894,-0.6466786905,-0.90236331,-0.9997221394,-0.9216729088,-0.6819098876,-0.3225011311,0.0934926459,0.4930825012,0.8061576726,0.9777869884,0.977856916,0.8063551861,0.4933729455,0.0938250605,-0.3221850705,-0.681665636,-0.9215433219,-0.9997299539,-0.902507155,-0.6469333274,-0.2778506403,0.1399828345,0.5332553673,0.8329646132,0.9865245431,0.9669920213
4.23,0.0,0.4104978809,0.7486344694,0.9548040972,0.9926638223,0.8555398498,0.567603968,0.1796126204,-0.2400402824,-0.6173796293,-0.8858892113,-0.9982369928,-0.9346186555,-0.7062486425,-0.3533833108,0.0617753341,0.4660444148,0.7881606326,0.9713423403,0.9832988352,0.8219224633,0.5156601506,0.1184988671,-0.2995510289,-0.6647969993,-0.912854618,-0.999997058,-0.9108631203,-0.661165059,-0.2949188731,0.1233146963,0.5198107338,0.8246761486,0.9841702114,0.9701778041,0.7851654647,0.4617465941,0.0569324671,-0.3579175385,-0.7096749513,-0.9363330664,-0.9979372947,-0.883628234,-0.6135559309,-0.2353278926,0.1843830162,0.5715914592,0.8580415338,0.9932387101,0.9533508493
4.24,0.0,0.411409537,0.7499589372,0.9556915067,0.9921722537,0.8529404816,0.5626539704,0.1727221143,-0.2477986217,-0.6244345182,-0.8904838086,-0.9988294817,-0.9302836485,-0.6969856941,-0.340252407,0.0767391743,0.4801403396,0.7985092252,0.9754630823,0.9796635944,0.8103668559,0.4975551167,0.0966269615,-0.3214137129,-0.6825324033,-0.9227754216,-0.9995960166,-0.8993893529,-0.6399019108,-0.2670886057,0.1530257719,0.5460394684,0.8423502282,0.9894817704,0.9613772747,0.7630140137,0.4295218837,0.019961942,-0.3931332358,-0.7366049879,-0.9496248777,-0.9944673378,-0.863190822,-0.5790442443,-0.1923496236,0.2284098853,0.6087182768,0.8812233897,0.9976648944,0.9374211399
4.25,0.0,0.4123207817,0.7512804051,0.956570315,0.9916648105,0.8503197898,0.5576837174,0.1658231447,-0.255541102,-0.6314388284,-0.8949893582,-0.9993011135,-0.9258146823,-0.6876049568,-0.3270548149,0.0916857485,0.4941133511,0.8086270542,0.9792677827,0.9756747057,0.7984871126,0.479230669,0.0747082904,-0.3431063766,-0.6998746876,-0.9321195206,-0.9985192865,-0.8872599705,-0.6181371122,-0.2390337325,0.1825991346,0.571743501,0.8591618149,0.9937158814,0.9514655002,0.739927966,0.3967405731,-0.0170359079,-0.427781317,-0.7624147902,-0.9613974919,-0.9893259155,-0.8412309652,-0.5434620698,-0.1489990258,0.2719743025,0.6445572736,0.9024589813,0.9997929001,0.9192411326
4.26,0.0,0.4132316142,0.752598868,0.9574405142,0.9911415005,0.8476778401,0.5526933878,0.1589160499,-0.2632672278,-0.6383919923,-0.8994054097,-0.9996518311,-0.9212124004,-0.6781080159,-0.313793121,0.1066116938,0.5079598723,0.8185111956,0.9827552089,0.971333609,0.7862879851,0.4606948884,0.0527534619,-0.364617545,-0.7168138634,-0.9408810753,-0.9967675953,-0.8744838149,-0.5958877259,-0.2107778461,0.2120081705,0.5968981322,0.8750936949,0.9968679341,0.9404539375,0.7159355991,0.3634451423,-0.0540104383,-0.4618117564,-0.7870651066,-0.9716320751,-0.9825216693,-0.8177873951,-0.5068751888,-0.1053600124,0.3149880646,0.6790326278,0.9217014081,0.9996178253,0.8988544689
4.27,0.0,0.4141420334,0.7539143204,0.9583020964,0.9906023324,0.8450146985,0.5476831613,0.1520011682,-0.2709765046,-0.6452934468,-0.9037315214,-0.999881592,-0.9164774655,-0.6684964763,-0.3004699247,0.1215136519,0.5216763586,0.828158793,0.985924231,0.9666418715,0.7737743529,0.4419559488,0.0307731018,-0.3859358392,-0.7333401742,-0.9490546099,-0.9943421272,-0.8610701993,-0.5731711941,-0.1823447078,0.2412264132,0.6214791901,0.8901295554,0.998934496,0.9283553148,0.6910663006,0.3296787374,-0.0909110368,-0.4951754198,-0.8105184488,-0.9803122543,-0.9740660355,-0.7929014601,-0.46935124,-0.061517055,0.3573640835,0.7120714022,0.9389081711,0.9971400731,0.8763100874
4.28,0.0,0.4150520384,0.7552267572,0.959155054,0.9900473146,0.8423304316,0.5426532182,0.1450788385,-0.2786684389,-0.6521426329,-0.9079672606,-0.9999903684,-0.9116105594,-0.6587719625,-0.2870878373,0.1363882699,0.5352592985,0.8375670583,0.9887738224,0.9616011867,0.7609512213,0.4230221138,0.008777848,-0.4070499824,-0.7494441014,-0.9566350163,-0.9912445217,-0.8470289017,-0.5500053254,-0.1537582285,0.2702275685,0.6454630544,0.904254001,0.9999133171,0.9151836167,0.6653505323,0.295485115,-0.1276871924,-0.5278241359,-0.8327391486,-0.987424143,-0.9639732261,-0.7666170525,-0.4309595945,-0.0175550197,0.3990165623,0.7436036993,0.9540412679,0.9923653512,0.8516621064
4.29,0.0,0.4159616284,0.7565361731,0.9599993791,0.9894764561,0.8396251065,0.5376037397,0.1381494,-0.2863425386,-0.6589389958,-0.9121122039,-0.9999781473,-0.906612383,-0.6489361177,-0.2736494816,0.1512322012,0.548705215,0.8467332725,0.9913030596,0.9562133744,0.7478237194,0.4039017329,-0.013221654,-0.4279488056,-0.7651163695,-0.9636175569,-0.9874768726,-0.8323701575,-0.5264082807,-0.1250424475,0.2989855372,0.6688266784,0.9174525696,0.9998033313,0.9009540683,0.6388197928,0.2609085852,-0.164288564,-0.5597107657,-0.8536934127,-0.9929563637,-0.9522602047,-0.7389805312,-0.3917712274,0.0264409966,0.4398611688,0.7735628083,0.9670672753,0.9853046586,0.8249696937
4.3,0.0,0.4168708024,0.7578425629,0.9608350642,0.988889766,0.8368987908,0.5325349076,0.1312131922,-0.2939983124,-0.665681985,-0.9161659367,-0.99984493,-0.901483656,-0.6389906043,-0.2601574914,0.1660421059,0.5620106659,0.8556547866,0.9935111233,0.9504803794,0.7343970979,0.3846032379,-0.035214757,-0.4486212538,-0.7803479517,-0.9699978679,-0.9830417267,-0.8171046523,-0.5023985589,-0.0962215132,0.3274744391,0.6915476114,0.9297117469,0.9986046586,0.8856831173,0.6115065789,0.2259939545,-0.2006650504,-0.5907892704,-0.8733493737,-0.996900066,-0.9389466581,-0.7100406398,-0.3518585869,0.0703858313,0.4798152068,0.801885347,0.9779574244,0.9759742598,0.7962969251
4.31,0.0,0.4177795596,0.7591459213,0.9616621018,0.9882872537,0.8341515527,0.5274469042,0.1242705549,-0.3016352705,-0.6723710544,-0.9201280538,-0.9995907327,-0.8962251168,-0.628937103,-0.2466145112,0.1808146517,0.5751722452,0.8643290225,0.9953972981,0.9444042713,0.7206767273,0.3651351391,-0.0571908167,-0.4690563919,-0.795130075,-0.9757719619,-0.9779420821,-0.801243514,-0.4779949824,-0.0673196623,0.3556686362,0.7136040203,0.9410189805,0.996318604,0.8693884153,0.5834443459,0.1907864672,-0.2367668576,-0.621014778,-0.8916771387,-0.9992489409,-0.9240549632,-0.6798484209,-0.3112954602,0.1141944211,0.518797783,0.8285113956,0.9866876632,0.9643956481,0.76571263
4.32,0.0,0.418687899,0.7604462431,0.9624804845,0.9876689288,0.8313834608,0.5223399128,0.1173218284,-0.309252924,-0.679005662,-0.9239981587,-0.9992155861,-0.8908375228,-0.6187773129,-0.2330231954,0.1955465151,0.5881865835,0.8727534734,0.9969609729,0.9379872435,0.7066680957,0.3455060216,-0.0791391972,-0.4892434101,-0.8094542254,-0.9809362301,-0.9721813859,-0.7847983047,-0.4532166823,-0.0383611995,0.3835427554,0.7349747107,0.951362693,0.9929476569,0.8520887971,0.5546674666,0.1553317474,-0.2725445679,-0.6503436482,-0.9086488346,-0.9999992307,-0.9076101495,-0.6484571256,-0.2701568368,0.1577819662,0.5567299709,0.8533846231,0.9932387101,0.9505954953,0.7332902268
4.33,0.0,0.4195958197,0.7617435231,0.9632902049,0.9870348012,0.8285945844,0.5172141172,0.1103673532,-0.3168507854,-0.6855852706,-0.9277758646,-0.9987195357,-0.8853216498,-0.6085129508,-0.2193862078,0.2102343813,0.6010503493,0.8809257045,0.9982016411,0.9312316125,0.6923768063,0.3257245415,-0.1010492759,-0.50917163,-0.8233121526,-0.9854874451,-0.9657635321,-0.7677810122,-0.4280830835,-0.0093704772,0.4110717121,0.755639147,0.9607322932,0.988495488,0.8338042591,0.525211189,0.1196757393,-0.3079492073,-0.6787335352,-0.9242386508,-0.999149735,-0.8896398569,-0.6159221201,-0.2285187704,0.2010640946,0.5935349709,0.8764524071,0.9975960966,0.934605591,0.699107546
4.34,0.0,0.4205033208,0.7630377561,0.9640912556,0.9863848811,0.8257849931,0.5120697019,0.10340747,-0.3244283685,-0.6921093471,-0.9314607938,-0.9981026414,-0.8796782919,-0.5981457515,-0.2057062211,0.2248749457,0.6137602494,0.8888433543,0.9991189006,0.9241398171,0.6778085754,0.3057994222,-0.1229104487,-0.5288305099,-0.8366958747,-0.9894227625,-0.9586928589,-0.7502040413,-0.4026138895,0.0196281251,0.4382307319,0.7755774722,0.9691181875,0.9829669452,0.8145559362,0.4951115933,0.0838646483,-0.3429323123,-0.7061434488,-0.9384228782,-0.9967018129,-0.8701742892,-0.5823007877,-0.1864582379,0.2439570258,0.6291382653,0.8976659449,0.9997501989,0.9164627689,0.6632466437
4.35,0.0,0.4214104014,0.764328937,0.9648836295,0.9857191788,0.8229547573,0.5069068522,0.0964425198,-0.3319851882,-0.6985773632,-0.9350525776,-0.997364978,-0.8739082619,-0.587677467,-0.1919859167,0.2394649141,0.6263130303,0.8965041345,0.9997124544,0.9167144171,0.6629692301,0.2857394503,-0.1447121353,-0.5482096508,-0.8495976832,-0.9927397229,-0.9509741459,-0.7320802049,-0.3768290668,0.0486102213,0.4649953737,0.7947705272,0.9765117895,0.9763680485,0.7943660774,0.4644055479,0.0479448803,-0.3774459966,-0.7325338141,-0.9511799453,-0.9926593805,-0.8492461634,-0.5476524277,-0.1440529972,0.2863777324,0.6634677697,0.9169803565,0.9996962595,0.8962088219,0.6257936049
4.36,0.0,0.4223170606,0.7656170606,0.9656673195,0.9850377051,0.8201039476,0.501725754,0.089472844,-0.3395207611,-0.7049887948,-0.9385508569,-0.9965066345,-0.8680123906,-0.5771098664,-0.1782279837,0.254001004,0.6387054785,0.9039058312,0.9999821101,0.9089580933,0.6478647059,0.265553472,-0.166443784,-0.5672988016,-0.8620101468,-0.9954362533,-0.9426126105,-0.7134227144,-0.3507488295,0.0775514392,0.4913415511,0.8131998688,0.9829055287,0.9687059835,0.7732580198,0.4331306637,0.0119629826,-0.4114430162,-0.7578665278,-0.9624904511,-0.9870289048,-0.8268906547,-0.5120381508,-0.1013814436,0.3282441011,0.6964539786,0.9343547797,0.9974343976,0.8738904062,0.5868383363
4.37,0.0,0.4232232974,0.7669021217,0.9664423185,0.9843404708,0.8172326354,0.4965265936,0.082498784,-0.3470346047,-0.7113431228,-0.9419552819,-0.995527715,-0.8619915271,-0.5664447356,-0.1644351186,0.2684799447,0.6509344216,0.9110463055,0.9999277803,0.9008736454,0.6325010445,0.2452503888,-0.1880948771,-0.5860878646,-0.8739261165,-0.9975106684,-0.9336139049,-0.6942451704,-0.324393623,0.1064274409,0.5172455542,0.830847788,0.9882928585,0.9599890934,0.7512561621,0.4013252487,-0.0240344175,-0.4448768346,-0.7821050138,-0.9723371945,-0.9798193935,-0.8031453376,-0.4755207714,-0.0585224646,0.3694750917,0.7280301062,0.9497524568,0.9929696087,0.8495589336,0.5464743507
4.38,0.0,0.4241291111,0.7681841152,0.9672086195,0.983627487,0.8143408924,0.4913095583,0.0755206816,-0.3545262382,-0.7176398324,-0.9452655122,-0.9944283379,-0.8558465382,-0.5556838769,-0.1506100247,0.2828984785,0.662996729,0.9179234937,0.9995494827,0.8924639919,0.6168843911,0.2248391543,-0.209654936,-0.6045669007,-0.8853387288,-0.9989616719,-0.9239841119,-0.6745615524,-0.2977841086,0.1352139434,0.5426840712,0.8476973263,0.9926682628,0.95022687,0.7283859359,0.3690282604,-0.0600006724,-0.477701686,-0.8052142762,-0.9807052004,-0.9710423801,-0.7780501223,-0.4381646966,-0.0155552942,0.409990894,0.7581322216,0.9631408121,0.9863117537,0.823270453,0.5047985427
4.39,0.0,0.4250345006,0.769463036,0.9679662157,0.9828987653,0.811428791,0.486074836,0.0685388787,-0.3619951822,-0.7238784135,-0.9484812167,-0.9932086361,-0.8495783089,-0.5448291091,-0.1367554117,0.2972533614,0.6748893128,0.9245354084,0.9988473398,0.8837321686,0.6010209922,0.2043287693,-0.2311135261,-0.622726135,-0.8962414106,-0.9997883568,-0.9137297408,-0.6543862089,-0.2709411466,0.1638867389,0.5676342092,0.8637322928,0.9960272615,0.9394299435,0.7046737767,0.3362792586,-0.0958891748,-0.5098726385,-0.827160949,-0.9875817428,-0.9607119061,-0.7516471879,-0.400035813,0.0274406335,0.4497130819,0.7866993783,0.9744915207,0.977475537,0.7950855214,0.4619109558
4.4,0.0,0.4259394651,0.7707388789,0.9687151001,0.9821543171,0.8084964038,0.480822615,0.0615537174,-0.3694409585,-0.7300583608,-0.9516020739,-0.9918687573,-0.8431877419,-0.5338822664,-0.1228739951,0.3115413635,0.6866091287,0.9308801388,0.9978215791,0.8746813276,0.5849171929,0.1837282786,-0.2524602616,-0.6405559618,-0.906627882,-0.9999902066,-0.9028577231,-0.6337338468,-0.2438857807,0.1924217154,0.5920735147,0.878937279,0.9983664154,0.9276100706,0.6801470931,0.3031183567,-0.1316534182,-0.541345655,-0.8479133452,-0.9929563637,-0.9488444979,-0.7239809116,-0.3612013698,0.0703858313,0.4885647658,0.8136737375,0.9837805689,0.9664804744,0.7650690644,0.4179145427
4.41,0.0,0.4268440036,0.7720116389,0.9694552661,0.9813941546,0.8055438043,0.4755530844,0.05456554,-0.3768630908,-0.7361791739,-0.9546277717,-0.9904088636,-0.8366757572,-0.5228451989,-0.1089684956,0.3257592701,0.6981531764,0.9369558514,0.9964725329,0.8653147362,0.5685794345,0.1630467667,-0.2736848114,-0.6580469494,-0.9164921609,-0.999567095,-0.8913754081,-0.6126195208,-0.2166392208,0.2207948765,0.615979994,0.8932976741,0.9996833293,0.9147801221,0.6548342351,0.2695861728,-0.1672470573,-0.5720776538,-0.8674415018,-0.9968208894,-0.935459141,-0.6950977938,-0.3217298611,0.1132009058,0.5264707408,0.8390006855,0.9909883044,0.9533508493,0.7332902268,0.3729149175
4.42,0.0,0.4277481153,0.7732813108,0.9701867071,0.9806182897,0.8025710662,0.470266434,0.0475746889,-0.384261104,-0.7422403568,-0.9575580074,-0.9888291316,-0.8300432927,-0.5117197718,-0.0950416386,0.3399038823,0.7095185007,0.9427607902,0.9948006383,0.8556357755,0.5520142519,0.1422933539,-0.294776903,-0.6751898455,-0.9258285656,-0.9985192865,-0.8792905572,-0.5910586223,-0.1892228269,0.2489823621,0.6393321329,0.9067996789,0.9999766547,0.9009540683,0.6287644618,0.2357237796,-0.2026239675,-0.6020265676,-0.8857172236,-0.9991694427,-0.920577249,-0.6650463803,-0.2816909044,0.155806704,0.563357633,0.8626289437,0.9960994784,0.9381156599,0.6998222128,0.3270201027
4.43,0.0,0.4286517993,0.7745478896,0.9709094163,0.979826735,0.7995782639,0.4649628541,0.0405815067,-0.3916345246,-0.7482414187,-0.9603924882,-0.9871297525,-0.8232913033,-0.5005078652,-0.0810961538,0.3539720176,0.7207021921,0.9482932777,0.992806437,0.8456479396,0.535228271,0.121477192,-0.3157263284,-0.6919755819,-0.9346317187,-0.9968474359,-0.8666113394,-0.5690668683,-0.1616580919,0.2769604683,0.6621089161,0.919430319,0.9992460915,0.8861469647,0.6019679067,0.2015726542,-0.2377383055,-0.6311514011,-0.9027141236,-0.9999984519,-0.9042226298,-0.6338771805,-0.241155118,0.19812446,0.5991540407,0.8845106731,0.9991032776,0.9208085544,0.664742118,0.2803402697
4.44,0.0,0.4295550546,0.7758113702,0.9716233874,0.979019503,0.7965654722,0.4596425355,0.0335863359,-0.3989828808,-0.7541818734,-0.9631309306,-0.985310932,-0.8164207615,-0.489211374,-0.0671347743,0.3679605106,0.7317013877,0.9535517151,0.9904905752,0.835354834,0.5182282059,0.1006074606,-0.3365229483,-0.7083952793,-0.9428965497,-0.9945525882,-0.8533463253,-0.5466602897,-0.1339666253,0.304705667,0.6842898458,0.9311774573,0.9974923876,0.8703749345,0.5744755437,0.1671746275,-0.2725445679,-0.6594122869,-0.9184076613,-0.9993066562,-0.8864214472,-0.6016425824,-0.2001939964,0.2400759403,0.6337906733,0.9046015706,0.999993347,0.9014677572,0.6281307514,0.2329874744
4.45,0.0,0.4304578803,0.7770717475,0.9723286139,0.9781966068,0.7935327664,0.4543056698,0.0265895194,-0.4063057021,-0.7600612398,-0.9657730606,-0.98337289,-0.8094326564,-0.4778322073,-0.0531602367,0.381866214,0.7425132718,0.9585345826,0.987853803,0.8247601743,0.5010208565,0.0796933629,-0.3571566978,-0.7244402522,-0.9506182984,-0.9916361775,-0.8395044816,-0.52385522,-0.1061701357,0.3321946262,0.705854961,0.9420298058,0.9947173387,0.8536551521,0.546319151,0.1325718327,-0.3069976507,-0.6867705402,-0.9327751779,-0.9970951078,-0.8672021795,-0.5683967647,-0.1588797845,0.2815835886,0.6672004851,0.9228609591,0.9987678035,0.8801359843,0.5900724494,0.1850753881
4.46,0.0,0.4313602756,0.7783290166,0.9730250894,0.9773580595,0.7904802223,0.4489524492,0.0195914001,-0.4136025201,-0.7658790416,-0.9683186142,-0.981315861,-0.8023279945,-0.4663722881,-0.0391752799,0.3956859992,0.7531350765,0.9632404403,0.9848969749,0.8138677852,0.4836131053,0.0587441218,-0.3776175904,-0.7401020131,-0.9577925172,-0.9881000264,-0.8250951648,-0.500668283,-0.0782904142,0.3594042293,0.7267848543,0.9519769361,0.9909237861,0.8360058235,0.5175312742,0.0978066541,-0.3410529075,-0.713188712,-0.9457959292,-0.9933671699,-0.8465955732,-0.534195606,-0.11728535,0.3225706691,0.6993188052,0.9392518694,0.99542924,0.8568603489,0.5506548815,0.1367190247
4.47,0.0,0.4322622395,0.7795831724,0.9737128077,0.9765038744,0.7874079163,0.4435830664,0.0125923208,-0.4208728676,-0.7716348077,-0.9707673367,-0.9791400941,-0.7951077987,-0.454833553,-0.0251826448,0.4094167567,0.7635640827,0.9676679283,0.9816210488,0.8026815987,0.4660119154,0.0377689755,-0.3978957234,-0.7553722773,-0.964415074,-0.983946345,-0.8101281151,-0.477116381,-0.050349317,0.3863115947,0.7470606903,0.9610092898,0.9861156141,0.8174461673,0.4881451889,0.0629216745,-0.3746662074,-0.7386306397,-0.9574511156,-0.988128512,-0.8246345947,-0.4990965902,-0.0754840544,0.3629614083,0.7300834625,0.9537411156,0.9899847197,0.8316922574,0.5099688483,0.0880344645
