"Skaarup Moellebaek flow (m3/s), x","Skaarup Moellebaek flow (m3/s), y","Skaarup Moellebaek vandstand (m), x","Skaarup Moellebaek vandstand (m), y"
2017-10-31 16:21:35,0.1634001327,2017-10-09 14:06:35,0.1228078
2017-10-31 16:36:35,0.1634823299,2017-10-09 14:21:35,0.1455376
2017-10-31 16:51:35,0.1637219438,2017-10-09 14:36:35,0.1619628
2017-10-31 17:06:35,0.1638353096,2017-10-09 14:51:35,0.1257729
2017-10-31 17:21:35,0.1636713358,2017-10-09 15:06:35,0.1464284
2017-10-31 17:36:35,0.1635261655,2017-10-09 15:21:35,0.1673931
2017-10-31 17:51:35,0.1634167893,2017-10-09 15:36:35,0.1278414
2017-10-31 18:06:35,0.1630776977,2017-10-09 15:51:35,0.09512223
2017-10-31 18:21:35,0.1627386529,2017-10-09 16:06:35,0.07132757
2017-10-31 18:36:35,0.1624527589,2017-10-09 16:21:35,0.0538589
2017-10-31 18:51:35,0.1620369203,2017-10-09 16:36:35,0.04051258
2017-10-31 19:06:35,0.161310768,2017-10-09 16:51:35,0.03061759
2017-10-31 19:21:35,0.1605203375,2017-10-09 17:06:35,0.02403972
2017-10-31 19:36:35,0.1599250869,2017-10-09 17:21:35,0.07095317
2017-10-31 19:51:35,0.1591667088,2017-10-09 17:36:35,0.1072364
2017-10-31 20:06:35,0.1582526324,2017-10-09 17:51:35,0.1346458
2017-10-31 20:21:35,0.1574714639,2017-10-09 18:06:35,0.1547713
2017-10-31 20:36:35,0.1566341712,2017-10-09 18:21:35,0.1710594
2017-10-31 20:51:35,0.1559817304,2017-10-09 18:36:35,0.1827408
2017-10-31 21:06:35,0.1555336487,2017-10-09 18:51:35,0.1914581
2017-10-31 21:21:35,0.1549390791,2017-10-09 19:06:35,0.197574
2017-10-31 21:36:35,0.1541979596,2017-10-09 19:21:35,0.1513783
2017-10-31 21:51:35,0.1533672814,2017-10-09 19:36:35,0.1133582
2017-10-31 22:06:35,0.1525391004,2017-10-09 19:51:35,0.1361104
2017-10-31 22:21:35,0.1516388839,2017-10-09 20:06:35,0.1389442
2017-10-31 22:36:35,0.1507266094,2017-10-09 20:21:35,0.1036771
2017-10-31 22:51:35,0.1493920412,2017-10-09 20:36:35,0.1287156
2017-10-31 23:06:35,0.1489191813,2017-10-09 20:51:35,0.1533486
2017-10-31 23:21:35,0.1486587948,2017-10-09 21:06:35,0.1694635
2017-10-31 23:36:35,0.148431265,2017-10-09 21:21:35,0.1287351
2017-10-31 23:51:35,0.1484650584,2017-10-09 21:36:35,0.09628921
2017-11-01 00:06:35,0.148684339,2017-10-09 21:51:35,0.07162613
2017-11-01 00:21:35,0.1490593396,2017-10-09 22:06:35,0.104532
2017-11-01 00:36:35,0.1497531404,2017-10-09 22:21:35,0.08167477
2017-11-01 00:51:35,0.1504235294,2017-10-09 22:36:35,0.1107782
2017-11-01 01:06:35,0.1516906598,2017-10-09 22:51:35,0.08674236
2017-11-01 01:21:35,0.152325241,2017-10-09 23:06:35,0.06520484
2017-11-01 01:36:35,0.1526507083,2017-10-09 23:21:35,0.04756014
2017-11-01 01:51:35,0.1527393473,2017-10-09 23:36:35,0.03539733
2017-11-01 02:06:35,0.1525319426,2017-10-09 23:51:35,0.07720914
2017-11-01 02:21:35,0.1524778794,2017-10-10 00:06:35,0.1117478
2017-11-01 02:36:35,0.1522229074,2017-10-10 00:21:35,0.1403086
2017-11-01 02:51:35,0.1518970671,2017-10-10 00:36:35,0.1072141
2017-11-01 03:06:35,0.1516873455,2017-10-10 00:51:35,0.07952948
2017-11-01 03:21:35,0.1514646719,2017-10-10 01:06:35,0.1114599
2017-11-01 03:36:35,0.1512819073,2017-10-10 01:21:35,0.1367143
2017-11-01 03:51:35,0.1512761077,2017-10-10 01:36:35,0.1568125
2017-11-01 04:06:35,0.1512990532,2017-10-10 01:51:35,0.1697932
2017-11-01 04:21:35,0.1512145135,2017-10-10 02:06:35,0.130081
2017-11-01 04:36:35,0.1511743984,2017-10-10 02:21:35,0.1493254
2017-11-01 04:51:35,0.1509534355,2017-10-10 02:36:35,0.1691134
2017-11-01 05:06:35,0.1507570182,2017-10-10 02:51:35,0.1790639
2017-11-01 05:21:35,0.1505366436,2017-10-10 03:06:35,0.1885436
2017-11-01 05:36:35,0.1503018871,2017-10-10 03:21:35,0.1951341
2017-11-01 05:51:35,0.1501935004,2017-10-10 03:36:35,0.201463
2017-11-01 06:06:35,0.1500031407,2017-10-10 03:51:35,0.1536957
2017-11-01 06:21:35,0.1497567535,2017-10-10 04:06:35,0.1139864
2017-11-01 06:36:35,0.1500465901,2017-10-10 04:21:35,0.1372345
2017-11-01 06:51:35,0.1505013938,2017-10-10 04:36:35,0.156335
2017-11-01 07:06:35,0.1499600242,2017-10-10 04:51:35,0.1711148
2017-11-01 07:21:35,0.1494103815,2017-10-10 05:06:35,0.1751613
2017-11-01 07:36:35,0.1489557191,2017-10-10 05:21:35,0.1847325
2017-11-01 07:51:35,0.1486920755,2017-10-10 05:36:35,0.1926183
2017-11-01 08:06:35,0.1485762532,2017-10-10 05:51:35,0.2015009
2017-11-01 08:21:35,0.1484583979,2017-10-10 06:06:35,0.1508882
2017-11-01 08:36:35,0.1486017474,2017-10-10 06:21:35,0.113083
2017-11-01 08:51:35,0.1487546563,2017-10-10 06:36:35,0.08414779
2017-11-01 09:06:35,0.148997818,2017-10-10 06:51:35,0.06275224
2017-11-01 09:21:35,0.1492659844,2017-10-10 07:06:35,0.0468444
2017-11-01 09:36:35,0.1499910693,2017-10-10 07:21:35,0.03402127
2017-11-01 09:51:35,0.1500064692,2017-10-10 07:36:35,0.02510459
2017-11-01 10:06:35,0.1503642231,2017-10-10 07:51:35,0.01976664
2017-11-01 10:21:35,0.1506690035,2017-10-10 08:06:35,0.06495588
2017-11-01 10:36:35,0.1509825583,2017-10-10 08:21:35,0.1029614
2017-11-01 10:51:35,0.1511817183,2017-10-10 08:36:35,0.1334321
2017-11-01 11:06:35,0.151536133,2017-10-10 08:51:35,0.1532999
2017-11-01 11:21:35,0.1518919703,2017-10-10 09:06:35,0.1170001
2017-11-01 11:36:35,0.1524982337,2017-10-10 09:21:35,0.08824777
2017-11-01 11:51:35,0.153355658,2017-10-10 09:36:35,0.0662026
2017-11-01 12:06:35,0.1542083812,2017-10-10 09:51:35,0.1016884
2017-11-01 12:21:35,0.1549959382,2017-10-10 10:06:35,0.0777479
2017-11-01 12:36:35,0.1556936126,2017-10-10 10:21:35,0.05621133
2017-11-01 12:51:35,0.1562697148,2017-10-10 10:36:35,0.04136836
2017-11-01 13:06:35,0.1568153248,2017-10-10 10:51:35,0.02900424
2017-11-01 13:21:35,0.1571977747,2017-10-10 11:06:35,0.02122536
2017-11-01 13:36:35,0.1576357042,2017-10-10 11:21:35,0.01480213
2017-11-01 13:51:35,0.1578016692,2017-10-10 11:51:35,0.03394055
2017-11-01 14:06:35,0.1579582998,2017-10-10 12:06:35,0.064068
2017-11-01 14:21:35,0.157986074,2017-10-10 12:21:35,0.08478865
2017-11-01 14:36:35,0.1581125643,2017-10-10 12:36:35,0.1004582
2017-11-01 14:51:35,0.1582531754,2017-10-10 12:51:35,0.1109095
2017-11-01 15:06:35,0.1583405137,2017-10-10 13:06:35,0.1187846
2017-11-01 15:21:35,0.1586761136,2017-10-10 13:21:35,0.126086
2017-11-01 15:36:35,0.1591089259,2017-10-10 13:36:35,0.13047
2017-11-01 15:51:35,0.1594553544,2017-10-10 13:51:35,0.1359859
2017-11-01 16:06:35,0.1598170674,2017-10-10 14:06:35,0.1396628
2017-11-01 16:21:35,0.1602720909,2017-10-10 14:21:35,0.1413015
2017-11-01 16:36:35,0.1605591178,2017-10-10 14:36:35,0.1434497
2017-11-01 16:51:35,0.1607915861,2017-10-10 14:51:35,0.1436636
2017-11-01 17:06:35,0.1611230603,2017-10-10 15:06:35,0.14206
2017-11-01 17:21:35,0.1614116512,2017-10-10 15:21:35,0.1440935
2017-11-01 17:36:35,0.1618002721,2017-10-10 15:36:35,0.148952
2017-11-01 17:51:35,0.1622589421,2017-10-10 15:51:35,0.1488615
2017-11-01 18:06:35,0.1627837791,2017-10-10 16:06:35,0.1498749
2017-11-01 18:21:35,0.1632111059,2017-10-10 16:21:35,0.1492622
2017-11-01 18:36:35,0.1635320314,2017-10-10 16:36:35,0.1510593
2017-11-01 18:51:35,0.1640527191,2017-10-10 16:51:35,0.1542004
2017-11-01 19:06:35,0.1646969467,2017-10-10 17:06:35,0.1551583
2017-11-01 19:21:35,0.1645060253,2017-10-10 17:21:35,0.157503
2017-11-01 19:36:35,0.1640112007,2017-10-10 17:36:35,0.1584774
2017-11-01 19:51:35,0.1644284348,2017-10-10 17:51:35,0.1581341
2017-11-01 20:06:35,0.1648060763,2017-10-10 18:06:35,0.1598642
2017-11-01 20:21:35,0.1652658839,2017-10-10 18:21:35,0.1635722
2017-11-01 20:36:35,0.1656018839,2017-10-10 18:36:35,0.1645039
2017-11-01 20:51:35,0.1660338003,2017-10-10 18:51:35,0.1645389
2017-11-01 21:06:35,0.1662130461,2017-10-10 19:06:35,0.1653062
2017-11-01 21:21:35,0.1663623621,2017-10-10 19:21:35,0.1646643
2017-11-01 21:36:35,0.1665698623,2017-10-10 19:36:35,0.1661503
2017-11-01 21:51:35,0.1666590992,2017-10-10 19:51:35,0.1666676
2017-11-01 22:06:35,0.1674140834,2017-10-10 20:06:35,0.165312
2017-11-01 22:21:35,0.1668272665,2017-10-10 20:21:35,0.1675118
2017-11-01 22:36:35,0.1667236028,2017-10-10 20:36:35,0.1689676
2017-11-01 22:51:35,0.166442619,2017-10-10 20:51:35,0.1691397
2017-11-01 23:06:35,0.1663024686,2017-10-10 21:06:35,0.1685251
2017-11-01 23:21:35,0.1661313554,2017-10-10 21:21:35,0.1678025
2017-11-01 23:36:35,0.1659805254,2017-10-10 21:36:35,0.1686039
2017-11-01 23:51:35,0.1659376939,2017-10-10 21:51:35,0.1699673
2017-11-02 00:06:35,0.1659244565,2017-10-10 22:06:35,0.1714659
2017-11-02 00:21:35,0.1660788876,2017-10-10 22:21:35,0.1714873
2017-11-02 00:36:35,0.16621964,2017-10-10 22:36:35,0.1703076
2017-11-02 00:51:35,0.1657270544,2017-10-10 22:51:35,0.169765
2017-11-02 01:06:35,0.1653032644,2017-10-10 23:06:35,0.1691407
2017-11-02 01:21:35,0.1648377518,2017-10-10 23:21:35,0.168775
2017-11-02 01:36:35,0.1645460697,2017-10-10 23:36:35,0.1687585
2017-11-02 01:51:35,0.164164875,2017-10-10 23:51:35,0.1686321
2017-11-02 02:06:35,0.1637490544,2017-10-11 00:06:35,0.1685893
2017-11-02 02:21:35,0.1632433082,2017-10-11 00:21:35,0.1676226
2017-11-02 02:36:35,0.1624901552,2017-10-11 00:36:35,0.1670206
2017-11-02 02:51:35,0.1618867779,2017-10-11 00:51:35,0.1671237
2017-11-02 03:06:35,0.1613011396,2017-10-11 01:06:35,0.1662475
2017-11-02 03:21:35,0.1607189321,2017-10-11 01:21:35,0.1633252
2017-11-02 03:36:35,0.1603269109,2017-10-11 01:36:35,0.1617002
2017-11-02 03:51:35,0.159973278,2017-10-11 01:51:35,0.1633495
2017-11-02 04:06:35,0.1595006968,2017-10-11 02:06:35,0.1626202
2017-11-02 04:21:35,0.1590096058,2017-10-11 02:21:35,0.1612723
2017-11-02 04:36:35,0.1586199419,2017-10-11 02:36:35,0.1605819
2017-11-02 04:51:35,0.1582483389,2017-10-11 02:51:35,0.1618918
2017-11-02 05:06:35,0.1578628555,2017-10-11 03:06:35,0.1596843
2017-11-02 05:21:35,0.1575078364,2017-10-11 03:21:35,0.1585066
2017-11-02 05:36:35,0.157148527,2017-10-11 03:36:35,0.1572657
2017-11-02 05:51:35,0.1569448153,2017-10-11 03:51:35,0.1567843
2017-11-02 06:06:35,0.1567926228,2017-10-11 04:06:35,0.1570984
2017-11-02 06:21:35,0.1565384091,2017-10-11 04:21:35,0.15729
2017-11-02 06:36:35,0.1562750879,2017-10-11 04:36:35,0.1584541
2017-11-02 06:51:35,0.1559888768,2017-10-11 04:51:35,0.1576761
2017-11-02 07:06:35,0.1558000902,2017-10-11 05:06:35,0.1567133
2017-11-02 07:21:35,0.1555753517,2017-10-11 05:21:35,0.1559208
2017-11-02 07:36:35,0.1554063286,2017-10-11 05:36:35,0.156653
2017-11-02 07:51:35,0.1551832728,2017-10-11 05:51:35,0.1570955
2017-11-02 08:06:35,0.1550232909,2017-10-11 06:06:35,0.1575788
2017-11-02 08:21:35,0.1548746152,2017-10-11 06:21:35,0.1573552
2017-11-02 08:36:35,0.1547452186,2017-10-11 06:36:35,0.1562115
2017-11-02 08:51:35,0.1546940054,2017-10-11 06:51:35,0.1567707
2017-11-02 09:06:35,0.1545601598,2017-10-11 07:06:35,0.1561318
2017-11-02 09:21:35,0.1543506813,2017-10-11 07:21:35,0.1559032
2017-11-02 09:36:35,0.1540420906,2017-10-11 07:36:35,0.1562213
2017-11-02 09:51:35,0.1539529332,2017-10-11 07:51:35,0.1562495
2017-11-02 10:06:35,0.1537923705,2017-10-11 08:06:35,0.1573542
2017-11-02 10:21:35,0.1536580556,2017-10-11 08:21:35,0.1553451
2017-11-02 10:36:35,0.1535964355,2017-10-11 08:36:35,0.1552225
2017-11-02 10:51:35,0.1527798294,2017-10-11 08:51:35,0.1554841
2017-11-02 11:06:35,0.1527739458,2017-10-11 09:06:35,0.1566657
2017-11-02 11:21:35,0.15293299,2017-10-11 09:21:35,0.1561016
2017-11-02 11:36:35,0.1529051796,2017-10-11 09:36:35,0.1550144
2017-11-02 11:51:35,0.1527820017,2017-10-11 09:51:35,0.1550125
2017-11-02 12:06:35,0.1529772687,2017-10-11 10:06:35,0.1558274
2017-11-02 12:21:35,0.1531207257,2017-10-11 10:21:35,0.1568757
2017-11-02 12:36:35,0.1531557512,2017-10-11 10:36:35,0.1560764
2017-11-02 12:51:35,0.1532036824,2017-10-11 10:51:35,0.156019
2017-11-02 13:06:35,0.1530308778,2017-10-11 11:06:35,0.1553801
2017-11-02 13:21:35,0.1522734224,2017-10-11 11:21:35,0.1553207
2017-11-02 13:36:35,0.152015686,2017-10-11 11:36:35,0.1545437
2017-11-02 13:51:35,0.151860106,2017-10-11 11:51:35,0.1529907
2017-11-02 14:06:35,0.1515270815,2017-10-11 12:06:35,0.1543716
2017-11-02 14:21:35,0.1512215275,2017-10-11 12:21:35,0.1532756
2017-11-02 14:36:35,0.151043918,2017-10-11 12:36:35,0.1527874
2017-11-02 14:51:35,0.1504909218,2017-10-11 12:51:35,0.1530675
2017-11-02 15:06:35,0.1502265181,2017-10-11 13:06:35,0.1529848
2017-11-02 15:21:35,0.1499050204,2017-10-11 13:21:35,0.1518344
2017-11-02 15:36:35,0.1496536865,2017-10-11 13:36:35,0.1526639
2017-11-02 15:51:35,0.1491594394,2017-10-11 13:51:35,0.1528244
2017-11-02 16:06:35,0.1487253814,2017-10-11 14:06:35,0.1525676
2017-11-02 16:21:35,0.1483704596,2017-10-11 14:21:35,0.1526085
2017-11-02 16:36:35,0.1483746471,2017-10-11 14:36:35,0.1531006
2017-11-02 16:51:35,0.1479649648,2017-10-11 14:51:35,0.1541294
2017-11-02 17:06:35,0.1474497443,2017-10-11 15:06:35,0.1547936
2017-11-02 17:21:35,0.1470141491,2017-10-11 15:21:35,0.1549843
2017-11-02 17:36:35,0.1466142701,2017-10-11 15:36:35,0.1557
2017-11-02 17:51:35,0.146150554,2017-10-11 15:51:35,0.156479
2017-11-02 18:06:35,0.1458718539,2017-10-11 16:06:35,0.15789
2017-11-02 18:21:35,0.1456231401,2017-10-11 16:21:35,0.1590638
2017-11-02 18:36:35,0.1453456673,2017-10-11 16:36:35,0.16093
2017-11-02 18:51:35,0.1451296095,2017-10-11 16:51:35,0.1631317
2017-11-02 19:06:35,0.1448058208,2017-10-11 17:06:35,0.165312
2017-11-02 19:21:35,0.1445417177,2017-10-11 17:21:35,0.1676557
2017-11-02 19:36:35,0.1442691133,2017-10-11 17:36:35,0.1682538
2017-11-02 19:51:35,0.1440408769,2017-10-11 17:51:35,0.1697786
2017-11-02 20:06:35,0.1438831824,2017-10-11 18:06:35,0.171391
2017-11-02 20:21:35,0.1436990649,2017-10-11 18:21:35,0.1750183
2017-11-02 20:36:35,0.1434211407,2017-10-11 18:36:35,0.1777724
2017-11-02 20:51:35,0.1431787306,2017-10-11 18:51:35,0.1806539
2017-11-02 21:06:35,0.1428787389,2017-10-11 19:06:35,0.1826883
2017-11-02 21:21:35,0.1425159942,2017-10-11 19:21:35,0.1851895
2017-11-02 21:36:35,0.1421038003,2017-10-11 19:36:35,0.186976
2017-11-02 21:51:35,0.1416434498,2017-10-11 19:51:35,0.1878444
2017-11-02 22:06:35,0.141460622,2017-10-11 20:06:35,0.1881225
2017-11-02 22:21:35,0.1413120807,2017-10-11 20:21:35,0.1886632
2017-11-02 22:36:35,0.1411775592,2017-10-11 20:36:35,0.1874107
2017-11-02 22:51:35,0.1411781919,2017-10-11 20:51:35,0.1890357
2017-11-02 23:06:35,0.1412033067,2017-10-11 21:06:35,0.1906237
2017-11-02 23:21:35,0.1412843679,2017-10-11 21:21:35,0.1908513
2017-11-02 23:36:35,0.1415056612,2017-10-11 21:36:35,0.1925249
2017-11-02 23:51:35,0.1417753765,2017-10-11 21:51:35,0.1920192
2017-11-03 00:06:35,0.1418331895,2017-10-11 22:06:35,0.1921272
2017-11-03 00:21:35,0.1420175558,2017-10-11 22:21:35,0.1916303
2017-11-03 00:36:35,0.142259078,2017-10-11 22:36:35,0.1908795
2017-11-03 00:51:35,0.1423433821,2017-10-11 22:51:35,0.1892749
2017-11-03 01:06:35,0.1425356281,2017-10-11 23:06:35,0.1882227
2017-11-03 01:21:35,0.1427261695,2017-10-11 23:21:35,0.1881993
2017-11-03 01:36:35,0.1427955919,2017-10-11 23:36:35,0.1850213
2017-11-03 01:51:35,0.1427267396,2017-10-11 23:51:35,0.1841879
2017-11-03 02:06:35,0.142865269,2017-10-12 00:06:35,0.1834147
2017-11-03 02:21:35,0.1430533663,2017-10-12 00:21:35,0.1827573
2017-11-03 02:36:35,0.1431409619,2017-10-12 00:36:35,0.1829197
2017-11-03 02:51:35,0.143354498,2017-10-12 00:51:35,0.1829771
2017-11-03 03:06:35,0.143510491,2017-10-12 01:06:35,0.1836316
2017-11-03 03:21:35,0.1435885311,2017-10-12 01:21:35,0.1833924
2017-11-03 03:36:35,0.1440517219,2017-10-12 01:36:35,0.1831074
2017-11-03 03:51:35,0.1442141875,2017-10-12 01:51:35,0.182344
2017-11-03 04:06:35,0.1443144907,2017-10-12 02:06:35,0.1836083
2017-11-03 04:21:35,0.1444066205,2017-10-12 02:21:35,0.1852887
2017-11-03 04:36:35,0.1447322463,2017-10-12 02:36:35,0.1867863
2017-11-03 04:51:35,0.1450582964,2017-10-12 02:51:35,0.1879601
2017-11-03 05:06:35,0.1453263455,2017-10-12 03:06:35,0.1896551
2017-11-03 05:21:35,0.1450272181,2017-10-12 03:21:35,0.1933904
2017-11-03 05:36:35,0.14512471,2017-10-12 03:36:35,0.1943931
2017-11-03 05:51:35,0.1453141478,2017-10-12 03:51:35,0.1949688
2017-11-03 06:06:35,0.1454531402,2017-10-12 04:06:35,0.2012238
2017-11-03 06:21:35,0.1455148504,2017-10-12 04:21:35,0.2073844
2017-11-03 06:36:35,0.1456058997,2017-10-12 04:36:35,0.2138758
2017-11-03 06:51:35,0.1456597748,2017-10-12 04:51:35,0.2192701
2017-11-03 07:06:35,0.1456146477,2017-10-12 05:06:35,0.2240771
2017-11-03 07:21:35,0.1454568933,2017-10-12 05:21:35,0.2306472
2017-11-03 07:36:35,0.1451338144,2017-10-12 05:36:35,0.2335558
2017-11-03 07:51:35,0.1448848861,2017-10-12 05:51:35,0.2370723
2017-11-03 08:06:35,0.1446929766,2017-10-12 06:06:35,0.2396173
2017-11-03 08:21:35,0.1446051081,2017-10-12 06:21:35,0.2432272
2017-11-03 08:36:35,0.1443886017,2017-10-12 06:36:35,0.2441403
2017-11-03 08:51:35,0.1442876954,2017-10-12 06:51:35,0.2467096
2017-11-03 09:06:35,0.1440399043,2017-10-12 07:06:35,0.2537698
2017-11-03 09:21:35,0.1438325472,2017-10-12 07:21:35,0.2594958
2017-11-03 09:36:35,0.1436540635,2017-10-12 07:36:35,0.2645576
2017-11-03 09:51:35,0.1435248962,2017-10-12 07:51:35,0.2679097
2017-11-03 10:06:35,0.1434566391,2017-10-12 08:06:35,0.2710693
2017-11-03 10:21:35,0.143465883,2017-10-12 08:21:35,0.2711072
2017-11-03 10:36:35,0.143610546,2017-10-12 08:36:35,0.2714233
2017-11-03 10:51:35,0.1436986219,2017-10-12 08:51:35,0.2708855
2017-11-03 11:06:35,0.1437931701,2017-10-12 09:06:35,0.2730259
2017-11-03 11:21:35,0.1439700047,2017-10-12 09:21:35,0.2742746
2017-11-03 11:36:35,0.1441225076,2017-10-12 09:36:35,0.2739119
2017-11-03 11:51:35,0.1442527741,2017-10-12 09:51:35,0.2740412
2017-11-03 12:06:35,0.1443361395,2017-10-12 10:06:35,0.2774381
2017-11-03 12:21:35,0.1444908611,2017-10-12 10:21:35,0.2813475
2017-11-03 12:36:35,0.1444734601,2017-10-12 10:36:35,0.2877999
2017-11-03 12:51:35,0.1446094459,2017-10-12 10:51:35,0.2921993
2017-11-03 13:06:35,0.1447924385,2017-10-12 11:06:35,0.2938419
2017-11-03 13:21:35,0.1450374548,2017-10-12 11:21:35,0.293166
2017-11-03 13:36:35,0.1451362423,2017-10-12 11:36:35,0.2937339
2017-11-03 13:51:35,0.1457543718,2017-10-12 11:51:35,0.2913795
2017-11-03 14:06:35,0.1456775977,2017-10-12 12:06:35,0.288714
2017-11-03 14:21:35,0.1459372414,2017-10-12 12:21:35,0.2848202
2017-11-03 14:36:35,0.1458553529,2017-10-12 12:36:35,0.2809351
2017-11-03 14:51:35,0.1457974384,2017-10-12 12:51:35,0.2771628
2017-11-03 15:06:35,0.1457110944,2017-10-12 13:06:35,0.273448
2017-11-03 15:21:35,0.1456605398,2017-10-12 13:21:35,0.2702728
2017-11-03 15:36:35,0.145662232,2017-10-12 13:36:35,0.2670899
2017-11-03 15:51:35,0.1455866872,2017-10-12 13:51:35,0.2649553
2017-11-03 16:06:35,0.1455438006,2017-10-12 14:06:35,0.2640139
2017-11-03 16:21:35,0.1452902004,2017-10-12 14:21:35,0.261257
2017-11-03 16:36:35,0.1450868344,2017-10-12 14:36:35,0.2585953
2017-11-03 16:51:35,0.1448814013,2017-10-12 14:51:35,0.2547122
2017-11-03 17:06:35,0.1445999646,2017-10-12 15:06:35,0.252951
2017-11-03 17:21:35,0.1443450745,2017-10-12 15:21:35,0.2497768
2017-11-03 17:36:35,0.1439854402,2017-10-12 15:36:35,0.2451361
2017-11-03 17:51:35,0.143650696,2017-10-12 15:51:35,0.2423675
2017-11-03 18:06:35,0.1434026829,2017-10-12 16:06:35,0.2381246
2017-11-03 18:21:35,0.1431736589,2017-10-12 16:21:35,0.2352839
2017-11-03 18:36:35,0.1428477269,2017-10-12 16:36:35,0.2334674
2017-11-03 18:51:35,0.1424310728,2017-10-12 16:51:35,0.2312822
2017-11-03 19:06:35,0.142128945,2017-10-12 17:06:35,0.2296397
2017-11-03 19:21:35,0.141825873,2017-10-12 17:21:35,0.2271472
2017-11-03 19:36:35,0.141418712,2017-10-12 17:36:35,0.226412
2017-11-03 19:51:35,0.1410955248,2017-10-12 17:51:35,0.2240246
2017-11-03 20:06:35,0.1409171717,2017-10-12 18:06:35,0.2241199
2017-11-03 20:21:35,0.1408169055,2017-10-12 18:21:35,0.2238622
2017-11-03 20:36:35,0.1408035373,2017-10-12 18:36:35,0.2212783
2017-11-03 20:51:35,0.1407750116,2017-10-12 18:51:35,0.2198322
2017-11-03 21:06:35,0.1406673249,2017-10-12 19:06:35,0.217296
2017-11-03 21:21:35,0.1406106644,2017-10-12 19:21:35,0.2149037
2017-11-03 21:36:35,0.1405154781,2017-10-12 19:36:35,0.2127272
2017-11-03 21:51:35,0.1405485322,2017-10-12 19:51:35,0.2115389
2017-11-03 22:06:35,0.1406714884,2017-10-12 20:06:35,0.211251
2017-11-03 22:21:35,0.1407797406,2017-10-12 20:21:35,0.2094412
2017-11-03 22:36:35,0.1409922524,2017-10-12 20:36:35,0.2079358
2017-11-03 22:51:35,0.1410099384,2017-10-12 20:51:35,0.2058849
2017-11-03 23:06:35,0.1411658215,2017-10-12 21:06:35,0.2058294
2017-11-03 23:21:35,0.1414280916,2017-10-12 21:21:35,0.2057993
2017-11-03 23:36:35,0.141500815,2017-10-12 21:36:35,0.2040391
2017-11-03 23:51:35,0.1415759373,2017-10-12 21:51:35,0.2025152
2017-11-04 00:06:35,0.1419069518,2017-10-12 22:06:35,0.201464
2017-11-04 00:21:35,0.1420323859,2017-10-12 22:21:35,0.2005722
2017-11-04 00:36:35,0.1422805004,2017-10-12 22:36:35,0.1987235
2017-11-04 00:51:35,0.1428410182,2017-10-12 22:51:35,0.1990308
2017-11-04 01:06:35,0.1432335237,2017-10-12 23:06:35,0.2007307
2017-11-04 01:21:35,0.143657561,2017-10-12 23:21:35,0.2006004
2017-11-04 01:36:35,0.1440978171,2017-10-12 23:36:35,0.1996065
2017-11-04 01:51:35,0.1443625558,2017-10-12 23:51:35,0.1985242
2017-11-04 02:06:35,0.1447250236,2017-10-13 00:06:35,0.1973494
2017-11-04 02:21:35,0.1451084359,2017-10-13 00:21:35,0.19701
2017-11-04 02:36:35,0.1447639693,2017-10-13 00:36:35,0.1955211
2017-11-04 02:51:35,0.1449467416,2017-10-13 00:51:35,0.194997
2017-11-04 03:06:35,0.1449486147,2017-10-13 01:06:35,0.1936948
2017-11-04 03:21:35,0.1451819165,2017-10-13 01:21:35,0.1933973
2017-11-04 03:36:35,0.1451320641,2017-10-13 01:36:35,0.1924189
2017-11-04 03:51:35,0.145230291,2017-10-13 01:51:35,0.1920815
2017-11-04 04:06:35,0.1451047138,2017-10-13 02:06:35,0.1922186
2017-11-04 04:21:35,0.1449832152,2017-10-13 02:21:35,0.1909991
2017-11-04 04:36:35,0.1447278041,2017-10-13 02:36:35,0.1901579
2017-11-04 04:51:35,0.1445485022,2017-10-13 02:51:35,0.1884921
2017-11-04 05:06:35,0.1445912062,2017-10-13 03:06:35,0.1883841
2017-11-04 05:21:35,0.144480509,2017-10-13 03:21:35,0.1875633
2017-11-04 05:36:35,0.1443407,2017-10-13 03:36:35,0.1881225
2017-11-04 05:51:35,0.1443690308,2017-10-13 03:51:35,0.1861221
2017-11-04 06:06:35,0.144434707,2017-10-13 04:06:35,0.1855785
2017-11-04 06:21:35,0.1446430218,2017-10-13 04:21:35,0.185315
2017-11-04 06:36:35,0.144737431,2017-10-13 04:36:35,0.1841976
2017-11-04 06:51:35,0.1446910993,2017-10-13 04:51:35,0.1838825
2017-11-04 07:06:35,0.1447106545,2017-10-13 05:06:35,0.1846313
2017-11-04 07:21:35,0.1448426492,2017-10-13 05:21:35,0.1843901
2017-11-04 07:36:35,0.1451554879,2017-10-13 05:36:35,0.1832377
2017-11-04 07:51:35,0.145332331,2017-10-13 05:51:35,0.1833204
2017-11-04 08:06:35,0.1455099189,2017-10-13 06:06:35,0.182945
2017-11-04 08:21:35,0.1457073296,2017-10-13 06:21:35,0.1815748
2017-11-04 08:36:35,0.145697318,2017-10-13 06:36:35,0.1825045
2017-11-04 08:51:35,0.1459402736,2017-10-13 06:51:35,0.1824218
2017-11-04 09:06:35,0.1458575743,2017-10-13 07:06:35,0.1805907
2017-11-04 09:21:35,0.1458025815,2017-10-13 07:21:35,0.1800373
2017-11-04 09:36:35,0.1457039296,2017-10-13 07:36:35,0.1805255
