"GROMOS 54A7, x","GROMOS 54A7, y","GROMOS 54A7, z","CHARMM 36/PAR, x; OPLS-AA/L, x","CHARMM 36/PAR, y","CHARMM 36/PAR, z","OPLS-AA/L, y","OPLS-AA/L, z","AMBER 99SB-ILDN, x","AMBER 99SB-ILDN, y","AMBER 99SB-ILDN, z","MARTINI, x","MARTINI, y","MARTINI, z"
9.6000003815,-7.3910665512,3.558870554,9.6000003815,-2.1443092823,-0.8122370243,1.0022162199,23.7249412537,178.0,-1.4700320959,-8.5237207413,10.0,9.3716430664,8.6563234329
9.8000001907,-11.1657829285,3.652980566,9.8000001907,-1.8856520653,-1.3291090727,0.4381643832,22.2554035187,178.1999969482,-1.6554251909,-8.6175460815,10.1999998093,10.504576683,10.7402448654
10.0,-9.6039590836,4.5933351517,10.0,-3.068138361,0.6632267237,-0.2374878228,21.2529888153,178.3999938965,-1.3352594376,-8.513879776,10.3999996185,9.5462999344,10.1741142273
10.1999998093,-10.291261673,2.4575362206,10.1999998093,-2.5263469219,-0.8220610619,-0.9168527126,19.05119133,178.6000061035,-1.9141633511,-8.5463571548,10.6000003815,8.9374752045,11.2370252609
10.3999996185,-9.9818849564,3.3020911217,10.3999996185,-2.3925507069,-0.0832497403,1.058526516,19.7943782806,178.8000030518,-1.348600626,-8.7749938965,10.8000001907,7.6117210388,11.0311222076
10.6000003815,-9.5908069611,3.655973196,10.6000003815,-1.5773808956,-1.7044525146,0.4291612506,17.4299221039,179.0,-1.8799054623,-8.6901226044,11.0,6.4341468811,11.3954610825
10.8000001907,-9.2865858078,4.0253219604,10.8000001907,-3.3181784153,-2.5058867931,2.8490469456,18.687921524,179.1999969482,-1.1682013273,-8.7045698166,11.1999998093,6.4054288864,9.848323822
11.0,-9.3186006546,3.1715838909,11.0,-3.9709606171,-2.6955399513,7.2229690552,18.9652824402,179.3999938965,-1.6464880705,-8.4231796265,11.3999996185,6.4665331841,9.4025745392
11.1999998093,-9.0095872879,3.2515230179,11.1999998093,-2.7007017136,-1.8753025532,5.3811831474,18.6623020172,179.6000061035,-1.2435611486,-8.2497787476,11.6000003815,5.6020321846,9.6144456863
11.3999996185,-10.7007780075,3.2853534222,11.3999996185,-2.8837637901,-0.5789116621,4.5790481567,18.5036315918,179.8000030518,-1.015566349,-8.7085895538,11.8000001907,3.3354785442,10.6160135269
11.6000003815,-8.9772758484,2.1681921482,11.6000003815,-3.4154260159,-0.2888485193,3.0334837437,14.7890510559,180.0,-1.3032433987,-8.5476799011,12.0,5.5410556793,12.4562864304
11.8000001907,-8.6107692719,2.7698812485,11.8000001907,-2.1711130142,-0.132068187,0.568603754,14.5716285706,180.1999969482,-1.752404213,-7.9966316223,12.1999998093,4.9902076721,11.3773193359
12.0,-9.6689901352,2.625068903,12.0,-3.437962532,1.5646300316,0.1945644468,15.3254804611,180.3999938965,-1.6171849966,-8.08893013,12.3999996185,6.5440516472,10.4098110199
12.1999998093,-9.3658752441,2.3995621204,12.1999998093,-5.2656664848,3.0497448444,-0.5565757155,13.3846473694,180.6000061035,-1.5826363564,-8.4537696838,12.6000003815,6.8726916313,12.5302181244
12.3999996185,-9.6972103119,2.2520360947,12.3999996185,-5.0038881302,3.7642681599,1.1579456329,14.72468853,180.8000030518,-1.4541749954,-8.2935495377,12.8000001907,5.2016987801,11.6212444305
12.6000003815,-7.7061486244,2.3000388145,12.6000003815,-3.325371027,5.0030612946,2.4512147903,14.5390062332,181.0,-1.8420528173,-7.8215169907,13.0,6.1339154243,10.6550254822
12.8000001907,-7.6038889885,3.4357705116,12.8000001907,-3.1678514481,4.835067749,2.5088925362,15.1727161407,181.1999969482,-1.453619957,-8.3036813736,13.1999998093,5.7112193108,11.0389137268
13.0,-8.0568237305,2.0911962986,13.0,-5.6566705704,4.0613613129,0.3389415741,12.5819568634,181.3999938965,-1.8647739887,-8.5198907852,13.3999996185,7.3403863907,9.3673343658
13.1999998093,-7.430685997,1.0688012838,13.1999998093,-6.701157093,3.9768691063,0.6407467127,11.8719367981,181.6000061035,-1.4721693993,-8.212310791,13.6000003815,7.0072135925,8.1201963425
13.3999996185,-8.3377857208,1.2156801224,13.3999996185,-6.2027125359,4.3124651909,-1.8597500324,10.9625654221,181.8000030518,-1.8216233253,-8.3260269165,13.8000001907,8.562921524,7.2734231949
13.6000003815,-7.8011684418,1.5265686512,13.6000003815,-7.0863418579,2.8493447304,-1.906832695,11.583735466,182.0,-1.2452440262,-7.7632541656,14.0,8.7078266144,7.7443938255
13.8000001907,-6.9259495735,0.0436780006,13.8000001907,-7.7615690231,4.9881029129,1.5319634676,10.6205434799,182.1999969482,-2.119107008,-7.5522680283,14.1999998093,10.2784204483,7.517698288
14.0,-9.270190239,1.7900083065,14.0,-8.728096962,3.0812501907,1.9531064034,9.2648086548,182.3999938965,-1.6785489321,-8.2059860229,14.3999996185,10.1250925064,6.9495038986
14.1999998093,-8.8032875061,3.1757779121,14.1999998093,-7.2473254204,5.8651041985,3.1693899632,8.3602514267,182.6000061035,-1.3058321476,-7.4615850449,14.6000003815,8.4966983795,6.3838500977
14.3999996185,-9.1280374527,2.5045697689,14.3999996185,-7.4811124802,5.8486127853,2.9292705059,6.4095115662,182.8000030518,-1.3951470852,-7.8485074043,14.8000001907,9.0965213776,6.5585212708
14.6000003815,-9.332365036,2.2339241505,14.6000003815,-5.0547857285,5.0005421638,3.7191450596,7.1096863747,183.0,-2.0176553726,-7.8340601921,15.0,9.012717247,4.9092879295
14.8000001907,-8.3031740189,1.0864142179,14.8000001907,-4.5907673836,5.9638018608,3.378082037,5.6810202599,183.1999969482,-2.1286432743,-8.1868457794,15.1999998093,8.5377807617,5.2402997017
15.0,-8.6189060211,0.8552762866,15.0,-2.9998188019,6.9463553429,3.5127096176,6.7094078064,183.3999938965,-2.1521780491,-7.9768571854,15.3999996185,9.6789655685,5.5697264671
15.1999998093,-9.2949361801,-0.3187642395,15.1999998093,-3.4124417305,8.1688613892,5.0384874344,8.1713781357,183.6000061035,-1.8662774563,-8.370095253,15.6000003815,11.0599050522,6.1606965065
15.3999996185,-8.2754335403,0.410007596,15.3999996185,-2.8605136871,6.9474544525,3.8899281025,8.5110721588,183.8000030518,-1.9583706856,-8.3181171417,15.8000001907,11.4852876663,7.156273365
15.6000003815,-8.257897377,0.2039079517,15.6000003815,-3.532481432,7.4736466408,2.8501811028,8.2912197113,184.0,-1.6782104969,-8.5611658096,16.0,10.5846529007,6.2022709846
15.8000001907,-7.8739962578,1.6166073084,15.8000001907,-4.3844823837,7.0078420639,2.0492947102,8.8271608353,184.1999969482,-0.9915319085,-8.5150251389,16.2000007629,9.1522359848,5.2374725342
16.0,-9.6856327057,2.5307838917,16.0,-6.7727212906,9.2881593704,2.5611932278,7.5707788467,184.3999938965,0.0380359218,-9.2126684189,16.3999996185,7.6866593361,4.77384758
16.2000007629,-8.6792726517,2.3271467686,16.2000007629,-4.495923996,7.9612817764,1.7905049324,6.6019935608,184.6000061035,-0.8880253434,-9.2488746643,16.6000003815,9.0939588547,5.4362106323
16.3999996185,-8.6924819946,1.7006465197,16.3999996185,-6.5120882988,5.9260878563,1.1914331913,7.8556451797,184.8000030518,-1.4845268726,-8.6013460159,16.7999992371,7.5466570854,6.3292593956
16.6000003815,-8.2806625366,1.3647623062,16.6000003815,-7.0175361633,3.8035562038,1.5375306606,7.6261935234,185.0,-1.7249068022,-7.7998166084,17.0,7.3229103088,7.6487188339
16.7999992371,-7.8992996216,2.340678215,16.7999992371,-6.8405866623,4.8703589439,0.4193752408,7.69383955,185.1999969482,-1.2540705204,-8.0897054672,17.2000007629,9.2292222977,8.7363538742
17.0,-7.4896535873,0.9038498402,17.0,-6.6917791367,3.4727153778,1.8497362137,10.3961181641,185.3999938965,-1.8492754698,-7.7867693901,17.3999996185,7.5213365555,8.6786327362
17.2000007629,-8.2761211395,1.2682231665,17.2000007629,-5.1106314659,1.1370077133,3.2954618931,8.8671283722,185.6000061035,-2.1236402988,-7.9092130661,17.6000003815,8.7812519073,8.0516119003
17.3999996185,-8.434138298,1.248359561,17.3999996185,-6.5018339157,2.9883348942,3.1706213951,10.4111156464,185.8000030518,-2.1911818981,-7.6664400101,17.7999992371,10.2680587769,7.39204216
17.6000003815,-8.5672016144,-0.5593334436,17.6000003815,-4.2769432068,2.7509636879,3.8249022961,11.217051506,186.0,-2.225815773,-7.4889397621,18.0,9.4911441803,8.0096025467
17.7999992371,-8.3800172806,-0.4469952285,17.7999992371,-6.446185112,2.5536756516,3.015226841,9.2322731018,186.1999969482,-1.5696634054,-8.1219758987,18.2000007629,9.6007843018,8.3357095718
18.0,-7.6906151772,0.6343854666,18.0,-4.9083938599,2.0450592041,1.3234708309,8.7830553055,186.3999938965,-2.1025671959,-7.9714426994,18.3999996185,10.4470624924,9.0158033371
18.2000007629,-8.48873806,2.2395219803,18.2000007629,-3.7111525536,2.6792864799,0.7037288547,7.056828022,186.6000061035,-2.1717524529,-8.2218599319,18.6000003815,8.1790361404,9.010884285
18.3999996185,-8.5063772202,0.65018332,18.3999996185,-3.3540425301,0.3018065095,-0.7742758393,7.729763031,186.8000030518,-1.9329842329,-7.9136805534,18.7999992371,8.1597738266,8.1007509232
18.6000003815,-9.0287237167,1.2182252407,18.6000003815,-2.8830144405,2.6409537792,-0.7540479302,9.4626979828,187.0,-1.9175591469,-8.2817983627,19.0,10.5988512039,6.3646626472
18.7999992371,-8.9161081314,1.9347375631,18.7999992371,-3.3149986267,2.6956412792,-1.8192293644,8.9880437851,187.1999969482,-1.7457575798,-7.8498830795,19.2000007629,9.568652153,5.4010000229
19.0,-8.6668930054,2.2464962006,19.0,-5.0055685043,2.1891601086,-2.4138827324,10.2711658478,187.3999938965,-2.5257792473,-7.9876990318,19.3999996185,10.7242250443,6.4670624733
19.2000007629,-7.9275326729,1.1888343096,19.2000007629,-4.5695562363,3.2057111263,-4.7501754761,8.3830528259,187.6000061035,-1.4751294851,-8.3003559113,19.6000003815,8.3253116608,6.6615409851
19.3999996185,-6.7080106735,-0.8129917383,19.3999996185,-3.1930220127,5.3925638199,-3.9805102348,10.8579483032,187.8000030518,-1.4984081984,-7.9503889084,19.7999992371,10.7111053467,7.6742801666
19.6000003815,-7.975675106,0.7614327073,19.6000003815,-6.8202514648,2.3041234016,-2.7925724983,11.9528665543,188.0,-1.6130481958,-8.0146942139,20.0,12.3268013,9.8942689896
19.7999992371,-8.7463102341,1.4392026663,19.7999992371,-6.3221945763,2.6934201717,-3.7011134624,11.5275907516,188.1999969482,-1.978530407,-8.2040891647,20.2000007629,11.8570804596,10.1020097733
20.0,-8.0562438965,1.8233166933,20.0,-4.4323997498,0.158532083,-4.4901356697,11.9844741821,188.3999938965,-1.7410320044,-8.0838327408,20.3999996185,10.4229812622,11.6980962753
20.2000007629,-7.8009982109,2.6121566296,20.2000007629,-3.47625494,2.4932608604,0.3862179816,13.0120925903,188.6000061035,-1.5047812462,-8.7345314026,20.6000003815,10.6087026596,10.506403923
20.3999996185,-6.9944195747,1.3799247742,20.3999996185,-3.7256915569,2.1703798771,-1.5674805641,10.5966300964,188.8000030518,-1.6653553247,-9.1858615875,20.7999992371,11.0649003983,9.6133842468
20.6000003815,-7.8728585243,1.4258637428,20.6000003815,-4.3333973885,4.3252549171,-2.1196844578,7.1799263954,189.0,-1.2059720755,-8.9065074921,21.0,10.9946546555,10.1010093689
20.7999992371,-7.0845794678,1.343159914,20.7999992371,-2.9701161385,5.0725831985,-3.6596200466,7.2529840469,189.1999969482,-0.9740180969,-9.2866754532,21.2000007629,9.4746961594,8.4181032181
21.0,-8.3121995926,1.34088099,21.0,-3.1200840473,5.8776211739,-3.7582583427,8.4804830551,189.3999938965,-1.6670150757,-8.9080142975,21.3999996185,10.6211395264,8.208770752
21.2000007629,-9.5317907333,3.6530175209,21.2000007629,-2.841504097,9.7132844925,-3.1764788628,7.2513790131,189.6000061035,-2.2111549377,-9.1205215454,21.6000003815,9.3963136673,9.5345611572
21.3999996185,-10.359826088,4.1354374886,21.3999996185,-4.3159422874,8.4537963867,-2.7563319206,9.9901571274,189.8000030518,-1.7230436802,-8.7744274139,21.7999992371,11.815568924,10.7305173874
21.6000003815,-10.1801958084,4.0263280869,21.6000003815,-3.9027481079,11.4193973541,-1.8370519876,8.2498617172,190.0,-1.4856328964,-9.1644592285,22.0,13.1935596466,11.8342094421
21.7999992371,-10.0790052414,3.1354491711,21.7999992371,-3.5317349434,9.8965415955,-2.1874248981,10.0119132996,190.1999969482,-2.2455289364,-8.3510808945,22.2000007629,14.7823638916,9.2468481064
22.0,-8.7118053436,2.8101844788,22.0,-1.00225389,12.7241001129,-1.1160567999,9.4181241989,190.3999938965,-1.9255943298,-8.5340414047,22.3999996185,14.904876709,8.8326263428
22.2000007629,-9.7526044846,2.989068985,22.2000007629,-3.4928810596,6.5378437042,-1.6348617077,8.4265956879,190.6000061035,-1.3701528311,-8.2531719208,22.6000003815,16.0951900482,8.9091272354
22.3999996185,-8.4829864502,2.0853221416,22.3999996185,-2.4681046009,7.6427817345,-3.9033269882,10.848200798,190.8000030518,-1.7667737007,-8.1750955582,22.7999992371,12.0280227661,8.1804056168
22.6000003815,-9.5587835312,4.2744908333,22.6000003815,-3.7981266975,11.2425432205,-3.1030931473,13.3548250198,191.0,-2.1398732662,-8.3388814926,23.0,12.3504037857,8.6132974625
22.7999992371,-9.4904308319,2.2397203445,22.7999992371,-4.1266694069,12.9006795883,-2.6852064133,13.6998825073,191.1999969482,-1.8037365675,-8.5890846252,23.2000007629,13.6469497681,10.1777658463
23.0,-9.1497926712,1.8282994032,23.0,-1.4850500822,13.9772167206,-2.2609410286,12.3543643951,191.3999938965,-1.5521142483,-8.1939697266,23.3999996185,11.6473379135,10.0549058914
23.2000007629,-8.5377950668,3.8926050663,23.2000007629,-0.5731893778,14.1790904999,-1.5212161541,11.1013736725,191.6000061035,-1.5835814476,-8.0612401962,23.6000003815,11.6698036194,10.6579351425
23.3999996185,-8.7012395859,2.6991174221,23.3999996185,-1.5466566086,13.8277158737,-2.7898526192,13.2300682068,191.8000030518,-2.0400948524,-8.4706087112,23.7999992371,12.7522096634,11.1376399994
23.6000003815,-8.9368686676,2.5098214149,23.6000003815,-3.4345302582,13.7506036758,-1.0396932364,12.2240047455,192.0,-2.9938898087,-7.8944077492,24.0,14.495595932,13.9286136627
23.7999992371,-9.0376911163,1.1819400787,23.7999992371,-5.3160338402,11.7493057251,-1.6073167324,11.6542434692,192.1999969482,-2.8168964386,-7.6752910614,24.2000007629,15.7456274033,11.4627389908
24.0,-8.9908666611,2.8731853962,24.0,-7.8290410042,7.9658694267,-1.1280878782,10.1923217773,192.3999938965,-2.7564454079,-8.2914505005,24.3999996185,16.8567256927,9.1877937317
24.2000007629,-8.6920995712,2.5099351406,24.2000007629,-9.7025985718,5.5090589523,-2.7688624859,10.5249376297,192.6000061035,-2.6894202232,-8.3288040161,24.6000003815,15.1970701218,9.8498001099
24.3999996185,-8.2905654907,2.1647334099,24.3999996185,-7.5347189903,5.5239276886,-2.9809391499,9.3352479935,192.8000030518,-2.1915941238,-7.8644747734,24.7999992371,15.2555522919,10.5639762878
24.6000003815,-8.561501503,2.3240895271,24.6000003815,-7.591635704,4.9801087379,-2.633872509,9.5440826416,193.0,-3.0229942799,-7.7834115028,25.0,16.5416278839,9.2254505157
24.7999992371,-9.1325016022,2.8382122517,24.7999992371,-7.2118659019,2.1388993263,-2.5208601952,11.2818956375,193.1999969482,-2.8489522934,-7.6617798805,25.2000007629,14.8193264008,10.8172330856
25.0,-9.7464160919,3.8326048851,25.0,-8.3379774094,4.0544705391,-3.7570436001,11.606347084,193.3999938965,-2.294397831,-7.9393048286,25.3999996185,13.2785949707,11.5758113861
25.2000007629,-9.1026582718,3.0335981846,25.2000007629,-9.6165704727,4.0224428177,-2.4877083302,11.5222082138,193.6000061035,-2.2390215397,-8.6459388733,25.6000003815,14.1168470383,10.1629981995
25.3999996185,-9.258184433,2.1893672943,25.3999996185,-8.8167467117,6.1899886131,-3.2336680889,11.4318723679,193.8000030518,-2.4882142544,-8.4087896347,25.7999992371,14.9340076447,9.621512413
25.6000003815,-9.0833311081,0.8623561859,25.6000003815,-7.5435109138,3.2381286621,-2.4992146492,11.3489599228,194.0,-2.6777410507,-8.2129354477,26.0,13.0914716721,8.8524827957
25.7999992371,-7.850622654,0.8988618255,25.7999992371,-5.9515075684,4.3498659134,-3.1556634903,9.2980585098,194.1999969482,-2.0986971855,-8.2171506882,26.2000007629,12.3176822662,8.1117353439
26.0,-8.4738759995,2.8617706299,26.0,-6.2227878571,4.1595072746,-0.8326019049,12.8045797348,194.3999938965,-2.4393727779,-8.0321378708,26.3999996185,12.3260574341,8.5360279083
26.2000007629,-8.6094636917,0.7739406824,26.2000007629,-8.8214483261,5.1734342575,-0.9569862485,10.4757490158,194.6000061035,-2.5061833858,-7.8200993538,26.6000003815,11.8535270691,11.3103866577
26.3999996185,-8.8495616913,0.3157947063,26.3999996185,-7.8519701958,4.5369091034,-0.0181402564,9.9187192917,194.8000030518,-2.7572264671,-7.7661037445,26.7999992371,10.7032594681,11.2659435272
26.6000003815,-9.314655304,1.6389611959,26.6000003815,-8.4201316833,3.0618596077,-0.8414236903,8.6219596863,195.0,-2.8423993587,-8.4874000549,27.0,9.1963310242,10.6922626495
26.7999992371,-9.0482959747,3.3820033073,26.7999992371,-8.050037384,3.0998301506,-0.8552665114,7.9059491158,195.1999969482,-3.176612854,-8.0568552017,27.2000007629,7.5744581223,9.3481626511
27.0,-8.0191926956,4.369055748,27.0,-8.3730726242,3.8231263161,-2.2192215919,6.5974092484,195.3999938965,-2.9592111111,-8.4851913452,27.3999996185,8.623003006,9.5538663864
27.2000007629,-8.0823087692,1.6728857756,27.2000007629,-5.9261865616,6.5963973999,-0.4276975095,8.5480041504,195.6000061035,-3.4140710831,-8.419084549,27.6000003815,8.9499092102,10.0706501007
27.3999996185,-7.8499355316,2.7974183559,27.3999996185,-4.9234309196,6.1018919945,-1.8854644299,9.893901825,195.8000030518,-2.9994838238,-8.4394731522,27.7999992371,8.6445188522,10.049946785
27.6000003815,-9.0838594437,2.6780023575,27.6000003815,-5.8007454872,5.0507802963,-2.917491436,10.959695816,196.0,-3.3785688877,-8.3677692413,28.0,9.9633159637,10.1048460007
27.7999992371,-9.0786790848,2.3253042698,27.7999992371,-4.6477093697,5.2940144539,-1.4458346367,11.3831415176,196.1999969482,-3.1133272648,-8.429605484,28.2000007629,8.4812955856,9.2346372604
28.0,-9.192738533,1.3467165232,28.0,-5.3956055641,3.8014860153,-0.7498601675,9.9929285049,196.3999938965,-3.3331255913,-7.9952073097,28.3999996185,9.1642780304,9.2475376129
28.2000007629,-8.1664295197,0.6125558615,28.2000007629,-6.1847305298,5.6251401901,-2.1849586964,9.0060319901,196.6000061035,-3.1133122444,-8.6261959076,28.6000003815,8.7061424255,8.0655002594
28.3999996185,-8.8744096756,0.6497350335,28.3999996185,-5.6579499245,5.2788534164,-2.4530756474,7.0904102325,196.8000030518,-2.6809487343,-8.5211267471,28.7999992371,10.5607290268,7.7477707863
28.6000003815,-8.3156814575,1.9297679663,28.6000003815,-6.9218034744,4.6663184166,-2.6863069534,7.7278575897,197.0,-2.952491045,-8.0739021301,29.0,10.7762737274,10.1593704224
28.7999992371,-8.5730028152,1.2642931938,28.7999992371,-7.4059858322,4.417116642,-1.8482996225,6.6916055679,197.1999969482,-3.2687141895,-8.3471107483,29.2000007629,11.6873579025,10.0170660019
29.0,-8.3377113342,0.5378807783,29.0,-7.3209481239,3.3700792789,-2.1658914089,9.395904541,197.3999938965,-2.8531446457,-8.4846067429,29.3999996185,11.2970542908,10.9468822479
29.2000007629,-8.4434871674,0.5985859036,29.2000007629,-8.5877771378,2.6269266605,-1.2679245472,9.7272758484,197.6000061035,-3.4559926987,-8.3320064545,29.6000003815,12.1842603683,11.535068512
29.3999996185,-7.9298868179,-0.0774852112,29.3999996185,-7.4563794136,5.7339839935,-1.0715230703,11.3434772491,197.8000030518,-3.3313367367,-8.2403421402,29.7999992371,12.7399501801,10.6374263763
29.6000003815,-9.2864370346,0.8108671904,29.6000003815,-5.9084224701,4.7373051643,-0.5503575802,11.4696359634,198.0,-3.3030488491,-8.1212310791,30.0,13.5253477097,11.1325683594
29.7999992371,-9.3678712845,0.7296952605,29.7999992371,-5.2365632057,4.2394561768,-2.5079495907,8.3452529907,198.1999969482,-2.5429000854,-8.7191343307,30.2000007629,13.1568260193,11.8119421005
30.0,-8.972817421,0.1586541831,30.0,-3.9867601395,4.4546227455,-3.0274288654,8.1798620224,198.3999938965,-2.664986372,-8.367058754,30.3999996185,13.4536848068,14.5260639191
30.2000007629,-9.5636138916,0.7748225927,30.2000007629,-5.3618969917,4.6012077332,-1.795804739,8.6398267746,198.6000061035,-2.7510485649,-8.710726738,30.6000003815,13.2278108597,13.477221489
30.3999996185,-9.0279054642,0.8051583171,30.3999996185,-6.1873950958,3.020720005,-2.9566092491,8.8017082214,198.8000030518,-3.1382706165,-8.5725212097,30.7999992371,12.8672065735,12.7329053879
30.6000003815,-9.9434700012,0.4558164477,30.6000003815,-8.0407457352,3.3573417664,-1.302760601,8.6731500626,199.0,-2.6897289753,-8.0906496048,31.0,12.5889234543,11.5916070938
30.7999992371,-9.4875907898,0.7563772202,30.7999992371,-7.3616542816,2.9096524715,-1.884513855,7.3286662102,199.1999969482,-2.9578034878,-8.905664444,31.2000007629,9.7848320007,10.5714693069
31.0,-9.0341424942,0.174559325,31.0,-7.1713809967,2.900036335,-0.7771552801,8.9087362289,199.3999938965,-3.1308443546,-8.4524784088,31.3999996185,10.9830274582,11.6178312302
31.2000007629,-9.231801033,1.9813579321,31.2000007629,-8.4253139496,3.2900879383,-1.2044253349,10.6719779968,199.6000061035,-2.6310515404,-8.3302707672,31.6000003815,12.0401086807,12.8981590271
31.3999996185,-9.6194658279,0.9204344153,31.3999996185,-9.0361118317,3.2670285702,-2.9571316242,12.2591972351,199.8000030518,-3.0838007927,-8.483997345,31.7999992371,9.0956687927,12.6454172134
31.6000003815,-8.0737438202,1.1779017448,31.6000003815,-9.3243579865,1.1174252033,-2.3044745922,10.9986820221,0.0,5.4848790169,3.6010205746,32.0,8.798951149,12.1393299103
31.7999992371,-8.8330049515,-0.7147187591,31.7999992371,-8.9594335556,1.1346838474,-2.2214524746,11.1884565353,0.200000003,2.5817742348,7.3423495293,32.2000007629,8.0706338882,12.3027477264
32.0,-8.6058712006,-1.4676802158,32.0,-8.8666915894,3.8371388912,-2.7164049149,13.8069028854,0.400000006,2.860738039,4.6193070412,32.4000015259,8.5584573746,14.0057992935
32.2000007629,-9.3724803925,0.4194491506,32.2000007629,-9.4946708679,3.6620686054,-2.4941866398,13.7742271423,0.6000000238,0.9593707323,5.1876707077,32.5999984741,8.247803688,13.0464372635
32.4000015259,-10.0813264847,0.0254482627,32.4000015259,-9.7225255966,4.3758378029,-2.8295528889,13.0054340363,0.8000000119,1.6877737045,5.4338235855,32.7999992371,10.9679965973,15.2687005997
32.5999984741,-9.0890417099,-1.1197549105,32.5999984741,-8.1678104401,2.2861111164,-3.855091095,11.0170221329,1.0,5.4705586433,7.5567655563,33.0,9.4630250931,15.8367414474
32.7999992371,-9.2807607651,-0.6301560402,32.7999992371,-9.5640954971,2.5950033665,-3.3759326935,10.0553188324,1.2000000477,3.804974556,8.9785718918,33.2000007629,10.3264598846,16.1775798798
33.0,-9.2441272736,-0.6380212307,33.0,-9.0454730988,3.0675189495,-0.8460160494,12.5658016205,1.3999999762,3.44348526,7.5303258896,33.4000015259,10.8649206161,14.122923851
33.2000007629,-10.3010787964,-0.0910263658,33.2000007629,-9.5961990356,4.2912111282,-4.4668574333,15.5266675949,1.6000000238,4.3678064346,8.1638393402,33.5999984741,11.6196632385,16.8368701935
33.4000015259,-10.4544763565,1.0291619301,33.4000015259,-5.9191455841,5.2043976784,-1.1377801895,17.0441551208,1.7999999523,3.3462977409,7.8793520927,33.7999992371,9.8228034973,16.7415390015
33.5999984741,-9.9123001099,0.9728704095,33.5999984741,-6.5291662216,7.7576503754,-1.4501146078,16.5003204346,2.0,3.3055355549,8.343460083,34.0,9.3287763596,14.1821403503
33.7999992371,-10.9325733185,0.5141585469,33.7999992371,-8.0256195068,7.3290524483,0.8393830061,14.4623146057,2.2000000477,3.9927368164,10.3324899673,34.2000007629,8.9161434174,15.2351665497
34.0,-10.739566803,-0.6628493667,34.0,-10.4408988953,5.4343409538,1.0819340944,13.209151268,2.4000000954,5.4295902252,6.6284618378,34.4000015259,8.5143632889,13.4789857864
34.2000007629,-11.6908531189,-0.3049010634,34.2000007629,-9.7068481445,4.3346133232,2.7851185799,14.7268381119,2.5999999046,2.8239173889,7.1991691589,34.5999984741,7.4396362305,14.0363769531
34.4000015259,-12.0593357086,-0.5077728033,34.4000015259,-7.6957893372,4.1352858543,-0.0886926502,14.6151161194,2.7999999523,1.3464981318,10.0713291168,34.7999992371,7.5246930122,17.6403694153
34.5999984741,-11.4952993393,-1.0674920082,34.5999984741,-8.3251085281,3.7055926323,1.0387889147,15.0332126617,3.0,-1.7875483036,12.2722663879,35.0,8.6879558563,18.7609272003
34.7999992371,-10.438164711,-0.9869605303,34.7999992371,-8.2173023224,2.7135694027,1.0103251934,13.7882900238,3.2000000477,-1.5210720301,9.5835475922,35.2000007629,9.8294897079,18.8244762421
35.0,-10.8187532425,-0.1850309074,35.0,-9.1669340134,2.5501022339,-0.4751790464,17.5759887695,3.4000000954,0.8360549212,10.9556865692,35.4000015259,12.5544986725,18.4843635559
35.2000007629,-10.998208046,-0.832924664,35.2000007629,-8.90284729,3.9722909927,-1.1031347513,16.2078800201,3.5999999046,-2.5290241241,10.0156555176,35.5999984741,11.7681035995,15.8539152145
35.4000015259,-10.7903223038,-1.189935565,35.4000015259,-9.260884285,1.7799859047,-2.2558016777,15.6089820862,3.7999999523,-4.5199217796,10.1967887878,35.7999992371,11.6526956558,14.8328542709
35.5999984741,-9.8814992905,-1.0813288689,35.5999984741,-7.0112214088,2.1995005608,-2.7143304348,13.8369626999,4.0,-5.1015667915,13.5835924149,36.0,12.256360054,14.0228672028
35.7999992371,-10.8328971863,-1.5965615511,35.7999992371,-7.3175735474,1.0215666294,-0.9415346384,14.1892986298,4.1999998093,-2.1799023151,12.3850336075,36.2000007629,12.8607625961,13.6081724167
36.0,-11.2678546906,-1.3702113628,36.0,-7.3319988251,0.2492681295,-0.8023186922,14.2423563004,4.4000000954,-1.412070632,10.7259817123,36.4000015259,12.1688747406,13.3195791245
36.2000007629,-11.6891450882,-1.4455641508,36.2000007629,-7.2035536766,0.5555012822,0.1448306143,16.8234424591,4.5999999046,-1.3262215853,13.5175170898,36.5999984741,12.7653121948,14.5480823517
36.4000015259,-10.0913829803,-2.2141058445,36.4000015259,-8.6671495438,2.0500588417,-0.7632904053,16.6732273102,4.8000001907,-1.6948212385,14.9249639511,36.7999992371,13.462638855,16.9609699249
36.5999984741,-11.5067749023,-0.7434923053,36.5999984741,-9.1132469177,1.4261469841,-0.9273717999,17.3423709869,5.0,-0.7117399573,15.848736763,37.0,11.745265007,16.0150737762
36.7999992371,-10.5600996017,-0.5066660643,36.7999992371,-9.399889946,1.5738493204,-1.8868826628,18.5272083282,5.1999998093,-1.521016717,16.1459560394,37.2000007629,12.1819858551,17.581741333
37.0,-10.4376583099,-0.396946311,37.0,-8.8996038437,1.4008507729,-2.6700553894,17.8868141174,5.4000000954,-0.6762447953,16.7653369904,37.4000015259,11.9691476822,19.8582992554
37.2000007629,-10.8391265869,-1.3207827806,37.2000007629,-9.1662788391,1.7225000858,-2.1535992622,19.5998497009,5.5999999046,-3.329313755,18.7025871277,37.5999984741,13.5073852539,19.2125892639
