"Hoelbaekken Flow (m3/s), x","Hoelbaekken Flow (m3/s), y","Hoelbakken vandstand /10 (m), x","Hoelbakken vandstand /10 (m), y"
2017-10-18 08:06:35,0.0257772255,2017-10-04 00:06:35,0.03075743
2017-10-18 08:16:35,0.0257585623,2017-10-04 00:16:35,0.03078865
2017-10-18 08:26:35,0.0257483179,2017-10-04 00:26:35,0.03081753
2017-10-18 08:36:35,0.0257316126,2017-10-04 00:36:35,0.03072748
2017-10-18 08:46:35,0.0257194156,2017-10-04 00:46:35,0.03074323
2017-10-18 08:56:35,0.025702985,2017-10-04 00:56:35,0.03071123
2017-10-18 09:06:35,0.025688756,2017-10-04 01:06:35,0.03055301
2017-10-18 09:16:35,0.025671899,2017-10-04 01:16:35,0.03055739
2017-10-18 09:26:35,0.0256542071,2017-10-04 01:26:35,0.03054737
2017-10-18 09:36:35,0.0256497087,2017-10-04 01:36:35,0.03057567
2017-10-18 09:46:35,0.0256396964,2017-10-04 01:46:35,0.03056001
2017-10-18 09:56:35,0.0256282216,2017-10-04 01:56:35,0.03058695
2017-10-18 10:06:35,0.0256183211,2017-10-04 02:06:35,0.03058151
2017-10-18 10:16:35,0.0256012582,2017-10-04 02:16:35,0.03051956
2017-10-18 10:26:35,0.0255854325,2017-10-04 02:26:35,0.03050536
2017-10-18 10:36:35,0.0255689596,2017-10-04 02:36:35,0.03048883
2017-10-18 10:46:35,0.0255484006,2017-10-04 02:46:35,0.03049719
2017-10-18 10:56:35,0.0255404473,2017-10-04 02:56:35,0.03061282
2017-10-18 11:06:35,0.0255228376,2017-10-04 03:06:35,0.03062731
2017-10-18 11:16:35,0.0254983539,2017-10-04 03:16:35,0.03054494
2017-10-18 11:26:35,0.0254762673,2017-10-04 03:26:35,0.0306031
2017-10-18 11:36:35,0.0254595759,2017-10-04 03:36:35,0.03059755
2017-10-18 11:46:35,0.025446884,2017-10-04 03:46:35,0.03066368
2017-10-18 11:56:35,0.025439253,2017-10-04 03:56:35,0.0305181
2017-10-18 12:06:35,0.0254251222,2017-10-04 04:06:35,0.03067632
2017-10-18 12:16:35,0.0254092139,2017-10-04 04:16:35,0.03071347
2017-10-18 12:26:35,0.0254013347,2017-10-04 04:26:35,0.03056789
2017-10-18 12:36:35,0.025394736,2017-10-04 04:36:35,0.03066883
2017-10-18 12:46:35,0.0253866233,2017-10-04 04:46:35,0.03074615
2017-10-18 12:56:35,0.0253836254,2017-10-04 04:56:35,0.03064345
2017-10-18 13:06:35,0.0253795785,2017-10-04 05:06:35,0.03049846
2017-10-18 13:16:35,0.0253842856,2017-10-04 05:16:35,0.0305077
2017-10-18 13:26:35,0.0253753677,2017-10-04 05:26:35,0.03042455
2017-10-18 13:36:35,0.025368365,2017-10-04 05:36:35,0.03060504
2017-10-18 13:46:35,0.0253593066,2017-10-04 05:46:35,0.03068469
2017-10-18 13:56:35,0.0253482732,2017-10-04 05:56:35,0.03080625
2017-10-18 14:06:35,0.0253272289,2017-10-04 06:06:35,0.0306946
2017-10-18 14:16:35,0.0253081182,2017-10-04 06:16:35,0.0305921
2017-10-18 14:26:35,0.0252978148,2017-10-04 06:26:35,0.03066271
2017-10-18 14:36:35,0.0252786041,2017-10-04 06:36:35,0.03066572
2017-10-18 14:46:35,0.0252677802,2017-10-04 06:46:35,0.03066154
2017-10-18 14:56:35,0.0252533927,2017-10-04 06:56:35,0.03050915
2017-10-18 15:06:35,0.0252442574,2017-10-04 07:06:35,0.03049242
2017-10-18 15:16:35,0.0252309449,2017-10-04 07:16:35,0.03051168
2017-10-18 15:26:35,0.0252164881,2017-10-04 07:26:35,0.03063771
2017-10-18 15:36:35,0.0251955451,2017-10-04 07:36:35,0.03059152
2017-10-18 15:46:35,0.0251839343,2017-10-04 07:46:35,0.03055214
2017-10-18 15:56:35,0.0251671165,2017-10-04 07:56:35,0.0306312
2017-10-18 16:06:35,0.025148447,2017-10-04 08:06:35,0.03054562
2017-10-18 16:16:35,0.0251439614,2017-10-04 08:16:35,0.03055282
2017-10-18 16:26:35,0.0251329417,2017-10-04 08:26:35,0.03060417
2017-10-18 16:36:35,0.0251189667,2017-10-04 08:36:35,0.03062284
2017-10-18 16:46:35,0.025100799,2017-10-04 08:46:35,0.03060932
2017-10-18 16:56:35,0.0250820323,2017-10-04 08:56:35,0.03055768
2017-10-18 17:06:35,0.025065085,2017-10-04 09:06:35,0.03050682
2017-10-18 17:16:35,0.0250484948,2017-10-04 09:16:35,0.03053765
2017-10-18 17:26:35,0.025036102,2017-10-04 09:26:35,0.03049505
2017-10-18 17:36:35,0.0250196707,2017-10-04 09:36:35,0.03049573
2017-10-18 17:46:35,0.0250177001,2017-10-04 09:46:35,0.03045995
2017-10-18 17:56:35,0.025008809,2017-10-04 09:56:35,0.03048756
2017-10-18 18:06:35,0.0250054085,2017-10-04 10:06:35,0.03058909
2017-10-18 18:16:35,0.0249984194,2017-10-04 10:16:35,0.03056108
2017-10-18 18:26:35,0.0249837694,2017-10-04 10:26:35,0.0305993
2017-10-18 18:36:35,0.0249843825,2017-10-04 10:36:35,0.03062517
2017-10-18 18:46:35,0.0249819097,2017-10-04 10:46:35,0.03067739
2017-10-18 18:56:35,0.0249840576,2017-10-04 10:56:35,0.03051032
2017-10-18 19:06:35,0.0249823766,2017-10-04 11:06:35,0.03078991
2017-10-18 19:16:35,0.0249789571,2017-10-04 11:16:35,0.03121333
2017-10-18 19:26:35,0.0249673446,2017-10-04 11:26:35,0.03116908
2017-10-18 19:36:35,0.0249559524,2017-10-04 11:36:35,0.03106677
2017-10-18 19:46:35,0.0249459063,2017-10-04 11:46:35,0.0312533
2017-10-18 19:56:35,0.0249402843,2017-10-04 11:56:35,0.03127712
2017-10-18 20:06:35,0.0249321096,2017-10-04 12:06:35,0.03125174
2017-10-18 20:16:35,0.0249290138,2017-10-04 12:16:35,0.03113281
2017-10-18 20:26:35,0.0249244945,2017-10-04 12:26:35,0.03124503
2017-10-18 20:36:35,0.0249184026,2017-10-04 12:36:35,0.03124765
2017-10-18 20:46:35,0.0249187803,2017-10-04 12:46:35,0.03145956
2017-10-18 20:56:35,0.0249184455,2017-10-04 12:56:35,0.03147881
2017-10-18 21:06:35,0.0249096059,2017-10-04 13:06:35,0.03148776
2017-10-18 21:16:35,0.0249068799,2017-10-04 13:16:35,0.03140452
2017-10-18 21:26:35,0.0249085923,2017-10-04 13:26:35,0.03131962
2017-10-18 21:36:35,0.0249166926,2017-10-04 13:36:35,0.03113018
2017-10-18 21:46:35,0.0249328131,2017-10-04 13:46:35,0.03113388
2017-10-18 21:56:35,0.0249474182,2017-10-04 13:56:35,0.03111851
2017-10-18 22:06:35,0.0249560163,2017-10-04 14:06:35,0.03102642
2017-10-18 22:16:35,0.0249723959,2017-10-04 14:16:35,0.03105987
2017-10-18 22:26:35,0.0249907526,2017-10-04 14:26:35,0.03108117
2017-10-18 22:36:35,0.0249978746,2017-10-04 14:36:35,0.03120244
2017-10-18 22:46:35,0.0250049478,2017-10-04 14:46:35,0.03136882
2017-10-18 22:56:35,0.0250071686,2017-10-04 14:56:35,0.03132234
2017-10-18 23:06:35,0.025008688,2017-10-04 15:06:35,0.03134461
2017-10-18 23:16:35,0.0250112014,2017-10-04 15:16:35,0.03126098
2017-10-18 23:26:35,0.0250170035,2017-10-04 15:26:35,0.03140588
2017-10-18 23:36:35,0.0250230042,2017-10-04 15:36:35,0.03147113
2017-10-18 23:46:35,0.0250303424,2017-10-04 15:46:35,0.0313697
2017-10-18 23:56:35,0.0250322471,2017-10-04 15:56:35,0.03120477
2017-10-19 00:06:35,0.0250396041,2017-10-04 16:06:35,0.03115945
2017-10-19 00:16:35,0.0250470626,2017-10-04 16:16:35,0.03121401
2017-10-19 00:26:35,0.0250650256,2017-10-04 16:26:35,0.03122247
2017-10-19 00:36:35,0.0250807817,2017-10-04 16:36:35,0.0312532
2017-10-19 00:46:35,0.0250955457,2017-10-04 16:46:35,0.03137661
2017-10-19 00:56:35,0.0251115093,2017-10-04 16:56:35,0.03131301
2017-10-19 01:06:35,0.0251323655,2017-10-04 17:06:35,0.03133683
2017-10-19 01:16:35,0.0251536845,2017-10-04 17:16:35,0.03140306
2017-10-19 01:26:35,0.0251732496,2017-10-04 17:26:35,0.03140393
2017-10-19 01:36:35,0.0251964782,2017-10-04 17:36:35,0.03138779
2017-10-19 01:46:35,0.0252222788,2017-10-04 17:46:35,0.03130153
2017-10-19 01:56:35,0.0252446028,2017-10-04 17:56:35,0.03114068
2017-10-19 02:06:35,0.0252698458,2017-10-04 18:06:35,0.03114448
2017-10-19 02:16:35,0.0252930727,2017-10-04 18:16:35,0.03102544
2017-10-19 02:26:35,0.0253221172,2017-10-04 18:26:35,0.03102885
2017-10-19 02:36:35,0.0253442303,2017-10-04 18:36:35,0.03117365
2017-10-19 02:46:35,0.0253711445,2017-10-04 18:46:35,0.03139051
2017-10-19 02:56:35,0.0253997021,2017-10-04 18:56:35,0.03135463
2017-10-19 03:06:35,0.0254227896,2017-10-04 19:06:35,0.03133635
2017-10-19 03:16:35,0.0254442204,2017-10-04 19:16:35,0.0312637
2017-10-19 03:26:35,0.0254619026,2017-10-04 19:26:35,0.03124396
2017-10-19 03:36:35,0.0254760106,2017-10-04 19:36:35,0.03135735
2017-10-19 03:46:35,0.0255008911,2017-10-04 19:46:35,0.03116908
2017-10-19 03:56:35,0.0255279582,2017-10-04 19:56:35,0.03113485
2017-10-19 04:06:35,0.0255526011,2017-10-04 20:06:35,0.0311966
2017-10-19 04:16:35,0.0255696333,2017-10-04 20:16:35,0.03111929
2017-10-19 04:26:35,0.0255928483,2017-10-04 20:26:35,0.03105695
2017-10-19 04:36:35,0.0256198284,2017-10-04 20:36:35,0.03097264
2017-10-19 04:46:35,0.0256501618,2017-10-04 20:46:35,0.03102233
2017-10-19 04:56:35,0.0256775475,2017-10-04 20:56:35,0.03131038
2017-10-19 05:06:35,0.0257001316,2017-10-04 21:06:35,0.03123521
2017-10-19 05:16:35,0.0257281217,2017-10-04 21:16:35,0.0311437
2017-10-19 05:26:35,0.0257509349,2017-10-04 21:26:35,0.03108282
2017-10-19 05:36:35,0.0257722081,2017-10-04 21:36:35,0.03130707
2017-10-19 05:46:35,0.0257973616,2017-10-04 21:46:35,0.03129706
2017-10-19 05:56:35,0.0258193892,2017-10-04 21:56:35,0.03109721
2017-10-19 06:06:35,0.0258426914,2017-10-04 22:06:35,0.03109906
2017-10-19 06:16:35,0.0258703774,2017-10-04 22:16:35,0.03133547
2017-10-19 06:26:35,0.0258856514,2017-10-04 22:26:35,0.03123919
2017-10-19 06:36:35,0.0259085871,2017-10-04 22:36:35,0.03125116
2017-10-19 06:46:35,0.0259321859,2017-10-04 22:46:35,0.03117472
2017-10-19 06:56:35,0.0259557626,2017-10-04 22:56:35,0.03113796
2017-10-19 07:06:35,0.0259832462,2017-10-04 23:06:35,0.03114097
2017-10-19 07:16:35,0.0260037604,2017-10-04 23:16:35,0.03121809
2017-10-19 07:26:35,0.0260303808,2017-10-04 23:26:35,0.03131194
2017-10-19 07:36:35,0.0260508101,2017-10-04 23:36:35,0.03143019
2017-10-19 07:46:35,0.0260730572,2017-10-04 23:46:35,0.03141988
2017-10-19 07:56:35,0.0260989809,2017-10-04 23:56:35,0.03149194
2017-10-19 08:06:35,0.0261176802,2017-10-05 00:06:35,0.031497
2017-10-19 08:16:35,0.0261408822,2017-10-05 00:16:35,0.03161574
2017-10-19 08:26:35,0.0261573807,2017-10-05 00:26:35,0.03161
2017-10-19 08:36:35,0.0261719843,2017-10-05 00:36:35,0.03157139
2017-10-19 08:46:35,0.0261815748,2017-10-05 00:46:35,0.03176706
2017-10-19 08:56:35,0.0261940107,2017-10-05 00:56:35,0.03164491
2017-10-19 09:06:35,0.0262083364,2017-10-05 01:06:35,0.03167467
2017-10-19 09:16:35,0.0262242684,2017-10-05 01:16:35,0.03166144
2017-10-19 09:26:35,0.0262326071,2017-10-05 01:26:35,0.03163898
2017-10-19 09:36:35,0.0262384105,2017-10-05 01:36:35,0.03164219
2017-10-19 09:46:35,0.0262402537,2017-10-05 01:46:35,0.03167428
2017-10-19 09:56:35,0.0262432677,2017-10-05 01:56:35,0.03163431
2017-10-19 10:06:35,0.0262434628,2017-10-05 02:06:35,0.03162741
2017-10-19 10:16:35,0.0262437401,2017-10-05 02:16:35,0.03166602
2017-10-19 10:26:35,0.0262443907,2017-10-05 02:26:35,0.03162974
2017-10-19 10:36:35,0.026252714,2017-10-05 02:36:35,0.03160806
2017-10-19 10:46:35,0.0262550497,2017-10-05 02:46:35,0.03156838
2017-10-19 10:56:35,0.0262648889,2017-10-05 02:56:35,0.03153201
2017-10-19 11:06:35,0.0262761799,2017-10-05 03:06:35,0.03150225
2017-10-19 11:16:35,0.0262889004,2017-10-05 03:16:35,0.03148562
2017-10-19 11:26:35,0.0263066657,2017-10-05 03:26:35,0.03155175
2017-10-19 11:36:35,0.0263183195,2017-10-05 03:36:35,0.03147988
2017-10-19 11:46:35,0.0263369063,2017-10-05 03:46:35,0.03147181
2017-10-19 11:56:35,0.0263503563,2017-10-05 03:56:35,0.0313908
2017-10-19 12:06:35,0.0263649678,2017-10-05 04:06:35,0.03137592
2017-10-19 12:16:35,0.0263761829,2017-10-05 04:16:35,0.03132613
2017-10-19 12:26:35,0.0263924128,2017-10-05 04:26:35,0.03138925
2017-10-19 12:36:35,0.0264150985,2017-10-05 04:36:35,0.03141123
2017-10-19 12:46:35,0.026433943,2017-10-05 04:46:35,0.0314263
2017-10-19 12:56:35,0.0264507909,2017-10-05 04:56:35,0.03143632
2017-10-19 13:06:35,0.0264663852,2017-10-05 05:06:35,0.03157839
2017-10-19 13:16:35,0.0264706012,2017-10-05 05:16:35,0.03155992
2017-10-19 13:26:35,0.0264740874,2017-10-05 05:26:35,0.03159862
2017-10-19 13:36:35,0.0264840979,2017-10-05 05:36:35,0.0316172
2017-10-19 13:46:35,0.0264852755,2017-10-05 05:46:35,0.03166378
2017-10-19 13:56:35,0.0264895101,2017-10-05 05:56:35,0.03168313
2017-10-19 14:06:35,0.0264887199,2017-10-05 06:06:35,0.03165133
2017-10-19 14:16:35,0.0264870715,2017-10-05 06:16:35,0.03171318
2017-10-19 14:26:35,0.0264861343,2017-10-05 06:26:35,0.03162255
2017-10-19 14:36:35,0.0264906375,2017-10-05 06:36:35,0.03160329
2017-10-19 14:46:35,0.0264869387,2017-10-05 06:46:35,0.03160465
2017-10-19 14:56:35,0.0264830956,2017-10-05 06:56:35,0.03161389
2017-10-19 15:06:35,0.0264756163,2017-10-05 07:06:35,0.03166251
2017-10-19 15:16:35,0.0264636786,2017-10-05 07:16:35,0.0316737
2017-10-19 15:26:35,0.0264448388,2017-10-05 07:26:35,0.03172174
2017-10-19 15:36:35,0.0264322221,2017-10-05 07:36:35,0.03172368
2017-10-19 15:46:35,0.0264180267,2017-10-05 07:46:35,0.0317409
2017-10-19 15:56:35,0.0264087092,2017-10-05 07:56:35,0.03174459
2017-10-19 16:06:35,0.0264030467,2017-10-05 08:06:35,0.03176064
2017-10-19 16:16:35,0.0263972717,2017-10-05 08:16:35,0.03171678
2017-10-19 16:26:35,0.0263928768,2017-10-05 08:26:35,0.03169169
2017-10-19 16:36:35,0.0263887727,2017-10-05 08:36:35,0.03160067
2017-10-19 16:46:35,0.0263850471,2017-10-05 08:46:35,0.03162459
2017-10-19 16:56:35,0.0263747069,2017-10-05 08:56:35,0.03171552
2017-10-19 17:06:35,0.0263625219,2017-10-05 09:06:35,0.03172553
2017-10-19 17:16:35,0.0263548987,2017-10-05 09:16:35,0.03178855
2017-10-19 17:26:35,0.0263512241,2017-10-05 09:26:35,0.03179429
2017-10-19 17:36:35,0.0263505674,2017-10-05 09:36:35,0.03175101
2017-10-19 17:46:35,0.0263528337,2017-10-05 09:46:35,0.03178602
2017-10-19 17:56:35,0.0263469613,2017-10-05 09:56:35,0.03180362
2017-10-19 18:06:35,0.0263449307,2017-10-05 10:06:35,0.03184797
2017-10-19 18:16:35,0.0263408989,2017-10-05 10:16:35,0.03182229
2017-10-19 18:26:35,0.0263339653,2017-10-05 10:26:35,0.03188628
2017-10-19 18:36:35,0.0263283165,2017-10-05 10:36:35,0.0318788
2017-10-19 18:46:35,0.0263208701,2017-10-05 10:46:35,0.03184952
2017-10-19 18:56:35,0.0263227764,2017-10-05 10:56:35,0.03186382
2017-10-19 19:06:35,0.0263241958,2017-10-05 11:06:35,0.03189397
2017-10-19 19:16:35,0.0263266915,2017-10-05 11:16:35,0.03185079
2017-10-19 19:26:35,0.0263330571,2017-10-05 11:26:35,0.03190797
2017-10-19 19:36:35,0.02632899,2017-10-05 11:36:35,0.03194794
2017-10-19 19:46:35,0.0263289877,2017-10-05 11:46:35,0.03189241
2017-10-19 19:56:35,0.0263256345,2017-10-05 11:56:35,0.03189678
2017-10-19 20:06:35,0.0263161869,2017-10-05 12:06:35,0.03189795
2017-10-19 20:16:35,0.0263177282,2017-10-05 12:16:35,0.03185759
2017-10-19 20:26:35,0.0263179275,2017-10-05 12:26:35,0.03189932
2017-10-19 20:36:35,0.0263217528,2017-10-05 12:36:35,0.03192334
2017-10-19 20:46:35,0.0263161527,2017-10-05 12:46:35,0.03192343
2017-10-19 20:56:35,0.026312195,2017-10-05 12:56:35,0.0318962
2017-10-19 21:06:35,0.0263027422,2017-10-05 13:06:35,0.03184378
2017-10-19 21:16:35,0.0262941349,2017-10-05 13:16:35,0.03184077
2017-10-19 21:26:35,0.0262800556,2017-10-05 13:26:35,0.03191983
2017-10-19 21:36:35,0.0262620151,2017-10-05 13:36:35,0.03187899
2017-10-19 21:46:35,0.0262475811,2017-10-05 13:46:35,0.03187238
2017-10-19 21:56:35,0.0262311932,2017-10-05 13:56:35,0.03188171
2017-10-19 22:06:35,0.0262110792,2017-10-05 14:06:35,0.03181636
2017-10-19 22:16:35,0.0261908487,2017-10-05 14:16:35,0.0317725
2017-10-19 22:26:35,0.0261688935,2017-10-05 14:26:35,0.03170608
2017-10-19 22:36:35,0.0261523536,2017-10-05 14:36:35,0.03187413
2017-10-19 22:46:35,0.0261399767,2017-10-05 14:46:35,0.03169597
2017-10-19 22:56:35,0.0261284336,2017-10-05 14:56:35,0.0317444
2017-10-19 23:06:35,0.0261242523,2017-10-05 15:06:35,0.03177523
2017-10-19 23:16:35,0.026126302,2017-10-05 15:16:35,0.03183192
2017-10-19 23:26:35,0.0261200217,2017-10-05 15:26:35,0.03182832
2017-10-19 23:36:35,0.02612293,2017-10-05 15:36:35,0.03184933
2017-10-19 23:46:35,0.026123911,2017-10-05 15:46:35,0.03186372
2017-10-19 23:56:35,0.0261251582,2017-10-05 15:56:35,0.03185507
2017-10-20 00:06:35,0.0261298769,2017-10-05 16:06:35,0.03185341
2017-10-20 00:16:35,0.0261325477,2017-10-05 16:16:35,0.03190223
2017-10-20 00:26:35,0.0261293592,2017-10-05 16:26:35,0.03193491
2017-10-20 00:36:35,0.0261255235,2017-10-05 16:36:35,0.03191361
2017-10-20 00:46:35,0.0261278819,2017-10-05 16:46:35,0.0319562
2017-10-20 00:56:35,0.0261272529,2017-10-05 16:56:35,0.03200376
2017-10-20 01:06:35,0.0261353983,2017-10-05 17:06:35,0.03200765
2017-10-20 01:16:35,0.0261433755,2017-10-05 17:16:35,0.03201339
2017-10-20 01:26:35,0.026151242,2017-10-05 17:26:35,0.03203605
2017-10-20 01:36:35,0.0261551043,2017-10-05 17:36:35,0.03202379
2017-10-20 01:46:35,0.0261646151,2017-10-05 17:46:35,0.0319704
2017-10-20 01:56:35,0.0261755598,2017-10-05 17:56:35,0.03194755
2017-10-20 02:06:35,0.0261894731,2017-10-05 18:06:35,0.03194959
2017-10-20 02:16:35,0.0262008656,2017-10-05 18:16:35,0.03198674
2017-10-20 02:26:35,0.0262116344,2017-10-05 18:26:35,0.03192654
2017-10-20 02:36:35,0.0262157414,2017-10-05 18:36:35,0.03190953
2017-10-20 02:46:35,0.0262232263,2017-10-05 18:46:35,0.0318998
2017-10-20 02:56:35,0.0262263269,2017-10-05 18:56:35,0.03192236
2017-10-20 03:06:35,0.0262277505,2017-10-05 19:06:35,0.0318716
2017-10-20 03:16:35,0.0262292387,2017-10-05 19:16:35,0.03181685
2017-10-20 03:26:35,0.0262400439,2017-10-05 19:26:35,0.0318079
2017-10-20 03:36:35,0.026237384,2017-10-05 19:36:35,0.03182822
2017-10-20 03:46:35,0.0262332789,2017-10-05 19:46:35,0.03186557
2017-10-20 03:56:35,0.0262357169,2017-10-05 19:56:35,0.03188366
2017-10-20 04:06:35,0.0262346953,2017-10-05 20:06:35,0.03188706
2017-10-20 04:16:35,0.026209468,2017-10-05 20:16:35,0.03190379
2017-10-20 04:26:35,0.0262063086,2017-10-05 20:26:35,0.03191604
2017-10-20 04:36:35,0.026200957,2017-10-05 20:36:35,0.03191779
2017-10-20 04:46:35,0.026200375,2017-10-05 20:46:35,0.03190437
2017-10-20 04:56:35,0.0262173221,2017-10-05 20:56:35,0.03190126
2017-10-20 05:06:35,0.026222011,2017-10-05 21:06:35,0.03191283
2017-10-20 05:16:35,0.0262326737,2017-10-05 21:16:35,0.03190311
2017-10-20 05:26:35,0.0262395666,2017-10-05 21:26:35,0.03187821
2017-10-20 05:36:35,0.0262444182,2017-10-05 21:36:35,0.03195105
2017-10-20 05:46:35,0.026258522,2017-10-05 21:46:35,0.03195484
2017-10-20 05:56:35,0.0262838175,2017-10-05 21:56:35,0.03193442
2017-10-20 06:06:35,0.0262901235,2017-10-05 22:06:35,0.03185371
2017-10-20 06:16:35,0.0263104868,2017-10-05 22:16:35,0.03192392
2017-10-20 06:26:35,0.026328652,2017-10-05 22:26:35,0.03190126
2017-10-20 06:36:35,0.0263437916,2017-10-05 22:36:35,0.03192625
2017-10-20 06:46:35,0.0263546378,2017-10-05 22:46:35,0.0318609
2017-10-20 06:56:35,0.0263703443,2017-10-05 22:56:35,0.03183007
2017-10-20 07:06:35,0.0263897997,2017-10-05 23:06:35,0.03185302
2017-10-20 07:16:35,0.0264113749,2017-10-05 23:16:35,0.0317904
2017-10-20 07:26:35,0.0264313372,2017-10-05 23:26:35,0.03179302
2017-10-20 07:36:35,0.0264504719,2017-10-05 23:36:35,0.03179302
2017-10-20 07:46:35,0.026468643,2017-10-05 23:46:35,0.03186246
2017-10-20 07:56:35,0.026507937,2017-10-05 23:56:35,0.03186975
2017-10-20 08:06:35,0.0265613307,2017-10-06 00:06:35,0.03186421
2017-10-20 08:16:35,0.0266172464,2017-10-06 00:16:35,0.03192703
2017-10-20 08:26:35,0.0266507548,2017-10-06 00:26:35,0.0318787
2017-10-20 08:36:35,0.0266805929,2017-10-06 00:36:35,0.03186975
2017-10-20 08:46:35,0.0267029169,2017-10-06 00:46:35,0.03189474
2017-10-20 08:56:35,0.0267212851,2017-10-06 00:56:35,0.03191419
2017-10-20 09:06:35,0.0267413355,2017-10-06 01:06:35,0.03197293
2017-10-20 09:16:35,0.0267620646,2017-10-06 01:16:35,0.03191896
2017-10-20 09:26:35,0.0267829481,2017-10-06 01:26:35,0.03185322
2017-10-20 09:36:35,0.0268019959,2017-10-06 01:36:35,0.03182307
2017-10-20 09:46:35,0.0268147468,2017-10-06 01:46:35,0.03181092
2017-10-20 09:56:35,0.0268321849,2017-10-06 01:56:35,0.03178582
2017-10-20 10:06:35,0.0268551377,2017-10-06 02:06:35,0.03177202
2017-10-20 10:16:35,0.0268745001,2017-10-06 02:16:35,0.03177425
2017-10-20 10:26:35,0.0268937721,2017-10-06 02:26:35,0.03180732
2017-10-20 10:36:35,0.0269019337,2017-10-06 02:36:35,0.03183591
2017-10-20 10:46:35,0.0269110351,2017-10-06 02:46:35,0.03185818
2017-10-20 10:56:35,0.02691902,2017-10-06 02:56:35,0.03188735
2017-10-20 11:06:35,0.026932395,2017-10-06 03:06:35,0.03188697
2017-10-20 11:16:35,0.0269449904,2017-10-06 03:16:35,0.03188443
2017-10-20 11:26:35,0.0269554021,2017-10-06 03:26:35,0.03191264
2017-10-20 11:36:35,0.0269671024,2017-10-06 03:36:35,0.03192616
2017-10-20 11:46:35,0.0269776902,2017-10-06 03:46:35,0.03196428
2017-10-20 11:56:35,0.0269873121,2017-10-06 03:56:35,0.03196282
2017-10-20 12:06:35,0.0270005219,2017-10-06 04:06:35,0.03193676
2017-10-20 12:16:35,0.0270094139,2017-10-06 04:16:35,0.03189892
2017-10-20 12:26:35,0.0270176839,2017-10-06 04:26:35,0.03192479
2017-10-20 12:36:35,0.0270290762,2017-10-06 04:36:35,0.03193773
2017-10-20 12:46:35,0.0270484266,2017-10-06 04:46:35,0.03190632
2017-10-20 12:56:35,0.0270672591,2017-10-06 04:56:35,0.03198402
2017-10-20 13:06:35,0.0270851591,2017-10-06 05:06:35,0.03193607
2017-10-20 13:16:35,0.0271091006,2017-10-06 05:16:35,0.03197624
2017-10-20 13:26:35,0.0271342978,2017-10-06 05:26:35,0.03204703
2017-10-20 13:36:35,0.0271573819,2017-10-06 05:36:35,0.03202739
2017-10-20 13:46:35,0.0271723339,2017-10-06 05:46:35,0.03200911
2017-10-20 13:56:35,0.027184048,2017-10-06 05:56:35,0.03199588
2017-10-20 14:06:35,0.0271944952,2017-10-06 06:06:35,0.03201912
2017-10-20 14:16:35,0.027206334,2017-10-06 06:16:35,0.03197779
2017-10-20 14:26:35,0.0272219491,2017-10-06 06:26:35,0.03194016
2017-10-20 14:36:35,0.0272226464,2017-10-06 06:36:35,0.03192557
2017-10-20 14:46:35,0.0272241818,2017-10-06 06:46:35,0.03193578
2017-10-20 14:56:35,0.0272268867,2017-10-06 06:56:35,0.03183056
2017-10-20 15:06:35,0.0272252668,2017-10-06 07:06:35,0.03187646
2017-10-20 15:16:35,0.0272232328,2017-10-06 07:16:35,0.03189085
2017-10-20 15:26:35,0.0272186766,2017-10-06 07:26:35,0.03184592
2017-10-20 15:36:35,0.0272149601,2017-10-06 07:36:35,0.03185166
2017-10-20 15:46:35,0.0272108267,2017-10-06 07:46:35,0.03185546
2017-10-20 15:56:35,0.0272093515,2017-10-06 07:56:35,0.03177834
2017-10-20 16:06:35,0.0272150766,2017-10-06 08:06:35,0.03179769
2017-10-20 16:16:35,0.0272318027,2017-10-06 08:16:35,0.03178408
2017-10-20 16:26:35,0.0272445636,2017-10-06 08:26:35,0.03181121
2017-10-20 16:36:35,0.0272580509,2017-10-06 08:36:35,0.03180537
2017-10-20 16:46:35,0.0272785785,2017-10-06 08:46:35,0.03178651
2017-10-20 16:56:35,0.0272915918,2017-10-06 08:56:35,0.03174255
2017-10-20 17:06:35,0.027302065,2017-10-06 09:06:35,0.03168799
2017-10-20 17:16:35,0.0273103113,2017-10-06 09:16:35,0.03161837
2017-10-20 17:26:35,0.0273235673,2017-10-06 09:26:35,0.03159775
2017-10-20 17:36:35,0.0273355224,2017-10-06 09:36:35,0.03156527
2017-10-20 17:46:35,0.0273550619,2017-10-06 09:46:35,0.03150925
2017-10-20 17:56:35,0.0273683299,2017-10-06 09:56:35,0.03150031
2017-10-20 18:06:35,0.0273843549,2017-10-06 10:06:35,0.03151732
2017-10-20 18:16:35,0.0274035947,2017-10-06 10:16:35,0.03154222
2017-10-20 18:26:35,0.0274165799,2017-10-06 10:26:35,0.03149194
2017-10-20 18:36:35,0.0274311309,2017-10-06 10:36:35,0.03139615
2017-10-20 18:46:35,0.0274526124,2017-10-06 10:46:35,0.03132331
2017-10-20 18:56:35,0.0274821678,2017-10-06 10:56:35,0.03128111
2017-10-20 19:06:35,0.0275065757,2017-10-06 11:06:35,0.03118658
2017-10-20 19:16:35,0.0275345202,2017-10-06 11:16:35,0.03112911
2017-10-20 19:26:35,0.0275582452,2017-10-06 11:26:35,0.03115488
