"Br1301, x","Br1301, y","Br1601 10min medel, x","Br1601 10min medel, y","Br1602, x","Br1602, y","Br1301 (1), x","Br1301 (1), y","Br1601, x","Br1601, y","Br1602 (1), x","Br1602 (1), y"
2017-12-27 07:00:10,0.0105737135,2017-12-17 15:40:00,0.0377524037,2017-12-13 07:49:05,-0.3312699634,2017-12-15 06:00:21,67.0,2017-12-15 06:10:10,96.844,2017-12-15 06:00:10,73.422
2017-12-27 07:30:10,0.0045737135,2017-12-17 15:50:00,0.0403524037,2017-12-13 07:50:10,-0.3312699634,2017-12-15 06:05:05,67.333,2017-12-15 06:15:05,97.492,2017-12-15 06:05:10,72.0
2017-12-27 08:00:10,0.0135737135,2017-12-17 16:00:00,0.0457524037,2017-12-13 07:51:05,-0.3072699634,2017-12-15 06:10:05,67.333,2017-12-15 06:20:10,97.01,2017-12-15 06:10:10,70.333
2017-12-27 08:30:10,0.0075737135,2017-12-17 16:10:00,0.0321524037,2017-12-13 07:52:05,-0.3192699634,2017-12-15 06:15:05,66.667,2017-12-15 06:25:05,97.167,2017-12-15 06:15:10,69.9
2017-12-27 09:00:10,0.0175737135,2017-12-17 16:20:00,0.0337524037,2017-12-13 07:53:05,-0.3442699634,2017-12-15 06:20:05,66.333,2017-12-15 06:30:10,97.167,2017-12-15 06:20:10,67.442
2017-12-27 09:30:10,0.0325737135,2017-12-17 16:30:00,0.0359524037,2017-12-13 07:54:05,-0.3442699634,2017-12-15 06:25:05,66.333,2017-12-15 06:35:05,97.334,2017-12-15 06:25:10,71.237
2017-12-27 10:00:10,0.0015737135,2017-12-17 16:40:00,0.0339524037,2017-12-13 07:55:10,-0.3412699634,2017-12-15 06:30:21,67.333,2017-12-15 06:40:10,97.167,2017-12-15 06:30:10,70.667
2017-12-27 10:30:10,0.0105737135,2017-12-17 16:50:00,0.0369524037,2017-12-13 07:56:05,-0.3382699634,2017-12-15 06:35:05,67.0,2017-12-15 06:45:05,97.167,2017-12-15 06:35:10,69.435
2017-12-27 11:00:10,0.0265737135,2017-12-17 17:00:00,0.0291524037,2017-12-13 07:57:05,-0.3412699634,2017-12-15 06:40:05,67.667,2017-12-15 06:50:10,97.492,2017-12-15 06:40:10,72.91
2017-12-27 11:30:10,-0.0014262865,2017-12-17 17:10:00,0.0391524037,2017-12-13 07:58:05,-0.3382699634,2017-12-15 06:45:05,67.0,2017-12-15 06:55:05,97.167,2017-12-15 06:45:10,69.667
2017-12-27 12:00:10,0.0175737135,2017-12-17 17:20:00,0.0305524037,2017-12-13 07:59:05,-0.3282699634,2017-12-15 06:50:05,67.333,2017-12-15 07:00:10,97.167,2017-12-15 06:50:10,72.425
2017-12-27 12:30:10,-0.0014262865,2017-12-17 17:30:00,0.0305524037,2017-12-13 08:00:10,-0.3352699634,2017-12-15 06:55:05,66.667,2017-12-15 07:05:05,97.01,2017-12-15 06:55:10,70.568
2017-12-27 13:00:10,0.0175737135,2017-12-17 17:40:00,0.0359524037,2017-12-13 08:01:05,-0.3192699634,2017-12-15 07:00:21,67.333,2017-12-15 07:10:10,97.167,2017-12-15 07:00:10,72.0
2017-12-27 13:30:10,0.0015737135,2017-12-17 17:50:00,0.0321524037,2017-12-13 08:02:05,-0.3652699634,2017-12-15 07:05:05,67.0,2017-12-15 07:15:05,97.167,2017-12-15 07:05:10,71.428
2017-12-27 14:00:10,0.0135737135,2017-12-17 18:00:00,0.0285524037,2017-12-13 08:03:05,-0.3312699634,2017-12-15 07:10:05,67.333,2017-12-15 07:20:10,97.167,2017-12-15 07:10:10,69.565
2017-12-27 14:30:10,0.0135737135,2017-12-17 18:10:00,0.0335524037,2017-12-13 08:04:05,-0.3412699634,2017-12-15 07:15:05,66.667,2017-12-15 07:25:05,97.492,2017-12-15 07:15:10,69.667
2017-12-27 15:00:10,0.0045737135,2017-12-17 18:20:00,0.0261524037,2017-12-13 08:05:10,-0.3352699634,2017-12-15 07:20:05,67.0,2017-12-15 07:30:10,97.167,2017-12-15 07:20:10,70.764
2017-12-27 15:30:10,0.0045737135,2017-12-17 18:30:00,0.0311524037,2017-12-13 08:06:05,-0.3282699634,2017-12-15 07:25:05,67.667,2017-12-15 07:35:05,97.01,2017-12-15 07:25:10,67.0
2017-12-27 16:00:10,0.0045737135,2017-12-17 18:40:00,0.0355524037,2017-12-13 08:07:05,-0.3072699634,2017-12-15 07:30:21,67.667,2017-12-15 07:40:10,97.167,2017-12-15 07:30:10,70.568
2017-12-27 16:30:10,0.0235737135,2017-12-17 18:50:00,0.0293524037,2017-12-13 08:08:05,-0.3102699634,2017-12-15 07:35:05,67.667,2017-12-15 07:45:05,97.167,2017-12-15 07:35:10,73.333
2017-12-27 17:00:10,-0.0014262865,2017-12-17 19:00:00,0.0323524037,2017-12-13 08:09:05,-0.3252699634,2017-12-15 07:40:05,66.667,2017-12-15 07:50:10,97.492,2017-12-15 07:40:10,70.1
2017-12-27 17:30:10,0.0075737135,2017-12-17 19:10:00,0.0355524037,2017-12-13 08:10:10,-0.3132699634,2017-12-15 07:45:05,66.667,2017-12-15 07:55:05,97.167,2017-12-15 07:45:10,69.565
2017-12-27 18:00:10,0.0075737135,2017-12-17 19:20:00,0.0381524037,2017-12-13 08:11:05,-0.3442699634,2017-12-15 07:50:05,67.0,2017-12-15 08:00:10,97.01,2017-12-15 07:50:10,71.333
2017-12-27 18:30:10,-0.0074262865,2017-12-17 19:30:00,0.0359524037,2017-12-13 08:12:05,-0.3312699634,2017-12-15 07:55:05,66.333,2017-12-15 08:05:05,97.325,2017-12-15 07:55:10,70.764
2017-12-27 19:00:10,0.0235737135,2017-12-17 19:40:00,0.0333524037,2017-12-13 08:13:05,-0.3312699634,2017-12-15 08:00:21,67.0,2017-12-15 08:10:10,97.0,2017-12-15 08:00:10,71.667
2017-12-27 19:30:10,0.0075737135,2017-12-17 19:50:00,0.0385524037,2017-12-13 08:14:05,-0.3312699634,2017-12-15 08:05:05,67.0,2017-12-15 08:15:05,97.0,2017-12-15 08:05:10,69.0
2017-12-27 20:00:10,-0.0014262865,2017-12-17 20:00:00,0.0335524037,2017-12-13 08:15:10,-0.3252699634,2017-12-15 08:10:05,67.0,2017-12-15 08:20:10,97.0,2017-12-15 08:10:10,73.667
2017-12-27 20:30:10,-0.0164262865,2017-12-17 20:10:00,0.0355524037,2017-12-13 08:16:05,-0.2982699634,2017-12-15 08:15:05,67.333,2017-12-15 08:25:05,97.0,2017-12-15 08:15:10,74.0
2017-12-27 21:00:10,0.0105737135,2017-12-17 20:20:00,0.0297524037,2017-12-13 08:17:05,-0.3442699634,2017-12-15 08:20:05,67.333,2017-12-15 08:30:10,97.01,2017-12-15 08:20:10,69.333
2017-12-27 21:30:10,-0.0074262865,2017-12-17 20:30:00,0.0343524037,2017-12-13 08:18:05,-0.3162699634,2017-12-15 08:25:05,67.333,2017-12-15 08:35:05,97.492,2017-12-15 08:25:10,70.667
2017-12-27 22:00:10,0.0235737135,2017-12-17 20:40:00,0.0337524037,2017-12-13 08:19:05,-0.3132699634,2017-12-15 08:30:21,67.667,2017-12-15 08:40:10,97.01,2017-12-15 08:30:10,71.906
2017-12-27 22:30:10,-0.0074262865,2017-12-17 20:50:00,0.0225524037,2017-12-13 08:20:10,-0.3562699634,2017-12-15 08:35:05,67.667,2017-12-15 08:45:05,97.492,2017-12-15 08:35:10,70.0
2017-12-27 23:00:10,0.0265737135,2017-12-17 21:00:00,0.0293524037,2017-12-13 08:21:05,-0.3412699634,2017-12-15 08:40:05,67.667,2017-12-15 08:50:10,97.334,2017-12-15 08:40:10,69.103
2017-12-27 23:30:10,0.0135737135,2017-12-17 21:10:00,0.0297524037,2017-12-13 08:22:05,-0.3472699634,2017-12-15 08:45:05,67.0,2017-12-15 08:55:05,97.01,2017-12-15 08:45:10,68.896
2017-12-28 00:00:10,-0.0014262865,2017-12-17 21:20:00,0.0317524037,2017-12-13 08:23:05,-0.3252699634,2017-12-15 08:50:05,67.667,2017-12-15 09:00:10,97.167,2017-12-15 08:50:10,73.422
2017-12-28 00:30:10,-0.0194262865,2017-12-17 21:30:00,0.0341524037,2017-12-13 08:24:05,-0.3562699634,2017-12-15 08:55:05,68.0,2017-12-15 09:05:05,97.659,2017-12-15 08:55:10,70.568
2017-12-28 01:00:10,-0.0074262865,2017-12-17 21:40:00,0.0309524037,2017-12-13 08:25:10,-0.3192699634,2017-12-15 09:00:21,67.333,2017-12-15 09:10:10,97.01,2017-12-15 09:00:10,73.09
2017-12-28 01:30:10,-0.0104262865,2017-12-17 21:50:00,0.0317524037,2017-12-13 08:26:05,-0.3222699634,2017-12-15 09:05:05,67.0,2017-12-15 09:15:05,97.334,2017-12-15 09:05:10,70.903
2017-12-28 02:00:10,0.0105737135,2017-12-17 22:00:00,0.0331524037,2017-12-13 08:27:05,-0.3472699634,2017-12-15 09:10:05,66.667,2017-12-15 09:20:10,97.492,2017-12-15 09:10:10,69.667
2017-12-28 02:30:10,-0.0164262865,2017-12-17 22:10:00,0.0359524037,2017-12-13 08:28:05,-0.3472699634,2017-12-15 09:15:05,67.0,2017-12-15 09:25:05,97.334,2017-12-15 09:15:10,68.106
2017-12-28 03:00:10,-0.0074262865,2017-12-17 22:20:00,0.0309524037,2017-12-13 08:29:05,-0.3382699634,2017-12-15 09:20:05,67.333,2017-12-15 09:30:10,97.01,2017-12-15 09:20:10,71.906
2017-12-28 03:30:10,-0.0044262865,2017-12-17 22:30:00,0.0335524037,2017-12-13 08:30:10,-0.3282699634,2017-12-15 09:25:05,67.0,2017-12-15 09:35:05,97.334,2017-12-15 09:25:10,70.764
2017-12-28 04:00:10,0.0235737135,2017-12-17 22:40:00,0.0311524037,2017-12-13 08:31:05,-0.3352699634,2017-12-15 09:30:21,67.0,2017-12-15 09:40:10,97.492,2017-12-15 09:30:10,69.565
2017-12-28 04:30:10,0.0045737135,2017-12-17 22:50:00,0.0323524037,2017-12-13 08:32:05,-0.3412699634,2017-12-15 09:35:05,67.333,2017-12-15 09:45:05,97.01,2017-12-15 09:35:10,70.764
2017-12-28 05:00:10,-0.0014262865,2017-12-17 23:00:00,0.0291524037,2017-12-13 08:33:05,-0.3472699634,2017-12-15 09:40:05,68.0,2017-12-15 09:50:10,97.492,2017-12-15 09:40:10,68.227
2017-12-28 05:30:10,-0.0074262865,2017-12-17 23:10:00,0.0361524037,2017-12-13 08:34:05,-0.3352699634,2017-12-15 09:45:05,67.0,2017-12-15 09:55:05,97.01,2017-12-15 09:45:10,69.435
2017-12-28 06:00:10,0.0075737135,2017-12-17 23:20:00,0.0383524037,2017-12-13 08:35:10,-0.3442699634,2017-12-15 09:50:05,66.667,2017-12-15 10:00:10,97.334,2017-12-15 09:50:10,68.562
2017-12-28 06:30:10,0.0015737135,2017-12-17 23:30:00,0.0273524037,2017-12-13 08:36:05,-0.3282699634,2017-12-15 09:55:05,68.0,2017-12-15 10:05:05,97.492,2017-12-15 09:55:10,71.667
2017-12-28 07:00:10,0.0385737135,2017-12-17 23:40:00,0.0343524037,2017-12-13 08:37:05,-0.3472699634,2017-12-15 10:00:21,67.0,2017-12-15 10:10:10,97.167,2017-12-15 10:00:10,71.761
2017-12-28 07:30:10,0.0325737135,2017-12-17 23:50:00,0.0237524037,2017-12-13 08:38:05,-0.3472699634,2017-12-15 10:05:05,67.333,2017-12-15 10:15:05,97.01,2017-12-15 10:05:10,69.9
2017-12-28 08:00:10,0.0415737135,2017-12-18 00:00:00,0.0345524037,2017-12-13 08:39:05,-0.3252699634,2017-12-15 10:10:05,67.0,2017-12-15 10:20:10,97.492,2017-12-15 10:10:10,69.0
2017-12-28 08:30:10,0.0205737135,2017-12-18 00:10:00,0.0281524037,2017-12-13 08:40:10,-0.3562699634,2017-12-15 10:15:05,67.333,2017-12-15 10:25:05,97.01,2017-12-15 10:15:10,69.435
2017-12-28 09:00:10,0.0135737135,2017-12-18 00:20:00,0.0291524037,2017-12-13 08:41:05,-0.3352699634,2017-12-15 10:20:05,67.333,2017-12-15 10:30:10,97.492,2017-12-15 10:20:10,70.903
2017-12-28 09:30:10,0.0205737135,2017-12-18 00:30:00,0.0373524037,2017-12-13 08:42:05,-0.3502699634,2017-12-15 10:25:05,67.333,2017-12-15 10:35:05,97.01,2017-12-15 10:25:10,71.096
2017-12-28 10:00:10,0.0235737135,2017-12-18 00:40:00,0.0285524037,2017-12-13 08:43:05,-0.3222699634,2017-12-15 10:30:21,67.333,2017-12-15 10:40:10,97.334,2017-12-15 10:30:10,71.333
2017-12-28 10:30:10,-0.0014262865,2017-12-18 00:50:00,0.0273524037,2017-12-13 08:44:05,-0.3472699634,2017-12-15 10:35:05,67.0,2017-12-15 10:45:05,97.492,2017-12-15 10:35:10,71.237
2017-12-28 11:00:10,0.0265737135,2017-12-18 01:00:00,0.0359524037,2017-12-13 08:45:10,-0.3382699634,2017-12-15 10:40:05,66.333,2017-12-15 10:50:10,97.01,2017-12-15 10:40:10,70.432
2017-12-28 11:30:10,0.0415737135,2017-12-18 01:10:00,0.0347524037,2017-12-13 08:46:05,-0.3312699634,2017-12-15 10:45:05,67.0,2017-12-15 10:55:05,97.334,2017-12-15 10:45:10,72.667
2017-12-28 12:00:10,0.0075737135,2017-12-18 01:20:00,0.0323524037,2017-12-13 08:47:05,-0.3412699634,2017-12-15 10:50:05,67.333,2017-12-15 11:00:10,97.492,2017-12-15 10:50:10,70.234
2017-12-28 12:30:10,0.0205737135,2017-12-18 01:30:00,0.0341524037,2017-12-13 08:48:05,-0.3312699634,2017-12-15 10:55:05,67.0,2017-12-15 11:05:05,97.01,2017-12-15 10:55:10,73.09
2017-12-28 13:00:10,0.0385737135,2017-12-18 01:40:00,0.0267524037,2017-12-13 08:49:05,-0.3382699634,2017-12-15 11:00:21,67.333,2017-12-15 11:10:10,97.492,2017-12-15 11:00:10,71.237
2017-12-28 13:30:10,0.0415737135,2017-12-18 01:50:00,0.0361524037,2017-12-13 08:50:10,-0.3282699634,2017-12-15 11:05:05,67.667,2017-12-15 11:15:05,97.01,2017-12-15 11:05:10,69.767
2017-12-28 14:00:10,0.0575737135,2017-12-18 02:00:00,0.0305524037,2017-12-13 08:51:05,-0.3532699634,2017-12-15 11:10:05,67.333,2017-12-15 11:20:10,97.334,2017-12-15 11:10:10,69.9
2017-12-28 14:30:10,0.0505737135,2017-12-18 02:10:00,0.0387524037,2017-12-13 08:52:05,-0.3472699634,2017-12-15 11:15:05,66.667,2017-12-15 11:25:05,97.492,2017-12-15 11:15:10,73.0
2017-12-28 15:00:10,0.0415737135,2017-12-18 02:20:00,0.0397524037,2017-12-13 08:53:05,-0.3252699634,2017-12-15 11:20:05,67.0,2017-12-15 11:30:10,97.01,2017-12-15 11:20:10,72.093
2017-12-28 15:30:10,0.0355737135,2017-12-18 02:30:00,0.0323524037,2017-12-13 08:54:05,-0.3352699634,2017-12-15 11:25:05,67.0,2017-12-15 11:35:05,97.334,2017-12-15 11:25:10,70.234
2017-12-28 16:00:10,0.0205737135,2017-12-18 02:40:00,0.0287524037,2017-12-13 08:55:10,-0.3412699634,2017-12-15 11:30:21,67.333,2017-12-15 11:40:10,97.167,2017-12-15 11:30:10,72.757
2017-12-28 16:30:10,0.0475737135,2017-12-18 02:50:00,0.0361524037,2017-12-13 08:56:05,-0.3412699634,2017-12-15 11:35:05,67.667,2017-12-15 11:45:05,97.659,2017-12-15 11:35:10,69.9
2017-12-28 17:00:10,0.0295737135,2017-12-18 03:00:00,0.0317524037,2017-12-13 08:57:05,-0.3442699634,2017-12-15 11:40:05,67.667,2017-12-15 11:50:10,97.334,2017-12-15 11:40:10,74.419
2017-12-28 17:30:10,0.0415737135,2017-12-18 03:10:00,0.0303524037,2017-12-13 08:58:05,-0.3622699634,2017-12-15 11:45:05,67.0,2017-12-15 11:55:05,97.01,2017-12-15 11:45:10,71.906
2017-12-28 18:00:10,0.0355737135,2017-12-18 03:20:00,0.0335524037,2017-12-13 08:59:05,-0.3312699634,2017-12-15 11:50:05,67.0,2017-12-15 12:00:10,97.334,2017-12-15 11:50:10,72.093
2017-12-28 18:30:10,0.0265737135,2017-12-18 03:30:00,0.0329524037,2017-12-13 09:00:10,-0.3352699634,2017-12-15 11:55:05,67.0,2017-12-15 12:05:05,97.334,2017-12-15 11:55:10,72.575
2017-12-28 19:00:10,0.0355737135,2017-12-18 03:40:00,0.0389524037,2017-12-13 09:01:05,-0.3412699634,2017-12-15 12:00:21,66.333,2017-12-15 12:10:10,97.334,2017-12-15 12:00:10,71.667
2017-12-28 19:30:10,0.0665737135,2017-12-18 03:50:00,0.0405524037,2017-12-13 09:02:05,-0.3162699634,2017-12-15 12:05:05,67.333,2017-12-15 12:15:05,97.167,2017-12-15 12:05:10,69.767
2017-12-28 20:00:10,0.0325737135,2017-12-18 04:00:00,0.0297524037,2017-12-13 09:03:05,-0.3622699634,2017-12-15 12:10:05,66.667,2017-12-15 12:20:10,97.334,2017-12-15 12:10:10,71.572
2017-12-28 20:30:10,0.0505737135,2017-12-18 04:10:00,0.0305524037,2017-12-13 09:04:05,-0.3592699634,2017-12-15 12:15:05,67.667,2017-12-15 12:25:05,97.659,2017-12-15 12:15:10,69.103
2017-12-28 21:00:10,0.0325737135,2017-12-18 04:20:00,0.0351524037,2017-12-13 09:05:10,-0.3282699634,2017-12-15 12:20:05,67.0,2017-12-15 12:30:10,97.334,2017-12-15 12:20:10,70.234
2017-12-28 21:30:10,0.0295737135,2017-12-18 04:30:00,0.0377524037,2017-12-13 09:06:05,-0.3312699634,2017-12-15 12:25:05,67.333,2017-12-15 12:35:05,97.334,2017-12-15 12:25:10,73.09
2017-12-28 22:00:10,0.0355737135,2017-12-18 04:40:00,0.0341524037,2017-12-13 09:07:05,-0.2952699634,2017-12-15 12:30:21,67.0,2017-12-15 12:40:10,97.334,2017-12-15 12:30:10,70.568
2017-12-28 22:30:10,0.0205737135,2017-12-18 04:50:00,0.0333524037,2017-12-13 09:08:05,-0.3352699634,2017-12-15 12:35:05,67.333,2017-12-15 12:45:05,97.334,2017-12-15 12:35:10,68.106
2017-12-28 23:00:10,0.0295737135,2017-12-18 05:00:00,0.0299524037,2017-12-13 09:09:05,-0.3312699634,2017-12-15 12:40:05,66.333,2017-12-15 12:50:10,97.334,2017-12-15 12:40:10,71.572
2017-12-28 23:30:10,0.0295737135,2017-12-18 05:10:00,0.0411524037,2017-12-13 09:10:10,-0.3382699634,2017-12-15 12:45:05,67.0,2017-12-15 12:55:05,97.334,2017-12-15 12:45:10,75.747
2017-12-29 00:00:10,0.0175737135,2017-12-18 05:20:00,0.0367524037,2017-12-13 09:11:05,-0.3622699634,2017-12-15 12:50:05,66.667,2017-12-15 13:00:10,97.334,2017-12-15 12:50:10,73.579
2017-12-29 00:30:10,0.0175737135,2017-12-18 05:30:00,0.0339524037,2017-12-13 09:12:05,-0.3282699634,2017-12-15 12:55:05,66.333,2017-12-15 13:05:05,97.01,2017-12-15 12:55:10,70.764
2017-12-29 01:00:10,0.0265737135,2017-12-18 05:40:00,0.0429524037,2017-12-13 09:13:05,-0.3592699634,2017-12-15 13:00:21,66.333,2017-12-15 13:10:10,97.659,2017-12-15 13:00:10,71.906
2017-12-29 01:30:10,0.0135737135,2017-12-18 05:50:00,0.0409524037,2017-12-13 09:14:05,-0.3502699634,2017-12-15 13:05:05,66.333,2017-12-15 13:15:05,97.01,2017-12-15 13:05:10,72.757
2017-12-29 02:00:10,0.0265737135,2017-12-18 06:00:00,0.0405524037,2017-12-13 09:15:10,-0.3382699634,2017-12-15 13:10:05,66.667,2017-12-15 13:20:10,97.334,2017-12-15 13:10:10,71.237
2017-12-29 02:30:10,0.0075737135,2017-12-18 06:10:00,0.0361524037,2017-12-13 09:16:05,-0.3442699634,2017-12-15 13:15:05,65.667,2017-12-15 13:25:05,97.167,2017-12-15 13:15:10,69.435
2017-12-29 03:00:10,0.0265737135,2017-12-18 06:20:00,0.0299524037,2017-12-13 09:17:05,-0.3162699634,2017-12-15 13:20:05,67.0,2017-12-15 13:30:10,97.334,2017-12-15 13:20:10,71.572
2017-12-29 03:30:10,0.0135737135,2017-12-18 06:30:00,0.0397524037,2017-12-13 09:18:05,-0.3412699634,2017-12-15 13:25:05,66.667,2017-12-15 13:35:05,97.659,2017-12-15 13:25:10,72.093
2017-12-29 04:00:10,0.0105737135,2017-12-18 06:40:00,0.0383524037,2017-12-13 09:19:05,-0.3532699634,2017-12-15 13:30:21,67.0,2017-12-15 13:40:10,97.334,2017-12-15 13:30:10,70.234
2017-12-29 04:30:10,0.0135737135,2017-12-18 06:50:00,0.0305524037,2017-12-13 09:20:10,-0.3312699634,2017-12-15 13:35:05,67.333,2017-12-15 13:45:05,97.334,2017-12-15 13:35:10,69.435
2017-12-29 05:00:10,0.0075737135,2017-12-18 07:00:00,0.0373524037,2017-12-13 09:21:05,-0.3412699634,2017-12-15 13:40:05,66.667,2017-12-15 13:50:10,97.01,2017-12-15 13:40:10,68.227
2017-12-29 05:30:10,0.0175737135,2017-12-18 07:10:00,0.0403524037,2017-12-13 09:22:05,-0.3442699634,2017-12-15 13:45:05,67.0,2017-12-15 13:55:05,97.659,2017-12-15 13:45:10,74.086
2017-12-29 06:00:10,0.0175737135,2017-12-18 07:20:00,0.0381524037,2017-12-13 09:23:05,-0.3622699634,2017-12-15 13:50:05,67.0,2017-12-15 14:00:10,97.334,2017-12-15 13:50:10,69.231
2017-12-29 06:30:10,0.0325737135,2017-12-18 07:30:00,0.0341524037,2017-12-13 09:24:05,-0.3352699634,2017-12-15 13:55:05,67.0,2017-12-15 14:05:05,97.01,2017-12-15 13:55:10,70.432
2017-12-29 07:00:10,0.0015737135,2017-12-18 07:40:00,0.0365524037,2017-12-13 09:25:10,-0.3162699634,2017-12-15 14:00:21,67.0,2017-12-15 14:10:10,97.334,2017-12-15 14:00:10,70.903
2017-12-29 07:30:10,0.0175737135,2017-12-18 07:50:00,0.0429524037,2017-12-13 09:26:05,-0.3442699634,2017-12-15 14:05:05,66.333,2017-12-15 14:15:05,97.167,2017-12-15 14:05:10,70.764
2017-12-29 08:00:10,0.0075737135,2017-12-18 08:00:00,0.0317524037,2017-12-13 09:27:05,-0.3282699634,2017-12-15 14:10:05,67.0,2017-12-15 14:20:10,97.659,2017-12-15 14:10:10,73.579
2017-12-29 08:30:10,0.0175737135,2017-12-18 08:10:00,0.0399524037,2017-12-13 09:28:05,-0.3382699634,2017-12-15 14:15:05,66.0,2017-12-15 14:25:05,97.01,2017-12-15 14:15:10,70.333
2017-12-29 09:00:10,0.0385737135,2017-12-18 08:20:00,0.0391524037,2017-12-13 09:29:05,-0.3282699634,2017-12-15 14:20:05,66.667,2017-12-15 14:30:10,97.492,2017-12-15 14:20:10,72.757
2017-12-29 09:30:10,0.0135737135,2017-12-18 08:30:00,0.0273524037,2017-12-13 09:30:10,-0.3282699634,2017-12-15 14:25:05,67.333,2017-12-15 14:35:05,97.334,2017-12-15 14:25:10,71.906
2017-12-29 10:00:10,0.0415737135,2017-12-18 08:40:00,0.0393524037,2017-12-13 09:31:05,-0.3252699634,2017-12-15 14:30:21,66.667,2017-12-15 14:40:10,97.01,2017-12-15 14:30:10,68.771
2017-12-29 10:30:10,0.0175737135,2017-12-18 08:50:00,0.0323524037,2017-12-13 09:32:05,-0.3382699634,2017-12-15 14:35:05,67.333,2017-12-15 14:45:05,97.492,2017-12-15 14:35:10,70.903
2017-12-29 11:00:10,0.0265737135,2017-12-18 09:00:00,0.0335524037,2017-12-13 09:33:05,-0.3412699634,2017-12-15 14:40:05,66.667,2017-12-15 14:50:10,97.01,2017-12-15 14:40:10,69.767
2017-12-29 11:30:10,0.0105737135,2017-12-18 09:10:00,0.0437524037,2017-12-13 09:34:05,-0.3442699634,2017-12-15 14:45:05,67.0,2017-12-15 14:55:05,97.334,2017-12-15 14:45:10,69.9
2017-12-29 12:00:10,0.0205737135,2017-12-18 09:20:00,0.0443524037,2017-12-13 09:35:10,-0.3222699634,2017-12-15 14:50:05,67.333,2017-12-15 15:00:10,97.167,2017-12-15 14:50:10,73.667
2017-12-29 12:30:10,0.0235737135,2017-12-18 09:30:00,0.0411524037,2017-12-13 09:36:05,-0.3352699634,2017-12-15 14:55:05,67.333,2017-12-15 15:05:05,97.334,2017-12-15 14:55:10,71.096
2017-12-29 13:00:10,0.0205737135,2017-12-18 09:40:00,0.0381524037,2017-12-13 09:37:05,-0.3282699634,2017-12-15 15:00:21,67.333,2017-12-15 15:10:10,97.167,2017-12-15 15:00:10,71.572
2017-12-29 13:30:10,0.0235737135,2017-12-18 09:50:00,0.0385524037,2017-12-13 09:38:05,-0.3072699634,2017-12-15 15:05:05,66.667,2017-12-15 15:15:05,97.659,2017-12-15 15:05:10,70.432
2017-12-29 14:00:10,0.0445737135,2017-12-18 10:00:00,0.0375524037,2017-12-13 09:39:05,-0.3592699634,2017-12-15 15:10:05,67.333,2017-12-15 15:20:10,97.01,2017-12-15 15:10:10,73.244
2017-12-29 14:30:10,0.0235737135,2017-12-18 10:10:00,0.0357524037,2017-12-13 09:40:10,-0.3252699634,2017-12-15 15:15:05,67.333,2017-12-15 15:25:05,97.167,2017-12-15 15:15:10,68.438
2017-12-29 15:00:10,0.0265737135,2017-12-18 10:20:00,0.0411524037,2017-12-13 09:41:05,-0.3312699634,2017-12-15 15:20:05,67.667,2017-12-15 15:30:10,97.334,2017-12-15 15:20:10,75.333
2017-12-29 15:30:10,0.0295737135,2017-12-18 10:30:00,0.0385524037,2017-12-13 09:42:05,-0.3282699634,2017-12-15 15:25:05,67.0,2017-12-15 15:35:05,97.334,2017-12-15 15:25:10,69.565
2017-12-29 16:00:10,0.0175737135,2017-12-18 10:40:00,0.0463524037,2017-12-13 09:43:05,-0.3382699634,2017-12-15 15:30:21,67.0,2017-12-15 15:40:10,97.492,2017-12-15 15:30:10,70.1
2017-12-29 16:30:10,0.0175737135,2017-12-18 10:50:00,0.0435524037,2017-12-13 09:44:05,-0.3312699634,2017-12-15 15:35:05,67.333,2017-12-15 15:45:05,96.844,2017-12-15 15:35:10,70.903
2017-12-29 17:00:10,0.0235737135,2017-12-18 11:00:00,0.0377524037,2017-12-13 09:45:10,-0.3382699634,2017-12-15 15:40:05,67.0,2017-12-15 15:50:10,97.334,2017-12-15 15:40:10,70.667
2017-12-29 17:30:10,0.0235737135,2017-12-18 11:10:00,0.0381524037,2017-12-13 09:46:05,-0.3312699634,2017-12-15 15:45:05,66.667,2017-12-15 15:55:05,97.492,2017-12-15 15:45:10,71.761
2017-12-29 18:00:10,0.0205737135,2017-12-18 11:20:00,0.0423524037,2017-12-13 09:47:05,-0.3192699634,2017-12-15 15:50:05,67.0,2017-12-15 16:00:10,97.01,2017-12-15 15:50:10,70.568
2017-12-29 18:30:10,0.0135737135,2017-12-18 11:30:00,0.0393524037,2017-12-13 09:48:05,-0.3412699634,2017-12-15 15:55:05,67.0,2017-12-15 16:05:05,97.167,2017-12-15 15:55:10,70.333
2017-12-29 19:00:10,0.0135737135,2017-12-18 11:40:00,0.0429524037,2017-12-13 09:49:05,-0.3652699634,2017-12-15 16:00:21,67.333,2017-12-15 16:10:10,97.334,2017-12-15 16:00:10,72.093
2017-12-29 19:30:10,0.0105737135,2017-12-18 11:50:00,0.0489524037,2017-12-13 09:50:10,-0.3222699634,2017-12-15 16:05:05,67.333,2017-12-15 16:15:05,97.167,2017-12-15 16:05:10,72.667
2017-12-29 20:00:10,0.0075737135,2017-12-18 12:00:00,0.0403524037,2017-12-13 09:51:05,-0.3312699634,2017-12-15 16:10:05,67.0,2017-12-15 16:20:10,97.167,2017-12-15 16:10:10,72.575
