Column 0,Column 1,Column 2,Column 3,Column 4
18.73,21.81,20.77,19.64,1532
18.77,21.89,20.76,19.66,1533
18.73,21.85,20.78,19.64,1534
18.73,21.87,20.79,19.69,1535
18.72,21.87,20.72,19.64,1536
18.78,21.87,20.79,19.65,1537
18.74,21.83,20.78,19.70,1538
18.75,21.89,20.78,19.72,1539
18.73,21.91,20.77,19.70,1540
18.72,21.88,20.78,19.71,1541
18.71,21.91,20.74,19.62,1542
18.75,21.86,20.82,19.67,1543
18.71,21.91,20.76,19.65,1544
18.74,21.85,20.72,19.69,1545
18.71,21.88,20.78,19.70,1546
18.79,21.85,20.77,19.68,1547
18.76,21.88,20.77,19.61,1548
18.73,21.89,20.77,19.66,1549
18.74,21.93,20.75,19.64,1550
18.70,21.92,20.81,19.67,1551
18.72,21.93,20.83,19.65,1552
18.74,21.89,20.80,19.65,1553
18.77,21.89,20.85,19.65,1554
18.71,21.89,20.80,19.64,1555
18.74,21.91,20.75,19.65,1556
18.73,21.85,20.75,19.64,1557
18.75,21.88,20.80,19.71,1558
18.77,21.88,20.76,19.63,1559
18.72,21.85,20.87,19.62,1560
18.72,21.85,20.81,19.68,1561
18.78,21.87,20.75,19.67,1562
18.71,21.84,20.78,19.71,1563
18.73,21.85,20.74,19.64,1564
18.78,21.87,20.80,19.65,1565
18.72,21.84,20.81,19.63,1566
18.70,21.80,20.84,19.64,1567
18.71,21.86,20.74,19.67,1568
18.76,21.90,20.83,19.66,1569
18.79,21.87,20.80,19.72,1570
18.77,21.87,20.75,19.67,1571
18.78,21.87,20.79,19.68,1572
18.75,21.86,20.85,19.61,1573
18.77,21.90,20.80,19.68,1574
18.67,21.89,20.81,19.63,1575
18.73,21.90,20.80,19.65,1576
18.77,21.90,20.80,19.64,1577
18.77,21.88,20.74,19.62,1578
18.73,21.87,20.85,19.66,1579
18.78,21.91,20.81,19.65,1580
18.78,21.87,20.81,19.69,1581
18.78,21.86,20.82,19.64,1582
18.77,21.89,20.78,19.64,1583
18.80,21.88,20.77,19.66,1584
18.66,21.88,20.80,19.62,1585
18.73,21.91,20.77,19.68,1586
18.69,21.88,20.75,19.64,1587
18.77,21.91,20.78,19.70,1588
18.71,21.87,20.80,19.60,1589
18.74,21.87,20.81,19.64,1590
18.73,21.88,20.79,19.63,1591
18.70,21.92,20.81,19.65,1592
18.73,21.86,20.72,19.65,1593
18.75,21.88,20.80,19.66,1594
18.73,21.96,20.81,19.68,1595
18.82,21.89,20.85,19.67,1596
18.78,21.91,20.79,19.65,1597
18.80,21.88,20.74,19.67,1598
18.77,21.88,20.76,19.67,1599
18.72,21.89,20.84,19.65,1600
18.72,21.93,20.82,19.62,1601
18.73,21.84,20.82,19.63,1602
18.73,21.86,20.81,19.64,1603
18.77,21.91,20.75,19.56,1604
18.73,21.85,20.80,19.60,1605
18.80,21.91,20.79,19.66,1606
18.74,21.83,20.81,19.67,1607
18.71,21.85,20.76,19.74,1608
18.81,21.90,20.81,19.64,1609
18.75,21.90,20.82,19.67,1610
18.74,21.87,20.80,19.64,1611
18.73,21.88,20.80,19.65,1612
18.66,21.87,20.76,19.69,1613
18.71,21.90,20.81,19.67,1614
18.81,21.86,20.81,19.68,1615
18.76,21.89,20.81,19.62,1616
18.80,21.92,20.81,19.65,1617
18.73,21.86,20.78,19.68,1618
18.75,21.89,20.81,19.68,1619
18.75,21.82,20.83,19.67,1620
18.75,21.91,20.79,19.69,1621
18.75,21.91,20.81,19.69,1622
18.79,21.88,20.84,19.66,1623
18.74,21.92,20.80,19.65,1624
18.76,21.89,20.84,19.63,1625
18.76,21.89,20.78,19.60,1626
18.76,21.85,20.79,19.67,1627
18.71,21.89,20.80,19.72,1628
18.78,21.88,20.82,19.63,1629
18.78,21.89,20.80,19.65,1630
18.75,21.89,20.80,19.62,1631
18.77,21.90,20.84,19.65,1632
18.79,21.85,20.80,19.63,1633
18.75,21.96,20.88,19.60,1634
18.73,21.92,20.84,19.67,1635
18.78,21.88,20.83,19.64,1636
18.81,21.81,20.84,19.67,1637
18.78,21.85,20.80,19.68,1638
18.78,21.87,20.83,19.69,1639
18.76,21.90,20.76,19.69,1640
18.76,21.88,20.81,19.67,1641
18.78,21.90,20.85,19.63,1642
18.77,21.89,20.80,19.65,1643
18.73,21.85,20.86,19.70,1644
18.75,21.84,20.82,19.63,1645
18.77,21.87,20.80,19.67,1646
18.75,21.91,20.84,19.62,1647
18.74,21.87,20.81,19.63,1648
18.74,21.91,20.84,19.72,1649
18.74,21.85,20.81,19.67,1650
18.77,21.89,20.82,19.66,1651
18.76,21.91,20.83,19.70,1652
18.82,21.87,20.81,19.71,1653
18.72,21.85,20.83,19.64,1654
18.80,21.89,20.82,19.66,1655
18.81,21.87,20.78,19.66,1656
18.75,21.88,20.86,19.68,1657
18.81,21.93,20.78,19.66,1658
18.80,21.95,20.79,19.69,1659
18.76,21.86,20.81,19.67,1660
18.74,21.90,20.82,19.69,1661
18.77,21.89,20.82,19.66,1662
18.77,21.91,20.83,19.71,1663
18.80,21.88,20.82,19.63,1664
18.79,21.87,20.83,19.65,1665
18.79,21.92,20.83,19.65,1666
18.70,21.91,20.84,19.66,1667
18.75,21.84,20.86,19.65,1668
18.78,21.87,20.88,19.57,1669
18.80,21.87,20.81,19.66,1670
18.69,21.88,20.86,19.64,1671
18.76,21.90,20.83,19.65,1672
18.77,21.82,20.84,19.65,1673
18.77,21.94,20.76,19.66,1674
18.74,21.89,20.81,19.61,1675
18.79,21.88,20.80,19.68,1676
18.74,21.84,20.77,19.70,1677
18.77,21.92,20.87,19.63,1678
18.75,21.88,20.81,19.65,1679
18.73,21.93,20.79,19.70,1680
18.74,21.84,20.82,19.64,1681
18.80,21.88,20.81,19.67,1682
18.67,21.92,20.87,19.67,1683
18.76,21.92,20.81,19.63,1684
18.77,21.81,20.79,19.63,1685
18.77,21.89,20.86,19.64,1686
18.76,21.88,20.83,19.69,1687
18.79,21.94,20.87,19.67,1688
18.76,21.91,20.80,19.65,1689
18.77,21.90,20.83,19.68,1690
18.79,21.92,20.84,19.66,1691
18.74,21.91,20.88,19.61,1692
18.80,21.93,20.83,19.69,1693
18.79,21.85,20.77,19.60,1694
18.78,21.88,20.81,19.68,1695
18.79,21.88,20.82,19.61,1696
18.76,21.91,20.86,19.66,1697
18.81,21.90,20.82,19.64,1698
18.79,21.91,20.83,19.64,1699
18.79,21.94,20.81,19.64,1700
18.76,21.95,20.81,19.65,1701
18.84,21.89,20.87,19.67,1702
18.80,21.87,20.79,19.68,1703
18.78,21.88,20.79,19.66,1704
18.79,21.93,20.83,19.65,1705
18.77,21.94,20.86,19.71,1706
18.77,21.86,20.83,19.64,1707
18.76,21.87,20.84,19.70,1708
18.79,21.95,20.86,19.64,1709
18.78,21.90,20.84,19.65,1710
18.76,21.91,20.85,19.62,1711
18.80,21.90,20.86,19.64,1712
18.78,21.92,20.79,19.68,1713
18.81,21.92,20.85,19.69,1714
18.78,21.91,20.88,19.70,1715
18.79,21.87,20.80,19.67,1716
18.73,21.90,20.83,19.73,1717
18.79,21.89,20.83,19.61,1718
18.81,21.90,20.83,19.64,1719
18.79,21.89,20.77,19.68,1720
18.80,21.95,20.84,19.66,1721
18.80,21.89,20.86,19.73,1722
18.81,21.88,20.85,19.67,1723
18.78,21.92,20.89,19.67,1724
18.78,21.91,20.93,19.68,1725
18.81,21.93,20.83,19.66,1726
18.84,21.88,20.89,19.65,1727
18.82,21.84,20.83,19.64,1728
18.83,21.88,20.83,19.64,1729
18.80,21.91,20.87,19.64,1730
18.79,21.88,20.87,19.62,1731
18.78,21.89,20.82,19.63,1732
18.76,21.86,20.78,19.68,1733
18.77,21.87,20.85,19.71,1734
18.76,21.88,20.81,19.66,1735
18.82,21.91,20.85,19.68,1736
18.78,21.92,20.89,19.69,1737
18.77,21.87,20.84,19.71,1738
18.74,21.86,20.83,19.64,1739
18.78,21.92,20.84,19.65,1740
18.82,21.89,20.86,19.65,1741
18.80,21.85,20.88,19.67,1742
18.85,21.89,20.87,19.68,1743
18.82,21.87,20.84,19.63,1744
18.82,21.88,20.83,19.63,1745
18.78,21.86,20.81,19.70,1746
18.79,21.87,20.83,19.69,1747
18.77,21.91,20.78,19.69,1748
18.80,21.92,20.89,19.63,1749
18.77,21.89,20.86,19.70,1750
18.78,21.90,20.83,19.65,1751
18.79,21.89,20.86,19.69,1752
18.76,21.95,20.84,19.70,1753
18.74,21.88,20.88,19.69,1754
18.72,21.88,20.84,19.63,1755
18.78,21.88,20.89,19.63,1756
18.79,21.91,20.85,19.65,1757
18.74,21.93,20.83,19.62,1758
18.84,21.93,20.92,19.67,1759
18.83,21.91,20.83,19.69,1760
18.81,21.86,20.88,19.62,1761
18.76,21.90,20.85,19.71,1762
18.84,21.85,20.83,19.63,1763
18.77,21.93,20.84,19.69,1764
18.77,21.91,20.86,19.64,1765
18.75,21.86,20.88,19.66,1766
18.76,21.88,20.82,19.71,1767
18.82,21.90,20.80,19.67,1768
18.78,21.94,20.90,19.69,1769
18.82,21.94,20.83,19.65,1770
18.77,21.86,20.78,19.64,1771
18.79,21.94,20.87,19.75,1772
18.78,21.89,20.84,19.68,1773
18.80,21.89,20.85,19.70,1774
18.79,21.92,20.86,19.63,1775
18.79,21.91,20.89,19.66,1776
18.77,21.91,20.85,19.69,1777
18.76,21.90,20.86,19.67,1778
18.80,21.93,20.81,19.64,1779
18.78,21.87,20.86,19.68,1780
18.80,21.90,20.86,19.67,1781
18.82,21.90,20.87,19.63,1782
18.76,21.83,20.87,19.70,1783
18.78,21.88,20.91,19.71,1784
18.79,21.88,20.83,19.71,1785
18.82,21.88,20.84,19.66,1786
18.76,21.88,20.83,19.67,1787
18.79,21.90,20.84,19.62,1788
18.78,21.95,20.88,19.61,1789
18.79,21.93,20.89,19.67,1790
18.82,21.87,20.83,19.67,1791
18.81,21.97,20.88,19.69,1792
18.82,21.95,20.86,19.69,1793
18.81,21.96,20.83,19.70,1794
18.75,21.93,20.82,19.66,1795
18.81,21.91,20.89,19.68,1796
18.80,21.86,20.92,19.67,1797
18.74,21.93,20.85,19.72,1798
18.82,21.88,20.81,19.68,1799
18.85,21.91,20.87,19.69,1800
18.77,21.97,20.89,19.71,1801
18.79,21.96,20.84,19.71,1802
18.82,21.92,20.82,19.68,1803
18.81,21.91,20.86,19.64,1804
18.74,21.89,20.86,19.65,1805
18.82,21.90,20.86,19.63,1806
18.79,21.89,20.83,19.70,1807
18.79,21.88,20.86,19.69,1808
18.81,21.91,20.79,19.68,1809
18.74,21.90,20.86,19.69,1810
18.72,21.91,20.80,19.67,1811
18.75,21.92,20.84,19.70,1812
18.79,21.88,20.84,19.65,1813
18.76,21.90,20.81,19.68,1814
18.81,22.00,20.86,19.73,1815
18.80,21.94,20.83,19.68,1816
18.78,21.94,20.86,19.65,1817
18.80,21.87,20.85,19.69,1818
18.78,21.92,20.84,19.72,1819
18.80,21.93,20.89,19.65,1820
18.75,21.90,20.83,19.72,1821
18.73,21.90,20.90,19.63,1822
18.78,21.92,20.87,19.71,1823
18.84,21.90,20.88,19.67,1824
18.82,21.89,20.89,19.70,1825
18.78,21.89,20.87,19.69,1826
18.76,21.90,20.88,19.68,1827
18.73,21.95,20.88,19.69,1828
18.78,21.92,20.83,19.69,1829
18.82,21.92,20.90,19.74,1830
18.79,21.93,20.89,19.67,1831
18.76,21.95,20.86,19.74,1832
18.76,21.94,20.85,19.72,1833
18.80,21.91,20.86,19.64,1834
18.76,21.92,20.90,19.68,1835
18.78,21.90,20.88,19.65,1836
18.77,21.95,20.88,19.67,1837
18.77,21.92,20.89,19.70,1838
18.79,21.86,20.88,19.66,1839
18.75,21.95,20.84,19.64,1840
18.82,21.94,20.87,19.69,1841
18.75,21.98,20.86,19.67,1842
18.79,21.93,20.94,19.67,1843
18.75,21.89,20.90,19.64,1844
18.80,21.92,20.92,19.69,1845
18.78,21.92,20.86,19.72,1846
18.83,21.91,20.90,19.61,1847
18.76,21.95,20.83,19.69,1848
18.79,21.91,20.89,19.68,1849
18.82,21.89,20.87,19.71,1850
18.79,21.92,20.86,19.68,1851
18.80,21.93,20.84,19.68,1852
18.80,21.94,20.83,19.73,1853
18.84,21.94,20.84,19.67,1854
18.80,21.91,20.84,19.66,1855
18.82,21.91,20.90,19.63,1856
18.76,21.88,20.87,19.69,1857
18.75,21.89,20.85,19.73,1858
18.77,21.90,20.84,19.72,1859
18.81,21.88,20.89,19.67,1860
18.78,21.92,20.89,19.69,1861
18.75,21.94,20.91,19.68,1862
18.73,21.98,20.91,19.66,1863
18.81,21.94,20.89,19.66,1864
18.75,21.93,20.89,19.70,1865
18.72,21.91,20.85,19.70,1866
18.78,21.90,20.87,19.71,1867
18.82,21.94,20.86,19.69,1868
18.75,21.96,20.88,19.72,1869
18.77,21.91,20.87,19.70,1870
18.76,21.90,20.83,19.70,1871
18.79,21.93,20.92,19.72,1872
18.77,21.91,20.88,19.71,1873
18.84,21.91,20.85,19.69,1874
18.75,21.93,20.85,19.66,1875
18.77,21.94,20.89,19.72,1876
18.79,21.92,20.80,19.67,1877
18.82,21.95,20.89,19.73,1878
18.85,21.96,20.87,19.71,1879
18.82,21.88,20.90,19.76,1880
18.80,21.90,20.85,19.69,1881
18.78,21.89,20.85,19.69,1882
18.81,21.89,20.90,19.72,1883
18.78,21.90,20.85,19.71,1884
18.74,21.95,20.83,19.70,1885
18.85,21.91,20.89,19.72,1886
18.77,21.93,20.87,19.70,1887
18.79,21.91,20.89,19.73,1888
18.75,21.93,20.92,19.69,1889
18.79,21.91,20.88,19.69,1890
18.82,21.91,20.92,19.69,1891
18.77,21.92,20.88,19.63,1892
18.77,21.89,20.87,19.68,1893
18.80,21.92,20.92,19.67,1894
18.82,21.91,20.84,19.70,1895
18.84,21.96,20.87,19.69,1896
18.83,21.91,20.87,19.71,1897
18.83,21.95,20.89,19.71,1898
18.80,21.93,20.86,19.65,1899
18.84,21.91,20.84,19.74,1900
18.81,21.94,20.90,19.70,1901
18.81,21.90,20.89,19.72,1902
18.82,21.89,20.87,19.67,1903
18.80,21.91,20.91,19.69,1904
18.81,21.90,20.84,19.68,1905
18.76,21.95,20.85,19.71,1906
18.76,21.94,20.92,19.73,1907
18.79,21.91,20.88,19.72,1908
18.83,21.90,20.90,19.68,1909
18.79,21.95,20.84,19.71,1910
18.82,21.95,20.91,19.73,1911
18.82,21.96,20.90,19.69,1912
18.78,21.89,20.90,19.71,1913
18.80,21.93,20.87,19.74,1914
18.79,21.96,20.87,19.72,1915
18.85,21.92,20.85,19.67,1916
18.78,21.94,20.91,19.70,1917
18.85,21.96,20.89,19.73,1918
18.84,21.92,20.88,19.70,1919
18.80,21.89,20.90,19.70,1920
18.82,21.92,20.91,19.64,1921
18.86,21.91,20.83,19.70,1922
18.79,21.98,20.90,19.70,1923
18.84,21.90,20.90,19.73,1924
18.82,21.95,20.90,19.72,1925
18.73,21.94,20.88,19.67,1926
18.84,21.95,20.88,19.70,1927
18.82,21.98,20.88,19.73,1928
18.82,21.92,20.85,19.70,1929
18.80,21.96,20.92,19.74,1930
18.82,21.92,20.89,19.72,1931
18.81,21.94,20.89,19.74,1932
18.80,21.91,20.88,19.65,1933
18.86,21.91,20.86,19.68,1934
18.83,21.93,20.91,19.71,1935
18.85,21.95,20.89,19.70,1936
18.80,21.87,20.86,19.67,1937
18.80,21.96,20.90,19.71,1938
18.83,21.92,20.91,19.71,1939
18.81,21.95,20.87,19.67,1940
18.78,21.90,20.85,19.74,1941
18.76,21.93,20.91,19.66,1942
18.82,21.94,20.85,19.70,1943
18.86,21.93,20.89,19.76,1944
18.89,21.93,20.87,19.70,1945
18.82,21.91,20.87,19.73,1946
18.77,21.97,20.88,19.69,1947
18.78,21.93,20.85,19.70,1948
18.78,21.91,20.88,19.68,1949
18.84,21.85,20.88,19.76,1950
18.85,21.88,20.86,19.69,1951
18.77,21.89,20.86,19.72,1952
18.76,21.97,20.90,19.72,1953
18.78,21.95,20.92,19.73,1954
18.76,21.91,20.85,19.69,1955
18.77,21.97,20.87,19.69,1956
18.83,21.91,20.86,19.72,1957
18.78,21.95,20.94,19.73,1958
18.72,21.98,20.94,19.72,1959
18.81,21.95,20.92,19.75,1960
18.81,22.00,20.89,19.71,1961
18.83,21.86,20.91,19.79,1962
18.78,21.95,20.92,19.80,1963
18.77,21.96,20.90,19.76,1964
18.79,21.95,20.92,19.74,1965
18.83,21.99,20.86,19.73,1966
18.80,21.95,20.89,19.69,1967
18.80,21.96,20.86,19.77,1968
18.79,21.98,20.93,19.74,1969
18.75,21.93,20.89,19.75,1970
18.76,21.93,20.91,19.75,1971
18.77,21.95,20.95,19.74,1972
18.79,21.95,20.91,19.78,1973
18.82,21.95,20.90,19.71,1974
18.77,21.92,20.90,19.73,1975
18.81,21.97,20.90,19.72,1976
18.81,21.94,20.93,19.75,1977
18.79,21.99,20.87,19.80,1978
18.81,21.95,20.88,19.78,1979
18.81,21.99,20.92,19.78,1980
18.83,21.99,20.89,19.72,1981
18.79,21.92,20.85,19.71,1982
18.83,21.99,20.88,19.76,1983
18.80,21.96,20.88,19.77,1984
18.75,22.02,20.94,19.75,1985
18.79,21.95,20.93,19.71,1986
18.75,21.96,20.88,19.78,1987
18.80,21.98,20.92,19.82,1988
18.79,21.99,20.88,19.75,1989
18.79,21.92,20.91,19.80,1990
18.85,21.97,20.85,19.70,1991
18.79,22.00,20.86,19.76,1992
18.80,21.96,20.90,19.76,1993
18.79,21.98,20.91,19.76,1994
18.81,21.95,20.87,19.78,1995
18.79,21.94,20.90,19.86,1996
18.81,21.94,20.93,19.77,1997
18.83,21.96,20.92,19.77,1998
18.79,21.95,20.96,19.71,1999
18.84,21.99,20.95,19.80,2000
18.80,21.97,20.92,19.78,2001
18.80,21.97,20.89,19.73,2002
18.80,21.94,20.91,19.78,2003
18.79,22.02,20.92,19.75,2004
18.84,21.97,20.88,19.83,2005
18.84,21.95,20.91,19.79,2006
18.84,21.98,20.92,19.75,2007
18.82,21.95,20.88,19.71,2008
18.83,21.92,20.95,19.84,2009
18.79,21.96,20.89,19.82,2010
18.85,21.99,20.96,19.84,2011
18.80,22.02,20.89,19.82,2012
18.82,21.97,20.90,19.81,2013
18.80,21.98,20.92,19.83,2014
18.83,21.97,20.91,19.82,2015
18.76,21.99,20.95,19.77,2016
18.84,21.99,20.91,19.82,2017
18.83,22.03,20.97,19.79,2018
18.80,21.98,20.89,19.79,2019
18.84,22.02,20.89,19.88,2020
18.83,21.98,20.92,19.82,2021
18.85,21.96,20.96,19.85,2022
18.83,22.00,20.94,19.84,2023
18.86,22.02,20.90,19.83,2024
18.82,22.01,20.89,19.85,2025
18.81,22.01,20.94,19.83,2026
18.88,21.99,20.94,19.80,2027
18.86,21.98,20.93,19.86,2028
18.81,22.04,20.93,19.82,2029
18.85,21.98,20.95,19.87,2030
18.83,21.99,20.95,19.81,2031
18.87,22.01,20.98,19.86,2032
18.84,22.03,20.95,19.86,2033
18.83,21.99,20.92,19.85,2034
18.82,22.03,20.91,19.85,2035
18.90,22.04,20.99,19.85,2036
18.85,22.00,20.92,19.87,2037
18.86,22.04,20.97,19.80,2038
18.85,21.98,20.91,19.83,2039
18.84,21.98,20.98,19.82,2040
18.88,22.03,20.96,19.92,2041
18.82,21.97,20.94,19.88,2042
18.86,22.04,20.94,19.87,2043
18.84,22.01,21.01,19.85,2044
18.88,22.04,20.95,19.83,2045
18.91,21.99,20.95,19.90,2046
18.88,22.05,20.97,19.84,2047
18.87,22.05,20.95,19.92,2048
18.89,21.98,20.89,19.86,2049
18.87,22.02,20.98,19.87,2050
18.89,22.01,20.95,19.82,2051
18.87,22.08,20.96,19.88,2052
18.92,22.01,20.94,19.86,2053
18.89,22.06,20.97,19.87,2054
18.85,21.98,21.00,19.88,2055
18.89,22.00,21.03,19.87,2056
18.84,22.03,20.99,19.91,2057
18.87,22.03,20.95,19.88,2058
18.88,22.13,20.94,19.87,2059
18.84,22.07,20.98,19.84,2060
18.85,21.99,20.98,19.89,2061
18.87,22.05,20.96,19.90,2062
18.89,22.03,20.98,19.87,2063
18.89,22.01,21.01,19.89,2064
18.89,21.98,21.03,19.85,2065
18.90,22.02,20.99,19.85,2066
18.88,22.03,20.96,19.91,2067
18.84,22.01,20.92,19.91,2068
18.88,21.99,20.99,19.85,2069
18.86,21.98,21.02,19.90,2070
18.96,22.04,20.97,19.89,2071
18.91,22.04,20.97,19.87,2072
18.90,22.01,21.01,19.86,2073
18.90,22.05,21.04,19.91,2074
18.84,22.04,21.00,19.84,2075
18.89,22.07,20.99,19.83,2076
18.86,22.04,21.02,19.81,2077
18.90,22.02,20.98,19.87,2078
18.89,22.02,21.05,19.82,2079
18.88,22.07,20.97,19.88,2080
18.87,22.01,20.97,19.83,2081
18.86,22.03,20.97,19.84,2082
18.88,22.03,20.95,19.86,2083
18.87,22.04,21.05,19.88,2084
18.91,22.08,20.97,19.91,2085
18.93,22.04,21.01,19.86,2086
18.92,22.04,21.00,19.90,2087
18.84,22.05,21.04,19.85,2088
18.88,22.08,20.98,19.86,2089
18.92,22.02,21.03,19.78,2090
18.90,22.00,21.03,19.89,2091
18.92,22.00,20.99,19.82,2092
18.88,22.05,21.00,19.82,2093
18.89,22.03,21.02,19.86,2094
18.89,22.07,21.04,19.86,2095
18.95,21.99,21.01,19.89,2096
18.91,22.05,20.99,19.83,2097
18.94,22.03,21.02,19.86,2098
18.92,22.02,21.06,19.90,2099
18.97,22.05,21.04,19.90,2100
18.94,22.04,21.04,19.88,2101
18.89,22.04,21.03,19.90,2102
18.92,22.02,21.06,19.90,2103
18.96,22.05,21.03,19.94,2104
18.87,22.04,21.00,19.90,2105
18.90,22.09,21.06,19.91,2106
18.95,22.11,21.05,19.92,2107
18.91,22.09,21.05,19.90,2108
18.91,22.05,21.04,19.87,2109
18.96,22.06,21.01,19.88,2110
18.94,22.05,21.00,19.87,2111
18.94,22.07,21.05,19.87,2112
18.92,22.05,21.07,19.95,2113
18.91,22.05,21.07,19.93,2114
18.94,22.01,21.10,19.89,2115
18.96,22.06,21.10,19.91,2116
18.91,22.04,21.05,19.91,2117
18.95,22.09,21.03,19.90,2118
18.92,22.06,21.08,19.93,2119
18.92,22.06,21.05,19.86,2120
18.92,22.04,21.02,19.83,2121
18.95,22.04,20.99,19.92,2122
18.95,22.02,21.05,19.89,2123
18.93,22.13,21.01,19.90,2124
18.96,22.04,21.10,19.91,2125
18.92,22.10,21.05,19.92,2126
18.95,22.01,21.10,19.90,2127
18.91,22.07,21.10,19.91,2128
18.93,22.08,21.07,19.91,2129
18.95,22.06,21.05,19.88,2130
18.92,22.05,21.06,19.89,2131
18.89,22.09,21.04,19.89,2132
18.93,22.08,21.04,19.86,2133
18.93,22.02,21.04,19.92,2134
18.90,22.08,21.12,19.85,2135
18.97,22.05,21.09,19.89,2136
18.87,22.07,21.08,19.91,2137
18.91,22.10,21.16,19.86,2138
18.92,22.08,21.09,19.89,2139
18.87,22.10,21.09,19.92,2140
19.00,22.06,21.14,19.87,2141
18.91,22.05,21.09,19.96,2142
18.91,22.07,21.05,19.88,2143
18.93,22.07,21.06,19.93,2144
18.89,22.01,21.06,19.90,2145
18.90,22.06,21.12,19.97,2146
18.92,22.08,21.12,19.87,2147
18.92,22.13,21.08,19.89,2148
18.94,22.10,21.08,19.87,2149
18.91,22.10,21.07,19.95,2150
18.98,22.14,21.09,19.93,2151
18.97,22.06,21.11,19.86,2152
18.95,22.11,21.06,20.01,2153
18.92,22.08,21.09,19.86,2154
18.91,22.09,21.08,19.88,2155
18.94,22.09,21.09,19.91,2156
18.98,22.03,21.05,19.99,2157
18.95,22.13,21.11,19.89,2158
18.98,22.11,21.09,19.96,2159
18.92,22.07,21.12,19.98,2160
18.98,22.08,21.09,19.92,2161
18.94,22.12,21.10,19.92,2162
18.91,22.07,21.12,20.03,2163
19.01,22.13,21.12,19.91,2164
18.91,22.11,21.09,19.98,2165
18.95,22.10,21.12,19.93,2166
18.94,22.13,21.10,19.94,2167
18.94,22.04,21.15,20.03,2168
18.97,22.08,21.10,19.92,2169
18.95,22.08,21.12,19.96,2170
18.94,22.12,21.05,19.95,2171
18.94,22.10,21.06,19.92,2172
18.95,22.16,21.13,19.97,2173
18.96,22.12,21.09,19.93,2174
18.95,22.09,21.13,19.96,2175
18.90,22.11,21.11,19.93,2176
18.94,22.15,21.03,19.94,2177
18.98,22.10,21.11,20.00,2178
18.97,22.12,21.10,19.96,2179
18.96,22.12,21.07,20.02,2180
19.01,22.09,21.10,19.94,2181
18.94,22.11,21.16,19.97,2182
18.94,22.06,21.13,19.93,2183
18.98,22.12,21.06,19.98,2184
18.95,22.12,21.10,19.93,2185
18.96,22.10,21.12,19.96,2186
18.99,22.12,21.15,20.00,2187
18.99,22.12,21.12,19.92,2188
18.93,22.11,21.08,19.97,2189
19.00,22.12,21.17,19.99,2190
18.92,22.10,21.16,19.97,2191
18.97,22.08,21.10,19.97,2192
18.99,22.09,21.11,19.99,2193
18.98,22.09,21.11,19.96,2194
18.97,22.12,21.19,19.98,2195
18.95,22.11,21.09,19.94,2196
18.99,22.10,21.12,19.96,2197
18.95,22.06,21.14,19.95,2198
18.96,22.13,21.11,19.98,2199
19.00,22.15,21.13,19.96,2200
18.87,22.12,21.12,19.96,2201
18.89,22.13,21.05,19.96,2202
18.99,22.16,21.12,19.98,2203
19.00,22.12,21.14,19.88,2204
18.99,22.14,21.13,19.94,2205
18.97,22.16,21.10,19.98,2206
19.01,22.14,21.07,19.97,2207
18.89,22.13,21.15,20.00,2208
19.01,22.12,21.14,19.98,2209
19.00,22.10,21.10,19.94,2210
18.99,22.12,21.15,19.96,2211
19.01,22.11,21.13,19.98,2212
18.94,22.08,21.12,19.94,2213
19.00,22.21,21.12,19.96,2214
18.98,22.12,21.08,19.96,2215
18.99,22.07,21.20,19.94,2216
18.99,22.12,21.10,19.97,2217
18.97,22.10,21.09,20.00,2218
18.95,22.13,21.10,20.00,2219
19.00,22.09,21.09,20.00,2220
19.00,22.10,21.12,19.96,2221
19.00,22.12,21.16,19.95,2222
18.98,22.11,21.12,19.99,2223
19.00,22.09,21.12,19.97,2224
18.97,22.09,21.13,20.01,2225
18.97,22.13,21.10,19.94,2226
18.98,22.13,21.14,19.92,2227
19.01,22.10,21.15,19.95,2228
19.06,22.15,21.12,19.96,2229
18.96,22.09,21.10,19.97,2230
19.00,22.16,21.10,20.01,2231
18.99,22.09,21.12,20.04,2232
19.03,22.08,21.13,19.94,2233
18.99,22.08,21.17,19.96,2234
18.98,22.18,21.13,19.99,2235
19.01,22.21,21.13,19.99,2236
18.95,22.15,21.12,19.96,2237
19.01,22.13,21.11,20.03,2238
18.99,22.13,21.11,19.97,2239
18.95,22.12,21.15,20.02,2240
19.02,22.08,21.12,20.00,2241
19.03,22.16,21.17,20.02,2242
19.05,22.13,21.14,19.91,2243
19.04,22.11,21.11,19.92,2244
19.04,22.18,21.14,20.01,2245
19.01,22.08,21.17,20.03,2246
19.05,22.14,21.18,19.95,2247
19.01,22.13,21.15,19.98,2248
19.05,22.17,21.15,19.92,2249
19.03,22.15,21.14,19.94,2250
19.03,22.14,21.14,19.99,2251
19.04,22.14,21.16,19.99,2252
18.99,22.11,21.19,20.01,2253
18.98,22.14,21.06,20.00,2254
19.01,22.15,21.16,19.97,2255
19.02,22.17,21.13,19.96,2256
19.02,22.16,21.16,20.03,2257
18.98,22.10,21.16,20.00,2258
18.98,22.15,21.14,20.03,2259
18.94,22.14,21.10,19.98,2260
19.02,22.18,21.15,19.99,2261
19.01,22.11,21.20,19.99,2262
19.02,22.16,21.15,19.95,2263
19.00,22.11,21.17,20.02,2264
19.00,22.13,21.15,19.96,2265
19.04,22.11,21.15,19.95,2266
