"countB, x","countB, y","mS/m ADC8, x","mS/m ADC8, y"
2017-12-13 04:21:17,1.1953488299,2017-12-13 04:21:17,25.1738712565
2017-12-13 04:31:19,1.1955149429,2017-12-13 04:31:19,26.1451383464
2017-12-13 04:41:21,1.1951827369,2017-12-13 04:41:21,25.0853914388
2017-12-13 04:51:23,1.1958471688,2017-12-13 04:51:23,25.0371297201
2017-12-13 05:01:25,1.1958471688,2017-12-13 05:01:25,25.0713151042
2017-12-13 05:11:27,1.1966777535,2017-12-13 05:11:28,24.2709749349
2017-12-13 05:21:29,1.1940199263,2017-12-13 05:21:29,24.5545125326
2017-12-13 05:31:30,1.1960066575,2017-12-13 05:31:30,25.9400260417
2017-12-13 05:41:31,1.1965058255,2017-12-13 05:41:31,24.4177709961
2017-12-13 05:51:33,1.1955149429,2017-12-13 05:51:33,24.786772054
2017-12-13 06:01:35,1.1953488499,2017-12-13 06:01:35,25.851546224
2017-12-13 06:11:37,1.1945182651,2017-12-13 06:11:37,25.1708548991
2017-12-13 06:21:38,1.1966722149,2017-12-13 06:21:38,25.1879475911
2017-12-13 06:31:41,1.1920398044,2017-12-13 06:31:41,25.7791536458
2017-12-13 06:41:42,1.1961730468,2017-12-13 06:41:42,25.0642769368
2017-12-13 06:51:44,1.1953488299,2017-12-13 06:51:44,26.0073913574
2017-12-13 07:01:46,1.1936877203,2017-12-13 07:01:46,25.639395752
2017-12-13 07:11:47,1.1960066375,2017-12-13 07:11:47,25.6323575846
2017-12-13 07:21:49,1.1945182851,2017-12-13 07:21:49,24.7726957194
2017-12-13 07:31:50,1.1966722149,2017-12-13 07:31:50,24.6279105632
2017-12-13 07:41:51,1.1960066575,2017-12-13 07:41:52,25.3910489909
2017-12-13 07:51:53,1.1936877003,2017-12-13 07:51:53,24.4801090495
2017-12-13 08:01:54,1.1963394362,2017-12-13 08:01:54,24.9094372559
2017-12-13 08:11:56,1.1961793947,2017-12-13 08:11:56,24.8832954915
2017-12-13 08:21:58,1.1961794147,2017-12-13 08:21:58,25.3447981771
2017-12-13 08:32:01,1.1945273467,2017-12-13 08:32:01,25.0944405111
2017-12-13 08:42:02,1.1971713829,2017-12-13 08:42:02,25.5720304362
2017-12-13 08:52:04,1.1966777535,2017-12-13 08:52:04,25.3367545573
2017-12-13 09:02:06,1.1960132817,2017-12-13 09:02:06,24.8772627767
2017-12-13 09:12:08,1.1971760724,2017-12-13 09:12:08,24.0226281738
2017-12-13 09:22:10,1.1961794147,2017-12-13 09:22:10,24.6269051107
2017-12-13 09:32:11,1.1965058255,2017-12-13 09:32:11,26.0083968099
2017-12-13 09:42:12,1.1968386042,2017-12-13 09:42:13,24.710357666
2017-12-13 09:52:15,1.1953565341,2017-12-13 09:52:15,25.0642769368
2017-12-13 10:02:16,1.1963394362,2017-12-13 10:02:16,26.7775679525
2017-12-13 10:12:17,1.1966722149,2017-12-13 10:12:17,24.6510359701
2017-12-13 10:22:19,1.1963455276,2017-12-13 10:22:19,24.2196968587
2017-12-13 10:32:20,1.1965058255,2017-12-13 10:32:20,24.2579040527
2017-12-13 10:42:22,1.1956810558,2017-12-13 10:42:22,23.9411865234
2017-12-13 10:52:24,1.1955149429,2017-12-13 10:52:24,25.1034895833
2017-12-13 11:02:26,1.194684398,2017-12-13 11:02:26,25.887742513
2017-12-13 11:12:27,1.1956738788,2017-12-13 11:12:27,25.0713151042
2017-12-13 11:22:29,1.1956810558,2017-12-13 11:22:29,25.0733260091
2017-12-13 11:32:31,1.1951827169,2017-12-13 11:32:31,25.1246040853
2017-12-13 11:42:33,1.1958471887,2017-12-13 11:42:33,24.0517862956
2017-12-13 11:52:35,1.1958471688,2017-12-13 11:52:35,25.3397709147
2017-12-13 12:02:36,1.1975041616,2017-12-13 12:02:36,25.9480696615
2017-12-13 12:12:37,1.1961730468,2017-12-13 12:12:37,24.7163903809
2017-12-13 12:22:39,1.195016604,2017-12-13 12:22:39,25.1587894694
2017-12-13 12:32:41,1.1953488499,2017-12-13 12:32:41,25.5941503906
2017-12-13 12:42:43,1.1958471688,2017-12-13 12:42:43,24.383585612
2017-12-13 12:52:44,1.1970049936,2017-12-13 12:52:45,25.1316422526
2017-12-13 13:02:46,1.1951827169,2017-12-13 13:02:46,25.3920544434
2017-12-13 13:12:48,1.1956810758,2017-12-13 13:12:48,24.9295463053
2017-12-13 13:22:50,1.1955149429,2017-12-13 13:22:50,25.3357491048
2017-12-13 13:32:52,1.195016604,2017-12-13 13:32:52,25.5127087402
2017-12-13 13:42:54,1.194684398,2017-12-13 13:42:54,25.7801590983
2017-12-13 13:52:56,1.1958471688,2017-12-13 13:52:56,26.0184513346
2017-12-13 14:02:57,1.1970049936,2017-12-13 14:02:57,26.0063859049
2017-12-13 14:12:59,1.1956810558,2017-12-13 14:12:59,25.1024841309
2017-12-13 14:23:01,1.1936877203,2017-12-13 14:23:01,25.4674633789
2017-12-13 14:33:03,1.1951827169,2017-12-13 14:33:03,24.8320174154
2017-12-13 14:43:05,1.1955149429,2017-12-13 14:43:05,26.004375
2017-12-13 14:53:06,1.1961730468,2017-12-13 14:53:06,25.1628112793
2017-12-13 15:03:08,1.1953488499,2017-12-13 15:03:08,25.9520914714
2017-12-13 15:13:10,1.195016604,2017-12-13 15:13:10,26.4316923014
2017-12-13 15:23:11,1.1963394362,2017-12-13 15:23:11,25.0381351725
2017-12-13 15:33:13,1.1943521522,2017-12-13 15:33:13,25.0471842448
2017-12-13 15:43:15,1.1943521721,2017-12-13 15:43:15,25.1386804199
2017-12-13 15:53:17,1.1955149429,2017-12-13 15:53:17,25.2824601237
2017-12-13 16:03:18,1.1966722149,2017-12-13 16:03:18,24.9486499023
2017-12-13 16:13:20,1.1946843781,2017-12-13 16:13:20,25.2120784505
2017-12-13 16:23:22,1.194850511,2017-12-13 16:23:22,25.3598799642
2017-12-13 16:33:24,1.1960132817,2017-12-13 16:33:24,25.2331929525
2017-12-13 16:43:25,1.1958402681,2017-12-13 16:43:25,24.5535070801
2017-12-13 16:53:26,1.1960066575,2017-12-13 16:53:26,25.8435026042
2017-12-13 17:03:28,1.1953488299,2017-12-13 17:03:28,25.5539322917
2017-12-13 17:13:30,1.1936877203,2017-12-13 17:13:30,24.1050752767
2017-12-13 17:23:31,1.1966721948,2017-12-13 17:23:31,25.0723205566
2017-12-13 17:33:33,1.1943521721,2017-12-13 17:33:33,25.2050402832
2017-12-13 17:43:35,1.1958471688,2017-12-13 17:43:35,26.0496203613
2017-12-13 17:53:36,1.1963394362,2017-12-13 17:53:37,25.5619759115
2017-12-13 18:03:38,1.1943521522,2017-12-13 18:03:38,25.9953259277
2017-12-13 18:13:40,1.1953488499,2017-12-13 18:13:40,24.5303816732
2017-12-13 18:23:42,1.1601328833,2017-12-13 18:23:42,25.6363793945
2017-12-13 18:33:44,1.194684398,2017-12-13 18:33:44,24.4368745931
2017-12-13 18:43:45,1.1958402481,2017-12-13 18:43:45,25.1959912109
2017-12-13 18:53:47,1.1953488499,2017-12-13 18:53:47,26.2838907878
2017-12-13 19:03:49,1.195016604,2017-12-13 19:03:49,25.0290861003
2017-12-13 19:13:51,1.1938538332,2017-12-13 19:13:51,25.9078515625
2017-12-13 19:23:53,1.1956810558,2017-12-13 19:23:53,26.2416617839
2017-12-13 19:33:54,1.1970049936,2017-12-13 19:33:54,25.5830904134
2017-12-13 19:43:56,1.1953488299,2017-12-13 19:43:56,24.46
2017-12-13 19:53:58,1.1931893814,2017-12-13 19:53:58,25.4724906413
2017-12-13 20:03:59,1.1960066375,2017-12-13 20:03:59,25.8927697754
2017-12-13 20:14:00,1.1966722149,2017-12-13 20:14:00,25.2331929525
2017-12-13 20:24:02,1.1936877203,2017-12-13 20:24:02,24.343367513
2017-12-13 20:34:04,1.1955149429,2017-12-13 20:34:04,27.1666780599
2017-12-13 20:44:05,1.1956738788,2017-12-13 20:44:05,25.7932299805
2017-12-13 20:54:07,1.195016604,2017-12-13 20:54:07,25.6876574707
2017-12-13 21:04:09,1.1936877203,2017-12-13 21:04:09,24.9969116211
2017-12-13 21:14:10,1.1960066575,2017-12-13 21:14:10,25.1004732259
2017-12-13 21:24:12,1.1936877003,2017-12-13 21:24:12,24.729461263
2017-12-13 21:34:13,1.1953411001,2017-12-13 21:34:13,24.905415446
2017-12-13 21:44:14,1.1953411001,2017-12-13 21:44:14,24.536414388
2017-12-13 21:54:17,1.1930348293,2017-12-13 21:54:17,25.0270751953
2017-12-13 22:04:18,1.1958402681,2017-12-13 22:04:18,26.9434676107
2017-12-13 22:14:20,1.1943521522,2017-12-13 22:14:20,24.2649422201
2017-12-13 22:24:21,1.1936772066,2017-12-13 22:24:21,25.1145495605
2017-12-13 22:34:23,1.194850491,2017-12-13 22:34:23,24.5595397949
2017-12-13 22:44:24,1.1965058255,2017-12-13 22:44:24,24.7586193848
2017-12-13 22:54:26,1.1933554744,2017-12-13 22:54:26,25.6836356608
2017-12-13 23:04:27,1.1956738788,2017-12-13 23:04:27,25.1024841309
2017-12-13 23:14:29,1.1915282518,2017-12-13 23:14:29,25.0833805339
2017-12-13 23:24:31,1.1928571356,2017-12-13 23:24:31,25.0351188151
2017-12-13 23:34:32,1.1945091533,2017-12-13 23:34:32,25.0693041992
2017-12-13 23:44:34,1.1920265708,2017-12-13 23:44:34,25.7419519043
2017-12-13 23:54:35,1.1941763746,2017-12-13 23:54:35,25.4865669759
2017-12-14 00:04:37,1.1935216073,2017-12-14 00:04:37,25.1738712565
2017-12-14 00:14:38,1.194841932,2017-12-14 00:14:38,24.7545975749
2017-12-14 00:24:40,1.194850491,2017-12-14 00:24:40,25.3809944661
2017-12-14 00:34:42,1.1936877003,2017-12-14 00:34:42,25.811328125
2017-12-14 00:44:43,1.1966722149,2017-12-14 00:44:43,24.6158451335
2017-12-14 00:54:45,1.1938538332,2017-12-14 00:54:45,26.0586694336
2017-12-14 01:04:46,1.1960066375,2017-12-14 01:04:46,25.2291711426
2017-12-14 01:14:47,1.1953411001,2017-12-14 01:14:48,25.2995528158
2017-12-14 01:24:49,1.1940199462,2017-12-14 01:24:49,25.6977119954
2017-12-14 01:34:51,1.194850491,2017-12-14 01:34:51,25.3860217285
2017-12-14 01:44:52,1.1958402681,2017-12-14 01:44:53,24.8098974609
2017-12-14 01:54:54,1.1941860392,2017-12-14 01:54:54,24.8310119629
2017-12-14 02:04:55,1.1956738788,2017-12-14 02:04:55,25.1658276367
2017-12-14 02:14:57,1.1953488499,2017-12-14 02:14:57,24.7405212402
2017-12-14 02:24:59,1.1928571356,2017-12-14 02:25:00,25.2633565267
2017-12-14 02:35:01,1.1953488299,2017-12-14 02:35:01,26.8791186523
2017-12-14 02:45:03,1.1933554944,2017-12-14 02:45:03,26.1964164225
2017-12-14 02:55:04,1.194841932,2017-12-14 02:55:04,25.0300915527
2017-12-14 03:05:05,1.1958402681,2017-12-14 03:05:05,25.155773112
2017-12-14 03:15:07,1.1933554744,2017-12-14 03:15:07,25.5388505046
2017-12-14 03:25:09,1.1943521522,2017-12-14 03:25:09,26.7353389486
2017-12-14 03:35:11,1.194850511,2017-12-14 03:35:11,24.8531319173
2017-12-14 03:45:12,1.1961730468,2017-12-14 03:45:12,25.6705647786
2017-12-14 03:55:14,1.1935215874,2017-12-14 03:55:14,24.9305517578
2017-12-14 04:05:15,1.1956738788,2017-12-14 04:05:15,24.5022290039
2017-12-14 04:15:17,1.195016604,2017-12-14 04:15:17,24.6037797038
2017-12-14 04:25:18,1.1951747107,2017-12-14 04:25:18,25.2000130208
2017-12-14 04:35:20,1.1945182651,2017-12-14 04:35:20,25.2080566406
2017-12-14 04:45:22,1.1953488499,2017-12-14 04:45:22,26.2627762858
2017-12-14 04:55:24,1.1953488299,2017-12-14 04:55:24,26.1431274414
2017-12-14 05:05:26,1.1941860592,2017-12-14 05:05:26,25.1095222982
2017-12-14 05:15:28,1.1956810558,2017-12-14 05:15:28,26.9746366374
2017-12-14 05:25:30,1.1941860392,2017-12-14 05:25:30,25.1577840169
2017-12-14 05:35:31,1.1960066575,2017-12-14 05:35:31,24.9979170736
2017-12-14 05:45:32,1.1960066575,2017-12-14 05:45:33,25.6846411133
2017-12-14 05:55:34,1.1933554744,2017-12-14 05:55:34,24.7023140462
2017-12-14 06:05:36,1.194684398,2017-12-14 06:05:36,26.3954960124
2017-12-14 06:15:38,1.1963455076,2017-12-14 06:15:38,25.713799235
2017-12-14 06:25:40,1.1960133017,2017-12-14 06:25:41,26.6559082031
2017-12-14 06:35:43,1.1945273467,2017-12-14 06:35:43,26.1833455404
2017-12-14 06:45:46,1.195356554,2017-12-14 06:45:46,24.9888680013
2017-12-14 06:55:48,1.1951827369,2017-12-14 06:55:48,25.2663728841
2017-12-14 07:05:51,1.1946931842,2017-12-14 07:05:51,25.6172757975
2017-12-14 07:15:53,1.1961794147,2017-12-14 07:15:53,25.6987174479
2017-12-14 07:25:56,1.1945273666,2017-12-14 07:25:56,25.1256095378
2017-12-14 07:35:58,1.1943521522,2017-12-14 07:35:58,25.3196618652
2017-12-14 07:46:00,1.1968438465,2017-12-14 07:46:00,26.4357141113
2017-12-14 07:56:03,1.1936981792,2017-12-14 07:56:03,25.4242289225
2017-12-14 08:06:04,1.1973377723,2017-12-14 08:06:04,25.1336531576
2017-12-14 08:16:06,1.195016604,2017-12-14 08:16:06,26.5543575033
2017-12-14 08:26:07,1.1958402681,2017-12-14 08:26:07,24.8611755371
2017-12-14 08:36:09,1.1945182851,2017-12-14 08:36:09,25.8595898438
2017-12-14 08:46:10,1.1963394362,2017-12-14 08:46:10,25.5086869303
2017-12-14 08:56:12,1.1953488299,2017-12-14 08:56:12,24.922508138
2017-12-14 09:06:14,1.1938538133,2017-12-14 09:06:14,24.8551428223
2017-12-14 09:16:16,1.1951827369,2017-12-14 09:16:16,24.7686739095
2017-12-14 09:26:17,1.1960066575,2017-12-14 09:26:17,25.385016276
2017-12-14 09:36:19,1.1940199263,2017-12-14 09:36:19,25.0542224121
2017-12-14 09:46:20,1.1958402681,2017-12-14 09:46:20,24.5504907227
2017-12-14 09:56:22,1.1951827169,2017-12-14 09:56:22,25.3950708008
2017-12-14 10:06:23,1.1963394362,2017-12-14 10:06:24,25.0682987467
2017-12-14 10:16:25,1.1951827169,2017-12-14 10:16:25,26.1501656087
2017-12-14 10:26:26,1.194841932,2017-12-14 10:26:26,25.541866862
2017-12-14 10:36:28,1.1941860592,2017-12-14 10:36:28,25.1597949219
2017-12-14 10:46:30,1.1941860392,2017-12-14 10:46:30,25.7630664063
2017-12-14 10:56:31,1.1955074894,2017-12-14 10:56:31,26.0164404297
2017-12-14 11:06:33,1.1938538133,2017-12-14 11:06:33,26.5684338379
2017-12-14 11:16:35,1.1945182851,2017-12-14 11:16:35,24.5716052246
2017-12-14 11:26:36,1.1966722149,2017-12-14 11:26:36,25.0703096517
2017-12-14 11:36:38,1.1940199263,2017-12-14 11:36:38,24.5354089355
2017-12-14 11:46:40,1.1958471688,2017-12-14 11:46:40,25.2794437663
2017-12-14 11:56:42,1.1931893814,2017-12-14 11:56:42,25.8616007487
2017-12-14 12:06:43,1.1960066575,2017-12-14 12:06:43,25.465452474
2017-12-14 12:16:45,1.1956810558,2017-12-14 12:16:45,24.8641918945
2017-12-14 12:26:47,1.1960132817,2017-12-14 12:26:47,25.2925146484
2017-12-14 12:36:49,1.194684398,2017-12-14 12:36:49,25.8314371745
2017-12-14 12:46:50,1.1955074894,2017-12-14 12:46:50,25.6695593262
2017-12-14 12:56:52,1.1938538133,2017-12-14 12:56:52,27.1043400065
2017-12-14 13:06:53,1.1965058255,2017-12-14 13:06:53,25.0954459635
2017-12-14 13:16:55,1.1946843781,2017-12-14 13:16:55,25.656488444
2017-12-14 13:26:57,1.1943521721,2017-12-14 13:26:57,25.5881176758
2017-12-14 13:36:58,1.1955074894,2017-12-14 13:36:58,25.7047501628
2017-12-14 13:46:59,1.1960066375,2017-12-14 13:47:00,26.1330729167
2017-12-14 13:57:01,1.194850511,2017-12-14 13:57:01,25.8344535319
2017-12-14 14:07:02,1.1963394362,2017-12-14 14:07:03,24.9908789063
2017-12-14 14:17:04,1.1945182651,2017-12-14 14:17:05,24.8853063965
2017-12-14 14:27:07,1.1938640167,2017-12-14 14:27:07,25.367923584
2017-12-14 14:37:08,1.1958402681,2017-12-14 14:37:08,24.8139192708
2017-12-14 14:47:10,1.1943521522,2017-12-14 14:47:10,25.8424971517
2017-12-14 14:57:12,1.1951827369,2017-12-14 14:57:12,25.7288810221
2017-12-14 15:07:14,1.1945182651,2017-12-14 15:07:14,25.9541023763
2017-12-14 15:17:16,1.1941860392,2017-12-14 15:17:16,25.8083117676
2017-12-14 15:27:17,1.1953411001,2017-12-14 15:27:17,26.2014436849
2017-12-14 15:37:19,1.1941860592,2017-12-14 15:37:19,25.4292561849
2017-12-14 15:47:20,1.1953411001,2017-12-14 15:47:20,25.3809944661
2017-12-14 15:57:22,1.1943521522,2017-12-14 15:57:22,25.2080566406
2017-12-14 16:07:24,1.1943521522,2017-12-14 16:07:24,25.7469791667
2017-12-14 16:17:26,1.1940199462,2017-12-14 16:17:26,25.8998079427
2017-12-14 16:27:27,1.1945091533,2017-12-14 16:27:27,24.7455485026
2017-12-14 16:37:29,1.1931893615,2017-12-14 16:37:29,24.0940152995
2017-12-14 16:47:30,1.1956738788,2017-12-14 16:47:30,26.1622310384
2017-12-14 16:57:32,1.1935215874,2017-12-14 16:57:32,24.9928898112
2017-12-14 17:07:34,1.1940199462,2017-12-14 17:07:34,25.4091471354
2017-12-14 17:17:35,1.1950083014,2017-12-14 17:17:35,26.2838907878
2017-12-14 17:27:36,1.1963394362,2017-12-14 17:27:36,25.2181111654
2017-12-14 17:37:38,1.1925249296,2017-12-14 17:37:38,25.3226782227
2017-12-14 17:47:39,1.1960066575,2017-12-14 17:47:40,25.9018188477
2017-12-14 17:57:41,1.1936877003,2017-12-14 17:57:41,25.4795288086
2017-12-14 18:07:43,1.1945182651,2017-12-14 18:07:43,25.7570336914
2017-12-14 18:17:44,1.1945091533,2017-12-14 18:17:44,25.9812495931
2017-12-14 18:27:45,1.1890183047,2017-12-14 18:27:46,25.8284208171
2017-12-14 18:37:47,1.1946843781,2017-12-14 18:37:47,26.8328678385
2017-12-14 18:47:49,1.1943521721,2017-12-14 18:47:49,25.5458886719
2017-12-14 18:57:51,1.1953488299,2017-12-14 18:57:51,26.2104927572
2017-12-14 19:07:53,1.1941860592,2017-12-14 19:07:53,24.7636466471
2017-12-14 19:17:54,1.1960066575,2017-12-14 19:17:54,25.4624361165
2017-12-14 19:27:55,1.1968385842,2017-12-14 19:27:55,25.6434175618
2017-12-14 19:37:57,1.194684398,2017-12-14 19:37:57,25.501648763
2017-12-14 19:47:59,1.1935215874,2017-12-14 19:47:59,26.9686039225
2017-12-14 19:58:01,1.194850511,2017-12-14 19:58:01,24.1814896647
2017-12-14 20:08:02,1.1965058055,2017-12-14 20:08:03,25.5529268392
2017-12-14 20:18:04,1.1951827369,2017-12-14 20:18:04,25.6896683757
2017-12-14 20:28:06,1.1951827169,2017-12-14 20:28:06,26.2215527344
2017-12-14 20:38:08,1.1938538332,2017-12-14 20:38:08,25.6745865885
2017-12-14 20:48:10,1.1941860392,2017-12-14 20:48:10,25.7992626953
2017-12-14 20:58:12,1.1945182651,2017-12-14 20:58:12,24.7375048828
2017-12-14 21:08:13,1.1960066575,2017-12-14 21:08:13,24.7636466471
2017-12-14 21:18:15,1.1940199462,2017-12-14 21:18:15,25.3045800781
2017-12-14 21:28:17,1.1945182651,2017-12-14 21:28:17,26.1240238444
2017-12-14 21:38:18,1.1951747107,2017-12-14 21:38:18,25.3588745117
2017-12-14 21:48:20,1.1951827169,2017-12-14 21:48:20,25.0290861003
2017-12-14 21:58:23,1.1951907166,2017-12-14 21:58:23,25.5438777669
2017-12-14 22:08:26,1.196019904,2017-12-14 22:08:26,25.7982572428
2017-12-14 22:18:28,1.1968438465,2017-12-14 22:18:29,25.1688439941
2017-12-14 22:28:30,1.195016624,2017-12-14 22:28:30,25.3930598958
2017-12-14 22:38:32,1.1945182651,2017-12-14 22:38:32,25.3950708008
2017-12-14 22:48:33,1.1960066575,2017-12-14 22:48:33,25.0833805339
2017-12-14 22:58:35,1.194850491,2017-12-14 22:58:35,25.484556071
2017-12-14 23:08:37,1.1945182851,2017-12-14 23:08:37,25.9380151367
2017-12-14 23:18:39,1.1941860392,2017-12-14 23:18:39,25.0049552409
2017-12-14 23:28:41,1.1946843781,2017-12-14 23:28:41,24.8692191569
2017-12-14 23:38:42,1.1966722149,2017-12-14 23:38:42,25.2965364583
2017-12-14 23:48:44,1.1966777535,2017-12-14 23:48:44,25.5549377441
2017-12-14 23:58:46,1.1935215874,2017-12-14 23:58:46,25.2070511882
2017-12-15 00:08:48,1.1951827169,2017-12-15 00:08:48,24.4650272624
2017-12-15 00:18:49,1.1958402681,2017-12-15 00:18:49,25.4553979492
2017-12-15 00:28:52,1.1936981792,2017-12-15 00:28:52,25.71581014
2017-12-15 00:38:53,1.1956738788,2017-12-15 00:38:53,25.1457185872
2017-12-15 00:48:54,1.1958402681,2017-12-15 00:48:54,25.174876709
2017-12-15 00:58:56,1.194850491,2017-12-15 00:58:56,25.2774328613
2017-12-15 01:08:58,1.1956810758,2017-12-15 01:08:58,24.8149247233
2017-12-15 01:19:00,1.1953488299,2017-12-15 01:19:01,25.4453434245
2017-12-15 01:29:02,1.194850491,2017-12-15 01:29:03,25.5509159342
2017-12-15 01:39:04,1.1941860592,2017-12-15 01:39:04,26.1823400879
2017-12-15 01:49:06,1.1958471688,2017-12-15 01:49:06,24.7686739095
2017-12-15 01:59:08,1.1941860392,2017-12-15 01:59:09,24.653046875
2017-12-15 02:09:10,1.1943521721,2017-12-15 02:09:10,24.7566084798
2017-12-15 02:19:12,1.1951827169,2017-12-15 02:19:12,25.8535571289
2017-12-15 02:29:14,1.1935215874,2017-12-15 02:29:14,25.4011035156
2017-12-15 02:39:16,1.1953488499,2017-12-15 02:39:16,25.9480696615
2017-12-15 02:49:18,1.195016604,2017-12-15 02:49:18,25.1004732259
2017-12-15 02:59:19,1.1955074894,2017-12-15 02:59:19,25.3267000326
2017-12-15 03:09:21,1.1943521522,2017-12-15 03:09:21,25.9510860189
2017-12-15 03:19:23,1.1938538332,2017-12-15 03:19:23,25.5539322917
2017-12-15 03:29:24,1.1958402681,2017-12-15 03:29:24,25.9400260417
2017-12-15 03:39:26,1.1935215874,2017-12-15 03:39:26,25.1819148763
2017-12-15 03:49:27,1.1951747107,2017-12-15 03:49:27,25.1959912109
2017-12-15 03:59:29,1.1945182651,2017-12-15 03:59:30,25.7178210449
2017-12-15 04:09:32,1.1927031544,2017-12-15 04:09:32,24.8239737956
2017-12-15 04:19:34,1.1938538332,2017-12-15 04:19:34,25.308601888
2017-12-15 04:29:36,1.1941860392,2017-12-15 04:29:36,25.8455135091
2017-12-15 04:39:38,1.194850491,2017-12-15 04:39:38,25.6494502767
2017-12-15 04:49:40,1.195016624,2017-12-15 04:49:40,25.1527567546
2017-12-15 04:59:42,1.1951827169,2017-12-15 04:59:42,25.7690991211
2017-12-15 05:09:44,1.1940199263,2017-12-15 05:09:44,26.485986735
2017-12-15 05:19:46,1.1943521721,2017-12-15 05:19:46,25.8435026042
2017-12-15 05:29:48,1.1935215874,2017-12-15 05:29:48,25.308601888
2017-12-15 05:39:49,1.1958402681,2017-12-15 05:39:49,26.333157959
2017-12-15 05:49:52,1.1930348293,2017-12-15 05:49:52,25.9812495931
2017-12-15 05:59:55,1.1941956917,2017-12-15 05:59:55,25.0612605794
2017-12-15 06:09:57,1.1933554744,2017-12-15 06:09:57,25.6273303223
2017-12-15 06:20:06,1.1937602708,2017-12-15 06:20:06,24.8259847005
2017-12-15 06:30:08,1.1940199263,2017-12-15 06:30:08,25.2352038574
2017-12-15 06:40:10,1.1943521522,2017-12-15 06:40:11,25.3830053711
2017-12-15 06:50:12,1.1931893814,2017-12-15 06:50:12,25.1014786784
2017-12-15 07:00:14,1.1928571356,2017-12-15 07:00:14,25.5810795085
2017-12-15 07:10:16,1.1945182651,2017-12-15 07:10:16,25.9179060872
2017-12-15 07:20:17,1.1961730468,2017-12-15 07:20:17,25.5639868164
2017-12-15 07:30:19,1.1936877203,2017-12-15 07:30:19,25.3367545573
2017-12-15 07:40:21,1.1926910226,2017-12-15 07:40:21,26.4125887044
2017-12-15 07:50:22,1.1960066575,2017-12-15 07:50:22,25.3176509603
2017-12-15 08:00:24,1.1928571356,2017-12-15 08:00:24,25.482545166
2017-12-15 08:10:25,1.1946755427,2017-12-15 08:10:25,24.7767175293
2017-12-15 08:20:26,1.1951747107,2017-12-15 08:20:26,26.7624861654
2017-12-15 08:30:28,1.1936877203,2017-12-15 08:30:28,25.694695638
2017-12-15 08:40:29,1.1955074694,2017-12-15 08:40:29,27.0470292155
2017-12-15 08:50:31,1.1935216073,2017-12-15 08:50:31,25.7097774251
2017-12-15 09:00:32,1.1955074894,2017-12-15 09:00:32,25.6343684896
2017-12-15 09:10:33,1.1946755427,2017-12-15 09:10:33,25.6273303223
2017-12-15 09:20:35,1.1936877003,2017-12-15 09:20:35,24.7797338867
2017-12-15 09:30:37,1.1953488299,2017-12-15 09:30:37,25.9108679199
2017-12-15 09:40:39,1.1935216073,2017-12-15 09:40:39,25.6494502767
2017-12-15 09:50:41,1.1936877003,2017-12-15 09:50:41,26.1139693197
2017-12-15 10:00:43,1.1938538133,2017-12-15 10:00:43,25.947064209
2017-12-15 10:10:46,1.191542292,2017-12-15 10:10:46,25.3478145345
2017-12-15 10:20:48,1.1936877203,2017-12-15 10:20:48,25.8796988932
2017-12-15 10:30:49,1.1951747107,2017-12-15 10:30:50,25.6725756836
2017-12-15 10:40:51,1.1918604578,2017-12-15 10:40:51,25.8605952962
2017-12-15 10:50:53,1.1940199263,2017-12-15 10:50:53,25.077347819
2017-12-15 11:00:54,1.1953411001,2017-12-15 11:00:55,24.924519043
2017-12-15 11:10:57,1.1923714794,2017-12-15 11:10:57,26.3090270996
2017-12-15 11:20:58,1.194342764,2017-12-15 11:20:58,25.6434175618
2017-12-15 11:31:00,1.1941860392,2017-12-15 11:31:00,25.7429573568
2017-12-15 11:41:01,1.1951747107,2017-12-15 11:41:01,26.659930013
2017-12-15 11:51:03,1.194850511,2017-12-15 11:51:03,25.6695593262
2017-12-15 12:01:04,1.1955074694,2017-12-15 12:01:04,25.4262398275
2017-12-15 12:11:06,1.1941860592,2017-12-15 12:11:06,26.0968766276
2017-12-15 12:21:09,1.1928689918,2017-12-15 12:21:09,25.4614306641
2017-12-15 12:31:11,1.1961793947,2017-12-15 12:31:11,25.3075964355
2017-12-15 12:41:13,1.1938538133,2017-12-15 12:41:13,25.060255127
2017-12-15 12:51:14,1.194342764,2017-12-15 12:51:14,24.6711450195
2017-12-15 13:01:16,1.1931893814,2017-12-15 13:01:16,25.7228483073
2017-12-15 13:11:17,1.1950083214,2017-12-15 13:11:17,25.8404862467
2017-12-15 13:21:19,1.1930232485,2017-12-15 13:21:19,24.8973718262
2017-12-15 13:31:20,1.1961730468,2017-12-15 13:31:21,25.3980871582
2017-12-15 13:41:22,1.1926910226,2017-12-15 13:41:22,25.6524666341
2017-12-15 13:51:24,1.194850511,2017-12-15 13:51:24,25.9681787109
2017-12-15 14:01:26,1.1945182651,2017-12-15 14:01:26,25.8776879883
2017-12-15 14:11:28,1.1951827169,2017-12-15 14:11:28,25.2673783366
2017-12-15 14:21:30,1.1943521721,2017-12-15 14:21:30,26.2557381185
2017-12-15 14:31:31,1.1960066575,2017-12-15 14:31:32,25.4141743978
2017-12-15 14:41:33,1.1928571356,2017-12-15 14:41:33,25.6202921549
2017-12-15 14:51:34,1.1950083214,2017-12-15 14:51:34,26.1119584147
