"bitcoin, x; Moving Average 8, x; Moving Average 40, x; Volume, x; Bollinger Bands, x; Trace 5, x",close,high,low,open,"Moving Average 8, y","Moving Average 40, y","Volume, y",color,"Bollinger Bands, y","Trace 5, y"
2015-10-01,237.55,238.44,235.62,236.0,235.77625,231.90725,86.2504735845,#17BECF,240.4436778695,228.9783221305
2015-10-02,237.29,238.54,236.6,237.26,236.12125,232.13525,82.9276412828,#17BECF,240.5164891856,230.2395108144
2015-10-03,238.73,239.31,236.94,237.2,236.57,232.841,69.0432706405,#17BECF,240.3063107482,232.1396892518
2015-10-04,238.26,238.97,237.94,238.53,237.06,233.25725,54.5580458323,#7F7F7F,240.6734196633,232.5185803367
2015-10-05,240.38,240.38,237.03,238.15,238.0125,233.621,97.0792079208,#17BECF,241.6836242906,232.5563757094
2015-10-06,246.06,246.94,240.14,240.36,238.8775,234.15325,111.9040071527,#17BECF,245.1336814047,231.4503185953
2015-10-07,242.97,246.68,242.59,246.17,239.6625,234.4425,94.6585998271,#7F7F7F,245.5017212823,233.1242787177
2015-10-08,242.3,244.25,242.18,243.07,240.4425,234.7555,76.4147750722,#7F7F7F,246.0949549436,233.1630450564
2015-10-09,243.93,244.23,242.12,242.5,241.24,235.13475,71.1396712172,#17BECF,246.9758026964,233.7301973036
2015-10-10,244.94,245.32,243.07,243.74,242.19625,235.50675,64.9657058872,#17BECF,247.684383859,234.797616141
2015-10-11,247.05,247.24,244.15,244.74,243.23625,235.98,68.1129326047,#17BECF,249.0063320616,235.3756679384
2015-10-12,245.31,247.45,245.18,246.88,244.1175,236.38075,70.8829644124,#7F7F7F,249.0953132225,236.8906867775
2015-10-13,249.51,250.24,243.76,245.2,245.25875,236.939,113.0155104004,#17BECF,250.6187151231,237.5232848769
2015-10-14,251.99,254.28,248.9,249.49,246.0,237.48125,108.9828961467,#17BECF,252.32569359,238.56230641
2015-10-15,254.32,255.96,252.05,252.11,247.41875,237.96375,99.1801667191,#17BECF,254.7334771863,238.9425228137
2015-10-16,262.87,266.13,253.93,254.3,249.99,238.5395,136.5751131738,#17BECF,261.3152475402,235.7227524598
2015-10-17,270.64,273.58,262.37,262.75,253.32875,239.30925,159.6201596216,#17BECF,269.5483868465,233.0236131535
2015-10-18,261.64,271.67,260.78,270.91,255.41625,239.76,85.7449166794,#7F7F7F,271.3486979369,235.0913020631
2015-10-19,263.44,264.82,260.95,261.86,257.465,240.39175,95.8806559368,#17BECF,273.0538544825,237.2881455175
2015-10-20,269.46,270.83,263.23,263.57,260.48375,241.16625,114.6359385438,#17BECF,275.9886830952,239.2573169048
2015-10-21,266.27,270.77,263.84,269.31,262.57875,241.82025,96.2830961055,#7F7F7F,276.9928607412,242.0971392588
2015-10-22,274.02,276.51,266.13,266.5,265.3325,242.79,137.9775198891,#17BECF,278.8737120051,245.9582879949
2015-10-23,276.5,278.68,273.54,273.65,268.105,243.93975,106.4828209765,#17BECF,281.0087423046,249.2212576954
2015-10-24,281.65,281.71,276.5,276.5,270.4525,245.215,92.108645482,#17BECF,284.1578140846,252.0041859154
2015-10-25,283.68,294.06,281.44,281.44,272.0825,246.5495,161.1572899041,#17BECF,286.6418606749,255.3921393251
2015-10-26,285.3,285.3,280.51,283.63,275.04,247.95475,112.5439887837,#17BECF,290.0809736803,256.4390263197
2015-10-27,293.79,296.21,285.01,285.18,278.83375,249.55425,157.7038020355,#17BECF,296.6320742929,254.5179257071
2015-10-28,304.62,306.33,293.7,293.7,283.22875,251.3455,166.7917405292,#17BECF,305.3667954107,254.3792045893
2015-10-29,313.86,318.17,301.82,304.32,289.1775,253.40475,205.4925763079,#17BECF,315.4160429694,254.4139570306
2015-10-30,328.01,334.17,313.94,313.94,295.92625,255.82475,238.7274778208,#17BECF,329.4637686628,252.0762313372
2015-10-31,314.17,332.78,309.25,328.51,300.635,258.00175,154.6872712226,#7F7F7F,332.598036905,258.521963095
2015-11-01,325.43,327.47,311.88,315.0,306.1075,260.372,113.6991057985,#17BECF,338.7099632119,262.6920367881
2015-11-02,361.19,365.36,323.21,325.94,315.79625,263.64475,282.1728176306,#17BECF,359.0878169038,259.2521830962
2015-11-03,403.42,417.9,357.65,361.87,330.56125,267.867,511.0356452333,#17BECF,395.1318006329,247.5621993671
2015-11-04,411.56,495.56,380.55,403.66,345.2825,272.2775,641.218777335,#17BECF,421.9066629797,246.3633370203
2015-11-05,386.35,447.56,374.58,408.08,355.49875,276.07775,392.9726931539,#7F7F7F,430.2739328405,258.2060671595
2015-11-06,374.47,395.84,354.02,388.05,363.075,279.6205,327.6283814458,#7F7F7F,432.2297916605,272.3862083395
2015-11-07,386.48,390.59,372.43,374.27,370.38375,283.304,146.5149554958,#17BECF,435.3132875905,285.6747124095
2015-11-08,373.37,389.89,368.7,384.28,377.78375,286.721,138.7835123336,#7F7F7F,433.8813912637,299.0086087363
2015-11-09,380.26,385.28,362.89,374.32,384.6375,290.326,179.4151370115,#17BECF,433.7554221573,309.5845778428
2015-11-10,336.82,381.39,329.11,379.98,381.59125,292.80775,284.4186806009,#7F7F7F,427.8065321647,320.0634678353
2015-11-11,311.08,340.58,301.0,339.82,370.04875,294.6525,344.1879902276,#7F7F7F,432.5268206721,312.4731793279
2015-11-12,338.15,345.08,313.36,314.08,360.8725,297.138,232.0798462221,#17BECF,433.8134869041,306.5785130959
2015-11-13,336.75,340.91,326.07,338.5,354.6725,299.60025,154.4261321455,#7F7F7F,425.6274068144,301.4305931856
2015-11-14,332.91,338.18,329.97,336.62,349.4775,301.9135,115.9832987895,#7F7F7F,410.1859272505,301.1420727495
2015-11-15,320.17,334.66,317.49,333.05,341.18875,303.76625,138.0925758191,#7F7F7F,403.0774946839,295.0145053161
2015-11-16,330.75,331.63,315.9,319.74,335.86125,305.96075,145.0645502646,#17BECF,396.5964868434,292.7515131566
2015-11-17,335.09,338.35,329.61,330.36,330.215,308.2805,152.2026918141,#17BECF,382.460742859,296.609257141
2015-11-18,334.59,336.53,330.64,334.59,329.93625,310.547,130.8580650946,#7F7F7F,371.4039539339,299.9100460661
2015-11-19,326.15,335.33,325.27,334.68,331.82,312.57725,138.0073585773,#7F7F7F,347.6728865071,312.8191134929
2015-11-20,322.02,326.47,312.22,326.41,329.80375,314.4515,165.0608657847,#7F7F7F,346.2253170288,311.3066829712
2015-11-21,326.93,328.16,319.6,322.09,328.57625,316.492,86.25852629,#17BECF,342.8466257235,317.8553742765
2015-11-22,324.54,327.01,321.26,326.98,327.53,318.36775,72.2234547359,#7F7F7F,340.6468835172,317.3331164828
2015-11-23,323.05,325.12,321.29,324.35,327.89,320.14425,85.0608264974,#7F7F7F,338.4116346203,316.8283653797
2015-11-24,320.05,323.06,318.12,323.01,326.5525,321.7875,91.7437900328,#7F7F7F,337.3857256571,315.2822743429
2015-11-25,328.21,329.13,316.77,320.05,325.6925,323.421,126.9519514945,#17BECF,337.3333531899,316.9426468101
2015-11-26,352.68,366.76,328.23,328.3,327.95375,325.472,300.8534648974,#17BECF,348.481068059,310.180931941
2015-11-27,358.04,363.59,347.87,351.86,331.94,327.882,154.1143447659,#17BECF,357.9867607376,305.2652392624
2015-11-28,357.38,359.54,352.17,357.14,336.36,330.2305,103.0180759975,#17BECF,364.9322041924,302.8777958076
2015-11-29,371.29,371.94,355.67,357.47,341.905,332.77625,108.8348730103,#17BECF,376.7148244895,300.1231755105
2015-11-30,377.32,382.36,370.38,371.44,348.5025,335.5525,190.0286229195,#17BECF,387.3506614633,300.5473385367
2015-12-01,362.49,378.93,356.56,377.41,353.4325,337.76425,166.7692901873,#7F7F7F,390.5347336475,304.4752663525
2015-12-02,359.19,362.23,349.46,361.85,358.325,339.8315,150.7850998079,#7F7F7F,391.2749001708,310.6650998292
2015-12-03,361.05,370.27,357.41,359.33,362.43,341.8165,140.465032544,#17BECF,390.2525227714,319.2874772286
2015-12-04,363.18,363.52,355.76,361.26,363.7425,343.804,98.5299300622,#17BECF,385.0059731662,333.1600268338
2015-12-05,388.95,389.79,363.23,363.72,367.60625,346.39525,170.4131636457,#17BECF,387.0857939578,343.2282060422
2015-12-06,388.78,402.81,387.09,389.56,371.53125,348.77,200.0154328926,#7F7F7F,393.2982644961,344.2357355039
2015-12-07,395.54,399.97,385.41,389.98,374.5625,351.043,160.4282752693,#17BECF,400.9197511187,344.1142488813
2015-12-08,415.56,415.56,389.95,395.75,379.3425,353.5855,139.0927904514,#17BECF,415.454575249,341.215424751
2015-12-09,417.56,423.12,406.29,414.44,386.22625,355.82425,217.7344573235,#17BECF,427.0582017009,338.8657982991
2015-12-10,415.48,419.51,411.55,417.99,393.2625,358.357,125.4907576779,#7F7F7F,435.1057622536,338.4502377464
2015-12-11,451.94,451.94,415.28,415.28,404.62375,361.51975,245.4839137939,#17BECF,455.7640504387,335.6819495613
2015-12-12,435.0,469.1,410.74,452.33,413.60125,363.365,303.3770114943,#7F7F7F,461.9721607385,344.6358392615
2015-12-13,433.75,441.68,426.27,431.66,419.20125,364.12325,126.9178097983,#17BECF,463.7296366406,357.4183633594
2015-12-14,444.18,447.14,430.46,433.27,426.12625,364.93875,293.7908055293,#17BECF,463.8132701167,373.5347298833
2015-12-15,465.32,465.32,443.88,443.88,434.84875,366.913,178.6321241296,#17BECF,474.8157135854,377.8062864146
2015-12-16,454.93,465.21,443.85,465.21,439.77,368.9245,237.2760644495,#7F7F7F,476.4715329511,389.3804670489
2015-12-17,456.08,457.86,448.86,454.78,444.585,370.6645,105.1973338011,#17BECF,475.7275822334,402.2324177666
2015-12-18,463.62,465.18,454.94,455.85,450.6025,372.92075,129.8910745869,#17BECF,479.4761644715,408.0958355285
2015-12-19,462.32,465.58,456.76,463.55,451.9,374.97225,103.5921007095,#7F7F7F,480.3824881656,416.1415118344
2015-12-20,442.69,462.64,434.34,462.23,452.86125,377.619,170.3435812871,#7F7F7F,474.1128960943,427.8531039057
2015-12-21,438.64,444.73,427.31,442.84,453.4725,380.808,177.000957505,#7F7F7F,474.0340218544,425.2719781456
2015-12-22,436.57,443.69,435.52,437.44,452.52125,383.2685,116.4541768789,#7F7F7F,473.788555234,425.831444766
2015-12-23,442.4,444.53,436.62,436.72,449.65625,385.90975,106.6035262206,#17BECF,472.6162067935,428.7337932065
2015-12-24,454.99,458.46,443.08,443.09,449.66375,388.96175,125.6229807249,#17BECF,473.3372247619,430.1747752381
2015-12-25,455.65,458.31,452.07,454.86,449.61,392.34875,85.7642927686,#17BECF,470.4501979967,431.1278020033
2015-12-26,417.27,457.49,405.76,455.76,443.81625,394.51175,278.3952836293,#7F7F7F,475.5755948227,418.4704051773
2015-12-27,422.82,424.01,408.88,416.51,438.87875,396.705,126.7470791353,#17BECF,475.1608926037,412.2331073963
2015-12-28,422.28,429.77,418.48,423.34,436.3275,398.89725,117.5490196078,#7F7F7F,470.2463984066,408.8796015934
2015-12-29,432.98,432.98,420.63,422.1,435.62,401.568,119.1660122869,#17BECF,462.9406441481,410.3173558519
2015-12-30,426.62,434.39,422.08,433.3,434.37625,404.183,109.9090525526,#7F7F7F,461.6494775373,408.3945224627
2015-12-31,430.57,432.92,418.74,425.88,432.8975,406.774,106.827229022,#17BECF,460.8442958976,407.5857041024
2016-01-01,434.33,436.25,427.51,430.72,430.315,409.51875,83.5284230884,#17BECF,460.5698896181,407.4121103819
2016-01-02,433.44,436.06,431.87,434.62,427.53875,412.2785,69.4366002215,#7F7F7F,459.0098027197,407.1801972803
2016-01-03,430.01,433.74,424.71,433.58,429.13125,415.0275,92.1694844306,#7F7F7F,451.4539136952,409.7400863048
2016-01-04,433.09,434.52,429.08,430.06,430.415,417.6495,88.8441201598,#17BECF,440.0113097169,416.6706902831
2016-01-05,431.96,434.18,429.68,433.07,431.625,419.6315,79.9208260024,#7F7F7F,438.6390379493,420.9809620507
2016-01-06,429.11,431.86,426.34,431.86,431.14125,421.40825,79.3328051082,#7F7F7F,437.8346530776,423.0433469224
2016-01-07,458.05,458.77,429.08,430.01,435.07,423.925,191.1629734745,#17BECF,451.539495846,416.492504154
2016-01-08,453.23,462.93,447.94,457.54,437.9025,425.9735,125.7485162059,#7F7F7F,457.3118699085,414.7701300915
2016-01-09,447.61,454.64,446.89,453.38,439.5625,427.73075,72.1118831125,#7F7F7F,459.4216123032,416.8583876968
2016-01-10,447.99,448.31,440.35,448.24,441.38125,429.86825,80.3497845934,#7F7F7F,461.2612501687,418.5027498313
2016-01-11,448.43,450.66,443.86,448.7,443.68375,432.09925,90.203599224,#7F7F7F,462.9024435658,419.6815564342
2016-01-12,435.69,448.18,435.69,448.18,444.00875,433.96525,265.3423305561,#7F7F7F,462.8086009523,420.2253990477
2016-01-13,432.37,435.19,424.44,434.67,444.06,435.695,402.1740638805,#7F7F7F,462.5236760174,420.9823239826
2016-01-14,430.31,433.32,427.85,432.29,444.21,436.729,102.1252120564,#7F7F7F,462.8272733632,420.1227266368
2016-01-15,364.33,430.25,364.33,430.25,432.495,436.11775,420.9123596739,#7F7F7F,488.1670825356,381.2569174644
2016-01-16,387.54,390.56,354.91,365.07,424.28375,435.91775,310.5537492904,#17BECF,491.838537213,369.271462787
2016-01-17,382.3,390.96,380.09,387.15,416.12,435.08625,118.5445984829,#7F7F7F,487.7840657161,358.1759342839
2016-01-18,387.17,388.1,376.67,381.73,408.5175,434.3265,140.5168272335,#17BECF,480.9406816039,351.8073183962
2016-01-19,380.15,387.73,378.97,387.03,399.9825,433.44325,123.1613836643,#7F7F7F,473.7852102469,345.4707897531
2016-01-20,420.23,425.27,376.6,379.74,398.05,432.6505,289.6509054565,#17BECF,465.824798852,347.879201148
2016-01-21,410.26,422.88,406.3,419.63,395.28625,432.032,166.5724174913,#7F7F7F,454.5119387417,351.5580612583
2016-01-22,382.49,410.41,375.28,409.75,389.30875,430.7505,239.3437736934,#7F7F7F,445.0198893409,350.4101106591
2016-01-23,387.49,394.54,381.98,382.43,392.20375,429.33325,145.1583266665,#17BECF,433.9815684419,352.4724315581
2016-01-24,402.97,405.49,387.51,388.1,394.1325,427.7745,136.0518152716,#17BECF,423.0310666639,357.9549333361
2016-01-25,391.73,402.32,388.55,402.32,395.31125,426.1945,150.7732366681,#7F7F7F,420.0996220843,366.3663779157
2016-01-26,392.15,397.77,390.57,392.0,395.93375,424.59625,148.2774448553,#17BECF,420.2832379231,367.1047620769
2016-01-27,394.97,396.84,391.78,392.44,397.78625,422.88,120.0708914601,#17BECF,420.3160265891,369.6059734109
2016-01-28,380.29,395.5,379.74,395.15,392.79375,420.82925,155.7966288885,#7F7F7F,420.9086420359,367.6373579641
2016-01-29,379.47,384.38,365.45,380.11,388.945,419.24875,226.9620786887,#7F7F7F,421.0038610869,367.4061389131
2016-01-30,378.25,380.92,376.49,378.87,388.415,417.739,80.0645076008,#7F7F7F,411.2665809512,368.7474190488
2016-01-31,368.77,380.35,367.83,378.29,386.075,416.044,102.7586300404,#7F7F7F,405.6975358369,366.0184641632
2016-02-01,373.06,378.07,367.96,369.35,382.33625,414.3105,138.4675387337,#17BECF,406.302109825,363.527890175
2016-02-02,374.45,375.88,372.92,372.92,380.17625,412.297,107.83469088,#17BECF,405.8725811558,361.3494188442
2016-02-03,369.95,374.95,368.05,374.65,377.40125,410.1545,124.1611028517,#7F7F7F,399.374623398,361.243376602
2016-02-04,389.59,391.61,369.99,370.17,376.72875,409.4625,177.8420904027,#17BECF,398.6315734578,361.5584265422
2016-02-05,386.55,391.09,385.57,388.9,377.51125,408.55575,113.3747251326,#7F7F7F,396.7437606888,362.3262393112
2016-02-06,376.52,386.63,372.39,386.59,377.1425,407.41175,130.8012854563,#7F7F7F,391.0753817444,364.3046182556
2016-02-07,376.62,380.87,374.9,376.51,376.93875,406.00275,98.4448515745,#17BECF,390.5922963893,364.0537036107
2016-02-08,373.45,379.88,373.33,376.76,377.52375,404.6735,127.6505556299,#7F7F7F,390.1031355213,363.3388644787
2016-02-09,376.03,377.25,372.9,373.42,377.895,403.31,147.1119325586,#17BECF,389.8420013282,363.1559986718
2016-02-10,381.65,385.48,375.78,376.15,378.795,401.993,223.0601336303,#17BECF,390.2731916621,365.3008083379
2016-02-11,379.65,383.13,376.4,382.11,380.0075,400.64825,195.9057026208,#7F7F7F,390.5119233657,366.3800766343
2016-02-12,384.26,384.95,379.6,379.69,379.34125,399.5045,174.4724925831,#17BECF,391.6432116332,367.2107883668
2016-02-13,391.86,391.86,384.64,384.64,380.005,398.47375,157.9944367886,#17BECF,394.1353969605,369.1006030395
2016-02-14,407.23,407.23,392.93,392.93,383.84375,397.8555,182.8691402893,#17BECF,403.5352634247,363.2287365753
2016-02-15,400.19,410.38,397.75,407.57,386.79,397.1325,185.0883330418,#7F7F7F,407.5272226772,361.9647773228
2016-02-16,407.49,408.94,401.43,401.43,391.045,395.8685,179.3739723674,#17BECF,413.8466118004,361.8393881996
2016-02-17,416.32,421.17,406.78,407.66,396.08125,394.94575,199.8308993082,#17BECF,421.9887622384,361.6372377616
2016-02-18,422.37,426.0,415.64,416.57,401.17125,394.31475,181.718872079,#17BECF,429.4057390334,364.0042609666
2016-02-19,420.79,423.1,417.6,422.73,406.31375,393.63475,132.3969200789,#7F7F7F,433.5558674128,368.8061325872
2016-02-20,437.16,441.98,421.6,421.6,412.92625,393.353,215.0061762284,#17BECF,443.0221245214,370.4418754786
2016-02-21,438.8,448.05,429.08,437.77,418.79375,393.43075,204.6962169553,#17BECF,448.5990619715,376.6949380285
2016-02-22,437.75,439.05,432.92,438.99,422.60875,393.56525,195.0547115934,#7F7F7F,450.9704685072,385.0215314928
2016-02-23,420.74,439.86,417.82,438.25,425.1775,393.326,202.6070732519,#7F7F7F,448.2700762676,393.4979237324
2016-02-24,424.95,425.55,413.91,420.96,427.36,394.8415,159.4156959642,#17BECF,448.3567949726,396.9552050274
2016-02-25,424.54,427.72,420.42,425.04,428.3875,395.7665,166.7640269468,#7F7F7F,445.374879642,404.807120358
2016-02-26,432.15,432.15,421.62,424.63,429.61,397.01275,142.2793011686,#17BECF,443.9541977281,411.159802272
2016-02-27,432.52,434.23,428.1,432.84,431.07625,398.1465,96.8593359845,#7F7F7F,443.7382943564,414.6157056436
2016-02-28,433.5,435.68,423.82,432.57,430.61875,399.48025,122.337716263,#17BECF,444.226934144,416.3530658561
2016-02-29,437.7,441.51,431.69,433.44,430.48125,399.917,138.6673520676,#17BECF,444.8581820589,419.1038179411
2016-03-01,435.12,439.65,432.32,437.92,430.1525,400.5385,172.1267696268,#7F7F7F,444.3505915491,419.2034084509
2016-03-02,423.99,435.92,423.99,435.13,430.55875,401.576,176.7855373947,#7F7F7F,442.6804964012,417.9115035988
2016-03-03,421.65,425.37,419.41,423.91,430.14625,402.43,238.3113957073,#7F7F7F,440.9491451467,416.4228548533
2016-03-04,410.94,425.18,410.94,421.84,428.44625,402.62925,221.0933469606,#7F7F7F,443.7689766163,411.6430233837
2016-03-05,400.57,411.26,394.04,410.78,424.49875,402.85025,337.9808772499,#7F7F7F,448.8370169502,401.6989830498
2016-03-06,407.71,411.91,395.78,400.52,421.3975,403.23925,223.7190650217,#17BECF,449.655845786,397.514154214
2016-03-07,414.32,415.92,406.31,407.76,419.0,403.723,206.9955589882,#17BECF,447.7077296108,395.8962703892
2016-03-08,413.97,416.24,411.09,414.46,416.03375,404.565,169.8473319323,#7F7F7F,445.087006276,394.806993724
2016-03-09,414.86,416.03,411.61,413.89,413.50125,405.44975,168.7612688618,#17BECF,441.459090444,394.706909556
2016-03-10,417.13,417.51,413.25,414.74,412.64375,406.42175,194.2389662695,#17BECF,434.9205922893,397.1314077107
2016-03-11,421.69,423.93,417.01,417.24,412.64875,407.74475,175.4125068178,#17BECF,428.8679091956,400.4980908044
2016-03-12,411.62,421.8,410.09,421.61,412.73375,408.70875,225.2390554395,#7F7F7F,426.0983821209,400.7936178791
2016-03-13,414.06,416.6,411.64,411.65,414.42,409.699,179.4976573443,#17BECF,423.990820593,401.383179407
2016-03-14,416.44,416.68,414.2,414.2,415.51125,410.86125,228.7469983671,#17BECF,424.6971688954,401.7768311046
2016-03-15,416.83,418.13,414.99,416.39,415.825,411.54225,160.2132763957,#17BECF,422.2121589844,407.5138410157
2016-03-16,417.01,417.69,415.91,416.89,416.205,412.30375,156.3171146975,#17BECF,421.2220580316,410.3639419684
2016-03-17,420.62,421.0,417.89,417.89,416.925,413.40625,198.5844705435,#17BECF,422.5141305281,410.3318694719
2016-03-18,409.55,420.55,406.14,420.55,415.9775,414.2295,256.2324502503,#7F7F7F,423.3670676652,408.5949323348
2016-03-19,410.44,410.98,407.23,409.26,414.57125,415.15425,142.342364292,#17BECF,423.7104649849,407.3675350151
2016-03-20,413.75,414.63,410.4,410.4,414.8375,416.09725,111.052326284,#17BECF,423.3595862065,407.0424137935
2016-03-21,413.31,413.42,410.38,413.42,414.74375,416.88875,149.1747114756,#7F7F7F,421.1686189203,407.5573810797
2016-03-22,418.09,418.38,412.53,413.13,414.95,417.84975,159.8060226267,#17BECF,421.8864461105,408.1335538895
2016-03-23,418.04,419.27,417.36,418.16,415.10125,418.69425,146.9816285523,#7F7F7F,422.4974839179,408.3185160821
2016-03-24,416.39,418.68,415.49,418.42,415.02375,419.3075,164.1410696703,#7F7F7F,422.4893189002,408.3166810998
2016-03-25,417.18,418.08,415.56,416.51,414.59375,419.55625,125.9887818208,#17BECF,422.5590161572,408.3169838428
2016-03-26,417.94,418.99,416.26,417.37,415.6425,420.0,106.8344738479,#17BECF,422.7666306643,408.2953693357
2016-03-27,426.76,428.8,417.71,418.14,417.6825,420.48175,166.9073952573,#17BECF,425.9025008184,406.3874991816
2016-03-28,424.23,426.86,423.29,426.55,418.9925,420.6795,161.5227588808,#7F7F7F,427.3778533015,407.8481466985
2016-03-29,416.52,426.2,412.68,424.3,419.39375,420.53325,181.0513300682,#7F7F7F,426.6692447881,409.7727552119
2016-03-30,414.82,416.83,412.5,416.83,418.985,420.384,159.1873583723,#7F7F7F,426.5486071687,410.1073928313
2016-03-31,416.73,418.37,415.26,415.26,418.82125,419.87325,144.4945168334,#17BECF,426.2199816041,411.1200183959
2016-04-01,417.96,418.17,415.83,416.76,419.0175,419.35225,122.5851756149,#17BECF,426.2118662757,411.1021337243
2016-04-02,420.87,422.08,418.42,418.42,419.47875,418.93025,108.5399291943,#17BECF,426.6033848048,411.2766151952
2016-04-03,420.9,421.58,419.7,421.17,419.84875,418.93425,90.4103112378,#7F7F7F,426.9170108955,411.8649891045
2016-04-04,421.44,422.34,419.6,421.3,419.18375,418.8465,120.145928246,#17BECF,427.2686816894,412.3653183106
2016-04-05,424.03,424.26,420.61,421.02,419.15875,418.83375,143.1926986298,#17BECF,428.1849930618,412.6670069382
2016-04-06,423.41,424.53,422.73,424.28,420.02,418.61525,139.559764767,#7F7F7F,426.8607657927,413.3212342073
2016-04-07,422.75,423.66,420.52,423.62,421.01125,418.371,136.8624482555,#7F7F7F,426.3664573591,413.5195426409
2016-04-08,420.35,425.36,419.63,422.91,421.46375,418.04225,150.9568216962,#7F7F7F,426.2820852169,414.3699147831
2016-04-09,419.41,420.89,416.51,420.81,421.645,417.585,118.7208221072,#7F7F7F,425.4150875921,416.1549124079
2016-04-10,421.56,422.44,419.26,419.59,421.73125,417.246,174.301641522,#17BECF,424.9231066255,417.6128933745
2016-04-11,422.48,422.74,420.53,421.87,421.92875,417.20825,120.1181121,#17BECF,424.5907412902,418.8492587098
2016-04-12,425.19,427.28,422.84,422.84,422.3975,417.29675,166.3463392836,#17BECF,425.6793383103,418.6246616897
2016-04-13,423.73,426.66,422.92,425.63,422.36,417.6165,162.9820876502,#7F7F7F,425.9699964639,418.9000035361
2016-04-14,424.28,425.37,423.01,423.94,422.46875,418.20925,106.7243329876,#17BECF,426.3536413547,419.0843586453
2016-04-15,429.71,429.93,424.43,424.43,423.33875,418.75925,127.531358358,#17BECF,429.0084221231,417.5655778769
2016-04-16,430.57,432.63,428.98,429.57,424.61625,419.1655,91.4898855006,#17BECF,431.3530842021,416.6529157979
2016-04-17,427.4,431.37,426.08,430.64,425.615,419.50125,121.9604585868,#7F7F7F,432.050458118,416.885541882
2016-04-18,428.59,429.27,427.09,427.61,426.49375,419.8445,129.893137964,#17BECF,432.6737781658,417.9102218342
2016-04-19,435.51,436.02,428.1,428.7,428.1225,420.304,121.2612798788,#17BECF,435.5041330688,418.2998669312
2016-04-20,441.39,443.05,434.41,435.32,430.1475,420.7965,165.1376333854,#17BECF,440.5951067459,417.1748932541
2016-04-21,449.43,450.55,440.95,441.42,433.36,421.74175,151.7582270876,#17BECF,448.1393558651,415.0206441349
2016-04-22,445.74,449.81,444.15,449.69,436.0425,422.53375,131.9253376408,#7F7F7F,451.7018001225,415.5681998775
2016-04-23,450.28,450.28,444.33,445.86,438.61375,423.37975,112.1200142134,#17BECF,455.6449029103,416.9350970897
2016-04-24,458.56,460.15,448.93,450.56,442.1125,424.423,148.7229588276,#17BECF,461.5972500379,417.8387499621
2016-04-25,461.43,466.62,453.59,459.12,446.36625,425.5335,188.7432546648,#17BECF,467.3641459958,418.4158540042
2016-04-26,466.09,467.96,461.62,461.65,451.05375,426.67025,169.4348730932,#17BECF,473.175284788,419.708715212
2016-04-27,444.69,467.08,444.13,466.26,452.20125,427.54875,210.4047763611,#7F7F7F,471.4431243838,424.8988756162
2016-04-28,449.01,449.55,436.65,445.04,453.15375,428.513,164.9511146745,#17BECF,469.0003741291,431.4256258709
2016-04-29,455.1,455.38,446.02,449.41,453.8625,429.54675,108.2366512854,#17BECF,467.9974360656,436.3465639344
2016-04-30,448.32,455.59,447.7,455.18,454.185,430.422,154.6274982156,#7F7F7F,467.1211308449,438.6088691551
2016-05-01,451.88,452.48,447.93,448.48,454.385,431.26675,89.9798619102,#17BECF,467.1868462377,439.0331537623
2016-05-02,444.67,452.44,441.78,451.93,452.64875,431.9325,207.1806058425,#7F7F7F,467.342639078,438.663360922
2016-05-03,450.3,451.1,442.62,444.73,451.2575,432.78025,131.8374417055,#17BECF,467.3429566187,438.6670433813
2016-05-04,446.72,450.38,445.63,450.18,448.83625,433.51875,112.8386909026,#7F7F7F,466.0754011137,437.5665988863
2016-05-05,447.98,448.51,445.88,446.71,449.2475,434.26975,112.5960980401,#17BECF,463.1514888575,437.8005111425
2016-05-06,459.6,461.38,447.07,447.94,450.57125,435.09075,158.3916449086,#17BECF,459.1779692902,440.4760307098
2016-05-07,458.54,460.68,457.32,459.64,451.00125,435.9485,83.6666375889,#7F7F7F,461.25826542,441.16573458
2016-05-08,458.55,459.42,455.98,458.43,452.28,436.99925,87.9184385563,#17BECF,463.0590771083,441.2729228917
2016-05-09,460.48,462.48,456.53,458.21,453.355,438.14075,120.5114228631,#17BECF,464.7151585157,440.6928414843
2016-05-10,450.89,461.93,448.95,460.52,454.1325,438.99475,130.7549513185,#7F7F7F,464.6612087351,441.2607912649
2016-05-11,452.73,454.58,450.86,450.86,454.43625,439.864,111.7778808561,#17BECF,464.7236337024,441.3683662976
2016-05-12,454.77,454.95,449.25,452.45,455.4425,440.7115,131.6034478967,#17BECF,464.1541811343,443.9578188657
2016-05-13,455.67,457.06,453.45,454.85,456.40375,441.58075,133.5286501196,#17BECF,464.369470847,444.816529153
2016-05-14,455.67,456.84,454.79,455.82,455.9125,442.4365,81.6577786556,#7F7F7F,463.5494076521,447.4265923479
2016-05-15,457.57,458.69,455.46,455.76,455.79125,443.275,62.3161483489,#17BECF,462.5928932991,450.3011067009
2016-05-16,454.16,458.2,452.94,457.59,455.2425,444.04375,130.2877840409,#7F7F7F,461.7649909397,450.0410090603
2016-05-17,453.78,455.07,453.61,454.01,454.405,444.8195,141.2585393803,#7F7F7F,461.1075402716,449.7464597284
2016-05-18,454.62,456.0,453.3,453.69,454.87125,445.67625,191.0388896221,#17BECF,460.281553504,449.786446496
