"Br9901, x","Br9901, y","Br9102, x","Br9102, y","Br9901 manuellt, x","Br9901 manuellt, y","Br9102 manuellt, x","Br9102 manuellt, y","ök. brunnsfilter Br9901, x; ök. brunnsfilter Br9102, x","ök. brunnsfilter Br9901, y","ök. brunnsfilter Br9102, y"
2017-12-07 07:08:40,18.624200682,2017-12-07 07:08:40,18.3021707341,,,,,,,
2017-12-07 07:18:41,18.6266137679,2017-12-07 07:18:41,18.3043827295,,,,,,,
2017-12-07 07:28:42,18.6286246729,2017-12-07 07:28:42,18.3060919987,,,,,,,
2017-12-07 07:38:43,17.5319776595,2017-12-07 07:38:43,18.1984080387,,,,,,,
2017-12-07 07:48:45,17.4887432031,2017-12-07 07:48:45,18.1570839421,,,,,,,
2017-12-07 07:58:46,17.464712889,2017-12-07 07:58:46,18.1360699853,,,,,,,
2017-12-07 08:08:47,17.4466147445,2017-12-07 08:08:47,18.1209881982,,,,,,,
2017-12-07 08:18:49,17.4335438623,2017-12-07 08:18:49,18.1091238591,,,,,,,
2017-12-07 08:28:50,17.4239920638,2017-12-07 08:28:50,18.0999742415,,,,,,,
2017-12-07 08:38:51,17.4162500798,2017-12-07 08:38:51,18.0921317122,,,,,,,
2017-12-07 08:48:53,17.4058939193,2017-12-07 08:48:53,18.0843897282,,,,,,,
2017-12-07 08:58:54,17.4012688379,2017-12-07 08:58:54,18.0791613753,,,,,,,
2017-12-07 09:08:55,17.3933257633,2017-12-07 09:08:55,18.070916665,,,,,,,
2017-12-07 09:18:56,17.3857848698,2017-12-07 09:18:56,18.0673975814,,,,,,,
2017-12-07 09:28:58,17.3823663314,2017-12-07 09:28:58,18.0633757715,,,,,,,
2017-12-07 09:38:59,17.378947793,2017-12-07 09:38:59,18.0588512353,,,,,,,
2017-12-07 09:49:01,17.3759314356,2017-12-07 09:49:01,18.054628335,,,,,,,
2017-12-07 09:59:02,17.3723118066,2017-12-07 09:59:02,18.0532207015,,,,,,,
2017-12-07 10:09:03,17.3681894515,2017-12-07 10:09:03,18.0495005273,,,,,,,
2017-12-07 10:19:05,17.3670834538,2017-12-07 10:19:05,18.0467858057,,,,,,,
2017-12-07 10:29:06,17.3633632796,2017-12-07 10:29:06,18.044071084,,,,,,,
2017-12-07 10:39:07,17.359442015,2017-12-07 10:39:07,18.0411552718,,,,,,,
2017-12-07 10:49:09,17.3569283838,2017-12-07 10:49:09,18.0392449121,,,,,,,
2017-12-07 10:59:10,17.3554202051,2017-12-07 10:59:10,18.0374350977,,,,,,,
2017-12-07 11:09:11,17.3532082096,2017-12-07 11:09:11,18.034720376,,,,,,,
2017-12-07 11:19:13,18.4671490055,2017-12-07 11:19:13,18.158692666,,,,,,,
2017-12-07 11:29:14,18.5058589258,2017-12-07 11:29:14,18.1955927718,,,,,,,
2017-12-07 11:39:15,18.5288837874,2017-12-07 11:39:15,18.2162045475,,,,,,,
2017-12-07 11:49:17,18.544971027,2017-12-07 11:49:17,18.2310852441,,,,,,,
2017-12-07 11:59:18,18.557137002,2017-12-07 11:59:18,18.2425474023,,,,,,,
2017-12-07 12:09:19,17.5639510482,2017-12-07 12:09:19,18.2198241764,,,,,,,
2017-12-07 12:19:21,17.4584790837,2017-12-07 12:19:21,18.1309421777,,,,,,,
2017-12-07 12:29:22,17.4279133284,2017-12-07 12:29:22,18.1034933252,,,,,,,
2017-12-07 12:39:23,17.4113233626,2017-12-07 12:39:23,18.0881099023,,,,,,,
2017-12-07 12:49:25,17.4008666569,2017-12-07 12:49:25,18.0770499251,,,,,,,
2017-12-07 12:59:26,17.3897061344,2017-12-07 12:59:26,18.0697101221,,,,,,,
2017-12-07 13:09:27,17.3828690576,2017-12-07 13:09:27,18.0634763167,,,,,,,
2017-12-07 13:19:29,17.3778417952,2017-12-07 13:19:29,18.0588512353,,,,,,,
2017-12-07 13:29:30,17.3730156234,2017-12-07 13:29:30,18.0541256087,,,,,,,
2017-12-07 13:39:31,18.4226074609,2017-12-07 13:39:31,18.1185751123,,,,,,,
2017-12-07 13:49:32,18.496608763,2017-12-07 13:49:32,18.1863426091,,,,,,,
2017-12-07 13:59:33,18.5263701562,2017-12-07 13:59:33,18.2147969141,,,,,,,
2017-12-07 14:09:35,18.5451721175,2017-12-07 14:09:35,18.2309846989,,,,,,,
2017-12-07 14:19:37,18.5582429997,2017-12-07 14:19:37,18.2430501286,,,,,,,
2017-12-07 14:29:38,17.4746668685,2017-12-07 14:29:38,18.1443146956,,,,,,,
2017-12-07 14:39:39,17.4312313216,2017-12-07 14:39:39,18.1069118636,,,,,,,
2017-12-07 14:49:40,17.4129320866,2017-12-07 14:49:40,18.0891153548,,,,,,,
2017-12-07 14:59:42,17.3978502995,2017-12-07 14:59:42,18.0777537419,,,,,,,
2017-12-07 15:09:43,17.3902088607,2017-12-07 15:09:43,18.0692073958,,,,,,,
2017-12-07 15:19:44,17.3825674219,2017-12-07 15:19:44,18.0642806787,,,,,,,
2017-12-07 15:29:46,17.3782439762,2017-12-07 15:29:46,18.0586501449,,,,,,,
2017-12-07 15:39:47,18.4548824853,2017-12-07 15:39:47,18.1479343245,,,,,,,
2017-12-07 15:49:49,18.5105845524,2017-12-07 15:49:49,18.199715127,,,,,,,
2017-12-07 15:59:50,18.5366257715,2017-12-07 15:59:50,18.2239465316,,,,,,,
2017-12-07 16:09:51,18.5538190088,2017-12-07 16:09:51,18.2398326807,,,,,,,
2017-12-07 16:19:53,17.5410267318,2017-12-07 16:19:53,18.2038374821,,,,,,,
2017-12-07 16:29:54,17.4527480046,2017-12-07 16:29:54,18.1274230941,,,,,,,
2017-12-07 16:39:55,17.424896971,2017-12-07 16:39:55,18.1016835107,,,,,,,
2017-12-07 16:49:56,17.4093124577,2017-12-07 16:49:56,18.0867022689,,,,,,,
2017-12-07 16:59:57,17.3990568425,2017-12-07 16:59:57,18.0778542871,,,,,,,
2017-12-07 17:09:59,17.3920186751,2017-12-07 17:09:59,18.0710172103,,,,,,,
2017-12-07 17:20:00,17.3860865055,2017-12-07 17:20:00,18.0662915837,,,,,,,
2017-12-07 17:30:01,17.3814614242,2017-12-07 17:30:01,18.0603594141,,,,,,,
2017-12-07 17:40:03,17.3737194401,2017-12-07 17:40:03,18.0558348779,,,,,,,
2017-12-07 17:50:04,17.3724123519,2017-12-07 17:50:04,18.051813068,,,,,,,
2017-12-07 18:00:05,17.3657763656,2017-12-07 18:00:05,18.0474896224,,,,,,,
2017-12-07 18:10:06,17.3631621891,2017-12-07 18:10:06,18.0447749007,,,,,,,
2017-12-07 18:20:08,17.3583360173,2017-12-07 18:20:08,18.041657998,,,,,,,
2017-12-07 18:30:10,17.3539120264,2017-12-07 18:30:10,18.0395465479,,,,,,,
2017-12-07 18:40:11,17.3547163883,2017-12-07 18:40:11,18.0346198307,,,,,,,
2017-12-07 18:50:13,17.3505940332,2017-12-07 18:50:13,18.0319051091,,,,,,,
2017-12-07 19:00:14,17.3459689518,2017-12-07 19:00:14,18.0316034733,,,,,,,
2017-12-07 19:10:15,17.3569283838,2017-12-07 19:10:15,18.0296931136,,,,,,,
2017-12-07 19:20:17,17.3571294743,2017-12-07 19:20:17,18.0299947493,,,,,,,
2017-12-07 19:30:18,17.3546158431,2017-12-07 19:30:18,18.0279838444,,,,,,,
2017-12-07 19:40:19,17.3515994857,2017-12-07 19:40:19,18.0256713037,,,,,,,
2017-12-07 19:50:20,17.3519011214,2017-12-07 19:50:20,18.023760944,,,,,,,
2017-12-07 20:00:22,17.3475776758,2017-12-07 20:00:22,18.0226549463,,,,,,,
2017-12-07 20:10:23,17.3355122461,2017-12-07 20:10:23,18.0192364079,,,,,,,
2017-12-07 20:20:24,17.3328980697,2017-12-07 20:20:24,18.0178287744,,,,,,,
2017-12-07 20:30:26,17.3307866195,2017-12-07 20:30:26,18.015616779,,,,,,,
2017-12-07 20:40:27,17.3310882552,2017-12-07 20:40:27,18.0157173242,,,,,,,
2017-12-07 20:50:28,17.3314904362,2017-12-07 20:50:28,18.0142091455,,,,,,,
2017-12-07 21:00:30,17.330585529,2017-12-07 21:00:30,18.0130026025,,,,,,,
2017-12-07 21:10:31,17.3252566309,2017-12-07 21:10:31,18.0109916976,,,,,,,
2017-12-07 21:20:33,17.3235473617,2017-12-07 21:20:33,18.0103884261,,,,,,,
2017-12-07 21:30:34,17.3233462712,2017-12-07 21:30:34,18.0081764307,,,,,,,
2017-12-07 21:40:36,17.3228435449,2017-12-07 21:40:36,18.0090813379,,,,,,,
2017-12-07 21:50:37,17.3230446354,2017-12-07 21:50:37,18.0081764307,,,,,,,
2017-12-07 22:00:38,17.3197266423,2017-12-07 22:00:38,18.0048584375,,,,,,,
2017-12-07 22:10:39,17.3203299137,2017-12-07 22:10:39,18.0047578922,,,,,,,
2017-12-07 22:20:41,17.3162075586,2017-12-07 22:20:41,18.0041546208,,,,,,,
2017-12-07 22:30:42,17.3189222803,2017-12-07 22:30:42,18.003852985,,,,,,,
2017-12-07 22:40:44,17.3159059228,2017-12-07 22:40:44,18.0013393538,,,,,,,
2017-12-07 22:50:45,17.3156042871,2017-12-07 22:50:45,18.0020431706,,,,,,,
2017-12-07 23:00:46,17.3125879297,2017-12-07 23:00:46,17.9997306299,,,,,,,
2017-12-07 23:10:48,17.3123868392,2017-12-07 23:10:48,17.9995295394,,,,,,,
2017-12-07 23:20:49,17.3112808415,2017-12-07 23:20:49,17.9984235417,,,,,,,
2017-12-07 23:30:51,17.3121857487,2017-12-07 23:30:51,17.996111001,,,,,,,
2017-12-07 23:40:52,17.309471027,2017-12-07 23:40:52,17.9964126367,,,,,,,
2017-12-07 23:50:53,18.3450870752,2017-12-07 23:50:53,18.0484950749,,,,,,,
2017-12-08 00:00:55,18.4369854313,2017-12-08 00:00:55,18.1311432682,,,,,,,
2017-12-08 00:10:56,18.4721762679,2017-12-08 00:10:56,18.1643231999,,,,,,,
2017-12-08 00:20:57,18.4913804102,2017-12-08 00:20:57,18.1814158919,,,,,,,
2017-12-08 00:30:58,18.5104840072,2017-12-08 00:30:58,18.1986091292,,,,,,,
2017-12-08 00:41:00,18.5238565251,2017-12-08 00:41:00,18.2109761947,,,,,,,
2017-12-08 00:51:01,18.5343132308,2017-12-08 00:51:01,18.2213323551,,,,,,,
2017-12-08 01:01:02,18.5428595768,2017-12-08 01:01:02,18.228973794,,,,,,,
2017-12-08 01:11:04,18.5524113753,2017-12-08 01:11:04,18.2374195947,,,,,,,
2017-12-08 01:21:05,18.5592484522,2017-12-08 01:21:05,18.2439550358,,,,,,,
2017-12-08 01:31:07,18.5657838932,2017-12-08 01:31:07,18.2488817529,,,,,,,
2017-12-08 01:41:08,18.5703084294,2017-12-08 01:41:08,18.2531046533,,,,,,,
2017-12-08 01:51:10,18.5759389632,2017-12-08 01:51:10,18.2591373682,,,,,,,
2017-12-08 02:01:11,18.5812678613,2017-12-08 02:01:11,18.2635613591,,,,,,,
2017-12-08 02:11:12,18.585591307,2017-12-08 02:11:12,18.2679853499,,,,,,,
2017-12-08 02:21:14,18.5901158431,2017-12-08 02:21:14,18.2716049788,,,,,,,
2017-12-08 02:31:16,18.59293111,2017-12-08 02:31:16,18.274520791,,,,,,,
2017-12-08 02:41:17,18.5974556462,2017-12-08 02:41:17,18.2786431462,,,,,,,
2017-12-08 02:51:18,18.6010752751,2017-12-08 02:51:18,18.2821622298,,,,,,,
2017-12-08 03:01:19,18.603890542,2017-12-08 03:01:19,18.28427368,,,,,,,
2017-12-08 03:11:21,18.6081134424,2017-12-08 03:11:21,18.2879938542,,,,,,,
2017-12-08 03:21:22,18.6115319808,2017-12-08 03:21:22,18.2910102116,,,,,,,
2017-12-08 03:31:24,18.6149505192,2017-12-08 03:31:24,18.2941271143,,,,,,,
2017-12-08 03:41:25,18.6173636051,2017-12-08 03:41:25,18.2972440169,,,,,,,
2017-12-08 03:51:27,18.6196761458,2017-12-08 03:51:27,18.2989532861,,,,,,,
2017-12-08 04:01:29,18.6215865055,2017-12-08 04:01:29,18.3009641911,,,,,,,
2017-12-08 04:11:31,18.6226925033,2017-12-08 04:11:31,18.3013663721,,,,,,,
2017-12-08 04:21:32,18.6243012272,2017-12-08 04:21:32,18.3028745508,,,,,,,
2017-12-08 04:31:34,18.6286246729,2017-12-08 04:31:34,18.3076001774,,,,,,,
2017-12-08 04:41:35,18.6317415755,2017-12-08 04:41:35,18.3101138086,,,,,,,
2017-12-08 04:51:36,18.6347579329,2017-12-08 04:51:36,18.3132307113,,,,,,,
2017-12-08 05:01:38,18.6377742904,2017-12-08 05:01:38,18.3154427067,,,,,,,
2017-12-08 05:11:39,18.6384781071,2017-12-08 05:11:39,18.3160459782,,,,,,,
2017-12-08 05:21:40,18.6398857406,2017-12-08 05:21:40,18.3188612451,,,,,,,
2017-12-08 05:31:42,18.6415950098,2017-12-08 05:31:42,18.3195650618,,,,,,,
2017-12-08 05:41:44,18.642499917,2017-12-08 05:41:44,18.3203694238,,,,,,,
2017-12-08 05:51:45,18.6436059147,2017-12-08 05:51:45,18.3214754215,,,,,,,
2017-12-08 06:01:46,18.6455162744,2017-12-08 06:01:46,18.3231846908,,,,,,,
2017-12-08 06:11:47,18.6480299056,2017-12-08 06:11:47,18.3253966862,,,,,,,
2017-12-08 06:21:49,18.6491359033,2017-12-08 06:21:49,18.3266032292,,,,,,,
2017-12-08 06:31:51,18.6505435368,2017-12-08 06:31:51,18.3281114079,,,,,,,
2017-12-08 06:41:52,18.6513478988,2017-12-08 06:41:52,18.3291168603,,,,,,,
2017-12-08 06:51:53,17.5408256413,2017-12-08 06:51:53,18.2091663802,,,,,,,
2017-12-08 07:01:55,17.5050315332,2017-12-08 07:01:55,18.1735733626,,,,,,,
2017-12-08 07:11:56,17.4816044906,2017-12-08 07:11:56,18.1536654036,,,,,,,
2017-12-08 07:21:57,17.4641096175,2017-12-08 07:21:57,18.1375781641,,,,,,,
2017-12-08 07:31:59,17.4514409163,2017-12-08 07:31:59,18.1250100081,,,,,,,
2017-12-08 07:42:01,17.4379678532,2017-12-08 07:42:01,18.1156593001,,,,,,,
2017-12-08 07:52:02,17.4294215072,2017-12-08 07:52:02,18.1064091374,,,,,,,
2017-12-08 08:02:03,17.4217800684,2017-12-08 08:02:03,18.0994715153,,,,,,,
2017-12-08 08:12:05,18.4272325423,2017-12-08 08:12:05,18.1287301823,,,,,,,
2017-12-08 08:22:06,18.5293865137,2017-12-08 08:22:06,18.2167072738,,,,,,,
2017-12-08 08:32:07,18.5629686263,2017-12-08 08:32:07,18.2482784815,,,,,,,
2017-12-08 08:42:08,18.5806645898,2017-12-08 08:42:08,18.2644662663,,,,,,,
2017-12-08 08:52:10,17.4879388412,2017-12-08 08:52:10,18.158290485,,,,,,,
2017-12-08 09:02:11,17.4513403711,2017-12-08 09:02:11,18.1266187321,,,,,,,
2017-12-08 09:12:12,17.435052041,2017-12-08 09:12:12,18.1098276758,,,,,,,
2017-12-08 09:22:14,17.4208751611,2017-12-08 09:22:14,18.0988682438,,,,,,,
2017-12-08 09:32:15,17.4108206364,2017-12-08 09:32:15,18.090824624,,,,,,,
2017-12-08 09:42:16,17.4015704736,2017-12-08 09:42:16,18.0824793685,,,,,,,
2017-12-08 09:52:18,17.3967443018,2017-12-08 09:52:18,18.0767482894,,,,,,,
2017-12-08 10:02:19,17.3918175846,2017-12-08 10:02:19,18.0715199365,,,,,,,
2017-12-08 10:12:20,17.3852821436,2017-12-08 10:12:20,18.0664926741,,,,,,,
2017-12-08 10:22:22,17.3828690576,2017-12-08 10:22:22,18.0644817692,,,,,,,
2017-12-08 10:32:24,17.3802548812,2017-12-08 10:32:24,18.0596555973,,,,,,,
2017-12-08 10:42:25,17.3723118066,2017-12-08 10:42:25,18.0561365137,,,,,,,
2017-12-08 10:52:26,17.3717085352,2017-12-08 10:52:26,18.0525168848,,,,,,,
2017-12-08 11:02:27,17.3688932682,2017-12-08 11:02:27,18.0508076156,,,,,,,
2017-12-08 11:12:29,17.3639665511,2017-12-08 11:12:29,18.0470874414,,,,,,,
2017-12-08 11:22:30,17.3613523747,2017-12-08 11:22:30,18.0423618148,,,,,,,
2017-12-08 11:32:31,17.3560234766,2017-12-08 11:32:31,18.0403509098,,,,,,,
2017-12-08 11:42:32,17.3554202051,2017-12-08 11:42:32,18.0391443669,,,,,,,
2017-12-08 11:52:34,17.3527054834,2017-12-08 11:52:34,18.0384405501,,,,,,,
2017-12-08 12:02:35,17.3501918522,2017-12-08 12:02:35,18.0365301904,,,,,,,
2017-12-08 12:12:36,18.4667468245,2017-12-08 12:12:36,18.1596981185,,,,,,,
2017-12-08 12:22:38,18.5038480208,2017-12-08 12:22:38,18.1936824121,,,,,,,
2017-12-08 12:32:39,18.5286826969,2017-12-08 12:32:39,18.2169083643,,,,,,,
2017-12-08 12:42:40,18.544568846,2017-12-08 12:42:40,18.2321912419,,,,,,,
2017-12-08 12:52:42,17.4694385156,2017-12-08 12:52:42,18.1417005192,,,,,,,
2017-12-08 13:02:43,17.4250980615,2017-12-08 13:02:43,18.1034933252,,,,,,,
2017-12-08 13:12:44,17.4072010075,2017-12-08 13:12:44,18.0854957259,,,,,,,
2017-12-08 13:22:46,17.3934263086,2017-12-08 13:22:46,18.0735308415,,,,,,,
2017-12-08 13:32:47,17.3845783268,2017-12-08 13:32:47,18.0654872217,,,,,,,
2017-12-08 13:42:48,17.3768363428,2017-12-08 13:42:48,18.0608621403,,,,,,,
2017-12-08 13:52:49,17.3724123519,2017-12-08 13:52:49,18.0558348779,,,,,,,
2017-12-08 14:02:50,17.368390542,2017-12-08 14:02:50,18.051813068,,,,,,,
2017-12-08 14:12:52,17.367988361,2017-12-08 14:12:52,18.0486961654,,,,,,,
2017-12-08 14:22:53,18.4664451888,2017-12-08 14:22:53,18.1592959375,,,,,,,
2017-12-08 14:32:54,18.5092774642,2017-12-08 14:32:54,18.199312946,,,,,,,
2017-12-08 14:42:56,18.5320006901,2017-12-08 14:42:56,18.2196230859,,,,,,,
2017-12-08 14:52:57,17.4594845361,2017-12-08 14:52:57,18.1347628971,,,,,,,
2017-12-08 15:02:58,17.417557168,2017-12-08 15:02:58,18.0958518864,,,,,,,
2017-12-08 15:13:00,17.4081059147,2017-12-08 15:13:00,18.0791613753,,,,,,,
2017-12-08 15:23:01,17.396442666,2017-12-08 15:23:01,18.0687046696,,,,,,,
2017-12-08 15:33:02,17.3873935937,2017-12-08 15:33:02,18.0608621403,,,,,,,
2017-12-08 15:43:03,17.3817630599,2017-12-08 15:43:03,18.0555332422,,,,,,,
2017-12-08 15:53:05,17.3767357975,2017-12-08 15:53:05,18.0515114323,,,,,,,
2017-12-08 16:03:06,17.3717085352,2017-12-08 16:03:06,18.0470874414,,,,,,,
2017-12-08 16:13:07,17.3569283838,2017-12-08 16:13:07,18.0411552718,,,,,,,
2017-12-08 16:23:09,17.3549174788,2017-12-08 16:23:09,18.0384405501,,,,,,,
2017-12-08 16:33:10,17.3509962142,2017-12-08 16:33:10,18.0349214665,,,,,,,
2017-12-08 16:43:11,17.3495885807,2017-12-08 16:43:11,18.0308996566,,,,,,,
2017-12-08 16:53:12,17.3446618636,2017-12-08 16:53:12,18.0282854801,,,,,,,
2017-12-08 17:03:14,17.3409416894,2017-12-08 17:03:14,18.0261740299,,,,,,,
2017-12-08 17:13:15,17.3408411442,2017-12-08 17:13:15,18.024565306,,,,,,,
2017-12-08 17:23:17,17.3386291488,2017-12-08 17:23:17,18.0231576725,,,,,,,
2017-12-08 17:33:19,17.3345067936,2017-12-08 17:33:19,18.0206440413,,,,,,,
2017-12-08 17:43:20,17.3302838932,2017-12-08 17:43:20,18.0182309554,,,,,,,
2017-12-08 17:53:21,17.3283735335,2017-12-08 17:53:21,18.0141086003,,,,,,,
2017-12-08 18:03:23,17.3286751693,2017-12-08 18:03:23,18.0134047835,,,,,,,
2017-12-08 18:13:24,17.3250555404,2017-12-08 18:13:24,18.0104889714,,,,,,,
2017-12-08 18:23:25,17.3228435449,2017-12-08 18:23:25,18.0101873356,,,,,,,
2017-12-08 18:33:27,17.3238489974,2017-12-08 18:33:27,18.0105895166,,,,,,,
2017-12-08 18:43:29,17.3215364567,2017-12-08 18:43:29,18.0072715234,,,,,,,
2017-12-08 18:53:30,17.3202293685,2017-12-08 18:53:30,18.0066682519,,,,,,,
2017-12-08 19:03:31,17.3181179183,2017-12-08 19:03:31,18.0041546208,,,,,,,
2017-12-08 19:13:33,17.3168108301,2017-12-08 19:13:33,18.0021437158,,,,,,,
2017-12-08 19:23:34,17.3141966537,2017-12-08 19:23:34,18.0008366276,,,,,,,
2017-12-08 19:33:35,17.3134928369,2017-12-08 19:33:35,17.9999317204,,,,,,,
2017-12-08 19:43:37,17.3141966537,2017-12-08 19:43:37,17.9986246322,,,,,,,
2017-12-08 19:53:38,17.3122862939,2017-12-08 19:53:38,17.9994289941,,,,,,,
2017-12-08 20:03:39,17.3105770247,2017-12-08 20:03:39,17.997317544,,,,,,,
2017-12-08 20:13:41,17.3078623031,2017-12-08 20:13:41,17.9951055485,,,,,,,
2017-12-08 20:23:42,17.3089683008,2017-12-08 20:23:42,17.9946028223,,,,,,,
2017-12-08 20:33:43,17.3064546696,2017-12-08 20:33:43,17.993697915,,,,,,,
2017-12-08 20:43:44,17.3053486719,2017-12-08 20:43:44,17.9917875553,,,,,,,
2017-12-08 20:53:46,18.3965662419,2017-12-08 20:53:46,18.0933382552,,,,,,,
2017-12-08 21:03:47,18.450659585,2017-12-08 21:03:47,18.1430076074,,,,,,,
2017-12-08 21:13:48,18.4785106185,2017-12-08 21:13:48,18.169652098,,,,,,,
2017-12-08 21:23:49,18.498217487,2017-12-08 21:23:49,18.1873480615,,,,,,,
2017-12-08 21:33:51,17.4363591292,2017-12-08 21:33:51,18.1108331283,,,,,,,
2017-12-08 21:43:53,17.3868908675,2017-12-08 21:43:53,18.0654872217,,,,,,,
2017-12-08 21:53:54,17.3651730941,2017-12-08 21:53:54,18.0471879867,,,,,,,
2017-12-08 22:03:55,17.3524038477,2017-12-08 22:03:55,18.034720376,,,,,,,
2017-12-08 22:13:57,17.3432542301,2017-12-08 22:13:57,18.0258723942,,,,,,,
2017-12-08 22:23:58,17.3373220606,2017-12-08 22:23:58,18.0197391341,,,,,,,
2017-12-08 22:34:00,17.3325964339,2017-12-08 22:34:00,18.0142091455,,,,,,,
2017-12-08 22:44:01,17.3283735335,2017-12-08 22:44:01,18.0092824284,,,,,,,
2017-12-08 22:54:03,18.421400918,2017-12-08 22:54:03,18.1157598454,,,,,,,
2017-12-08 23:04:05,18.4687577295,2017-12-08 23:04:05,18.1592959375,,,,,,,
2017-12-08 23:14:06,18.4922853174,2017-12-08 23:14:06,18.1814158919,,,,,,,
2017-12-08 23:24:07,18.5089758284,2017-12-08 23:24:07,18.1965982243,,,,,,,
2017-12-08 23:34:09,18.5224488916,2017-12-08 23:34:09,18.2091663802,,,,,,,
2017-12-08 23:44:11,17.4434978418,2017-12-08 23:44:11,18.1172680241,,,,,,,
2017-12-08 23:54:13,17.4000622949,2017-12-08 23:54:13,18.0744357487,,,,,,,
2017-12-09 00:04:14,17.3759314356,2017-12-09 00:04:14,18.0564381494,,,,,,,
2017-12-09 00:14:15,17.3642681868,2017-12-09 00:14:15,18.0439705387,,,,,,,
2017-12-09 00:24:17,17.3556212956,2017-12-09 00:24:17,18.0357258284,,,,,,,
2017-12-09 00:34:18,17.3467733138,2017-12-09 00:34:18,18.0288887516,,,,,,,
2017-12-09 00:44:19,17.3428520492,2017-12-09 00:44:19,18.024565306,,,,,,,
2017-12-09 00:54:21,18.4512628565,2017-12-09 00:54:21,18.1434097884,,,,,,,
2017-12-09 01:04:22,18.4889673242,2017-12-09 01:04:22,18.179002806,,,,,,,
2017-12-09 01:14:23,18.5101823714,2017-12-09 01:14:23,18.1979053125,,,,,,,
2017-12-09 01:24:25,18.5237559798,2017-12-09 01:24:25,18.2105740137,,,,,,,
2017-12-09 01:34:27,18.5338105046,2017-12-09 01:34:27,18.2193214502,,,,,,,
2017-12-09 01:44:28,18.5425579411,2017-12-09 01:44:28,18.227767251,,,,,,,
2017-12-09 01:54:29,18.5498977441,2017-12-09 01:54:29,18.2335988753,,,,,,,
2017-12-09 02:04:31,18.5562320947,2017-12-09 02:04:31,18.2402348616,,,,,,,
2017-12-09 02:14:32,18.5617620833,2017-12-09 02:14:32,18.245262124,,,,,,,
2017-12-09 02:24:33,18.5670909815,2017-12-09 02:24:33,18.2500882959,,,,,,,
2017-12-09 02:34:35,18.5723193343,2017-12-09 02:34:35,18.2548139225,,,,,,,
2017-12-09 02:44:36,18.576240599,2017-12-09 02:44:36,18.2584335514,,,,,,,
2017-12-09 02:54:37,18.5801618636,2017-12-09 02:54:37,18.2624553613,,,,,,,
2017-12-09 03:04:39,18.5837814925,2017-12-09 03:04:39,18.2646673568,,,,,,,
2017-12-09 03:14:40,18.5879038477,2017-12-09 03:14:40,18.2685886214,,,,,,,
2017-12-09 03:24:41,18.5916240218,2017-12-09 03:24:41,18.2720071598,,,,,,,
2017-12-09 03:34:43,18.594539834,2017-12-09 03:34:43,18.2746213363,,,,,,,
2017-12-09 03:44:44,18.5966512842,2017-12-09 03:44:44,18.2760289697,,,,,,,
2017-12-09 03:54:46,18.5998687321,2017-12-09 03:54:46,18.2796485986,,,,,,,
2017-12-09 04:04:47,17.5209176823,2017-12-09 04:04:47,18.1874486068,,,,,,,
2017-12-09 04:14:48,17.4686341537,2017-12-09 04:14:48,18.138784707,,,,,,,
2017-12-09 04:24:50,17.4427940251,2017-12-09 04:24:50,18.1150560286,,,,,,,
2017-12-09 04:34:52,17.425299152,2017-12-09 04:34:52,18.0981644271,,,,,,,
2017-12-09 04:44:53,18.5012338444,2017-12-09 04:44:53,18.1894595117,,,,,,,
2017-12-09 04:54:55,18.5444683008,2017-12-09 04:54:55,18.2288732487,,,,,,,
2017-12-09 05:04:56,18.5621642643,2017-12-09 05:04:56,18.2453626693,,,,,,,
2017-12-09 05:14:57,18.5741291488,2017-12-09 05:14:57,18.2564226465,,,,,,,
2017-12-09 05:24:59,18.5824744043,2017-12-09 05:24:59,18.2640640853,,,,,,,
2017-12-09 05:35:01,18.5880043929,2017-12-09 05:35:01,18.2701973454,,,,,,,
2017-12-09 05:45:03,18.5942381982,2017-12-09 05:45:03,18.2750235172,,,,,,,
2017-12-09 05:55:04,18.5987627344,2017-12-09 05:55:04,18.2790453272,,,,,,,
2017-12-09 06:05:05,18.6028850895,2017-12-09 06:05:05,18.2825644108,,,,,,,
2017-12-09 06:15:07,18.6057003565,2017-12-09 06:15:07,18.2853796777,,,,,,,
2017-12-09 06:25:09,18.6091188949,2017-12-09 06:25:09,18.2878933089,,,,,,,
2017-12-09 06:35:11,18.6117330713,2017-12-09 06:35:11,18.2909096663,,,,,,,
2017-12-09 06:45:12,18.6135428857,2017-12-09 06:45:12,18.2921162093,,,,,,,
2017-12-09 06:55:13,18.6152521549,2017-12-09 06:55:13,18.2937249333,,,,,,,
2017-12-09 07:05:14,18.6173636051,2017-12-09 07:05:14,18.2955347477,,,,,,,
2017-12-09 07:15:15,18.6190728743,2017-12-09 07:15:15,18.2976461979,,,,,,,
2017-12-09 07:25:17,18.6212848698,2017-12-09 07:25:17,18.2998581934,,,,,,,
2017-12-09 07:35:18,18.6235974105,2017-12-09 07:35:18,18.3012658268,,,,,,,
2017-12-09 07:45:20,18.6257088607,2017-12-09 07:45:20,18.3039805485,,,,,,,
2017-12-09 07:55:21,18.6261110417,2017-12-09 07:55:21,18.3044832747,,,,,,,
2017-12-09 08:05:22,18.6271164941,2017-12-09 08:05:22,18.3054887272,,,,,,,
2017-12-09 08:15:24,18.6296301253,2017-12-09 08:15:24,18.3069969059,,,,,,,
