"Adults, lat","Adults, lon","Adults, Larvae, lat","Adults, Larvae, lon","Larvae, lat","Larvae, lon","Unknown, lat","Unknown, lon"
1.8434,9.7455,-12.789,45.21,16.1137,32.5853,,
7.0971,38.4803,-17.9413,28.2121,11.85,42.649,,
,,-3.4167,37.6822,12.2206,42.7263,,
8.4167,39.25,5.5606,-0.2307,11.7795,42.7403,,
12.8349,35.2212,11.9167,-3.3833,11.8419,42.9162,,
14.6223,33.355,5.6062,-0.1681,15.6415,32.5531,,
14.8348,33.1693,,,15.5667,32.3833,,
14.0993,-11.7833,5.5963,-0.2174,12.372,42.7113,,
6.0907,37.5673,5.6183,-0.1841,12.4217,42.8956,,
6.0833,37.0333,-25.8155,24.687,11.5011,42.8601,,
5.9787,37.5117,5.5684,-0.207,11.4383,42.0572,,
14.2245,-11.6844,5.5781,-0.1731,14.8332,25.2836,,
6.164,37.615,11.75,-2.9333,11.506,42.104,,
6.6677,37.3608,5.6115,-0.2036,13.7214,24.8571,,
6.6666,37.3577,5.6378,-0.1611,11.5692,43.0266,,
5.768,7.983,5.5589,-0.2435,21.4665,31.0167,,
6.0055,37.5969,5.5764,-0.2444,20.152,30.5685,,
14.833,33.017,-25.783,24.6,11.5172,43.0831,,
13.439,-11.2725,5.575,-0.2079,11.5476,42.9734,,
6.3699,37.1251,-24.838,25.832,11.5831,43.0664,,
5.5709,37.2984,-24.7637,25.8475,11.5376,43.1678,,
6.0333,37.55,-24.9842,25.6969,11.58,43.1006,,
5.054,5.7805,5.5372,-0.2273,11.5467,43.1407,,
7.2833,36.3,-24.776,25.411,11.4117,43.1911,,
4.8141,31.6251,5.8938,-1.0164,19.6285,30.3881,,
7.2731,36.2418,5.9167,-0.9833,11.462,43.246,,
7.4115,36.21,5.9,-1.051,11.5078,43.1328,,
4.753,31.605,12.815,-3.769,11.4969,42.8428,,
7.5605,35.935,12.728,-3.861,18.821,33.523,,
5.8833,37.4833,8.4525,-1.5645,15.667,38.616,,
7.544,37.848,12.782,-3.751,11.5167,41.9333,,
4.8366,31.613,12.6,-3.683,11.4674,41.6787,,
4.8513,31.6181,12.617,-4.017,15.3035,32.5955,,
4.8398,31.5927,12.5814,-3.9662,4.8562,31.5891,,
4.8703,31.5859,12.8203,-3.7285,8.2333,37.5833,,
14.367,-11.369,12.632,-3.917,7.3333,36.3333,,
6.4078,38.3088,12.733,-3.767,-34.2997,18.9694,,
4.7906,31.5939,12.6337,-3.7125,-23.1667,30.5833,,
4.75,31.8333,12.649,-3.917,-22.7457,30.5249,,
12.5833,-11.3167,5.4167,-0.6167,4.6333,35.95,,
5.5887,37.765,5.25,-0.8,-23.1726,31.3013,,
9.3419,34.5275,5.4167,-0.6,6.3096,37.7345,,
13.0838,-9.6004,12.117,-4.333,-22.4503,31.3107,,
9.0262,35.2574,12.1833,-4.0833,4.7806,35.9939,,
8.7,35.6166,5.6086,-1.5493,-22.6308,31.2259,,
9.1248,37.0754,12.5,-4.413,7.0653,37.7137,,
9.0413,37.2831,6.3295,-0.9956,-22.4137,31.2904,,
9.386,35.533,6.1154,-1.1093,-22.4167,31.2333,,
8.734,37.465,-25.226,25.675,-23.5833,30.5167,,
5.1524,6.1924,5.6,-0.2046,-23.8,30.1667,,
8.9667,38.4333,5.5947,-0.2679,14.3258,38.1634,,
8.8167,37.3,5.559,-0.201,-22.9806,31.2769,,
14.2431,33.262,5.704,0.101,14.8027,32.9133,,
4.9212,6.2748,-20.335,23.816,7.0191,36.8198,,
9.0333,38.4,6.0981,0.252,9.0167,37.45,,
9.2381,38.182,-19.3691,22.1616,12.202,37.267,,
6.622,37.016,-19.0168,22.3383,13.0338,37.0736,,
9.7794,35.1308,-18.3692,21.8458,11.6129,37.3522,,
8.528,34.796,-19.887,22.4453,8.2353,34.6225,,
6.8154,35.2713,-24.6228,25.6565,13.8444,35.391,,
14.35,33.417,5.6935,0.0517,9.05,39.9167,,
5.7362,37.6277,-23.882,24.75,11.846,34.6375,,
7.3102,38.0917,-23.87,23.66,9.55,37.3833,,
7.2852,38.217,-23.399,21.715,14.0826,33.1988,,
7.4055,38.1024,-17.9502,24.6978,7.7737,37.2276,,
8.9709,35.72,-18.5353,25.6607,14.265,33.2279,,
7.337,38.11,-17.7826,25.1591,14.8824,33.4378,,
9.5,35.5,11.0833,-0.25,4.7367,45.2062,,
9.7777,35.0821,-17.9058,25.2375,14.1326,33.661,,
8.5316,34.829,-17.7956,25.207,14.317,33.499,,
9.1529,35.8628,10.9167,-0.5167,14.35,33.45,,
9.172,35.834,-17.9381,25.1527,9.335,38.934,,
4.8809,6.1253,-17.9888,24.6477,14.3815,33.4446,,
9.198,35.7975,6.0975,0.2253,14.4,33.45,,
12.9,-9.4833,12.617,-3.784,15.5724,32.5091,,
6.451,8.083,6.069,0.133,-23.7731,30.6544,,
5.2352,37.5138,-19.9114,23.5409,12.6021,30.3523,,
-28.185,23.53,5.567,-0.1725,13.4458,30.2038,,
-23.3167,30.7167,-21.171,27.501,7.0167,-5.4833,,
-23.3089,30.716,-19.4286,23.8744,6.8203,-5.6627,,
14.1,38.283,-19.9768,23.4404,6.5833,-8.3333,,
12.3167,8.8667,-20.163,22.452,7.6,-5.516,,
-23.233,30.784,-20.3833,22.95,7.6848,-5.0694,,
12.444,39.751,5.6166,-0.2333,7.884,-5.334,,
-23.3333,30.1667,-19.5991,22.2456,7.8878,-5.3606,,
-23.633,30.582,-19.7644,23.6714,7.6917,-4.8926,,
14.05,38.7667,-18.35,21.833,5.337,-4.0219,,
11.367,9.533,5.5833,-0.2,7.884,-5.384,,
14.15,39.1667,-18.7594,22.1884,7.501,-5.367,,
14.1853,38.8883,5.6501,-0.1868,7.484,-5.266,,
13.5289,39.2942,-20.4727,22.7003,-6.8167,39.2667,,
12.9833,-10.35,5.5537,-0.175,-6.8034,39.2725,,
13.6233,39.004,5.6025,-0.1951,-4.43,18.42,,
13.448,39.4768,-19.663,22.191,-4.4,15.452,,
12.317,39.649,5.5434,-0.2127,-4.4365,15.4241,,
,,-18.3,21.8,-4.4508,15.4253,,
,,-19.945,23.5017,-6.7167,39.2167,,
,,6.0984,0.2403,5.3333,-4.1667,,
,,5.8833,-0.1167,5.3593,-3.9004,,
,,-17.814,25.149,6.935,-5.5,,
-25.6948,31.7865,7.4103,-1.9676,-8.088,36.683,,
-30.452,21.288,12.834,-3.217,7.5,-8.3167,,
-25.6859,31.8007,13.238,39.495,7.217,-8.2806,,
-25.4301,31.9596,11.6636,-1.0731,7.45,-8.1667,,
12.318,8.882,14.1405,36.8399,7.3638,-7.5897,,
12.391,39.556,13.4289,37.541,6.1552,-3.4054,,
12.4312,39.5341,-1.626,13.462,6.05,-3.8833,,
13.5709,39.4769,-0.704,10.22,-4.1723,35.7523,,
-25.4257,29.3852,13.5341,-14.7662,4.9457,-6.0899,,
14.2284,36.6191,13.6587,-15.4104,-3.4167,37.3667,,
5.2407,37.4963,11.9,-2.3333,4.9653,-6.1944,,
-23.2168,30.2923,13.2974,39.4715,4.9499,-6.0836,,
5.467,44.416,11.799,-2.7128,5.3833,-6.2167,,
-25.4167,23.5833,13.381,-15.2956,-3.4077,37.3049,,
7.0167,38.2988,12.682,-2.191,4.3667,-7.5167,,
6.5,38.4,12.25,-2.3667,4.45,-7.5333,,
6.9667,38.5667,13.4745,-15.2712,6.4,-6.8,,
6.8544,38.4862,13.0833,-1.0833,7.05,-5.0,,
7.0172,38.5051,12.176,-0.357,7.1666,-4.866,,
-25.4501,23.7,13.539,-15.733,-4.3551,15.3117,,
6.59,38.24,13.4917,-15.6087,11.2886,42.2225,,
-25.6643,24.0161,12.35,-1.6,13.065,32.9328,,
7.061,38.476,13.6833,-15.25,12.4329,22.442,,
7.0847,38.6133,13.277,39.395,11.1705,42.3079,,
7.258,35.4712,14.2193,38.4938,11.2037,42.2701,,
6.8937,36.5891,14.24,38.257,11.141,41.8629,,
-25.66,27.244,11.334,-4.117,11.2,42.2667,,
6.8884,38.441,5.234,35.833,11.0063,42.1493,,
9.3197,42.56,5.0393,36.0539,11.0391,42.4137,,
-25.5001,23.7002,11.183,-4.45,11.0297,42.365,,
4.9897,36.8587,11.177,-4.291,11.2833,41.82,,
7.3333,42.1833,11.3499,-4.2833,11.0998,41.8954,,
8.1408,42.8403,11.5833,-4.55,11.6412,41.9265,,
5.0584,43.9742,11.2271,-4.2973,18.3028,36.3134,,
-23.0833,31.3667,11.084,-4.101,11.6167,41.9667,,
12.567,8.917,6.667,37.793,11.6233,41.9517,,
7.1497,37.6617,6.7942,37.83,11.71,42.11,,
-23.8175,29.6419,7.8647,37.5543,11.7204,41.839,,
6.65,37.7833,9.5994,41.6352,11.3043,42.217,,
-22.8833,31.0333,13.5909,39.2919,12.6208,31.0891,,
14.5833,-9.3833,14.1231,38.6596,11.7603,42.0197,,
14.3192,-9.4135,14.0791,39.0322,11.6525,42.1878,,
14.3667,-9.1,12.3534,1.0299,10.9692,41.8536,,
7.106,6.696,14.073,38.849,11.1333,42.2667,,
5.45,36.3333,13.7393,39.7048,11.25,43.1,,
6.4611,7.6744,14.283,38.195,11.4494,28.2004,,
9.2726,40.572,11.84,1.25,12.017,24.6024,,
8.5333,38.1,13.5457,-15.8234,11.4174,25.7186,,
8.55,38.55,13.567,-15.607,12.3326,24.1735,,
8.8942,36.5903,12.317,-1.634,10.334,26.217,,
8.9744,36.9761,13.575,-15.7475,11.4461,26.136,,
9.2038,36.3604,6.7066,-1.63,13.1106,33.6772,,
9.1357,37.0345,6.6518,-1.5953,-4.4479,15.4316,,
9.5659,36.6364,6.692,-1.6118,13.816,33.532,,
9.1123,36.5587,6.725,-1.597,-2.2168,28.8285,,
9.0718,36.5063,6.7142,-1.6174,11.133,42.866,,
5.0195,5.4571,12.3579,-1.5501,11.0572,42.8438,,
9.1,37.0,12.1398,-1.3842,11.2525,42.8003,,
9.1486,36.8828,12.5,-1.3333,11.0277,42.903,,
9.4102,36.524,12.3792,-1.5436,11.2395,42.8876,,
4.6901,6.3206,10.7,-5.217,11.1875,43.0572,,
14.3328,33.8431,10.3167,-5.4167,11.0058,42.9624,,
4.5346,6.4048,10.6333,-5.2167,11.3082,42.9294,,
8.9203,36.5842,10.616,-5.116,11.3103,42.9294,,
9.9749,9.5058,10.632,-4.5576,12.483,23.2597,,
9.1597,36.955,10.6487,-4.7899,14.2662,36.6318,,
,,10.6308,-4.8046,14.8841,33.4453,,
14.267,33.216,10.2833,-4.9166,8.4167,47.1667,,
14.2964,33.1634,10.6522,-4.8247,9.4571,48.1115,,
7.4401,36.4402,6.7054,-1.6142,9.4979,49.0523,,
7.8562,36.5886,10.551,-5.083,8.12,47.766,,
7.6565,36.777,13.2236,-3.4167,8.2414,47.2261,,
7.606,37.285,6.6904,-1.5827,9.0012,46.6569,,
4.9874,5.6728,12.463,-3.466,2.3981,44.8229,,
8.587,36.4856,6.6781,-1.545,2.7988,45.0926,,
8.5803,36.4299,6.7096,-1.5992,1.4004,43.9978,,
8.15,35.5333,12.333,-1.451,1.7342,44.4507,,
14.3436,33.987,12.3608,-1.5245,1.8541,44.7079,,
8.4833,36.3167,13.53,-15.52,5.6502,-0.1887,,
8.5772,36.5206,13.551,-15.701,1.7728,44.6286,,
5.3754,39.4844,13.311,-14.233,5.6554,-0.1913,,
8.5858,35.4958,12.36,-1.52,5.655,-0.1871,,
7.7049,36.9345,13.355,-13.9831,5.6473,-0.1884,,
8.7472,38.9704,13.3256,-14.06,1.767,44.516,,
7.6836,38.6091,12.5,-1.584,1.7546,44.6418,,
8.6163,39.0941,12.4477,-1.3092,1.8079,44.6935,,
8.5,39.2,12.1997,-1.4057,1.7785,44.6585,,
8.053,38.727,13.2796,-16.5895,1.7893,44.6744,,
14.0859,35.3429,6.25,-1.5,1.7506,44.6301,,
14.052,35.293,6.2987,-1.5238,1.8933,44.819,,
8.554,39.123,6.1933,-1.6581,1.72,44.7,,
13.47,-7.2,6.9336,-1.5561,9.3651,45.5081,,
8.615,39.0972,6.7984,-1.0822,1.694,44.747,,
13.5667,35.95,7.3785,-1.3617,9.4016,45.5102,,
13.8667,-7.2833,12.3836,-1.5439,5.6169,-0.2332,,
8.744,38.989,6.6994,-1.6713,8.228,-1.638,,
13.7833,-7.25,6.6921,-1.6287,5.6891,-1.2715,,
7.72,38.6502,6.7103,-1.6219,5.1012,-1.291,,
9.0119,39.9311,11.67,-4.38,5.1364,-1.2693,,
13.7833,-7.1333,-18.167,24.466,5.1199,-1.2639,,
7.203,38.772,-21.4833,27.4833,5.108,-1.2963,,
8.15,38.631,-1.319,36.7459,5.1086,-1.2869,,
7.926,38.6098,7.3633,2.5998,5.1128,-1.2594,,
10.084,10.349,-0.1833,34.3833,9.332,45.5026,,
6.1689,7.0718,-0.1,34.2667,5.1315,-1.2795,,
6.1426,7.0744,-0.1034,34.1684,5.1022,-1.2838,,
7.1264,38.4792,0.0024,34.0797,5.1371,-1.2428,,
8.55,39.2667,-0.028,34.074,5.1103,-1.2773,,
6.2101,7.0741,-0.329,34.32,9.4572,45.5273,,
7.7668,38.6881,6.6307,2.6907,5.1035,-1.2825,,
14.12,36.08,-1.3145,36.7909,9.3779,45.63,,
14.22,36.22,-0.1377,34.1642,5.1,-1.4667,,
6.2018,7.0496,-0.2427,34.2949,9.4118,45.5116,,
13.65,-7.2667,6.6243,2.6855,5.0556,-1.4942,,
8.4167,39.0167,-0.0722,34.3796,5.9079,-0.1473,,
14.1766,-7.4325,-0.1283,34.3784,5.9131,-0.9876,,
6.2665,7.05,-0.5893,34.7488,6.0945,-0.2609,,
7.6167,38.6667,6.7037,2.7794,6.1036,-0.0106,,
7.6645,36.8762,6.6766,2.7187,5.5977,-0.1859,,
7.634,37.322,-0.7334,34.798,8.2473,-1.6218,,
7.629,36.8423,-0.7344,34.8464,1.751,44.749,,
9.8,38.7333,6.6538,2.7289,,,,
9.881,38.4662,-1.3772,36.751,9.4667,46.8333,,
9.2833,38.8,-1.3264,36.6926,9.9276,47.2154,,
,,-1.1833,36.9167,5.6554,-0.235,,
7.629,37.318,-4.0431,39.6493,8.4128,48.4864,,
7.626,37.311,-3.4955,37.6826,8.405,48.4864,,
9.7,38.3833,-3.3914,37.7307,5.6387,-0.235,,
5.132,6.3004,-3.47,37.7,8.4855,49.5685,,
7.5796,36.7225,-4.283,12.45,8.5164,49.4203,,
7.6766,36.7988,-3.1988,37.7503,5.6823,-0.1645,,
7.663,37.343,-3.4334,37.6867,7.9608,49.1606,,
7.9167,37.3333,-3.37,37.7,,,,
7.722,36.984,-3.4169,37.6812,5.6683,-0.1566,,
7.8607,36.0814,-3.3974,37.708,7.9153,48.6492,,
7.63,37.297,-3.4366,37.6868,7.2086,47.4407,,
7.7443,36.8051,-3.4826,37.6844,7.1745,47.2431,,
14.4112,33.4612,-3.1974,37.7527,7.3486,47.6208,,
9.7928,38.6991,-3.4118,37.6921,5.6833,-0.1667,,
8.7772,38.6546,-2.4185,40.3991,5.6478,-0.2522,,
8.5595,37.9917,-2.2688,40.1127,0.7842,41.6587,,
8.826,38.7294,-1.2625,37.3543,1.1576,42.4687,,
8.5145,37.972,-1.2441,37.4052,5.6539,-0.2079,,
8.5552,38.7197,-2.582,38.142,0.5167,42.9,,
8.6169,37.9666,4.2414,36.8502,5.7142,-0.1448,,
9.3352,38.6943,-1.2999,36.9166,5.7589,-0.1612,,
8.6394,37.9446,-0.5794,34.7991,5.599,-0.1799,,
14.3063,33.2014,7.011,2.623,10.7652,48.1064,,
9.4333,38.65,6.3814,2.4562,10.6699,48.6267,,
9.5667,38.8333,6.3819,2.4666,2.1333,45.1,,
14.2942,33.2167,-0.0916,34.7848,2.1296,45.0359,,
9.3667,38.7667,-0.0992,34.8459,2.1234,45.0241,,
9.799,38.732,-0.0397,34.6337,5.6508,-0.1916,,
14.4696,33.1262,-0.1069,34.5148,2.2383,45.1397,,
7.6016,36.7254,-0.1384,34.7509,2.2509,45.0591,,
7.651,37.284,,,2.1371,45.1203,,
8.2167,37.5833,-0.1001,34.5659,2.1466,45.0744,,
7.697,37.32,-0.1363,34.5716,2.1437,45.1163,,
7.9206,37.4356,-0.0678,34.7544,2.251,45.134,,
14.249,33.567,-0.0718,34.7435,2.1985,45.0558,,
7.663,37.257,-0.1052,34.544,2.1466,45.1189,,
7.67,37.27,-0.0798,34.678,2.0483,44.8981,,
5.0695,5.8986,-0.1178,34.5406,2.3248,45.2993,,
14.134,33.749,-0.0696,34.7463,2.1618,45.3506,,
8.04,36.504,-0.1509,34.5504,2.2794,45.1888,,
15.0095,-10.2517,-0.1091,34.5258,2.8582,45.4109,,
7.655,37.33,-0.147,34.743,2.9137,45.5614,,
7.656,36.85,-0.1602,34.5125,5.6011,-0.199,,
7.4418,36.4099,-0.0447,34.7151,2.7667,45.5167,,
7.683,37.279,-0.0333,34.7833,2.967,46.55,,
5.024,5.8192,-0.1626,34.5292,2.5085,45.4857,,
7.5953,36.7294,-0.0601,34.7965,2.6128,45.5035,,
7.68,36.837,-4.117,39.631,10.7818,48.0869,,
7.45,36.4167,-0.1107,34.6182,9.8881,45.1648,,
8.0007,36.6818,6.5625,2.5853,-0.2485,34.8835,,
7.6333,37.25,-0.5877,34.7325,8.3602,-1.5671,,
7.7008,36.9796,6.4235,2.5846,6.6906,-1.6494,,
7.5623,36.7179,6.38,2.707,,,,
4.968,6.134,6.382,2.4544,13.335,-14.017,,
7.672,37.343,6.379,2.7008,-25.5597,31.6378,,
7.6505,36.8659,6.4241,2.5478,-28.3333,32.3333,,
7.692,37.362,6.4304,2.6164,,,,
7.6778,36.8089,6.4341,2.5977,,,,
7.714,36.988,6.43,2.64,,,,
7.438,36.38,6.513,2.627,-26.6609,30.7857,,
7.621,37.329,6.511,2.616,13.4195,-15.232,,
7.5807,36.6832,6.509,2.605,,,,
7.8127,36.704,6.573,2.526,13.601,-15.401,,
7.699,37.339,6.57,2.542,,,,
4.8749,5.7751,6.5333,2.55,13.4593,-15.5387,,
7.0287,38.0864,6.5843,2.5494,,,,
18.5057,31.8179,6.582,2.552,13.4402,-15.5799,,
12.404,-15.924,6.6214,2.5891,6.6614,-1.6706,,
12.083,-15.834,-0.4911,34.5019,13.5432,-14.0564,,
0.183,34.933,-0.6402,34.4792,13.197,-16.3632,,
-21.2873,47.5442,-0.5308,34.5197,13.3081,-14.0117,,
-21.2865,47.5448,-0.1165,34.5131,13.478,-16.531,,
0.2667,35.1333,-17.8029,25.1518,13.2078,-16.3437,,
0.213,35.124,-4.0402,39.6027,13.2668,-16.6586,,
-21.283,47.466,-4.06,39.6532,13.7471,-15.0991,,
14.7062,-17.2546,4.8881,-1.9643,-27.5667,32.2833,,
0.2167,35.2333,-22.2444,28.989,6.6772,-1.5839,,
14.6909,-16.4509,-21.969,28.427,13.586,-15.5766,,
14.734,-15.983,-22.484,28.75,6.7068,-1.6301,,
9.4,9.698,7.5144,2.0714,9.7159,45.266,,
14.467,-16.3,5.5667,-2.0167,6.7055,-1.6142,,
-21.2395,47.3939,5.2833,-2.0167,6.7023,-1.6134,,
13.937,-16.7625,10.8366,-14.2479,6.6541,-1.6237,,
0.207,35.043,10.9215,-14.2296,13.7485,-15.0837,,
14.1617,-16.7243,-20.4707,24.5094,13.545,-15.6816,,
14.7252,-17.273,10.9344,-14.37,13.6875,-14.843,,
14.7432,-17.2886,9.5555,-13.6614,9.5614,44.0658,,
14.7542,-17.4037,9.5494,-13.6566,6.732,-1.6064,,
14.7437,-17.3777,9.5144,-13.7105,13.5465,-15.3065,,
14.76,-17.3509,9.5794,-13.6593,9.674,43.476,,
-19.636,46.33,9.5091,-13.7074,9.7545,43.4626,,
14.7607,-17.362,9.6584,-13.5317,9.6848,43.6852,,
-19.7683,46.69,9.6718,-13.5581,9.5742,44.0458,,
14.7196,-17.2846,9.6739,-13.5453,9.3897,43.5208,,
14.7701,-17.366,10.1325,-10.7441,6.907,-1.2689,,
-21.199,47.483,9.5797,-13.6377,10.1825,45.5591,,
-1.5,35.5,7.0735,0.2752,10.3498,45.4376,,
0.0712,34.8581,7.0815,0.2882,10.1849,44.82,,
-0.0046,34.7445,-21.419,25.592,8.2825,-1.5986,,
0.15,35.2333,-23.0308,27.529,8.3466,-1.568,,
14.7454,-17.365,-22.389,26.709,7.3992,-1.9568,,
1.1411,34.7028,-22.932,27.464,9.7059,44.2147,,
14.7343,-17.4153,-21.024,24.359,9.7664,44.691,,
-21.55,47.517,-23.4033,26.6462,13.551,-14.0267,,
-21.741,48.041,-20.2166,26.1833,9.6926,44.3535,,
-2.0464,36.2134,-20.2156,24.1309,9.5656,44.0686,,
-22.1833,48.0,-20.658,26.647,9.581,44.1793,,
-21.134,48.382,-22.549,26.181,9.9516,44.6931,,
-20.934,48.133,-22.682,27.616,9.542,44.0761,,
13.634,-16.3,-22.278,28.752,,,,
-21.2167,48.3333,-21.0,27.3333,,,,
-21.811,47.836,10.7833,-0.85,,,,
0.4764,35.9998,10.7167,-0.8,,,,
0.3333,36.0333,-22.9964,27.9384,,,,
-21.25,48.3,-21.882,27.75,,,,
0.3552,36.0643,-23.198,27.5,,,,
13.7121,-16.41,10.7333,-1.2833,,,,
-20.45,48.45,-21.1179,24.4328,,,,
0.395,36.0167,7.098,0.3531,,,,
0.467,35.983,-22.8133,27.7423,,,,
0.14,35.114,10.144,-10.7498,,,,
-0.3,35.05,9.966,-10.697,,,,
-0.3923,35.0636,9.2748,-9.9989,,,,
14.334,-16.301,9.2089,-10.0695,,,,
9.2351,9.7233,-3.7058,39.8149,,,,
0.2074,35.1298,-3.9001,39.7315,,,,
-0.6601,36.3827,-3.95,39.7444,,,,
14.018,-16.766,-3.552,39.7783,,,,
0.2989,37.3941,-3.533,39.815,,,,
13.683,-16.35,-4.1235,39.2847,,,,
0.267,36.049,-4.649,39.183,,,,
0.2,35.7667,-4.583,39.166,,,,
13.7172,-16.2414,-4.4886,39.459,,,,
-0.382,35.015,-4.38,39.4724,,,,
-0.2117,35.3544,-4.3955,39.4822,,,,
-0.1846,35.1149,-4.449,39.467,,,,
-0.218,35.2002,-4.183,39.533,,,,
-22.02,47.97,-2.3578,40.6166,,,,
0.3689,36.0165,-2.3035,40.7027,,,,
14.7578,-17.3718,-3.1578,40.0806,,,,
14.7629,-17.4148,-3.0242,40.1683,,,,
-16.1073,47.4907,-3.1065,40.1486,,,,
-16.0963,47.644,-3.1491,40.1292,,,,
-15.5833,48.8167,-3.187,40.027,,,,
0.1166,34.6333,-3.1732,40.0263,,,,
0.0094,34.6077,-3.66,39.7841,,,,
0.1,34.7667,-3.9365,39.6514,,,,
0.0332,34.6269,-3.9,39.783,,,,
0.5333,34.25,-3.6216,39.7434,,,,
-19.617,47.133,9.28,-10.03,,,,
-19.883,46.899,9.2943,-10.1479,,,,
0.6328,34.2694,10.4082,-9.2189,,,,
-20.1167,46.6667,10.464,-9.4512,,,,
-19.58,46.37,10.2916,-9.3629,,,,
-20.101,46.715,11.3564,-12.376,,,,
0.7167,34.35,11.2847,-12.3591,,,,
14.7083,-17.4605,11.4136,-12.2837,,,,
0.008,34.6716,8.48,-9.53,,,,
0.005,34.74,6.7364,2.6581,,,,
14.6701,-17.4357,11.8,-15.7439,,,,
-15.6956,47.6849,11.2232,-15.8738,,,,
0.0268,34.7011,11.4665,-15.9308,,,,
0.108,34.7699,11.1553,-16.1403,,,,
0.139,34.849,-0.6502,37.3014,,,,
0.1,34.8167,-0.683,37.333,,,,
-16.0202,47.3805,-0.6245,37.2668,,,,
0.1,34.7667,-0.667,37.317,,,,
0.0371,34.5808,-0.6895,37.3407,,,,
14.7111,-17.4527,-0.6937,37.3561,,,,
14.6716,-17.4413,6.6313,2.6502,,,,
0.0368,34.6726,-3.85,39.733,,,,
-15.5645,47.6685,-0.1267,34.7575,,,,
0.1528,34.8909,11.403,-4.372,,,,
14.6832,-17.453,8.0191,38.2917,,,,
14.7758,-17.3461,5.051,-5.783,,,,
14.7244,-17.463,5.968,-5.532,,,,
-19.5246,46.5524,4.3806,18.6062,,,,
14.7894,-17.3663,4.3612,18.555,,,,
0.7737,34.6931,8.408,20.655,,,,
0.784,34.716,7.767,20.216,,,,
14.7932,-17.3353,7.734,-5.101,,,,
14.7455,-17.32,7.9523,-4.9182,,,,
14.76,-17.3885,7.723,-5.0403,,,,
-19.5858,46.658,5.05,-5.8,,,,
14.756,-17.3934,7.683,-5.0962,,,,
14.7637,-17.3966,8.506,-5.31,,,,
14.7722,-17.3217,8.5827,-5.3028,,,,
14.7819,-17.3643,4.0924,9.3135,,,,
3.1,35.6333,4.283,9.399,,,,
4.3762,35.5516,4.015,9.193,,,,
14.7877,-17.3437,4.4115,9.3156,,,,
-19.854,46.814,4.234,8.983,,,,
0.5,34.1306,8.6215,-3.9152,,,,
0.1,34.05,-5.783,17.416,,,,
0.3053,34.6056,8.577,-5.208,,,,
-19.824,46.498,5.0471,-5.7956,,,,
-19.6097,46.4398,5.028,25.141,,,,
14.7554,-17.469,5.742,19.422,,,,
14.7767,-17.3834,5.2784,-4.3511,,,,
14.784,-17.3816,5.884,-4.817,,,,
-20.18,46.9,5.8833,-4.8167,,,,
14.7651,-17.4218,4.7833,18.3667,,,,
14.7869,-17.3765,6.9192,-5.5347,,,,
0.1712,34.7606,4.4271,18.5478,,,,
0.15,34.75,4.3294,18.5388,,,,
0.168,34.753,6.9227,-5.5762,,,,
14.7727,-17.4063,6.54,-7.92,,,,
8.8269,9.6424,6.565,-7.752,,,,
0.148,34.589,6.545,-7.632,,,,
0.4531,34.8374,5.822,15.217,,,,
,,6.5525,-7.9364,,,,
,,5.871,-7.455,,,,
-0.405,34.1933,5.95,-7.468,,,,
0.0556,34.2871,6.566,-7.799,,,,
-0.0342,34.277,6.543,-7.598,,,,
0.078,34.5514,5.114,24.458,,,,
0.1111,34.527,6.4968,-4.6163,,,,
0.1201,34.5278,9.294,-5.671,,,,
0.1064,34.5401,4.6356,21.9181,,,,
0.0492,34.2471,-5.85,17.3833,,,,
-0.015,34.348,-5.317,19.983,,,,
-0.0183,34.3036,4.166,9.298,,,,
0.0401,34.3221,0.1373,18.7917,,,,
0.0333,34.2,2.3765,9.9965,,,,
12.633,-15.5,-4.3976,15.3138,,,,
13.3698,-15.5175,-4.4131,15.3975,,,,
13.4356,-13.7718,5.9658,11.2253,,,,
13.0063,-15.6222,5.301,9.9,,,,
-0.0036,34.4831,5.883,10.383,,,,
-0.0236,34.2755,6.822,10.6701,,,,
0.1146,34.5163,-4.4221,15.4291,,,,
0.1044,34.5328,-4.4032,15.3936,,,,
0.1061,34.5273,8.4668,13.2999,,,,
-0.01,34.4024,-4.3575,15.3204,,,,
0.2348,34.3393,0.128,29.288,,,,
-0.0053,34.1887,8.517,13.116,,,,
0.0554,34.2705,1.4333,30.0333,,,,
0.1188,34.5049,0.525,25.1901,,,,
0.0673,34.4597,0.1949,25.5291,,,,
12.5332,-15.7277,8.5,13.1,,,,
0.1168,34.5197,11.1516,42.7122,,,,
0.1203,34.5221,9.3861,13.5013,,,,
0.214,34.38,9.4249,13.3867,,,,
-0.0141,34.5151,11.1681,42.8831,,,,
0.1109,34.5111,-4.363,15.3949,,,,
0.1111,34.5032,5.122,-5.233,,,,
12.6719,-15.5644,-4.3645,15.2858,,,,
0.1,34.48,-4.35,15.31,,,,
0.0596,34.2839,-0.0687,18.1696,,,,
-0.4303,34.549,-0.166,18.233,,,,
15.2731,-14.8441,-5.9541,22.4677,,,,
15.3052,-14.9089,-4.463,23.757,,,,
15.25,-14.8333,-3.5242,23.5963,,,,
15.2333,-14.7833,2.2834,11.2983,,,,
15.3167,-14.8667,-9.799,25.583,,,,
15.3169,-14.9334,-4.4103,15.4083,,,,
15.2922,-14.8786,-4.415,15.4291,,,,
