x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10],z[11],z[12],z[13],z[14],z[15],z[16],z[17],z[18],z[19],z[20],z[21],z[22],z[23],z[24],z[25],z[26],z[27],z[28],z[29],z[30],z[31],z[32],z[33],z[34],z[35],z[36],z[37],z[38],z[39],z[40],z[41],z[42],z[43],z[44],z[45],z[46],z[47],z[48],z[49]
162152000,,-69.4731,-71.4383,-69.3488,-72.0378,-74.1478,-72.2763,-72.8797,-72.9461,-73.3428,-71.7521,-73.4331,-74.4143,-72.7654,-70.8888,-75.3706,-73.4678,-72.8653,-72.2355,-72.3582,-72.1672,-72.4135,-71.0904,-70.6346,-71.8883,-72.4718,-73.4457,-70.5483,-84.3745,-73.803,-72.8803,-75.0845,-73.6413,-70.8121,-72.5576,-71.705,-73.4666,-72.1314,-70.7899,-72.3386,-72.6727,-71.8538,-71.3966,-71.7058,-74.6643,-71.5487,-71.4677,-77.4623,-71.1171,-71.8434,-72.993
162156000,,-68.4237,-69.1221,-68.8899,-69.8878,-71.6362,-70.3747,-71.1112,-70.1145,-69.9105,-70.0671,-72.195,-73.1486,-71.6813,-69.4591,-75.8738,-71.8167,-71.5288,-71.8038,-71.5186,-70.2809,-70.7655,-72.0607,-70.6785,-70.825,-72.3396,-71.3391,-69.646,-82.8968,-71.0307,-70.7736,-74.212,-71.9156,-68.7905,-70.3631,-70.1281,-72.218,-70.037,-70.5679,-70.7435,-70.3595,-70.2167,-69.8889,-70.8586,-72.0609,-69.7727,-69.6305,-76.1712,-70.204,-70.299,-72.7214
162160000,,-67.1447,-66.9284,-66.9965,-67.3844,-69.4658,-68.6728,-68.5559,-69.3416,-67.7426,-68.6186,-70.9213,-70.2951,-69.9816,-68.8015,-73.6831,-69.1041,-69.9342,-68.4636,-69.1928,-68.0383,-69.5869,-71.3756,-69.6552,-69.1017,-70.5089,-69.7829,-68.3352,-81.7448,-70.002,-69.4291,-73.2875,-71.2632,-68.8091,-68.9299,-68.6891,-70.5217,-69.1274,-68.5107,-69.4327,-68.8881,-68.743,-69.167,-69.0302,-68.3827,-68.2521,-68.3989,-74.5587,-69.4983,-68.3502,-70.9953
162164000,,-68.4976,-68.0833,-67.5194,-68.9619,-70.2181,-71.3134,-68.9977,-71.7669,-68.8377,-70.8597,-74.0173,-70.7003,-71.7267,-69.7739,-74.6283,-70.8747,-72.0335,-71.1064,-71.1613,-69.6581,-71.3665,-70.4273,-71.0188,-70.108,-71.5595,-72.7356,-69.4382,-82.8027,-72.2469,-71.948,-72.9896,-71.4069,-71.195,-70.1973,-69.7623,-70.2829,-70.2642,-70.5883,-71.0232,-69.6802,-71.2448,-69.9966,-70.3328,-70.3885,-70.1404,-69.3882,-76.3334,-71.6232,-71.0897,-70.0693
162168000,,-65.9754,-65.9124,-66.491,-68.2717,-65.7693,-68.4743,-69.345,-69.4882,-66.1511,-67.3052,-73.7809,-68.5649,-66.7964,-69.9246,-74.4907,-68.2953,-65.8402,-66.3176,-67.5843,-68.312,-67.0029,-66.4425,-67.3417,-67.86,-68.2937,-70.0168,-67.871,-81.1092,-68.8158,-69.8499,-69.0473,-66.8134,-70.6374,-68.9598,-68.8578,-67.4998,-66.0975,-65.9372,-69.8118,-65.5274,-68.179,-67.833,-67.9174,-67.0826,-65.9661,-66.2404,-72.5742,-68.3678,-72.5224,-68.1357
162172000,,-66.6663,-66.1183,-67.0614,-68.9655,-66.3863,-68.6546,-70.4828,-69.901,-66.6725,-67.5326,-73.5497,-69.1734,-66.9803,-71.2088,-75.1338,-68.307,-66.1164,-66.7635,-68.3889,-69.7348,-67.5117,-66.9194,-67.5238,-68.7284,-67.9995,-69.3859,-68.7036,-80.6012,-68.4733,-69.0828,-69.7417,-66.7856,-71.0094,-69.0458,-69.243,-68.9523,-66.37,-66.1228,-69.4037,-65.8036,-67.8404,-68.9911,-67.8287,-67.1642,-66.5837,-66.3338,-72.9386,-69.1544,-72.063,-68.7226
162176000,,-70.6027,-68.5009,-68.3942,-71.2574,-71.2598,-70.5527,-70.226,-70.7906,-69.5551,-71.6627,-73.2613,-72.486,-71.1066,-70.4602,-77.6532,-72.051,-71.707,-71.1,-71.7063,-71.3193,-71.4983,-69.9224,-70.2343,-71.0616,-68.6252,-70.8548,-71.0782,-83.753,-71.4678,-69.5265,-73.4135,-70.8493,-69.7259,-70.7169,-71.0637,-72.8512,-70.2702,-70.156,-70.6351,-70.5261,-70.3353,-72.5564,-70.4581,-71.1008,-69.936,-70.0319,-76.926,-71.1118,-70.4482,-69.9013
162180000,,-71.1599,-68.9592,-68.6141,-71.7513,-71.3921,-71.2326,-70.6925,-70.1558,-70.3988,-71.4866,-73.4365,-71.4475,-71.5529,-70.4493,-77.2723,-72.3596,-71.1348,-70.2068,-71.2988,-70.4808,-70.7194,-69.7336,-72.0174,-71.2387,-69.1444,-70.9905,-70.5985,-83.7616,-71.8845,-70.8042,-73.2041,-73.6312,-68.7279,-70.5632,-72.4087,-71.9158,-72.0035,-69.7991,-71.7846,-70.8724,-71.1347,-71.3103,-70.9338,-70.704,-70.5951,-69.9559,-75.1256,-70.6365,-70.5678,-70.0672
162184000,,-70.2669,-69.7129,-70.539,-71.7574,-70.7958,-70.0824,-70.5486,-73.0873,-71.083,-71.8641,-73.136,-70.6082,-70.3191,-70.6631,-77.0129,-70.7821,-70.076,-69.3923,-70.9862,-70.2568,-69.3679,-70.2879,-72.7437,-70.7597,-70.9752,-70.5695,-70.0984,-83.4405,-73.3015,-71.5283,-75.2597,-73.5861,-70.7236,-69.8415,-72.2147,-70.4104,-71.3444,-70.3057,-70.5742,-72.072,-70.1394,-71.6514,-71.7575,-70.4244,-71.3457,-70.6892,-74.3812,-73.2443,-71.3768,-70.0338
162188000,,-70.8974,-70.1162,-70.3734,-73.8382,-70.0333,-70.0803,-72.3124,-74.518,-70.8391,-70.9792,-73.8344,-71.2635,-70.5888,-71.1595,-77.9099,-72.2263,-70.7987,-70.5645,-70.4253,-71.4396,-70.3728,-71.2789,-72.3259,-71.2282,-72.0534,-70.5483,-69.8264,-84.4226,-73.8625,-73.0505,-74.2623,-72.2849,-72.2037,-71.4489,-71.8039,-71.0991,-69.9164,-71.1658,-71.4673,-72.7727,-71.8594,-70.7578,-71.8958,-71.6289,-71.7659,-71.7608,-74.6719,-72.6308,-70.7227,-70.5019
162192000,,-71.3759,-68.5154,-69.8356,-71.8537,-71.8489,-71.1493,-72.7027,-73.196,-71.6851,-70.9224,-75.2617,-73.0506,-71.5232,-72.3528,-77.6139,-73.1548,-71.7196,-71.818,-70.9316,-71.4679,-71.1141,-71.4627,-74.1089,-72.0926,-71.4702,-72.5548,-70.2952,-84.527,-72.7982,-73.217,-74.3489,-72.1486,-71.9949,-73.193,-70.8409,-71.7887,-70.9379,-70.1474,-71.9583,-70.7137,-71.491,-70.6858,-71.3285,-72.0291,-72.134,-71.6336,-76.6687,-73.5385,-70.521,-71.9292
162196000,,-69.5763,-67.7445,-70.9926,-69.5847,-71.0992,-72.5996,-72.5149,-71.892,-71.6526,-72.1616,-76.089,-72.3792,-70.9327,-73.0614,-77.0721,-73.0346,-71.1397,-72.3868,-70.3948,-70.3024,-70.8296,-71.616,-73.4379,-71.1409,-72.135,-72.2627,-71.1793,-84.023,-73.3086,-74.0045,-73.2104,-73.2054,-71.7171,-72.9247,-71.0784,-71.3393,-69.9693,-72.0896,-72.1223,-71.7634,-71.5332,-70.2219,-70.8601,-71.3373,-72.0535,-72.0279,-78.9324,-73.4127,-71.5926,-72.9449
162200000,,-68.5058,-68.1833,-70.4533,-69.6826,-70.0781,-71.5546,-72.7445,-71.4075,-72.343,-72.0889,-74.215,-71.7581,-71.5179,-72.9391,-76.2636,-72.6046,-71.3476,-71.6169,-69.901,-70.2134,-69.9605,-71.3105,-71.4809,-70.0319,-71.8945,-71.5843,-71.9691,-84.1531,-73.7319,-73.5229,-74.0202,-71.7064,-70.9696,-71.7556,-69.8492,-69.9697,-69.4663,-70.4902,-71.4152,-71.1087,-72.1451,-69.7571,-70.414,-72.1993,-71.8981,-70.5431,-78.073,-71.6946,-72.1187,-72.1252
162204000,,-69.0392,-69.1418,-69.9165,-71.2113,-71.645,-71.9709,-71.6809,-72.3009,-73.0672,-72.3858,-74.2892,-71.187,-72.5112,-72.3267,-75.6932,-72.2059,-73.153,-72.4011,-71.4378,-72.7474,-71.1255,-70.7698,-70.8059,-71.8056,-71.4259,-72.2279,-72.0588,-84.1454,-73.18,-72.3137,-74.9602,-71.9503,-70.8274,-72.0423,-70.4523,-70.5779,-70.9283,-70.1839,-71.7798,-71.2587,-72.7991,-71.3275,-71.6492,-72.0414,-73.9812,-71.2368,-76.076,-71.6186,-72.9828,-72.3935
162208000,,-68.914,-70.6377,-70.7437,-72.0077,-71.9046,-72.3429,-71.3756,-71.6298,-73.2469,-71.8593,-73.8459,-72.5255,-72.1236,-73.0402,-76.8559,-72.9023,-71.5557,-72.9016,-72.742,-72.5797,-71.9623,-71.9687,-72.0719,-73.3524,-72.7017,-73.1701,-72.1035,-83.6646,-72.5657,-71.2874,-75.1622,-70.9448,-72.2268,-72.2382,-71.9977,-71.3361,-71.7587,-70.9278,-71.6868,-71.9448,-73.3409,-72.8213,-70.552,-72.3868,-74.3615,-72.493,-77.0399,-72.7717,-72.6635,-73.1215
162212000,,-69.6312,-71.0382,-71.1736,-72.5157,-71.655,-72.8945,-71.988,-72.0483,-71.9651,-71.7284,-76.1045,-72.8985,-72.6416,-73.3341,-77.6382,-72.6616,-71.9257,-72.9344,-72.4503,-72.3872,-72.5502,-73.2286,-73.9076,-73.4819,-72.511,-72.5904,-71.9697,-84.0081,-73.0968,-72.066,-74.3578,-71.4268,-72.299,-72.314,-71.5866,-73.0274,-71.4629,-73.1554,-72.2386,-72.8479,-73.6269,-72.1993,-71.2301,-72.4223,-72.799,-71.6007,-77.8264,-73.6402,-70.6313,-73.5884
162216000,,-69.2411,-69.7957,-69.1979,-71.5752,-70.4109,-70.7813,-73.0277,-70.7162,-71.3216,-70.4608,-74.5657,-71.1373,-71.0117,-71.6348,-77.9199,-70.9053,-73.4114,-71.5876,-70.5517,-71.3864,-70.6612,-72.3702,-71.5865,-71.583,-71.016,-71.5155,-71.0092,-82.5128,-72.3341,-72.199,-74.3993,-73.2157,-71.2076,-71.4534,-70.7259,-72.2649,-71.648,-71.3482,-71.6431,-72.5827,-72.6134,-71.1813,-70.9609,-71.5934,-71.6334,-69.1536,-76.7283,-72.6016,-71.2959,-71.7545
162220000,,-65.9744,-66.5056,-65.532,-67.3497,-67.2479,-67.846,-70.7345,-68.778,-68.0125,-68.2192,-71.3231,-69.0926,-68.9233,-68.2407,-74.0704,-67.8046,-69.6081,-69.291,-68.5008,-69.2854,-68.453,-70.0696,-67.9853,-69.3474,-69.1678,-69.0189,-68.1449,-80.001,-69.7539,-70.5094,-72.2068,-70.3765,-69.6451,-67.7745,-68.8548,-67.9549,-68.6886,-69.3108,-68.6279,-69.2008,-69.5813,-68.3785,-68.5742,-68.3787,-69.4896,-67.6476,-73.283,-69.745,-70.1103,-68.0171
162224000,,-66.779,-68.3678,-67.6693,-69.0014,-68.4839,-69.4358,-70.0962,-70.3954,-69.027,-69.5983,-72.2607,-70.0247,-70.5431,-69.9812,-74.1337,-68.9279,-69.8159,-70.2944,-70.558,-70.1906,-70.003,-70.1526,-69.6888,-71.1086,-71.1855,-69.486,-69.4763,-80.9392,-71.183,-71.5053,-73.4271,-71.6393,-70.8602,-68.2711,-68.6462,-68.696,-70.1755,-72.0684,-69.4019,-69.7514,-68.9414,-69.0362,-67.8561,-69.64,-69.6913,-70.0604,-73.1437,-70.2954,-70.5508,-69.3591
162228000,,-67.3599,-69.7625,-68.3776,-70.7503,-71.1179,-71.0436,-70.5719,-72.1049,-69.5792,-70.3629,-73.2623,-71.9624,-70.2094,-70.5683,-75.5161,-70.3088,-70.7376,-70.0634,-70.336,-70.6927,-71.4907,-69.7517,-70.0727,-70.0293,-71.137,-70.0659,-72.9173,-82.0018,-69.8987,-70.2879,-73.2877,-72.9263,-71.4103,-69.7727,-69.0927,-71.3015,-70.5157,-70.8796,-70.9029,-69.9522,-70.3468,-70.5962,-69.7247,-69.9585,-71.7596,-71.2321,-75.7177,-71.4083,-70.7367,-71.6389
162232000,,-66.7812,-68.3647,-67.3889,-69.5745,-71.9058,-71.8452,-71.5155,-70.958,-69.1197,-69.9266,-72.2826,-71.4007,-70.1952,-70.0576,-76.308,-70.5174,-69.6256,-70.0558,-70.6924,-70.9451,-71.9518,-68.1849,-71.5139,-69.6902,-69.7418,-69.9387,-72.2182,-82.2986,-68.5072,-69.0456,-71.5854,-71.192,-70.4372,-70.0859,-68.6889,-70.3396,-69.7598,-70.8143,-71.1553,-69.2447,-70.1559,-70.6639,-69.7217,-69.2862,-71.7781,-70.3693,-76.9003,-71.248,-71.1433,-71.7531
162236000,,-69.0205,-70.4689,-69.7258,-70.9139,-71.0363,-72.409,-72.3139,-70.8804,-73.3296,-72.3202,-73.8925,-71.9282,-72.8975,-72.3487,-77.9027,-73.0785,-71.4657,-71.9716,-71.0019,-71.0274,-72.2236,-71.8846,-72.657,-71.4623,-71.0649,-72.4352,-72.6057,-84.1008,-72.6191,-72.616,-73.531,-71.4217,-71.2447,-71.843,-72.9345,-71.246,-72.4408,-72.3473,-72.011,-72.8064,-71.1531,-71.9789,-71.5722,-71.9882,-72.4611,-71.4264,-76.7367,-74.55,-73.2387,-71.4935
162240000,,-69.9969,-70.6679,-70.2585,-71.1637,-70.9303,-71.459,-71.5087,-72.3427,-73.8408,-72.5975,-74.1259,-72.747,-73.3377,-72.8675,-79.8011,-73.3089,-72.0778,-71.9407,-71.2621,-71.7571,-71.8204,-72.0003,-72.5663,-71.6482,-71.758,-72.0123,-71.0033,-83.6277,-73.8178,-73.5733,-75.6337,-72.1462,-72.0242,-71.9284,-73.8791,-72.049,-72.6258,-71.7838,-73.0578,-72.8271,-71.0242,-71.5435,-73.2554,-71.9232,-72.9402,-71.9359,-76.7928,-72.8106,-72.9134,-71.9886
162244000,,-69.9342,-69.8149,-69.9224,-72.749,-71.8935,-70.7133,-72.8658,-71.5417,-71.5047,-73.0493,-74.0557,-74.5023,-73.1677,-73.0786,-77.4206,-73.8295,-72.2894,-73.1666,-71.6775,-71.5638,-72.3899,-70.9354,-73.2539,-71.5571,-71.8913,-72.419,-71.4946,-82.3398,-73.6095,-72.4094,-75.223,-72.3191,-70.8469,-74.4141,-72.0452,-72.1224,-71.9453,-71.9118,-72.3624,-70.6268,-71.0087,-70.9831,-73.2657,-72.043,-72.1111,-72.8639,-76.0615,-72.3291,-72.872,-73.0743
162248000,,-68.8188,-70.8317,-70.0081,-73.1855,-71.2268,-71.8776,-73.2908,-70.9445,-70.3794,-73.1354,-73.9729,-74.0044,-72.9298,-73.5391,-76.4888,-73.7006,-71.3012,-72.3004,-71.943,-73.0493,-71.2839,-71.8134,-73.997,-70.8349,-72.408,-72.4142,-72.7465,-83.6817,-74.0557,-73.0025,-76.065,-72.9083,-70.7578,-74.0535,-70.9457,-71.3137,-72.5854,-72.54,-73.2334,-71.1095,-71.0591,-72.2662,-72.0234,-71.9689,-72.8137,-73.1391,-75.6258,-73.1333,-72.8409,-72.2791
162252000,,-69.1826,-69.7427,-70.1162,-73.4572,-70.8871,-71.587,-72.4208,-72.5816,-71.3257,-71.6871,-75.6142,-72.3046,-73.9639,-73.8897,-78.2582,-72.4659,-71.6117,-70.9784,-72.3671,-71.6436,-71.7538,-71.2825,-73.5846,-71.8767,-73.6822,-72.9986,-73.7377,-84.5162,-73.8567,-72.5311,-75.648,-72.2066,-71.6318,-74.2529,-70.312,-71.0293,-72.1482,-73.2565,-73.3654,-72.1578,-72.1577,-71.6078,-71.0396,-70.3881,-72.8851,-71.4693,-76.5981,-72.7762,-72.856,-72.6519
162256000,,-70.085,-69.1385,-70.206,-72.4813,-71.7894,-71.5823,-72.1659,-74.2451,-72.2089,-72.4068,-75.5513,-71.8662,-73.3668,-73.3202,-77.158,-72.6984,-71.6493,-71.003,-72.6955,-71.7132,-71.7857,-72.286,-71.5908,-72.9455,-73.8602,-73.2372,-72.6018,-84.6102,-72.8438,-72.4965,-74.674,-73.4007,-72.2589,-72.9257,-71.4169,-72.0751,-71.4578,-73.7908,-74.0214,-71.7822,-72.5697,-70.4495,-71.5878,-71.0238,-72.5749,-72.879,-76.8203,-72.2788,-72.9356,-72.5361
162260000,,-71.3237,-70.2859,-69.7521,-70.4991,-72.2085,-70.7234,-71.7675,-73.1582,-71.1809,-72.2807,-75.4861,-72.0913,-73.2903,-72.5989,-77.1317,-73.7565,-72.4119,-71.4765,-72.1628,-72.6795,-72.0309,-72.2128,-72.1675,-73.1223,-73.4507,-72.5144,-71.368,-83.975,-73.0846,-72.8402,-73.7414,-72.8395,-72.583,-72.6547,-73.0965,-71.7645,-71.3774,-72.2546,-72.2047,-72.4455,-70.9557,-71.9134,-71.3527,-71.1642,-73.1501,-72.5938,-75.6098,-72.6576,-71.9012,-72.247
162264000,,-71.5991,-70.5085,-69.9305,-71.0502,-71.9071,-72.138,-71.9224,-72.0726,-71.4842,-72.2492,-75.3237,-71.7885,-73.7635,-71.4148,-78.2393,-73.0669,-71.1578,-71.2923,-71.2243,-72.7767,-71.3307,-71.9221,-72.3579,-72.7753,-72.7854,-73.2734,-72.389,-84.1989,-73.3271,-72.7699,-74.1912,-71.1516,-72.3141,-73.221,-72.0085,-70.6583,-71.9123,-71.2451,-71.9696,-71.7268,-70.5384,-72.9501,-71.9791,-72.3914,-73.4929,-71.6199,-75.4305,-72.7327,-72.6473,-73.062
162268000,,-70.3388,-71.6137,-70.221,-72.2491,-72.4472,-72.698,-71.6111,-72.8457,-71.5232,-71.7108,-74.7779,-72.835,-72.8351,-71.7217,-78.5038,-73.7437,-72.1883,-72.3222,-71.4184,-71.8868,-71.9334,-72.3396,-72.2933,-71.6653,-72.8502,-73.4041,-73.0876,-83.6719,-73.0127,-73.0926,-74.9997,-72.1312,-72.6141,-73.3083,-72.5238,-72.767,-72.8817,-71.8005,-73.2377,-71.4511,-71.8534,-72.1092,-72.4319,-73.4664,-72.8819,-72.2912,-77.4075,-73.5469,-71.9221,-71.3945
162272000,,-70.6692,-71.6909,-70.4049,-71.1621,-71.3743,-71.8761,-72.4242,-73.2998,-70.8839,-71.2188,-74.3744,-73.4166,-72.4782,-72.1806,-78.5491,-73.4996,-73.6172,-72.7139,-71.7457,-71.6197,-73.2847,-71.8935,-73.2225,-71.9169,-73.2994,-72.1001,-72.254,-83.3196,-73.5881,-72.1765,-74.902,-74.0835,-73.6291,-72.9347,-71.6001,-72.5507,-71.7962,-72.7396,-72.7152,-72.3097,-71.0157,-72.0845,-73.092,-70.8253,-72.8048,-71.2853,-77.6342,-73.8731,-71.8851,-71.0576
162276000,,-69.8815,-70.6012,-71.1017,-71.2057,-69.9933,-71.249,-72.7272,-72.8482,-71.4475,-72.0337,-74.4447,-72.6641,-72.6273,-71.4106,-76.6028,-73.5581,-72.0685,-72.0086,-71.5332,-70.7774,-71.8749,-71.4756,-72.4431,-71.499,-72.8511,-71.8885,-72.9826,-82.727,-74.455,-71.0338,-74.4565,-73.172,-72.4479,-70.5928,-70.5653,-71.7654,-70.5736,-72.7164,-72.2776,-73.4059,-70.8359,-70.5784,-72.2149,-70.8661,-72.846,-71.6466,-77.3251,-73.0741,-72.1038,-70.9282
162280000,,-66.252,-67.9493,-68.5711,-69.7177,-67.2816,-68.8308,-69.8561,-70.2996,-69.0867,-70.389,-72.3592,-70.456,-69.3652,-69.2229,-73.954,-69.9364,-68.5146,-68.109,-68.421,-69.1131,-68.5982,-69.193,-70.1849,-68.9908,-70.0682,-69.6607,-70.6009,-80.6674,-71.0775,-68.8843,-72.2556,-71.1386,-69.9738,-69.4643,-69.245,-69.3828,-69.1602,-70.1966,-69.8969,-69.5519,-68.7589,-69.657,-68.8822,-68.6376,-70.0984,-68.2989,-73.5369,-70.9264,-69.6903,-69.8852
162284000,,-66.8503,-67.7752,-69.0602,-69.4409,-68.5071,-69.297,-70.6439,-71.0456,-70.0632,-71.0774,-73.3491,-71.3935,-70.0508,-70.1211,-75.4708,-70.425,-69.8693,-69.081,-69.1447,-69.9713,-69.3218,-70.1465,-70.8448,-69.982,-69.9729,-69.3123,-71.0504,-81.6714,-71.953,-69.6982,-72.3237,-71.8914,-71.1107,-70.3035,-70.4172,-70.1349,-69.9717,-70.9656,-70.5524,-70.0775,-70.0417,-70.8027,-70.0055,-69.2037,-70.8936,-69.2283,-74.0966,-71.4018,-70.3575,-70.0502
162288000,,-69.5805,-69.146,-70.7114,-71.6939,-71.9906,-71.7371,-73.2949,-71.5814,-72.351,-73.3195,-74.9115,-72.2761,-72.7237,-72.2152,-76.9387,-72.3331,-72.169,-71.6455,-71.3059,-71.6427,-72.8054,-72.5368,-72.2021,-72.854,-71.8097,-71.1048,-73.1443,-84.0611,-74.8813,-71.799,-74.6968,-74.2742,-72.2277,-72.1733,-72.2303,-73.072,-70.7834,-71.9193,-71.8433,-72.7053,-71.2023,-72.4551,-72.5855,-72.3911,-73.0053,-72.3737,-77.1893,-71.94,-72.4592,-71.2583
162292000,,-69.4589,-70.8072,-70.7409,-71.054,-71.2789,-70.4213,-71.7635,-71.6632,-71.3506,-73.3272,-75.5675,-70.6619,-72.8333,-71.3857,-76.941,-71.8027,-72.1627,-73.0559,-72.1093,-69.712,-71.3785,-72.1927,-71.3173,-72.2359,-71.8671,-71.7684,-72.175,-83.5595,-73.6779,-72.6061,-74.7129,-75.0431,-72.5963,-72.4415,-70.542,-73.2851,-72.1995,-72.3296,-71.9444,-72.6306,-70.538,-71.6773,-71.486,-71.85,-73.5907,-72.2293,-78.404,-72.6949,-72.0608,-71.42
162296000,,-70.1107,-70.4704,-70.6275,-70.777,-70.7648,-70.8009,-71.9822,-72.6557,-71.5881,-72.7514,-75.3522,-71.6421,-73.1395,-70.6969,-76.9978,-72.638,-73.0721,-73.0732,-72.573,-71.58,-71.5649,-73.7281,-72.3426,-72.341,-71.9786,-70.8173,-71.347,-83.6256,-72.9322,-72.877,-75.4792,-73.8686,-73.5115,-71.3905,-70.8568,-72.6688,-71.5836,-71.4055,-72.5579,-73.1156,-71.6996,-72.4248,-71.0289,-71.3621,-73.1199,-71.7057,-77.6637,-74.2451,-72.5415,-72.3987
162300000,,-69.9758,-69.7587,-70.0503,-72.1354,-71.8243,-72.3515,-72.5335,-72.7561,-72.1092,-71.6395,-76.0943,-73.7111,-71.9062,-71.1506,-76.4498,-72.9405,-72.9003,-73.3685,-72.5166,-71.6435,-71.8506,-71.7233,-73.7795,-72.7533,-72.8497,-72.509,-71.843,-83.355,-73.644,-74.2147,-76.1789,-73.194,-72.868,-72.0465,-72.1308,-71.5771,-71.3267,-71.7801,-71.9653,-72.7292,-71.6184,-72.4934,-71.0107,-71.7258,-71.7891,-71.6421,-76.9241,-73.1291,-72.4944,-71.8227
162304000,,-69.2045,-69.8795,-70.6689,-72.3855,-72.7711,-72.0644,-71.7008,-71.7199,-73.8532,-73.2505,-75.1553,-73.3419,-72.0049,-72.0359,-77.709,-72.6975,-74.2268,-72.9324,-71.5164,-70.8621,-72.9567,-72.3919,-73.5333,-72.4282,-72.1263,-73.6537,-72.9039,-83.4765,-75.3766,-72.5992,-76.2002,-73.1996,-72.5768,-72.4391,-73.8491,-72.4833,-71.6446,-72.9728,-72.2895,-71.7037,-71.2604,-73.2925,-72.7796,-72.1406,-72.0515,-72.1805,-77.614,-73.2058,-72.4343,-73.1096
162308000,,-70.5992,-70.1132,-70.3598,-72.4521,-71.782,-72.0003,-72.1931,-72.4901,-73.8742,-73.0056,-73.8256,-71.1158,-71.5026,-71.3012,-77.104,-72.5971,-72.1316,-73.1827,-72.2304,-72.1909,-71.6947,-73.2321,-73.6963,-72.2383,-71.9344,-71.9134,-71.9422,-82.9675,-73.5126,-72.3077,-75.3035,-71.9825,-71.67,-70.9529,-73.7008,-73.6802,-71.0291,-72.1933,-73.5764,-71.8428,-71.4292,-72.3885,-72.8541,-72.2358,-72.541,-70.645,-77.4416,-73.6039,-73.0942,-72.6259
162312000,,-70.8071,-70.001,-71.4512,-71.9132,-71.6127,-72.4234,-72.615,-72.304,-71.3976,-72.5241,-74.0836,-71.9698,-71.5425,-70.5372,-77.4625,-72.0467,-71.703,-73.4935,-71.4412,-72.3671,-71.1679,-73.5042,-72.7356,-73.4931,-71.8022,-71.502,-72.0871,-83.716,-73.4398,-72.1797,-75.1529,-71.3086,-71.5575,-72.1589,-72.0201,-72.6567,-71.786,-72.6247,-72.6405,-71.7932,-71.9348,-72.3166,-72.9974,-71.7719,-72.2774,-70.6198,-77.2846,-72.0169,-72.6852,-72.1612
162316000,,-69.0943,-69.7682,-70.8815,-72.4502,-72.229,-71.736,-72.168,-71.6372,-71.4401,-71.8356,-73.8399,-72.2837,-72.5723,-70.7305,-77.6392,-73.2055,-71.5,-71.8685,-71.1727,-71.7299,-71.8506,-72.9601,-71.1605,-72.1485,-70.5438,-72.0514,-71.7796,-82.7415,-72.646,-70.6721,-74.3937,-71.6268,-71.0611,-72.335,-71.2286,-71.7425,-72.1418,-71.6798,-72.1967,-70.8773,-71.344,-70.9606,-71.4555,-70.6123,-72.9047,-70.686,-77.072,-72.4745,-71.634,-72.1328
162320000,,-69.9774,-69.5874,-68.4885,-71.4904,-71.0784,-69.2487,-70.6891,-71.0805,-71.2614,-70.3089,-72.1564,-71.4536,-71.2782,-71.776,-76.425,-71.2796,-70.6753,-71.7148,-71.5084,-70.8925,-70.9491,-71.6154,-70.4991,-71.125,-70.5006,-71.0206,-70.5614,-82.6168,-72.4294,-70.5556,-75.17,-71.2089,-69.7859,-71.4243,-69.9952,-69.9953,-72.5362,-71.7201,-70.2353,-70.7093,-71.1436,-69.4066,-70.5272,-71.2774,-70.5996,-70.3528,-75.9114,-71.0246,-71.7681,-70.496
162324000,,-70.8018,-69.9005,-68.1684,-70.1751,-70.3537,-68.2995,-70.9994,-70.3532,-70.2232,-69.8412,-72.6451,-70.7775,-71.2694,-71.6832,-76.0533,-71.3523,-70.5858,-72.693,-72.2185,-70.4565,-71.3201,-72.5229,-70.8162,-72.5311,-71.0444,-70.7729,-69.5236,-83.2026,-73.3933,-71.2164,-75.1179,-70.8237,-70.0769,-71.7977,-70.8944,-71.0602,-71.0446,-70.8542,-70.2963,-71.6063,-70.9838,-70.2129,-70.9772,-71.7505,-70.0989,-70.9456,-75.306,-71.4685,-72.6695,-69.9621
162328000,,-70.1523,-69.9221,-71.3071,-71.9793,-70.1953,-70.9473,-72.1332,-71.6125,-71.7945,-71.3008,-75.99,-72.5694,-72.2329,-72.2755,-77.3051,-71.4595,-73.3752,-72.2653,-73.2669,-71.4026,-72.0544,-73.5714,-71.8958,-72.5992,-71.8131,-72.5898,-71.2297,-83.7374,-73.5168,-73.1318,-75.0047,-72.6354,-72.9451,-73.8964,-71.5896,-71.8147,-71.7869,-69.881,-71.9557,-71.9588,-71.9008,-72.272,-73.1832,-72.2021,-72.2349,-71.8977,-76.3365,-73.3417,-73.2107,-72.3013
162332000,,-71.1391,-70.2209,-71.1077,-71.143,-71.3563,-72.1451,-72.8783,-72.5139,-74.1043,-72.9643,-75.1288,-72.7178,-71.6484,-72.1999,-77.6422,-72.4271,-73.6742,-73.0009,-73.2802,-72.4494,-71.5793,-72.418,-73.0907,-70.9255,-71.89,-72.7162,-72.4676,-84.1736,-73.7811,-73.3152,-75.1456,-73.8093,-72.5364,-73.6901,-71.7358,-72.9216,-71.8013,-70.3727,-71.701,-72.2406,-72.4102,-73.5726,-72.6643,-72.2775,-71.8481,-72.9715,-77.2131,-73.9388,-72.711,-72.3263
