"Daily Avg., x; 7 Day Avg., x; 30 Day Avg., x","Daily Avg., y","Daily Avg., text","7 Day Avg., y","7 Day Avg., text","30 Day Avg., y","30 Day Avg., text"
2017-05-23,4.34194,total number = 155<br>5☆ = 107<br>4☆ = 25<br>3☆ = 6<br>2☆ = 3<br>1☆ = 14,4.35829,total number = 155<br>5☆ = 628<br>4☆ = 175<br>3☆ = 40<br>2☆ = 23<br>1☆ = 69,4.46453,total number = 4624<br>5☆ = 3247<br>4☆ = 880<br>3☆ = 148<br>2☆ = 96<br>1☆ = 253
2017-05-24,4.45133,total number = 113<br>5☆ = 80<br>4☆ = 20<br>3☆ = 5<br>2☆ = 0<br>1☆ = 8,4.39055,total number = 113<br>5☆ = 598<br>4☆ = 153<br>3☆ = 37<br>2☆ = 18<br>1☆ = 62,4.47714,total number = 4703<br>5☆ = 3318<br>4☆ = 896<br>3☆ = 151<br>2☆ = 91<br>1☆ = 247
2017-05-25,4.46429,total number = 112<br>5☆ = 81<br>4☆ = 17<br>3☆ = 5<br>2☆ = 3<br>1☆ = 6,4.40854,total number = 112<br>5☆ = 577<br>4☆ = 136<br>3☆ = 32<br>2☆ = 15<br>1☆ = 60,4.48274,total number = 4779<br>5☆ = 3381<br>4☆ = 908<br>3☆ = 152<br>2☆ = 92<br>1☆ = 246
2017-05-26,4.37984,total number = 129<br>5☆ = 90<br>4☆ = 22<br>3☆ = 4<br>2☆ = 2<br>1☆ = 11,4.3891,total number = 129<br>5☆ = 565<br>4☆ = 133<br>3☆ = 31<br>2☆ = 14<br>1☆ = 64,4.49043,total number = 4859<br>5☆ = 3450<br>4☆ = 922<br>3☆ = 152<br>2☆ = 90<br>1☆ = 245
2017-05-27,4.5,total number = 66<br>5☆ = 52<br>4☆ = 7<br>3☆ = 0<br>2☆ = 2<br>1☆ = 5,4.40576,total number = 66<br>5☆ = 540<br>4☆ = 125<br>3☆ = 27<br>2☆ = 13<br>1☆ = 59,4.49459,total number = 4899<br>5☆ = 3489<br>4☆ = 925<br>3☆ = 150<br>2☆ = 89<br>1☆ = 246
2017-05-28,4.35714,total number = 56<br>5☆ = 39<br>4☆ = 9<br>3☆ = 2<br>2☆ = 1<br>1☆ = 5,4.41463,total number = 56<br>5☆ = 525<br>4☆ = 119<br>3☆ = 25<br>2☆ = 13<br>1☆ = 56,4.50183,total number = 4908<br>5☆ = 3504<br>4☆ = 928<br>3☆ = 149<br>2☆ = 89<br>1☆ = 238
2017-05-29,4.33708,total number = 89<br>5☆ = 57<br>4☆ = 18<br>3☆ = 5<br>2☆ = 5<br>1☆ = 4,4.4,total number = 89<br>5☆ = 506<br>4☆ = 118<br>3☆ = 27<br>2☆ = 16<br>1☆ = 53,4.50737,total number = 4953<br>5☆ = 3541<br>4☆ = 940<br>3☆ = 149<br>2☆ = 90<br>1☆ = 233
2017-05-30,4.49474,total number = 95<br>5☆ = 68<br>4☆ = 14<br>3☆ = 8<br>2☆ = 2<br>1☆ = 3,4.42727,total number = 95<br>5☆ = 467<br>4☆ = 107<br>3☆ = 29<br>2☆ = 15<br>1☆ = 42,4.51228,total number = 5007<br>5☆ = 3587<br>4☆ = 947<br>3☆ = 154<br>2☆ = 89<br>1☆ = 230
2017-05-31,4.39604,total number = 101<br>5☆ = 71<br>4☆ = 16<br>3☆ = 5<br>2☆ = 1<br>1☆ = 8,4.41821,total number = 101<br>5☆ = 458<br>4☆ = 103<br>3☆ = 29<br>2☆ = 16<br>1☆ = 42,4.51579,total number = 5066<br>5☆ = 3636<br>4☆ = 955<br>3☆ = 158<br>2☆ = 86<br>1☆ = 231
2017-06-01,4.32258,total number = 124<br>5☆ = 80<br>4☆ = 27<br>3☆ = 4<br>2☆ = 3<br>1☆ = 10,4.39242,total number = 124<br>5☆ = 457<br>4☆ = 113<br>3☆ = 28<br>2☆ = 16<br>1☆ = 46,4.51627,total number = 5162<br>5☆ = 3702<br>4☆ = 979<br>3☆ = 160<br>2☆ = 86<br>1☆ = 235
2017-06-02,4.61446,total number = 83<br>5☆ = 65<br>4☆ = 12<br>3☆ = 1<br>2☆ = 2<br>1☆ = 3,4.42508,total number = 83<br>5☆ = 432<br>4☆ = 103<br>3☆ = 25<br>2☆ = 16<br>1☆ = 38,4.52663,total number = 5201<br>5☆ = 3749<br>4☆ = 981<br>3☆ = 159<br>2☆ = 85<br>1☆ = 227
2017-06-03,4.15584,total number = 77<br>5☆ = 46<br>4☆ = 18<br>3☆ = 1<br>2☆ = 3<br>1☆ = 9,4.384,total number = 77<br>5☆ = 426<br>4☆ = 114<br>3☆ = 26<br>2☆ = 17<br>1☆ = 42,4.52525,total number = 5247<br>5☆ = 3777<br>4☆ = 996<br>3☆ = 158<br>2☆ = 85<br>1☆ = 231
2017-06-04,4.44248,total number = 113<br>5☆ = 77<br>4☆ = 25<br>3☆ = 2<br>2☆ = 2<br>1☆ = 7,4.39589,total number = 113<br>5☆ = 464<br>4☆ = 130<br>3☆ = 26<br>2☆ = 18<br>1☆ = 44,4.52681,total number = 5334<br>5☆ = 3839<br>4☆ = 1018<br>3☆ = 158<br>2☆ = 86<br>1☆ = 233
2017-06-05,4.22321,total number = 112<br>5☆ = 69<br>4☆ = 24<br>3☆ = 6<br>2☆ = 1<br>1☆ = 12,4.37589,total number = 112<br>5☆ = 476<br>4☆ = 136<br>3☆ = 27<br>2☆ = 14<br>1☆ = 52,4.52362,total number = 5418<br>5☆ = 3890<br>4☆ = 1042<br>3☆ = 159<br>2☆ = 87<br>1☆ = 240
2017-06-06,4.18947,total number = 95<br>5☆ = 67<br>4☆ = 10<br>3☆ = 2<br>2☆ = 1<br>1☆ = 15,4.33475,total number = 95<br>5☆ = 475<br>4☆ = 132<br>3☆ = 21<br>2☆ = 13<br>1☆ = 64,4.52572,total number = 5482<br>5☆ = 3946<br>4☆ = 1046<br>3☆ = 159<br>2☆ = 88<br>1☆ = 243
2017-06-07,4.40458,total number = 131<br>5☆ = 94<br>4☆ = 21<br>3☆ = 2<br>2☆ = 3<br>1☆ = 11,4.33878,total number = 131<br>5☆ = 498<br>4☆ = 137<br>3☆ = 18<br>2☆ = 15<br>1☆ = 67,4.52585,total number = 5589<br>5☆ = 4026<br>4☆ = 1066<br>3☆ = 159<br>2☆ = 86<br>1☆ = 252
2017-06-08,4.54971,total number = 171<br>5☆ = 130<br>4☆ = 26<br>3☆ = 3<br>2☆ = 3<br>1☆ = 9,4.38747,total number = 171<br>5☆ = 548<br>4☆ = 136<br>3☆ = 17<br>2☆ = 15<br>1☆ = 66,4.51557,total number = 5363<br>5☆ = 3856<br>4☆ = 1014<br>3☆ = 152<br>2☆ = 84<br>1☆ = 257
2017-06-09,4.46032,total number = 126<br>5☆ = 90<br>4☆ = 24<br>3☆ = 1<br>2☆ = 2<br>1☆ = 9,4.37576,total number = 126<br>5☆ = 573<br>4☆ = 148<br>3☆ = 17<br>2☆ = 15<br>1☆ = 72,4.43448,total number = 4014<br>5☆ = 2808<br>4☆ = 736<br>3☆ = 133<br>2☆ = 80<br>1☆ = 257
2017-06-10,4.13978,total number = 93<br>5☆ = 57<br>4☆ = 19<br>3☆ = 2<br>2☆ = 3<br>1☆ = 12,4.3698,total number = 93<br>5☆ = 584<br>4☆ = 149<br>3☆ = 18<br>2☆ = 15<br>1☆ = 75,4.4022,total number = 3635<br>5☆ = 2514<br>4☆ = 664<br>3☆ = 121<br>2☆ = 77<br>1☆ = 259
2017-06-11,4.3125,total number = 64<br>5☆ = 43<br>4☆ = 12<br>3☆ = 2<br>2☆ = 0<br>1☆ = 7,4.3548,total number = 64<br>5☆ = 550<br>4☆ = 136<br>3☆ = 18<br>2☆ = 13<br>1☆ = 75,4.38219,total number = 3459<br>5☆ = 2373<br>4☆ = 631<br>3☆ = 120<br>2☆ = 74<br>1☆ = 261
2017-06-12,4.42202,total number = 109<br>5☆ = 70<br>4☆ = 28<br>3☆ = 4<br>2☆ = 1<br>1☆ = 6,4.38276,total number = 109<br>5☆ = 551<br>4☆ = 140<br>3☆ = 16<br>2☆ = 13<br>1☆ = 69,4.37394,total number = 3423<br>5☆ = 2330<br>4☆ = 638<br>3☆ = 121<br>2☆ = 73<br>1☆ = 261
2017-06-13,4.51402,total number = 107<br>5☆ = 78<br>4☆ = 19<br>3☆ = 3<br>2☆ = 1<br>1☆ = 6,4.42322,total number = 107<br>5☆ = 562<br>4☆ = 149<br>3☆ = 17<br>2☆ = 13<br>1☆ = 60,4.3788,total number = 3387<br>5☆ = 2314<br>4☆ = 626<br>3☆ = 119<br>2☆ = 72<br>1☆ = 256
2017-06-14,4.40336,total number = 119<br>5☆ = 85<br>4☆ = 17<br>3☆ = 6<br>2☆ = 2<br>1☆ = 9,4.42332,total number = 119<br>5☆ = 553<br>4☆ = 145<br>3☆ = 21<br>2☆ = 12<br>1☆ = 58,4.38157,total number = 3331<br>5☆ = 2287<br>4☆ = 604<br>3☆ = 118<br>2☆ = 68<br>1☆ = 254
2017-06-15,4.61111,total number = 126<br>5☆ = 94<br>4☆ = 25<br>3☆ = 1<br>2☆ = 2<br>1☆ = 4,4.42608,total number = 126<br>5☆ = 517<br>4☆ = 144<br>3☆ = 19<br>2☆ = 11<br>1☆ = 53,4.3936,total number = 3346<br>5☆ = 2311<br>4☆ = 605<br>3☆ = 114<br>2☆ = 68<br>1☆ = 248
2017-06-16,4.46018,total number = 113<br>5☆ = 75<br>4☆ = 27<br>3☆ = 2<br>2☆ = 6<br>1☆ = 3,4.42544,total number = 113<br>5☆ = 502<br>4☆ = 147<br>3☆ = 20<br>2☆ = 15<br>1☆ = 47,4.40317,total number = 3279<br>5☆ = 2276<br>4☆ = 590<br>3☆ = 108<br>2☆ = 69<br>1☆ = 236
2017-06-17,4.5974,total number = 77<br>5☆ = 59<br>4☆ = 12<br>3☆ = 2<br>2☆ = 1<br>1☆ = 3,4.48112,total number = 77<br>5☆ = 504<br>4☆ = 140<br>3☆ = 20<br>2☆ = 13<br>1☆ = 38,4.41051,total number = 3196<br>5☆ = 2233<br>4☆ = 568<br>3☆ = 100<br>2☆ = 64<br>1☆ = 231
2017-06-18,4.21875,total number = 64<br>5☆ = 42<br>4☆ = 8<br>3☆ = 6<br>2☆ = 2<br>1☆ = 6,4.47273,total number = 64<br>5☆ = 503<br>4☆ = 136<br>3☆ = 24<br>2☆ = 15<br>1☆ = 37,4.40282,total number = 3118<br>5☆ = 2173<br>4☆ = 551<br>3☆ = 101<br>2☆ = 63<br>1☆ = 230
2017-06-19,4.4381,total number = 105<br>5☆ = 65<br>4☆ = 31<br>3☆ = 3<br>2☆ = 2<br>1☆ = 4,4.47539,total number = 105<br>5☆ = 498<br>4☆ = 139<br>3☆ = 23<br>2☆ = 16<br>1☆ = 35,4.40623,total number = 3114<br>5☆ = 2161<br>4☆ = 567<br>3☆ = 100<br>2☆ = 62<br>1☆ = 224
2017-06-20,4.41975,total number = 81<br>5☆ = 53<br>4☆ = 20<br>3☆ = 2<br>2☆ = 1<br>1☆ = 5,4.46277,total number = 81<br>5☆ = 473<br>4☆ = 140<br>3☆ = 22<br>2☆ = 16<br>1☆ = 34,4.40957,total number = 3113<br>5☆ = 2160<br>4☆ = 572<br>3☆ = 98<br>2☆ = 62<br>1☆ = 221
2017-06-21,4.15888,total number = 107<br>5☆ = 65<br>4☆ = 23<br>3☆ = 3<br>2☆ = 3<br>1☆ = 13,4.42496,total number = 107<br>5☆ = 453<br>4☆ = 146<br>3☆ = 19<br>2☆ = 17<br>1☆ = 38,4.39961,total number = 3113<br>5☆ = 2149<br>4☆ = 576<br>3☆ = 98<br>2☆ = 63<br>1☆ = 227
2017-06-22,4.38961,total number = 77<br>5☆ = 55<br>4☆ = 12<br>3☆ = 2<br>2☆ = 1<br>1☆ = 7,4.38301,total number = 77<br>5☆ = 414<br>4☆ = 133<br>3☆ = 20<br>2☆ = 16<br>1☆ = 41,4.40231,total number = 3035<br>5☆ = 2097<br>4☆ = 563<br>3☆ = 94<br>2☆ = 61<br>1☆ = 220
2017-06-23,4.44444,total number = 81<br>5☆ = 58<br>4☆ = 14<br>3☆ = 2<br>2☆ = 1<br>1☆ = 6,4.37669,total number = 81<br>5☆ = 397<br>4☆ = 120<br>3☆ = 20<br>2☆ = 11<br>1☆ = 44,4.4016,total number = 3003<br>5☆ = 2075<br>4☆ = 557<br>3☆ = 91<br>2☆ = 62<br>1☆ = 218
2017-06-24,4.67725,total number = 378<br>5☆ = 285<br>4☆ = 77<br>3☆ = 7<br>2☆ = 5<br>1☆ = 4,4.48488,total number = 378<br>5☆ = 623<br>4☆ = 185<br>3☆ = 25<br>2☆ = 15<br>1☆ = 45,4.43132,total number = 3269<br>5☆ = 2279<br>4☆ = 617<br>3☆ = 93<br>2☆ = 64<br>1☆ = 216
2017-06-25,4.62324,total number = 284<br>5☆ = 213<br>4☆ = 54<br>3☆ = 7<br>2☆ = 1<br>1☆ = 9,4.53549,total number = 284<br>5☆ = 794<br>4☆ = 231<br>3☆ = 26<br>2☆ = 14<br>1☆ = 48,4.44918,total number = 3424<br>5☆ = 2402<br>4☆ = 649<br>3☆ = 96<br>2☆ = 63<br>1☆ = 214
2017-06-26,4.49223,total number = 193<br>5☆ = 131<br>4☆ = 46<br>3☆ = 5<br>2☆ = 2<br>1☆ = 9,4.53705,total number = 193<br>5☆ = 860<br>4☆ = 246<br>3☆ = 28<br>2☆ = 14<br>1☆ = 53,4.45058,total number = 3551<br>5☆ = 2481<br>4☆ = 688<br>3☆ = 101<br>2☆ = 63<br>1☆ = 218
2017-06-27,4.43407,total number = 182<br>5☆ = 134<br>4☆ = 26<br>3☆ = 5<br>2☆ = 1<br>1☆ = 16,4.52995,total number = 182<br>5☆ = 941<br>4☆ = 252<br>3☆ = 31<br>2☆ = 14<br>1☆ = 64,4.45118,total number = 3677<br>5☆ = 2576<br>4☆ = 705<br>3☆ = 104<br>2☆ = 63<br>1☆ = 229
2017-06-28,4.2844,total number = 109<br>5☆ = 72<br>4☆ = 22<br>3☆ = 1<br>2☆ = 2<br>1☆ = 12,4.53988,total number = 109<br>5☆ = 948<br>4☆ = 251<br>3☆ = 29<br>2☆ = 13<br>1☆ = 63,4.44901,total number = 3697<br>5☆ = 2591<br>4☆ = 709<br>3☆ = 100<br>2☆ = 60<br>1☆ = 237
2017-06-29,4.17483,total number = 143<br>5☆ = 90<br>4☆ = 27<br>3☆ = 6<br>2☆ = 1<br>1☆ = 19,4.51022,total number = 143<br>5☆ = 983<br>4☆ = 266<br>3☆ = 33<br>2☆ = 13<br>1☆ = 75,4.43738,total number = 3745<br>5☆ = 2613<br>4☆ = 722<br>3☆ = 98<br>2☆ = 59<br>1☆ = 253
2017-06-30,4.22414,total number = 116<br>5☆ = 81<br>4☆ = 15<br>3☆ = 2<br>2☆ = 1<br>1☆ = 17,4.49039,total number = 116<br>5☆ = 1006<br>4☆ = 267<br>3☆ = 33<br>2☆ = 13<br>1☆ = 86,4.43191,total number = 3760<br>5☆ = 2623<br>4☆ = 721<br>3☆ = 95<br>2☆ = 59<br>1☆ = 262
2017-07-01,4.14474,total number = 76<br>5☆ = 45<br>4☆ = 18<br>3☆ = 2<br>2☆ = 1<br>1☆ = 10,4.40254,total number = 76<br>5☆ = 766<br>4☆ = 208<br>3☆ = 28<br>2☆ = 9<br>1☆ = 92,4.42969,total number = 3712<br>5☆ = 2588<br>4☆ = 712<br>3☆ = 93<br>2☆ = 57<br>1☆ = 262
2017-07-02,4.36364,total number = 110<br>5☆ = 79<br>4☆ = 16<br>3☆ = 2<br>2☆ = 2<br>1☆ = 11,4.33046,total number = 110<br>5☆ = 632<br>4☆ = 170<br>3☆ = 23<br>2☆ = 10<br>1☆ = 94,4.42364,total number = 3739<br>5☆ = 2602<br>4☆ = 716<br>3☆ = 94<br>2☆ = 57<br>1☆ = 270
2017-07-03,4.23232,total number = 99<br>5☆ = 66<br>4☆ = 14<br>3☆ = 7<br>2☆ = 0<br>1☆ = 12,4.28144,total number = 99<br>5☆ = 567<br>4☆ = 138<br>3☆ = 25<br>2☆ = 8<br>1☆ = 97,4.42409,total number = 3761<br>5☆ = 2622<br>4☆ = 712<br>3☆ = 100<br>2☆ = 54<br>1☆ = 273
2017-07-04,4.59712,total number = 139<br>5☆ = 107<br>4☆ = 22<br>3☆ = 3<br>2☆ = 0<br>1☆ = 7,4.30177,total number = 139<br>5☆ = 540<br>4☆ = 134<br>3☆ = 23<br>2☆ = 7<br>1☆ = 88,4.42989,total number = 3787<br>5☆ = 2652<br>4☆ = 709<br>3☆ = 101<br>2☆ = 52<br>1☆ = 273
2017-07-05,1.13145,total number = 2906<br>5☆ = 70<br>4☆ = 26<br>3☆ = 8<br>2☆ = 8<br>1☆ = 2794,1.7353,total number = 2906<br>5☆ = 538<br>4☆ = 138<br>3☆ = 30<br>2☆ = 13<br>1☆ = 2870,2.9769,total number = 6581<br>5☆ = 2653<br>4☆ = 711<br>3☆ = 103<br>2☆ = 59<br>1☆ = 3055
2017-07-06,1.05944,total number = 11743<br>5☆ = 140<br>4☆ = 33<br>3☆ = 11<br>2☆ = 17<br>1☆ = 11542,1.18981,total number = 11743<br>5☆ = 588<br>4☆ = 144<br>3☆ = 35<br>2☆ = 29<br>1☆ = 14393,1.73537,total number = 18229<br>5☆ = 2726<br>4☆ = 734<br>3☆ = 112<br>2☆ = 75<br>1☆ = 14582
2017-07-07,1.07085,total number = 4728<br>5☆ = 71<br>4☆ = 9<br>3☆ = 3<br>2☆ = 18<br>1☆ = 4627,1.14363,total number = 4728<br>5☆ = 578<br>4☆ = 138<br>3☆ = 36<br>2☆ = 46<br>1☆ = 19003,1.58241,total number = 22826<br>5☆ = 2703<br>4☆ = 722<br>3☆ = 113<br>2☆ = 90<br>1☆ = 19198
2017-07-08,1,total number = 7<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 7,1.13202,total number = 7<br>5☆ = 533<br>4☆ = 120<br>3☆ = 34<br>2☆ = 45<br>1☆ = 19000,1.55984,total number = 22662<br>5☆ = 2573<br>4☆ = 696<br>3☆ = 110<br>2☆ = 87<br>1☆ = 19196
2017-07-09,1,total number = 7<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 7,1.11386,total number = 7<br>5☆ = 454<br>4☆ = 104<br>3☆ = 32<br>2☆ = 43<br>1☆ = 18996,1.54345,total number = 22543<br>5☆ = 2483<br>4☆ = 672<br>3☆ = 109<br>2☆ = 85<br>1☆ = 19194
2017-07-10,1,total number = 1<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.09805,total number = 1<br>5☆ = 388<br>4☆ = 90<br>3☆ = 25<br>2☆ = 43<br>1☆ = 18985,1.53267,total number = 22451<br>5☆ = 2426<br>4☆ = 653<br>3☆ = 107<br>2☆ = 82<br>1☆ = 19183
2017-07-11,1,total number = 4<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 4,1.07295,total number = 4<br>5☆ = 281<br>4☆ = 68<br>3☆ = 22<br>2☆ = 43<br>1☆ = 18982,1.52463,total number = 22391<br>5☆ = 2383<br>4☆ = 641<br>3☆ = 105<br>2☆ = 82<br>1☆ = 19180
2017-07-12,1,total number = 1<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.06264,total number = 1<br>5☆ = 211<br>4☆ = 42<br>3☆ = 14<br>2☆ = 35<br>1☆ = 16189,1.51043,total number = 22283<br>5☆ = 2313<br>4☆ = 613<br>3☆ = 101<br>2☆ = 81<br>1☆ = 19175
2017-07-13,1,total number = 2<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 2,1.07053,total number = 2<br>5☆ = 71<br>4☆ = 9<br>3☆ = 3<br>2☆ = 18<br>1☆ = 4649,1.4959,total number = 22178<br>5☆ = 2235<br>4☆ = 594<br>3☆ = 98<br>2☆ = 80<br>1☆ = 19171
2017-07-14,1,total number = 1<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1,total number = 1<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 23,1.48019,total number = 22060<br>5☆ = 2150<br>4☆ = 577<br>3☆ = 92<br>2☆ = 78<br>1☆ = 19163
2017-07-15,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 16,1.4622,total number = 21934<br>5☆ = 2056<br>4☆ = 552<br>3☆ = 91<br>2☆ = 76<br>1☆ = 19159
2017-07-16,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 9,1.44668,total number = 21821<br>5☆ = 1981<br>4☆ = 525<br>3☆ = 89<br>2☆ = 70<br>1☆ = 19156
2017-07-17,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 8,1.43552,total number = 21744<br>5☆ = 1922<br>4☆ = 513<br>3☆ = 87<br>2☆ = 69<br>1☆ = 19153
2017-07-18,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 4,1.42731,total number = 21680<br>5☆ = 1880<br>4☆ = 505<br>3☆ = 81<br>2☆ = 67<br>1☆ = 19147
2017-07-19,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 3,1.41265,total number = 21575<br>5☆ = 1815<br>4☆ = 474<br>3☆ = 78<br>2☆ = 65<br>1☆ = 19143
2017-07-20,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.40132,total number = 21494<br>5☆ = 1762<br>4☆ = 454<br>3☆ = 76<br>2☆ = 64<br>1☆ = 19138
2017-07-21,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,0,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1.38753,total number = 21387<br>5☆ = 1697<br>4☆ = 431<br>3☆ = 73<br>2☆ = 61<br>1☆ = 19125
2017-07-22,5,total number = 1<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,5,total number = 1<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1.37685,total number = 21311<br>5☆ = 1643<br>4☆ = 419<br>3☆ = 71<br>2☆ = 60<br>1☆ = 19118
2017-07-23,5,total number = 1<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,5,total number = 1<br>5☆ = 2<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1.36531,total number = 21231<br>5☆ = 1586<br>4☆ = 405<br>3☆ = 69<br>2☆ = 59<br>1☆ = 19112
2017-07-24,5,total number = 1<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,5,total number = 1<br>5☆ = 3<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,1.30546,total number = 20854<br>5☆ = 1302<br>4☆ = 328<br>3☆ = 62<br>2☆ = 54<br>1☆ = 19108
2017-07-25,1,total number = 1<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,4,total number = 1<br>5☆ = 3<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.25964,total number = 20571<br>5☆ = 1089<br>4☆ = 274<br>3☆ = 55<br>2☆ = 53<br>1☆ = 19100
2017-07-26,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,4,total number = 0<br>5☆ = 3<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.22902,total number = 20378<br>5☆ = 958<br>4☆ = 228<br>3☆ = 50<br>2☆ = 51<br>1☆ = 19091
2017-07-27,4,total number = 1<br>5☆ = 0<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,4,total number = 1<br>5☆ = 3<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.20028,total number = 20197<br>5☆ = 824<br>4☆ = 203<br>3☆ = 45<br>2☆ = 50<br>1☆ = 19075
2017-07-28,4,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,4,total number = 0<br>5☆ = 3<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.18354,total number = 20088<br>5☆ = 752<br>4☆ = 181<br>3☆ = 44<br>2☆ = 48<br>1☆ = 19063
2017-07-29,5,total number = 1<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,4,total number = 1<br>5☆ = 3<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.16229,total number = 19946<br>5☆ = 663<br>4☆ = 154<br>3☆ = 38<br>2☆ = 47<br>1☆ = 19044
2017-07-30,5,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,3.75,total number = 0<br>5☆ = 2<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.14438,total number = 19830<br>5☆ = 582<br>4☆ = 139<br>3☆ = 36<br>2☆ = 46<br>1☆ = 19027
2017-07-31,5,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,3.33333,total number = 0<br>5☆ = 1<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 1,1.13283,total number = 19754<br>5☆ = 537<br>4☆ = 121<br>3☆ = 34<br>2☆ = 45<br>1☆ = 19017
2017-08-01,1,total number = 2<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 2,2.75,total number = 2<br>5☆ = 1<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 2,1.11473,total number = 19646<br>5☆ = 458<br>4☆ = 105<br>3☆ = 32<br>2☆ = 43<br>1☆ = 19008
2017-08-02,1,total number = 0<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 0,2.75,total number = 0<br>5☆ = 1<br>4☆ = 1<br>3☆ = 0<br>2☆ = 0<br>1☆ = 2,1.09894,total number = 19547<br>5☆ = 392<br>4☆ = 91<br>3☆ = 25<br>2☆ = 43<br>1☆ = 18996
