"Balance in $, x; Funds in $, x; Funds in Ƀ, x; Ƀ value in $, x; Trace 7, x; Trace 8, x","Balance in $, y","Funds in $, y","Funds in Ƀ, y","Ƀ value in $, y","RSI-14 below 30, x","RSI-14 below 30, y","RSI-14 above 70, x","RSI-14 above 70, y","RSI-14 value, x","RSI-14 value, y","Trace 7, y","Trace 8, y"
2017-12-12T18:00:00+00:00,10333.8677027527,10005.4364047945,0.0190345852,17254.45,,,,,2017-12-13T09:00:00+00:00,31.7651524616,70,30
2017-12-12T19:00:00+00:00,10333.9543101151,10005.4364047945,0.0190345852,17259,,,,,2017-12-13T10:00:00+00:00,35.8946620596,70,30
2017-12-12T20:00:00+00:00,10326.6053901129,10164.5258974537,0.0095172926,17030,,,,,2017-12-13T11:00:00+00:00,37.1864172595,70,30
2017-12-12T21:00:00+00:00,10326.747673637,10164.5258974537,0.0095172926,17044.95,,,,,2017-12-13T12:00:00+00:00,48.7740681327,70,30
2017-12-12T22:00:00+00:00,10326.7668033951,10164.5258974537,0.0095172926,17046.96,,,,,2017-12-13T13:00:00+00:00,56.3574019778,70,30
2017-12-12T23:00:00+00:00,10322.988914105,10164.5258974537,0.0095172926,16650.01,,,,,2017-12-13T14:00:00+00:00,48.5247054686,70,30
2017-12-13T00:00:00+00:00,10326.1244813188,10164.5258974537,0.0095172926,16979.47,,,,,2017-12-13T15:00:00+00:00,42.9900038946,70,30
2017-12-13T01:00:00+00:00,10326.0819390209,10164.5258974537,0.0095172926,16975,,,,,2017-12-13T16:00:00+00:00,52.2371202322,70,30
2017-12-13T02:00:00+00:00,10321.1287592699,10164.5258974537,0.0095172926,16454.56,,,,,2017-12-13T17:00:00+00:00,44.4642807175,70,30
2017-12-13T03:00:00+00:00,10321.4463513234,10164.5258974537,0.0095172926,16487.93,,,,,2017-12-13T18:00:00+00:00,39.3417215067,70,30
2017-12-13T04:00:00+00:00,10320.8949193912,10164.5258974537,0.0095172926,16429.99,,,,,2017-12-13T19:00:00+00:00,41.1931313577,70,30
2017-12-13T05:00:00+00:00,10322.8737548647,10164.5258974537,0.0095172926,16637.91,,,,,2017-12-13T20:00:00+00:00,38.6847657518,70,30
2017-12-13T06:00:00+00:00,10321.8465534764,10164.5258974537,0.0095172926,16529.98,,,,,2017-12-13T21:00:00+00:00,49.873991168,70,30
2017-12-13T07:00:00+00:00,10321.4338836701,10164.5258974537,0.0095172926,16486.62,,,,,2017-12-13T22:00:00+00:00,45.8370088137,70,30
2017-12-13T08:00:00+00:00,10322.1322625997,10164.5258974537,0.0095172926,16560,,,,,2017-12-13T23:00:00+00:00,45.4101827849,70,30
2017-12-13T09:00:00+00:00,10321.5612250448,10164.5258974537,0.0095172926,16500,,,,,2017-12-14T00:00:00+00:00,49.1964502339,70,30
2017-12-13T10:00:00+00:00,10321.6168060335,10164.5258974537,0.0095172926,16505.84,,,,,2017-12-14T01:00:00+00:00,44.991319867,70,30
2017-12-13T11:00:00+00:00,10322.1227453071,10164.5258974537,0.0095172926,16559,,,,,2017-12-14T02:00:00+00:00,32.4383868559,70,30
2017-12-13T12:00:00+00:00,10326.224222545,10164.5258974537,0.0095172926,16989.95,,,,,2017-12-14T03:00:00+00:00,34.3935321106,70,30
2017-12-13T13:00:00+00:00,10325.4240085848,10164.5258974537,0.0095172926,16905.87,,,,,2017-12-14T04:00:00+00:00,37.1554702748,70,30
2017-12-13T14:00:00+00:00,10325.6453808102,10164.5258974537,0.0095172926,16929.13,,,,,2017-12-14T05:00:00+00:00,40.7537732692,70,30
2017-12-13T15:00:00+00:00,10323.5123651969,10164.5258974537,0.0095172926,16705.01,,,,,2017-12-14T06:00:00+00:00,42.701398013,70,30
2017-12-13T16:00:00+00:00,10321.8036304869,10164.5258974537,0.0095172926,16525.47,,,,,2017-12-14T07:00:00+00:00,51.8268330505,70,30
2017-12-13T17:00:00+00:00,10319.563545332,10164.5258974537,0.0095172926,16290.1,,,,,2017-12-14T08:00:00+00:00,60.6171162876,70,30
2017-12-13T18:00:00+00:00,10316.7978201079,10164.5258974537,0.0095172926,15999.5,,,,,2017-12-14T09:00:00+00:00,51.239711491,70,30
2017-12-13T19:00:00+00:00,10319.3817650437,10164.5258974537,0.0095172926,16271,,,,,2017-12-14T10:00:00+00:00,60.4868913858,70,30
2017-12-13T20:00:00+00:00,10317.0690629465,10164.5258974537,0.0095172926,16028,,,,,2017-12-14T11:00:00+00:00,52.1482556613,70,30
2017-12-13T21:00:00+00:00,10321.3708791932,10164.5258974537,0.0095172926,16480,,,,,2017-12-14T12:00:00+00:00,57.5200855929,70,30
2017-12-13T22:00:00+00:00,10319.9942979943,10164.5258974537,0.0095172926,16335.36,,,,,2017-12-14T13:00:00+00:00,56.3440077632,70,30
2017-12-13T23:00:00+00:00,10319.1819018995,10164.5258974537,0.0095172926,16250,,,,,2017-12-14T14:00:00+00:00,44.0208725232,70,30
2017-12-14T00:00:00+00:00,10321.1692077634,10164.5258974537,0.0095172926,16458.81,,,,,2017-12-14T15:00:00+00:00,51.3932653991,70,30
2017-12-14T01:00:00+00:00,10319.1846619144,10164.5258974537,0.0095172926,16250.29,,,,,2017-12-14T16:00:00+00:00,61.1836078702,70,30
2017-12-14T02:00:00+00:00,10316.3770606029,10164.5258974537,0.0095172926,15955.29,,,,,2017-12-14T17:00:00+00:00,61.3580516573,70,30
2017-12-14T03:00:00+00:00,10316.7930614616,10164.5258974537,0.0095172926,15999,,,,,2017-12-14T18:00:00+00:00,55.7753618202,70,30
2017-12-14T04:00:00+00:00,10318.2296967768,10164.5258974537,0.0095172926,16149.95,,,,,2017-12-14T19:00:00+00:00,56.0267513527,70,30
2017-12-14T05:00:00+00:00,10318.5156914188,10164.5258974537,0.0095172926,16180,,,,,2017-12-14T20:00:00+00:00,54.7280777478,70,30
2017-12-14T06:00:00+00:00,10318.0393509251,10164.5258974537,0.0095172926,16129.95,,,,,2017-12-14T21:00:00+00:00,48.0816764494,70,30
2017-12-14T07:00:00+00:00,10320.5143228609,10164.5258974537,0.0095172926,16390,,,,,2017-12-14T22:00:00+00:00,43.8525722495,70,30
2017-12-14T08:00:00+00:00,10322.0656415516,10164.5258974537,0.0095172926,16553,,,,,2017-12-14T23:00:00+00:00,52.8064364968,70,30
2017-12-14T09:00:00+00:00,10319.98440001,10164.5258974537,0.0095172926,16334.32,,,,,2017-12-15T00:00:00+00:00,58.401008121,70,30
2017-12-14T10:00:00+00:00,10322.1322625997,10164.5258974537,0.0095172926,16560,,,,,2017-12-15T01:00:00+00:00,58.5929115971,70,30
2017-12-14T11:00:00+00:00,10322.2273403526,10164.5258974537,0.0095172926,16569.99,,,,,2017-12-15T02:00:00+00:00,66.4179948005,70,30
2017-12-14T12:00:00+00:00,10322.8841287136,10164.5258974537,0.0095172926,16639,,,,,2017-12-15T03:00:00+00:00,64.8575859424,70,30
2017-12-14T13:00:00+00:00,10321.6706739095,10164.5258974537,0.0095172926,16511.5,,,,,2017-12-15T04:00:00+00:00,79.7405848361,70,30
2017-12-14T14:00:00+00:00,10318.7067986539,10164.5258974537,0.0095172926,16200.08,,,,,2017-12-15T05:00:00+00:00,78.0084201845,70,30
2017-12-14T15:00:00+00:00,10319.7317158919,10164.5258974537,0.0095172926,16307.77,,,,,2017-12-15T06:00:00+00:00,77.1688394189,70,30
2017-12-14T16:00:00+00:00,10320.2579269988,10164.5258974537,0.0095172926,16363.06,,,,,2017-12-15T07:00:00+00:00,61.4334962874,70,30
2017-12-14T17:00:00+00:00,10320.7522551754,10164.5258974537,0.0095172926,16415,,,,,2017-12-15T08:00:00+00:00,70.1690672475,70,30
2017-12-14T18:00:00+00:00,10320.1468601943,10164.5258974537,0.0095172926,16351.39,,,,,2017-12-15T09:00:00+00:00,73.3249319221,70,30
2017-12-14T19:00:00+00:00,10320.5277422434,10164.5258974537,0.0095172926,16391.41,,,,,2017-12-15T10:00:00+00:00,77.5076293932,70,30
2017-12-14T20:00:00+00:00,10319.6552920325,10164.5258974537,0.0095172926,16299.74,,,,,2017-12-15T11:00:00+00:00,79.8593277687,70,30
2017-12-14T21:00:00+00:00,10319.9426190955,10164.5258974537,0.0095172926,16329.93,,,,,2017-12-15T12:00:00+00:00,77.5725357324,70,30
2017-12-14T22:00:00+00:00,10320.3715634722,10164.5258974537,0.0095172926,16375,,,,,2017-12-15T13:00:00+00:00,77.388043585,70,30
2017-12-14T23:00:00+00:00,10320.6569870767,10164.5258974537,0.0095172926,16404.99,,,,,2017-12-15T14:00:00+00:00,67.0982713106,70,30
2017-12-15T00:00:00+00:00,10324.4164128192,10164.5258974537,0.0095172926,16800,,,,,2017-12-15T15:00:00+00:00,64.0292703359,70,30
2017-12-15T01:00:00+00:00,10324.574495049,10164.5258974537,0.0095172926,16816.61,,,,,2017-12-15T16:00:00+00:00,57.8158860412,70,30
2017-12-15T02:00:00+00:00,10328.4136757034,10164.5258974537,0.0095172926,17220,,,,,2017-12-15T17:00:00+00:00,64.0186558605,70,30
2017-12-15T03:00:00+00:00,10326.7950697541,10164.5258974537,0.0095172926,17049.93,,,,,2017-12-15T18:00:00+00:00,64.8017950636,70,30
2017-12-15T04:00:00+00:00,10327.7979068733,10164.5258974537,0.0095172926,17155.3,,,,,2017-12-15T19:00:00+00:00,60.8652076377,70,30
2017-12-15T05:00:00+00:00,10327.7474652227,10164.5258974537,0.0095172926,17150,,,,,2017-12-15T20:00:00+00:00,60.439483781,70,30
2017-12-15T06:00:00+00:00,10327.7474652227,10164.5258974537,0.0095172926,17150,,,,,2017-12-15T21:00:00+00:00,64.5969401449,70,30
2017-12-15T07:00:00+00:00,10321.5342437442,10241.5335002457,0.0047586463,16811.66,,,,,2017-12-15T22:00:00+00:00,59.4042815129,70,30
2017-12-15T08:00:00+00:00,10323.239457056,10241.5335002457,0.0047586463,17170,,,,,2017-12-15T23:00:00+00:00,50.7116194583,70,30
2017-12-15T09:00:00+00:00,10324.5724014684,10241.5335002457,0.0047586463,17450.11,,,,,2017-12-16T00:00:00+00:00,45.7551578389,70,30
2017-12-15T10:00:00+00:00,10325.0774841857,10241.5335002457,0.0047586463,17556.25,,,,,2017-12-16T01:00:00+00:00,33.6379538376,70,30
2017-12-15T11:00:00+00:00,10326.49018351,10241.5335002457,0.0047586463,17853.12,,,,,2017-12-16T02:00:00+00:00,33.8069960295,70,30
2017-12-15T12:00:00+00:00,10326.1943860566,10241.5335002457,0.0047586463,17790.96,,,,,2017-12-16T03:00:00+00:00,30.2016685485,70,30
2017-12-15T13:00:00+00:00,10326.2374042191,10241.5335002457,0.0047586463,17800,,,,,2017-12-16T04:00:00+00:00,44.3415993,70,30
2017-12-15T14:00:00+00:00,10323.310284005,10281.4267255727,0.0023793231,17603.14,,,,,2017-12-16T05:00:00+00:00,50.9501088926,70,30
2017-12-15T15:00:00+00:00,10323.0646426835,10281.4267255727,0.0023793231,17499.9,,,,,2017-12-16T06:00:00+00:00,56.0386509421,70,30
2017-12-15T16:00:00+00:00,10323.1709984281,10281.4267255727,0.0023793231,17544.6,,,,,2017-12-16T07:00:00+00:00,57.826727083,70,30
2017-12-15T17:00:00+00:00,10323.3027653439,10281.4267255727,0.0023793231,17599.98,,,,,2017-12-16T08:00:00+00:00,53.5790425992,70,30
2017-12-15T18:00:00+00:00,10323.657332079,10281.4267255727,0.0023793231,17749,,,,,2017-12-16T09:00:00+00:00,60.1204090754,70,30
2017-12-15T19:00:00+00:00,10323.3360996612,10281.4267255727,0.0023793231,17613.99,,,,,2017-12-16T10:00:00+00:00,57.1209711664,70,30
2017-12-15T20:00:00+00:00,10323.3003146411,10281.4267255727,0.0023793231,17598.95,,,,,2017-12-16T11:00:00+00:00,74.0938096178,70,30
2017-12-15T21:00:00+00:00,10321.3345689782,10300.6356472754,0.0011896616,17399,,,,,2017-12-16T12:00:00+00:00,72.3881643528,70,30
2017-12-15T22:00:00+00:00,10321.454724797,10300.6356472754,0.0011896616,17500,,,,,2017-12-16T13:00:00+00:00,80.421978983,70,30
2017-12-15T23:00:00+00:00,10321.4208194422,10300.6356472754,0.0011896616,17471.5,,,,,2017-12-16T14:00:00+00:00,84.0378379416,70,30
2017-12-16T00:00:00+00:00,10321.3768376538,10300.6356472754,0.0011896616,17434.53,,,,,2017-12-16T15:00:00+00:00,86.3587170405,70,30
2017-12-16T01:00:00+00:00,10321.4185709818,10300.6356472754,0.0011896616,17469.61,,,,,2017-12-16T16:00:00+00:00,87.618260667,70,30
2017-12-16T02:00:00+00:00,10321.3515930353,10300.6356472754,0.0011896616,17413.31,,,,,2017-12-16T17:00:00+00:00,93.8664718773,70,30
2017-12-16T03:00:00+00:00,10321.2108441746,10300.6356472754,0.0011896616,17295,,,,,2017-12-16T18:00:00+00:00,89.2234057063,70,30
2017-12-16T04:00:00+00:00,10321.4097198997,10300.6356472754,0.0011896616,17462.17,,,,,2017-12-16T19:00:00+00:00,91.2866939365,70,30
2017-12-16T05:00:00+00:00,10321.4818014944,10300.6356472754,0.0011896616,17522.76,,,,,2017-12-16T20:00:00+00:00,87.6139252361,70,30
2017-12-16T06:00:00+00:00,10321.7006397407,10300.6356472754,0.0011896616,17706.71,,,,,2017-12-16T21:00:00+00:00,86.2176786896,70,30
2017-12-16T07:00:00+00:00,10321.8342268387,10300.6356472754,0.0011896616,17819,,,,,2017-12-16T22:00:00+00:00,86.6623986342,70,30
2017-12-16T08:00:00+00:00,10321.8591978351,10300.6356472754,0.0011896616,17839.99,,,,,2017-12-16T23:00:00+00:00,86.6826565846,70,30
2017-12-16T09:00:00+00:00,10321.8651104531,10300.6356472754,0.0011896616,17844.96,,,,,2017-12-17T00:00:00+00:00,85.0835514179,70,30
2017-12-16T10:00:00+00:00,10321.7759334216,10300.6356472754,0.0011896616,17770,,,,,2017-12-17T01:00:00+00:00,78.8344704307,70,30
2017-12-16T11:00:00+00:00,10322.0317106597,10300.6356472754,0.0011896616,17985,,,,,2017-12-17T02:00:00+00:00,79.5436996217,70,30
2017-12-16T12:00:00+00:00,10322.0624991012,10300.6356472754,0.0011896616,18010.88,,,,,2017-12-17T03:00:00+00:00,74.059328596,70,30
2017-12-16T13:00:00+00:00,10322.4802130726,10300.6356472754,0.0011896616,18362,,,,,2017-12-17T04:00:00+00:00,68.4434937094,70,30
2017-12-16T14:00:00+00:00,10322.6430777419,10300.6356472754,0.0011896616,18498.9,,,,,2017-12-17T05:00:00+00:00,67.6775329219,70,30
2017-12-16T15:00:00+00:00,10323.0012729448,10300.6356472754,0.0011896616,18799.99,,,,,2017-12-17T06:00:00+00:00,70.5402909762,70,30
2017-12-16T16:00:00+00:00,10322.9655830977,10300.6356472754,0.0011896616,18769.99,,,,,2017-12-17T07:00:00+00:00,72.567366283,70,30
2017-12-16T17:00:00+00:00,10322.9969187835,10300.6356472754,0.0011896616,18796.33,,,,,2017-12-17T08:00:00+00:00,68.1771631756,70,30
2017-12-16T18:00:00+00:00,10322.9149986876,10300.6356472754,0.0011896616,18727.47,,,,,2017-12-17T09:00:00+00:00,60.4476313959,70,30
2017-12-16T19:00:00+00:00,10323.4414596233,10300.6356472754,0.0011896616,19170,,,,,2017-12-17T10:00:00+00:00,65.080579637,70,30
2017-12-16T20:00:00+00:00,10323.3729113235,10300.6356472754,0.0011896616,19112.38,,,,,2017-12-17T11:00:00+00:00,67.0860324429,70,30
2017-12-16T21:00:00+00:00,10323.3582665896,10300.6356472754,0.0011896616,19100.07,,,,,2017-12-17T12:00:00+00:00,57.0564617135,70,30
2017-12-16T22:00:00+00:00,10323.4533919289,10300.6356472754,0.0011896616,19180.03,,,,,2017-12-17T13:00:00+00:00,61.0950093045,70,30
2017-12-16T23:00:00+00:00,10323.4626118061,10300.6356472754,0.0011896616,19187.78,,,,,2017-12-17T14:00:00+00:00,55.1881874729,70,30
2017-12-17T00:00:00+00:00,10323.3325104165,10300.6356472754,0.0011896616,19078.42,,,,,2017-12-17T15:00:00+00:00,57.5149395399,70,30
2017-12-17T01:00:00+00:00,10323.2253338054,10300.6356472754,0.0011896616,18988.33,,,,,2017-12-17T16:00:00+00:00,47.2611134421,70,30
2017-12-17T02:00:00+00:00,10323.327882633,10300.6356472754,0.0011896616,19074.53,,,,,2017-12-17T17:00:00+00:00,49.9390760754,70,30
2017-12-17T03:00:00+00:00,10323.3156053256,10300.6356472754,0.0011896616,19064.21,,,,,2017-12-17T18:00:00+00:00,42.6210607225,70,30
2017-12-17T04:00:00+00:00,10321.7578957372,10310.4515960312,0.0005948308,19007.59,,,,,2017-12-17T19:00:00+00:00,39.1955344737,70,30
2017-12-17T05:00:00+00:00,10321.9175542685,10310.4515960312,0.0005948308,19276,,,,,2017-12-17T20:00:00+00:00,41.6015903621,70,30
2017-12-17T06:00:00+00:00,10321.9526492849,10310.4515960312,0.0005948308,19335,,,,,2017-12-17T21:00:00+00:00,35.8713738976,70,30
2017-12-17T07:00:00+00:00,10322.0287697806,10310.4515960312,0.0005948308,19462.97,,,,,2017-12-17T22:00:00+00:00,47.9254277688,70,30
2017-12-17T08:00:00+00:00,10320.9412353766,10315.2014157039,0.0002974154,19299,,,,,2017-12-17T23:00:00+00:00,40.227887372,70,30
2017-12-17T09:00:00+00:00,10320.9814756793,10315.2014157039,0.0002974154,19434.3,,,,,2017-12-18T00:00:00+00:00,27.7333722896,70,30
2017-12-17T10:00:00+00:00,10320.9994484915,10315.2014157039,0.0002974154,19494.73,,,,,2017-12-18T01:00:00+00:00,34.3055762586,70,30
2017-12-17T11:00:00+00:00,10321.0149587043,10315.2014157039,0.0002974154,19546.88,,,,,2017-12-18T02:00:00+00:00,34.677847973,70,30
2017-12-17T12:00:00+00:00,10320.9644992087,10315.2014157039,0.0002974154,19377.22,,,,,2017-12-18T03:00:00+00:00,37.6731772603,70,30
2017-12-17T13:00:00+00:00,10321.0099413066,10315.2014157039,0.0002974154,19530.01,,,,,2017-12-18T04:00:00+00:00,43.1464640341,70,30
2017-12-17T14:00:00+00:00,10320.9283216002,10315.2014157039,0.0002974154,19255.58,,,,,2017-12-18T05:00:00+00:00,45.4628051057,70,30
2017-12-17T15:00:00+00:00,10320.9220699287,10315.2014157039,0.0002974154,19234.56,,,,,2017-12-18T06:00:00+00:00,49.7324043497,70,30
2017-12-17T16:00:00+00:00,10320.844964988,10315.2014157039,0.0002974154,18975.31,,,,,2017-12-18T07:00:00+00:00,44.9337817404,70,30
2017-12-17T17:00:00+00:00,10320.870721161,10315.2014157039,0.0002974154,19061.91,,,,,2017-12-18T08:00:00+00:00,54.0781740643,70,30
2017-12-17T18:00:00+00:00,10320.7574891726,10315.2014157039,0.0002974154,18681.19,,,,,2017-12-18T09:00:00+00:00,49.779631546,70,30
2017-12-17T19:00:00+00:00,10320.8002604802,10315.2014157039,0.0002974154,18825,,,,,2017-12-18T10:00:00+00:00,49.1912403638,70,30
2017-12-17T20:00:00+00:00,10320.8433827381,10315.2014157039,0.0002974154,18969.99,,,,,2017-12-18T11:00:00+00:00,53.28608969,70,30
2017-12-17T21:00:00+00:00,10320.8081806522,10315.2014157039,0.0002974154,18851.63,,,,,2017-12-18T12:00:00+00:00,47.1949380332,70,30
2017-12-17T22:00:00+00:00,10320.9122433241,10315.2014157039,0.0002974154,19201.52,,,,,2017-12-18T13:00:00+00:00,48.2784925424,70,30
2017-12-17T23:00:00+00:00,10320.8383296506,10315.2014157039,0.0002974154,18953,,,,,2017-12-18T14:00:00+00:00,62.7293471949,70,30
2017-12-18T00:00:00+00:00,10320.5551901963,10315.2014157039,0.0002974154,18001,,,,,2017-12-18T15:00:00+00:00,59.0711558769,70,30
2017-12-18T01:00:00+00:00,10244.0184292882,5157.600707852,0.2766054672,18388.71,,,,,2017-12-18T16:00:00+00:00,57.2172086326,70,30
2017-12-18T02:00:00+00:00,10208.045888274,5157.600707852,0.2766054672,18258.66,,,,,2017-12-18T17:00:00+00:00,50.2931654275,70,30
2017-12-18T03:00:00+00:00,10298.8305686759,5157.600707852,0.2766054672,18586.87,,,,,2017-12-18T18:00:00+00:00,45.3300930791,70,30
2017-12-18T04:00:00+00:00,10343.0929755431,5157.600707852,0.2766054672,18746.89,,,,,2017-12-18T19:00:00+00:00,47.1185917653,70,30
2017-12-18T05:00:00+00:00,10381.845401503,5157.600707852,0.2766054672,18886.99,,,,,2017-12-18T20:00:00+00:00,44.6803607722,70,30
2017-12-18T06:00:00+00:00,10400.8869218676,5157.600707852,0.2766054672,18955.83,,,,,2017-12-18T21:00:00+00:00,50.6994597817,70,30
2017-12-18T07:00:00+00:00,10322.7237489358,5157.600707852,0.2766054672,18673.25,,,,,2017-12-18T22:00:00+00:00,42.4366951414,70,30
2017-12-18T08:00:00+00:00,10409.9872417397,5157.600707852,0.2766054672,18988.73,,,,,2017-12-18T23:00:00+00:00,53.9942176645,70,30
2017-12-18T09:00:00+00:00,10360.0571888488,5157.600707852,0.2766054672,18808.22,,,,,2017-12-19T00:00:00+00:00,47.9613727422,70,30
2017-12-18T10:00:00+00:00,10387.966680493,5157.600707852,0.2766054672,18909.12,,,,,2017-12-19T01:00:00+00:00,39.5132766721,70,30
2017-12-18T11:00:00+00:00,10441.8660218388,5157.600707852,0.2766054672,19103.98,,,,,2017-12-19T02:00:00+00:00,44.938437248,70,30
2017-12-18T12:00:00+00:00,10413.0769248088,5157.600707852,0.2766054672,18999.9,,,,,2017-12-19T03:00:00+00:00,57.064080877,70,30
2017-12-18T13:00:00+00:00,10366.6459310784,5157.600707852,0.2766054672,18832.04,,,,,2017-12-19T04:00:00+00:00,59.1687210402,70,30
2017-12-18T14:00:00+00:00,10327.1826290677,5157.600707852,0.2766054672,18689.37,,,,,2017-12-19T05:00:00+00:00,51.06285156,70,30
2017-12-18T15:00:00+00:00,10367.578091503,5157.600707852,0.2766054672,18835.41,,,,,2017-12-19T06:00:00+00:00,53.5168425966,70,30
2017-12-18T16:00:00+00:00,10309.5379663126,5157.600707852,0.2766054672,18625.58,,,,,2017-12-19T07:00:00+00:00,58.6119114891,70,30
2017-12-18T17:00:00+00:00,10302.4623984607,5157.600707852,0.2766054672,18600,,,,,2017-12-19T08:00:00+00:00,60.5562259298,70,30
2017-12-18T18:00:00+00:00,10288.0263591256,5157.600707852,0.2766054672,18547.81,,,,,2017-12-19T09:00:00+00:00,44.3333947216,70,30
2017-12-18T19:00:00+00:00,10346.7192732186,5157.600707852,0.2766054672,18760,,,,,2017-12-19T10:00:00+00:00,34.508443925,70,30
2017-12-18T20:00:00+00:00,10337.032549756,5157.600707852,0.2766054672,18724.98,,,,,2017-12-19T11:00:00+00:00,28.5489476997,70,30
2017-12-18T21:00:00+00:00,10330.1229451844,5157.600707852,0.2766054672,18700,,,,,2017-12-19T12:00:00+00:00,35.2473823234,70,30
2017-12-18T22:00:00+00:00,10341.4637693411,5157.600707852,0.2766054672,18741,,,,,2017-12-19T13:00:00+00:00,31.7227852239,70,30
2017-12-18T23:00:00+00:00,10396.6659224376,5157.600707852,0.2766054672,18940.57,,,,,2017-12-19T14:00:00+00:00,31.1524879615,70,30
2017-12-19T00:00:00+00:00,10369.3041096185,5157.600707852,0.2766054672,18841.65,,,,,2017-12-19T15:00:00+00:00,34.8035634819,70,30
2017-12-19T01:00:00+00:00,10353.9497401322,5157.600707852,0.2766054672,18786.14,,,,,2017-12-19T16:00:00+00:00,41.7289861653,70,30
2017-12-19T02:00:00+00:00,10371.7548340582,5157.600707852,0.2766054672,18850.51,,,,,2017-12-19T17:00:00+00:00,34.4503961109,70,30
2017-12-19T03:00:00+00:00,10425.325014898,5157.600707852,0.2766054672,19044.18,,,,,2017-12-19T18:00:00+00:00,35.1642545371,70,30
2017-12-19T04:00:00+00:00,10400.6352108925,5157.600707852,0.2766054672,18954.92,,,,,2017-12-19T19:00:00+00:00,32.7849072768,70,30
2017-12-19T05:00:00+00:00,10375.7628472785,5157.600707852,0.2766054672,18865,,,,,2017-12-19T20:00:00+00:00,32.7389779273,70,30
2017-12-19T06:00:00+00:00,10335.3784490619,5157.600707852,0.2766054672,18719,,,,,2017-12-19T21:00:00+00:00,23.4795873547,70,30
2017-12-19T07:00:00+00:00,10370.5847929318,5157.600707852,0.2766054672,18846.28,,,,,2017-12-19T22:00:00+00:00,28.2331308543,70,30
2017-12-19T08:00:00+00:00,10368.8477105976,5157.600707852,0.2766054672,18840,,,,,2017-12-19T23:00:00+00:00,38.0450145054,70,30
2017-12-19T09:00:00+00:00,10302.4623984607,5157.600707852,0.2766054672,18600,,,,,2017-12-20T00:00:00+00:00,35.0332214535,70,30
2017-12-19T10:00:00+00:00,10181.5941074421,5157.600707852,0.2766054672,18163.03,,,,,2017-12-20T01:00:00+00:00,34.3813772142,70,30
2017-12-19T11:00:00+00:00,10069.9589069199,5157.600707852,0.2766054672,17759.44,,,,,2017-12-20T02:00:00+00:00,41.0222216468,70,30
2017-12-19T12:00:00+00:00,10144.0310849913,5157.600707852,0.2766054672,18027.23,,,,,2017-12-20T03:00:00+00:00,37.0883238093,70,30
2017-12-19T13:00:00+00:00,10126.3957390278,2578.800353926,0.4169499912,18101.92,,,,,2017-12-20T04:00:00+00:00,39.9819362695,70,30
2017-12-19T14:00:00+00:00,10067.6391462648,2578.800353926,0.4169499912,17961,,,,,2017-12-20T05:00:00+00:00,35.4100069164,70,30
2017-12-19T15:00:00+00:00,10109.8344853765,2578.800353926,0.4169499912,18062.2,,,,,2017-12-20T06:00:00+00:00,30.5027209329,70,30
2017-12-19T16:00:00+00:00,10254.7079293265,2578.800353926,0.4169499912,18409.66,,,,,2017-12-20T07:00:00+00:00,32.5425546173,70,30
2017-12-19T17:00:00+00:00,10173.5861390343,2578.800353926,0.4169499912,18215.1,,,,,2017-12-20T08:00:00+00:00,40.8689026897,70,30
2017-12-19T18:00:00+00:00,10158.9345163428,2578.800353926,0.4169499912,18179.96,,,,,2017-12-20T09:00:00+00:00,42.1458826367,70,30
2017-12-19T19:00:00+00:00,10042.409502296,2578.800353926,0.4169499912,17900.49,,,,,2017-12-20T10:00:00+00:00,47.0136377903,70,30
2017-12-19T20:00:00+00:00,9979.8961901121,2578.800353926,0.4169499912,17750.56,,,,,2017-12-20T11:00:00+00:00,54.7970595691,70,30
2017-12-19T21:00:00+00:00,9691.5836101819,2578.800353926,0.4169499912,17059.08,,,,,2017-12-20T12:00:00+00:00,55.735621479,70,30
2017-12-19T22:00:00+00:00,9764.4546534112,1289.400176963,0.4904605019,17279.79,,,,,2017-12-20T13:00:00+00:00,46.1383650231,70,30
2017-12-19T23:00:00+00:00,9970.5510609224,1289.400176963,0.4904605019,17700,,,,,2017-12-20T14:00:00+00:00,54.0855431489,70,30
2017-12-20T00:00:00+00:00,9597.5215169782,1289.400176963,0.4904605019,16939.43,,,,,2017-12-20T15:00:00+00:00,51.4002709438,70,30
2017-12-20T01:00:00+00:00,9361.5658741101,1289.400176963,0.4904605019,16458.34,,,,,2017-12-20T16:00:00+00:00,40.8087844239,70,30
2017-12-20T02:00:00+00:00,9713.3310375257,644.7000884815,0.5273953119,17195.13,,,,,2017-12-20T17:00:00+00:00,51.1887398251,70,30
2017-12-20T03:00:00+00:00,9520.9108579889,644.7000884815,0.5273953119,16830.28,,,,,2017-12-20T18:00:00+00:00,48.7358118253,70,30
2017-12-20T04:00:00+00:00,9596.6131810551,644.7000884815,0.5273953119,16973.82,,,,,2017-12-20T19:00:00+00:00,54.3159497609,70,30
2017-12-20T05:00:00+00:00,9358.4678279789,644.7000884815,0.5273953119,16522.27,,,,,2017-12-20T20:00:00+00:00,53.1526968174,70,30
2017-12-20T06:00:00+00:00,9328.2111589368,644.7000884815,0.5273953119,16464.9,,,,,2017-12-20T21:00:00+00:00,46.7165445991,70,30
2017-12-20T07:00:00+00:00,9358.2463219479,644.7000884815,0.5273953119,16521.85,,,,,2017-12-20T22:00:00+00:00,37.2652540268,70,30
