"Helleroed Kaer flow (m3/s), x","Helleroed Kaer flow (m3/s), y","Helleroed Kaer vanddybde / 10 (m), x","Helleroed Kaer vanddybde / 10 (m), y"
2017-10-22 21:36:35,0.0282650497,2017-10-16 00:16:35,0.0405576
2017-10-22 21:46:35,0.0287273229,2017-10-16 00:26:35,0.04073809
2017-10-22 21:56:35,0.0286002588,2017-10-16 00:36:35,0.04089749
2017-10-22 22:06:35,0.0287301265,2017-10-16 00:46:35,0.04104248
2017-10-22 22:16:35,0.0285105855,2017-10-16 00:56:35,0.04127598
2017-10-22 22:26:35,0.0281530071,2017-10-16 01:06:35,0.04203451
2017-10-22 22:36:35,0.0277192469,2017-10-16 01:16:35,0.04267528
2017-10-22 22:46:35,0.0270041707,2017-10-16 01:26:35,0.04302936
2017-10-22 22:56:35,0.0269660886,2017-10-16 01:36:35,0.04349576
2017-10-22 23:06:35,0.026932873,2017-10-16 01:46:35,0.04376854
2017-10-22 23:16:35,0.0269478821,2017-10-16 01:56:35,0.04413351
2017-10-22 23:26:35,0.0267770785,2017-10-16 02:06:35,0.04439355
2017-10-22 23:36:35,0.0266517972,2017-10-16 02:16:35,0.04460069
2017-10-22 23:46:35,0.0264088936,2017-10-16 02:26:35,0.04456821
2017-10-22 23:56:35,0.025854974,2017-10-16 02:36:35,0.04447612
2017-10-23 00:06:35,0.02528267,2017-10-16 02:46:35,0.04413157
2017-10-23 00:16:35,0.0247041835,2017-10-16 02:56:35,0.04356286
2017-10-23 00:26:35,0.0241570842,2017-10-16 03:06:35,0.04302031
2017-10-23 00:36:35,0.0244313159,2017-10-16 03:16:35,0.04241446
2017-10-23 00:46:35,0.0234546402,2017-10-16 03:26:35,0.041964
2017-10-23 00:56:35,0.0224884111,2017-10-16 03:36:35,0.04138966
2017-10-23 01:06:35,0.0214644691,2017-10-16 03:46:35,0.04081142
2017-10-23 01:16:35,0.0207411507,2017-10-16 03:56:35,0.04036544
2017-10-23 01:26:35,0.0200709182,2017-10-16 04:06:35,0.03987006
2017-10-23 01:36:35,0.019838289,2017-10-16 04:16:35,0.03933801
2017-10-23 01:46:35,0.0198557451,2017-10-16 04:26:35,0.03873663
2017-10-23 01:56:35,0.0206827788,2017-10-16 04:36:35,0.03817959
2017-10-23 02:06:35,0.021895036,2017-10-16 04:46:35,0.0378578
2017-10-23 02:16:35,0.0231827797,2017-10-16 04:56:35,0.03742135
2017-10-23 02:26:35,0.023192646,2017-10-16 05:06:35,0.03689796
2017-10-23 02:36:35,0.0237393866,2017-10-16 05:16:35,0.03650255
2017-10-23 02:46:35,0.0241401636,2017-10-16 05:26:35,0.03610004
2017-10-23 02:56:35,0.02422536,2017-10-16 05:36:35,0.03570376
2017-10-23 03:06:35,0.0240992627,2017-10-16 05:46:35,0.03529862
2017-10-23 03:16:35,0.0236471633,2017-10-16 05:56:35,0.03508788
2017-10-23 03:26:35,0.0234004897,2017-10-16 06:06:35,0.03484437
2017-10-23 03:36:35,0.0231469187,2017-10-16 06:16:35,0.03462158
2017-10-23 03:46:35,0.0235118014,2017-10-16 06:26:35,0.0343381
2017-10-23 03:56:35,0.0230393625,2017-10-16 06:36:35,0.03419583
2017-10-23 04:06:35,0.0226862946,2017-10-16 06:46:35,0.03409897
2017-10-23 04:16:35,0.0224766145,2017-10-16 06:56:35,0.03409255
2017-10-23 04:26:35,0.022241241,2017-10-16 07:06:35,0.03404733
2017-10-23 04:36:35,0.0213092224,2017-10-16 07:16:35,0.03394843
2017-10-23 04:46:35,0.0210628824,2017-10-16 07:26:35,0.03386217
2017-10-23 04:56:35,0.020734296,2017-10-16 07:36:35,0.03378009
2017-10-23 05:06:35,0.0209032853,2017-10-16 07:46:35,0.03380508
2017-10-23 05:16:35,0.0208994706,2017-10-16 07:56:35,0.03367691
2017-10-23 05:26:35,0.0215327104,2017-10-16 08:06:35,0.03363198
2017-10-23 05:36:35,0.0214843115,2017-10-16 08:16:35,0.03361487
2017-10-23 05:46:35,0.0221329408,2017-10-16 08:26:35,0.03357616
2017-10-23 05:56:35,0.0233035702,2017-10-16 08:36:35,0.03347152
2017-10-23 06:06:35,0.0234428791,2017-10-16 08:46:35,0.03349165
2017-10-23 06:16:35,0.023324935,2017-10-16 08:56:35,0.03359036
2017-10-23 06:26:35,0.0239161193,2017-10-16 09:06:35,0.03353581
2017-10-23 06:36:35,0.0245908684,2017-10-16 09:16:35,0.03365766
2017-10-23 06:46:35,0.0256179776,2017-10-16 09:26:35,0.03365056
2017-10-23 06:56:35,0.0266794099,2017-10-16 09:36:35,0.03358414
2017-10-23 07:06:35,0.0279600985,2017-10-16 09:46:35,0.03363801
2017-10-23 07:16:35,0.0296499931,2017-10-16 09:56:35,0.0336526
2017-10-23 07:26:35,0.0315853288,2017-10-16 10:06:35,0.03389796
2017-10-23 07:36:35,0.0335691957,2017-10-16 10:16:35,0.0342358
2017-10-23 07:46:35,0.0343125264,2017-10-16 10:26:35,0.03430299
2017-10-23 07:56:35,0.035250595,2017-10-16 10:36:35,0.03441726
2017-10-23 08:06:35,0.0357497324,2017-10-16 10:46:35,0.03478321
2017-10-23 08:16:35,0.0360957018,2017-10-16 10:56:35,0.03528802
2017-10-23 08:26:35,0.0358783392,2017-10-16 11:06:35,0.03526643
2017-10-23 08:36:35,0.035248531,2017-10-16 11:16:35,0.03557374
2017-10-23 08:46:35,0.0337927903,2017-10-16 11:26:35,0.03586781
2017-10-23 08:56:35,0.0337374151,2017-10-16 11:36:35,0.03695767
2017-10-23 09:06:35,0.0335473623,2017-10-16 11:46:35,0.03790565
2017-10-23 09:16:35,0.0336527204,2017-10-16 11:56:35,0.03811162
2017-10-23 09:26:35,0.0341468979,2017-10-16 12:06:35,0.03807466
2017-10-23 09:36:35,0.0351346138,2017-10-16 12:16:35,0.03884147
2017-10-23 09:46:35,0.0358215698,2017-10-16 12:26:35,0.03954749
2017-10-23 09:56:35,0.0361121192,2017-10-16 12:36:35,0.04044859
2017-10-23 10:06:35,0.0356608246,2017-10-16 12:46:35,0.04187561
2017-10-23 10:16:35,0.0346094728,2017-10-16 12:56:35,0.04253154
2017-10-23 10:26:35,0.0330139633,2017-10-16 13:06:35,0.04248078
2017-10-23 10:36:35,0.0327653579,2017-10-16 13:16:35,0.04291217
2017-10-23 10:46:35,0.0318653655,2017-10-16 13:26:35,0.04312913
2017-10-23 10:56:35,0.0309874258,2017-10-16 13:36:35,0.04365593
2017-10-23 11:06:35,0.0301184027,2017-10-16 13:46:35,0.04446289
2017-10-23 11:16:35,0.0294188897,2017-10-16 13:56:35,0.04525157
2017-10-23 11:26:35,0.0286514574,2017-10-16 14:06:35,0.04493406
2017-10-23 11:36:35,0.0282931224,2017-10-16 14:16:35,0.04485733
2017-10-23 11:46:35,0.0281638944,2017-10-16 14:26:35,0.04467625
2017-10-23 11:56:35,0.0286214549,2017-10-16 14:36:35,0.04386783
2017-10-23 12:06:35,0.0289078586,2017-10-16 14:46:35,0.04361732
2017-10-23 12:16:35,0.0292181714,2017-10-16 14:56:35,0.04357745
2017-10-23 12:26:35,0.0290486841,2017-10-16 15:06:35,0.04360205
2017-10-23 12:36:35,0.0285770963,2017-10-16 15:16:35,0.04374082
2017-10-23 12:46:35,0.0277738667,2017-10-16 15:26:35,0.0434659
2017-10-23 12:56:35,0.0269674419,2017-10-16 15:36:35,0.04334532
2017-10-23 13:06:35,0.0263035278,2017-10-16 15:46:35,0.04291781
2017-10-23 13:16:35,0.0257991058,2017-10-16 15:56:35,0.04238353
2017-10-23 13:26:35,0.0249461906,2017-10-16 16:06:35,0.04189788
2017-10-23 13:36:35,0.0248450531,2017-10-16 16:16:35,0.04176844
2017-10-23 13:46:35,0.0249812584,2017-10-16 16:26:35,0.04156169
2017-10-23 13:56:35,0.0252015742,2017-10-16 16:36:35,0.04167109
2017-10-23 14:06:35,0.0249649866,2017-10-16 16:46:35,0.0416248
2017-10-23 14:16:35,0.0250269594,2017-10-16 16:56:35,0.04114294
2017-10-23 14:26:35,0.0264105948,2017-10-16 17:06:35,0.04072769
2017-10-23 14:36:35,0.0277605576,2017-10-16 17:16:35,0.04053076
2017-10-23 14:46:35,0.0291637849,2017-10-16 17:26:35,0.03999901
2017-10-23 14:56:35,0.0302549765,2017-10-16 17:36:35,0.0398578
2017-10-23 15:06:35,0.0303091987,2017-10-16 17:46:35,0.03984613
2017-10-23 15:16:35,0.0304474319,2017-10-16 17:56:35,0.03945938
2017-10-23 15:26:35,0.0299899998,2017-10-16 18:06:35,0.0390347
2017-10-23 15:36:35,0.0288276556,2017-10-16 18:16:35,0.03869958
2017-10-23 15:46:35,0.0273536927,2017-10-16 18:26:35,0.03856168
2017-10-23 15:56:35,0.0266535377,2017-10-16 18:36:35,0.03833908
2017-10-23 16:06:35,0.0267247156,2017-10-16 18:46:35,0.03801214
2017-10-23 16:16:35,0.0263910306,2017-10-16 18:56:35,0.03753212
2017-10-23 16:26:35,0.0266343083,2017-10-16 19:06:35,0.03674276
2017-10-23 16:36:35,0.0274191635,2017-10-16 19:16:35,0.03638352
2017-10-23 16:46:35,0.0280013056,2017-10-16 19:26:35,0.03632527
2017-10-23 16:56:35,0.0287258469,2017-10-16 19:36:35,0.03606144
2017-10-23 17:06:35,0.0288267531,2017-10-16 19:46:35,0.0360062
2017-10-23 17:16:35,0.0290068193,2017-10-16 19:56:35,0.03588123
2017-10-23 17:26:35,0.0294887874,2017-10-16 20:06:35,0.03562489
2017-10-23 17:36:35,0.0297659931,2017-10-16 20:16:35,0.03537953
2017-10-23 17:46:35,0.0295480827,2017-10-16 20:26:35,0.03459494
2017-10-23 17:56:35,0.0291566127,2017-10-16 20:36:35,0.03422374
2017-10-23 18:06:35,0.0286512877,2017-10-16 20:46:35,0.0344476
2017-10-23 18:16:35,0.0284443088,2017-10-16 20:56:35,0.03470064
2017-10-23 18:26:35,0.0278748688,2017-10-16 21:06:35,0.03468606
2017-10-23 18:36:35,0.0275383541,2017-10-16 21:16:35,0.03429697
2017-10-23 18:46:35,0.0268011554,2017-10-16 21:26:35,0.0342569
2017-10-23 18:56:35,0.0269149624,2017-10-16 21:36:35,0.03410286
2017-10-23 19:06:35,0.02763803,2017-10-16 21:46:35,0.03405365
2017-10-23 19:16:35,0.0280349379,2017-10-16 21:56:35,0.03408467
2017-10-23 19:26:35,0.0287080814,2017-10-16 22:06:35,0.03416257
2017-10-23 19:36:35,0.0296315988,2017-10-16 22:16:35,0.03448193
2017-10-23 19:46:35,0.0298770022,2017-10-16 22:26:35,0.03507223
2017-10-23 19:56:35,0.030371365,2017-10-16 22:36:35,0.03558677
2017-10-23 20:06:35,0.0318120516,2017-10-16 22:46:35,0.03590749
2017-10-23 20:16:35,0.0305960508,2017-10-16 22:56:35,0.03604588
2017-10-23 20:26:35,0.0308478923,2017-10-16 23:06:35,0.03616209
2017-10-23 20:36:35,0.0302884855,2017-10-16 23:16:35,0.03600688
2017-10-23 20:46:35,0.0283960586,2017-10-16 23:26:35,0.03602769
2017-10-23 20:56:35,0.0252880634,2017-10-16 23:36:35,0.03618601
2017-10-23 21:06:35,0.0223144651,2017-10-16 23:46:35,0.03604072
2017-10-23 21:16:35,0.0196743321,2017-10-16 23:56:35,0.0363489
2017-10-23 21:26:35,0.0171645314,2017-10-17 00:06:35,0.03710374
2017-10-23 21:36:35,0.0158144693,2017-10-17 00:16:35,0.03749769
2017-10-23 21:46:35,0.0158354281,2017-10-17 00:26:35,0.03728656
2017-10-23 21:56:35,0.0146132432,2017-10-17 00:36:35,0.03718728
2017-10-23 22:06:35,0.01629795,2017-10-17 00:46:35,0.03757257
2017-10-23 22:16:35,0.0164935516,2017-10-17 00:56:35,0.03827295
2017-10-23 22:26:35,0.0161694178,2017-10-17 01:06:35,0.03895943
2017-10-23 22:36:35,0.014622471,2017-10-17 01:16:35,0.03955206
2017-10-23 22:46:35,0.0146350346,2017-10-17 01:26:35,0.04028745
2017-10-23 22:56:35,0.0157612048,2017-10-17 01:36:35,0.04114459
2017-10-23 23:06:35,0.017495299,2017-10-17 01:46:35,0.04242496
2017-10-23 23:16:35,0.0195018622,2017-10-17 01:56:35,0.04337313
2017-10-23 23:26:35,0.0218028278,2017-10-17 02:06:35,0.04409286
2017-10-23 23:36:35,0.0241720907,2017-10-17 02:16:35,0.04463444
2017-10-23 23:46:35,0.0269193041,2017-10-17 02:26:35,0.04518048
2017-10-23 23:56:35,0.0276841335,2017-10-17 02:36:35,0.04555732
2017-10-24 00:06:35,0.0258786355,2017-10-17 02:46:35,0.0458761
2017-10-24 00:16:35,0.0232801008,2017-10-17 02:56:35,0.04626081
2017-10-24 00:26:35,0.0226437481,2017-10-17 03:06:35,0.04595458
2017-10-24 00:36:35,0.0219392119,2017-10-17 03:16:35,0.04522347
2017-10-24 00:46:35,0.0224048208,2017-10-17 03:26:35,0.04500544
2017-10-24 00:56:35,0.0214928086,2017-10-17 03:36:35,0.04515938
2017-10-24 01:06:35,0.021310585,2017-10-17 03:46:35,0.04490916
2017-10-24 01:16:35,0.0227360853,2017-10-17 03:56:35,0.04487493
2017-10-24 01:26:35,0.0232917772,2017-10-17 04:06:35,0.04457239
2017-10-24 01:36:35,0.0226471204,2017-10-17 04:16:35,0.04394242
2017-10-24 01:46:35,0.0225471598,2017-10-17 04:26:35,0.0434943
2017-10-24 01:56:35,0.0217930917,2017-10-17 04:36:35,0.04352114
2017-10-24 02:06:35,0.0223062207,2017-10-17 04:46:35,0.04301584
2017-10-24 02:16:35,0.0230611308,2017-10-17 04:56:35,0.04248438
2017-10-24 02:26:35,0.0224944783,2017-10-17 05:06:35,0.04191266
2017-10-24 02:36:35,0.0209671709,2017-10-17 05:16:35,0.04138868
2017-10-24 02:46:35,0.0212459639,2017-10-17 05:26:35,0.04060535
2017-10-24 02:56:35,0.0226624117,2017-10-17 05:36:35,0.0400134
2017-10-24 03:06:35,0.0225679551,2017-10-17 05:46:35,0.03971018
2017-10-24 03:16:35,0.0238235553,2017-10-17 05:56:35,0.03934433
2017-10-24 03:26:35,0.0256457804,2017-10-17 06:06:35,0.03889816
2017-10-24 03:36:35,0.0256459655,2017-10-17 06:16:35,0.03889242
2017-10-24 03:46:35,0.0267796347,2017-10-17 06:26:35,0.03880286
2017-10-24 03:56:35,0.027530018,2017-10-17 06:36:35,0.03888134
2017-10-24 04:06:35,0.0264477345,2017-10-17 06:46:35,0.03843837
2017-10-24 04:16:35,0.0263763236,2017-10-17 06:56:35,0.03795359
2017-10-24 04:26:35,0.0263975841,2017-10-17 07:06:35,0.03750372
2017-10-24 04:36:35,0.0268430755,2017-10-17 07:16:35,0.03745617
2017-10-24 04:46:35,0.0266939203,2017-10-17 07:26:35,0.03705327
2017-10-24 04:56:35,0.0267865927,2017-10-17 07:36:35,0.03723357
2017-10-24 05:06:35,0.0268066142,2017-10-17 07:46:35,0.03719904
2017-10-24 05:16:35,0.0264925331,2017-10-17 07:56:35,0.03682298
2017-10-24 05:26:35,0.0262161913,2017-10-17 08:06:35,0.03658706
2017-10-24 05:36:35,0.0263822297,2017-10-17 08:16:35,0.03658492
2017-10-24 05:46:35,0.0262453347,2017-10-17 08:26:35,0.03700484
2017-10-24 05:56:35,0.0266085055,2017-10-17 08:36:35,0.03727072
2017-10-24 06:06:35,0.0270050507,2017-10-17 08:46:35,0.03741513
2017-10-24 06:16:35,0.0274688645,2017-10-17 08:56:35,0.0376566
2017-10-24 06:26:35,0.0265707742,2017-10-17 09:06:35,0.03743497
2017-10-24 06:36:35,0.0244995114,2017-10-17 09:16:35,0.03729123
2017-10-24 06:46:35,0.0229528075,2017-10-17 09:26:35,0.03735367
2017-10-24 06:56:35,0.0214410429,2017-10-17 09:36:35,0.03729979
2017-10-24 07:06:35,0.0190464343,2017-10-17 09:46:35,0.03806863
2017-10-24 07:16:35,0.0181857393,2017-10-17 09:56:35,0.03896303
2017-10-24 07:26:35,0.0179513284,2017-10-17 10:06:35,0.03906514
2017-10-24 07:36:35,0.0192736089,2017-10-17 10:16:35,0.03860321
2017-10-24 07:46:35,0.0209477283,2017-10-17 10:26:35,0.03845092
2017-10-24 07:56:35,0.0228589539,2017-10-17 10:36:35,0.0386811
2017-10-24 08:06:35,0.0237644942,2017-10-17 10:46:35,0.03900864
2017-10-24 08:16:35,0.0243134575,2017-10-17 10:56:35,0.03927967
2017-10-24 08:26:35,0.0257197873,2017-10-17 11:06:35,0.03966438
2017-10-24 08:36:35,0.0270488027,2017-10-17 11:16:35,0.03949945
2017-10-24 08:46:35,0.0262397836,2017-10-17 11:26:35,0.03937759
2017-10-24 08:56:35,0.0255889006,2017-10-17 11:36:35,0.03920002
2017-10-24 09:06:35,0.022791871,2017-10-17 11:46:35,0.04008887
2017-10-24 09:16:35,0.0210989297,2017-10-17 11:56:35,0.04052318
2017-10-24 09:26:35,0.0200782486,2017-10-17 12:06:35,0.04104384
2017-10-24 09:36:35,0.0201510839,2017-10-17 12:16:35,0.04192063
2017-10-24 09:46:35,0.0209049079,2017-10-17 12:26:35,0.04281084
2017-10-24 09:56:35,0.0224442997,2017-10-17 12:36:35,0.04290877
2017-10-24 10:06:35,0.0245371866,2017-10-17 12:46:35,0.04319925
2017-10-24 10:16:35,0.0271573479,2017-10-17 12:56:35,0.04281667
2017-10-24 10:26:35,0.02805992,2017-10-17 13:06:35,0.04296965
2017-10-24 10:36:35,0.0281321158,2017-10-17 13:16:35,0.04391013
2017-10-24 10:46:35,0.027036044,2017-10-17 13:26:35,0.04393299
2017-10-24 10:56:35,0.0268877789,2017-10-17 13:36:35,0.04372546
2017-10-24 11:06:35,0.0267115352,2017-10-17 13:46:35,0.04417834
2017-10-24 11:16:35,0.0268141225,2017-10-17 13:56:35,0.04521335
2017-10-24 11:26:35,0.0270494889,2017-10-17 14:06:35,0.04483642
2017-10-24 11:36:35,0.0273103842,2017-10-17 14:16:35,0.04537196
2017-10-24 11:46:35,0.0273963243,2017-10-17 14:26:35,0.04593921
2017-10-24 11:56:35,0.0274867691,2017-10-17 14:36:35,0.04683487
2017-10-24 12:06:35,0.0275080932,2017-10-17 14:46:35,0.04631371
2017-10-24 12:16:35,0.0278339398,2017-10-17 14:56:35,0.04692424
2017-10-24 12:26:35,0.0283239049,2017-10-17 15:06:35,0.04744763
2017-10-24 12:36:35,0.0284477554,2017-10-17 15:16:35,0.04828707
2017-10-24 12:46:35,0.0301801037,2017-10-17 15:26:35,0.04901507
2017-10-24 12:56:35,0.0304972215,2017-10-17 15:36:35,0.0484805
2017-10-24 13:06:35,0.0298755638,2017-10-17 15:46:35,0.04813731
2017-10-24 13:16:35,0.0285182832,2017-10-17 15:56:35,0.04791462
2017-10-24 13:26:35,0.0266535852,2017-10-17 16:06:35,0.04777681
2017-10-24 13:36:35,0.0246535671,2017-10-17 16:16:35,0.04867646
2017-10-24 13:46:35,0.0230854676,2017-10-17 16:26:35,0.04885033
2017-10-24 13:56:35,0.0221650098,2017-10-17 16:36:35,0.04908626
2017-10-24 14:06:35,0.0227988821,2017-10-17 16:46:35,0.04961354
2017-10-24 14:16:35,0.0239108837,2017-10-17 16:56:35,0.04866236
2017-10-24 14:26:35,0.0262520794,2017-10-17 17:06:35,0.04825693
2017-10-24 14:36:35,0.0268388104,2017-10-17 17:16:35,0.04807721
2017-10-24 14:46:35,0.0272075736,2017-10-17 17:26:35,0.04829126
2017-10-24 14:56:35,0.0277018303,2017-10-17 17:36:35,0.0486607
2017-10-24 15:06:35,0.0278392846,2017-10-17 17:46:35,0.04902684
2017-10-24 15:16:35,0.0256166466,2017-10-17 17:56:35,0.04849149
2017-10-24 15:26:35,0.0256915941,2017-10-17 18:06:35,0.0485264
2017-10-24 15:36:35,0.027432465,2017-10-17 18:16:35,0.04777496
2017-10-24 15:46:35,0.0328817537,2017-10-17 18:26:35,0.04759175
2017-10-24 15:56:35,0.036769924,2017-10-17 18:36:35,0.0471482
2017-10-24 16:06:35,0.0387285719,2017-10-17 18:46:35,0.04737459
2017-10-24 16:16:35,0.0386155811,2017-10-17 18:56:35,0.04761227
2017-10-24 16:26:35,0.0388545197,2017-10-17 19:06:35,0.04797967
2017-10-24 16:36:35,0.0387742232,2017-10-17 19:16:35,0.04725829
2017-10-24 16:46:35,0.0381551473,2017-10-17 19:26:35,0.04707779
2017-10-24 16:56:35,0.0360298231,2017-10-17 19:36:35,0.04617932
2017-10-24 17:06:35,0.0365949041,2017-10-17 19:46:35,0.04638393
2017-10-24 17:16:35,0.0384536123,2017-10-17 19:56:35,0.04636292
2017-10-24 17:26:35,0.0425484353,2017-10-17 20:06:35,0.04536389
2017-10-24 17:36:35,0.0445988671,2017-10-17 20:16:35,0.04439774
2017-10-24 17:46:35,0.044406207,2017-10-17 20:26:35,0.04472974
2017-10-24 17:56:35,0.0431631053,2017-10-17 20:36:35,0.04537809
2017-10-24 18:06:35,0.0426622754,2017-10-17 20:46:35,0.04442739
2017-10-24 18:16:35,0.0419732195,2017-10-17 20:56:35,0.04327112
2017-10-24 18:26:35,0.0416084272,2017-10-17 21:06:35,0.04349732
2017-10-24 18:36:35,0.0405428251,2017-10-17 21:16:35,0.04358231
2017-10-24 18:46:35,0.039597879,2017-10-17 21:26:35,0.04378011
2017-10-24 18:56:35,0.0395054852,2017-10-17 21:36:35,0.04441358
2017-10-24 19:06:35,0.0400631438,2017-10-17 21:46:35,0.04362947
2017-10-24 19:16:35,0.0410490184,2017-10-17 21:56:35,0.04307925
2017-10-24 19:26:35,0.0410744827,2017-10-17 22:06:35,0.0432363
2017-10-24 19:36:35,0.0411732595,2017-10-17 22:16:35,0.04367732
2017-10-24 19:46:35,0.0408798424,2017-10-17 22:26:35,0.04447252
2017-10-24 19:56:35,0.0409912973,2017-10-17 22:36:35,0.04466507
2017-10-24 20:06:35,0.0408902741,2017-10-17 22:46:35,0.04433462
2017-10-24 20:16:35,0.0412262655,2017-10-17 22:56:35,0.04453485
2017-10-24 20:26:35,0.0424823923,2017-10-17 23:06:35,0.04488349
2017-10-24 20:36:35,0.0447280026,2017-10-17 23:16:35,0.04561956
2017-10-24 20:46:35,0.0473374948,2017-10-17 23:26:35,0.04542905
2017-10-24 20:56:35,0.0496938001,2017-10-17 23:36:35,0.04573295
2017-10-24 21:06:35,0.0510903521,2017-10-17 23:46:35,0.04580793
2017-10-24 21:16:35,0.0517917461,2017-10-17 23:56:35,0.04619177
2017-10-24 21:26:35,0.0513573344,2017-10-18 00:06:35,0.04752076
2017-10-24 21:36:35,0.050496281,2017-10-18 00:16:35,0.04804259
2017-10-24 21:46:35,0.0495265849,2017-10-18 00:26:35,0.04844257
2017-10-24 21:56:35,0.048793681,2017-10-18 00:36:35,0.04839298
2017-10-24 22:06:35,0.0476047019,2017-10-18 00:46:35,0.04870942
2017-10-24 22:16:35,0.0476507252,2017-10-18 00:56:35,0.05012895
2017-10-24 22:26:35,0.047545227,2017-10-18 01:06:35,0.05088632
2017-10-24 22:36:35,0.0471978641,2017-10-18 01:16:35,0.05077993
2017-10-24 22:46:35,0.0471592312,2017-10-18 01:26:35,0.05077205
2017-10-24 22:56:35,0.0469851297,2017-10-18 01:36:35,0.05056939
2017-10-24 23:06:35,0.0464733474,2017-10-18 01:46:35,0.05130439
2017-10-24 23:16:35,0.0459349569,2017-10-18 01:56:35,0.05268804
2017-10-24 23:26:35,0.0456015312,2017-10-18 02:06:35,0.05399087
2017-10-24 23:36:35,0.0453135632,2017-10-18 02:16:35,0.05464622
2017-10-24 23:46:35,0.044885303,2017-10-18 02:26:35,0.05484169
2017-10-24 23:56:35,0.0450357851,2017-10-18 02:36:35,0.05551854
2017-10-25 00:06:35,0.044021497,2017-10-18 02:46:35,0.05601937
2017-10-25 00:16:35,0.0432187848,2017-10-18 02:56:35,0.05660664
2017-10-25 00:26:35,0.0428534746,2017-10-18 03:06:35,0.0563714
2017-10-25 00:36:35,0.0425327641,2017-10-18 03:16:35,0.05693116
2017-10-25 00:46:35,0.0424459439,2017-10-18 03:26:35,0.05710281
2017-10-25 00:56:35,0.0424127015,2017-10-18 03:36:35,0.05746924
2017-10-25 01:06:35,0.0425528943,2017-10-18 03:46:35,0.05751154
2017-10-25 01:16:35,0.0429779377,2017-10-18 03:56:35,0.05761112
2017-10-25 01:26:35,0.0433078023,2017-10-18 04:06:35,0.0571313
2017-10-25 01:36:35,0.0430485932,2017-10-18 04:16:35,0.05773686
2017-10-25 01:46:35,0.0421828568,2017-10-18 04:26:35,0.05772422
2017-10-25 01:56:35,0.0413511957,2017-10-18 04:36:35,0.05739387
2017-10-25 02:06:35,0.0402291986,2017-10-18 04:46:35,0.05687845
2017-10-25 02:16:35,0.0391268337,2017-10-18 04:56:35,0.05600079
2017-10-25 02:26:35,0.0381085604,2017-10-18 05:06:35,0.05545582
2017-10-25 02:36:35,0.037296925,2017-10-18 05:16:35,0.05476136
2017-10-25 02:46:35,0.0366774815,2017-10-18 05:26:35,0.05396559
2017-10-25 02:56:35,0.0363280407,2017-10-18 05:36:35,0.05364777
2017-10-25 03:06:35,0.0363704545,2017-10-18 05:46:35,0.05340845
2017-10-25 03:16:35,0.0364806678,2017-10-18 05:56:35,0.05315065
2017-10-25 03:26:35,0.0369032616,2017-10-18 06:06:35,0.05216863
2017-10-25 03:36:35,0.0374072608,2017-10-18 06:16:35,0.05140417
2017-10-25 03:46:35,0.0377773858,2017-10-18 06:26:35,0.05100846
2017-10-25 03:56:35,0.0375552228,2017-10-18 06:36:35,0.05071147
2017-10-25 04:06:35,0.0366003277,2017-10-18 06:46:35,0.05011952
2017-10-25 04:16:35,0.0358243168,2017-10-18 06:56:35,0.04933366
2017-10-25 04:26:35,0.0344298388,2017-10-18 07:06:35,0.04868385
2017-10-25 04:36:35,0.0331010186,2017-10-18 07:16:35,0.04816435
2017-10-25 04:46:35,0.0324985658,2017-10-18 07:26:35,0.047597
2017-10-25 04:56:35,0.0326368778,2017-10-18 07:36:35,0.04731362
2017-10-25 05:06:35,0.0336367645,2017-10-18 07:46:35,0.04693591
2017-10-25 05:16:35,0.0351511781,2017-10-18 07:56:35,0.04632043
2017-10-25 05:26:35,0.036821953,2017-10-18 08:06:35,0.04591218
2017-10-25 05:36:35,0.0386982752,2017-10-18 08:16:35,0.04538101
2017-10-25 05:46:35,0.0405526252,2017-10-18 08:26:35,0.04518078
2017-10-25 05:56:35,0.0426847587,2017-10-18 08:36:35,0.04503238
2017-10-25 06:06:35,0.0439450732,2017-10-18 08:46:35,0.04512184
2017-10-25 06:16:35,0.0456392915,2017-10-18 08:56:35,0.04502158
2017-10-25 06:26:35,0.047901094,2017-10-18 09:06:35,0.04503208
2017-10-25 06:36:35,0.0501979026,2017-10-18 09:16:35,0.04503403
2017-10-25 06:46:35,0.0516455437,2017-10-18 09:26:35,0.04518603
2017-10-25 06:56:35,0.0525224274,2017-10-18 09:36:35,0.04506029
2017-10-25 07:06:35,0.0532551943,2017-10-18 09:46:35,0.04487882
2017-10-25 07:16:35,0.0538825985,2017-10-18 09:56:35,0.0448408
2017-10-25 07:26:35,0.0544049434,2017-10-18 10:06:35,0.04487405
2017-10-25 07:36:35,0.0546121505,2017-10-18 10:16:35,0.04523825
2017-10-25 07:46:35,0.0549761487,2017-10-18 10:26:35,0.04564708
2017-10-25 07:56:35,0.0563979004,2017-10-18 10:36:35,0.04595973
2017-10-25 08:06:35,0.0585580634,2017-10-18 10:46:35,0.04635699
2017-10-25 08:16:35,0.06116346,2017-10-18 10:56:35,0.04673869
2017-10-25 08:26:35,0.0637491844,2017-10-18 11:06:35,0.04720072
2017-10-25 08:36:35,0.0662422943,2017-10-18 11:16:35,0.0477455
2017-10-25 08:46:35,0.0690606791,2017-10-18 11:26:35,0.04786716
2017-10-25 08:56:35,0.0718117077,2017-10-18 11:36:35,0.04803092
