"Download (Mbit/s), x; Upload (Mbit/s), x; Ping (ms), x (1)","Download (Mbit/s), y (1)","Upload (Mbit/s), y (1)","Ping (ms), y (1)"
2017-12-21 17:00:00,10.46,1.74,58.285
2017-12-21 18:00:00,18.3,1.8,55.644
2017-12-21 19:00:00,14.83,1.31,60.626
2017-12-21 20:00:00,15.43,1.5,84.807
2017-12-21 21:00:00,18.48,1.79,62.005
2017-12-21 22:00:00,14.12,0.58,54.96
2017-12-21 23:00:00,16.63,1.79,64.009
2017-12-22 00:00:00,16.46,1.73,61.461
2017-12-22 01:00:00,16.49,1.75,57.356
2017-12-22 02:00:00,16.39,1.79,54.097
2017-12-22 03:00:00,16.49,1.73,51.672
2017-12-22 04:00:00,16.32,1.77,54.78
2017-12-22 05:00:00,18.68,1.77,52.885
2017-12-22 06:00:00,19.09,1.82,50.638
2017-12-22 07:00:00,19.14,1.78,58.151
2017-12-22 08:00:00,18.55,1.76,54.161
2017-12-22 09:00:00,18.72,1.79,56.545
2017-12-22 10:00:00,18.96,1.77,54.101
2017-12-22 11:00:00,17.32,1.78,49.984
2017-12-22 12:00:00,17.58,1.48,52.515
2017-12-22 13:00:00,4.33,1.01,95.68
2017-12-22 14:00:00,4.81,1.33,565.028
2017-12-22 15:00:00,5.46,0.97,68.119
2017-12-22 16:00:00,4.61,1.11,75.237
2017-12-22 17:00:00,8.06,1.32,87.526
2017-12-22 18:00:00,6.51,1.14,69.018
2017-12-22 19:00:00,3.52,0.9,84.008
2017-12-22 20:00:00,5.92,0.94,69.255
2017-12-22 22:00:00,2.38,0.63,70.79
2017-12-22 23:00:00,5.9,1.44,61.05
2017-12-23 00:00:00,6.21,1.61,67.339
2017-12-23 02:00:00,19.02,1.64,43.351
2017-12-23 03:00:00,14.82,1.78,64.951
2017-12-23 04:00:00,9.25,1.18,73.039
2017-12-23 05:00:00,8.15,1.33,80.047
2017-12-23 06:00:00,13.82,1.8,58.137
2017-12-23 07:00:00,6.99,1.7,69.161
2017-12-23 08:00:00,19.11,1.72,59.854
2017-12-23 09:00:00,19.28,1.8,48.274
2017-12-23 10:00:00,18.66,1.67,47.27
2017-12-23 11:00:00,18.74,1.74,54.131
2017-12-23 12:00:00,17.64,1.67,47.225
2017-12-23 13:00:00,16.98,1.8,63.243
2017-12-23 14:00:00,19.11,1.78,52.669
2017-12-23 15:00:00,18.48,1.82,57.592
2017-12-23 16:00:00,14.98,1.73,68.351
2017-12-23 17:00:00,18.11,1.47,46.455
2017-12-23 18:00:00,18.9,1.61,55.659
2017-12-23 19:00:00,15.38,1.74,59.225
2017-12-23 20:00:00,6.66,1.48,68.111
2017-12-23 21:00:00,17.27,1.78,50.758
2017-12-23 22:00:00,7.43,1.7,57.355
2017-12-23 23:00:00,17.96,1.82,60.933
2017-12-24 00:00:00,18.43,1.67,50.918
2017-12-24 01:00:00,14.39,1.78,62.606
2017-12-24 02:00:00,14.72,1.73,62.379
2017-12-24 03:00:00,15.55,1.78,50.665
2017-12-24 04:00:00,17.36,1.7,53.953
2017-12-24 05:00:00,16.21,1.51,50.93
2017-12-24 06:00:00,16.54,1.37,45.642
2017-12-24 07:00:00,16.39,1.75,65.64
2017-12-24 08:00:00,9.63,1.75,82.453
2017-12-24 09:00:00,15.62,1.73,71.141
2017-12-24 10:00:00,15.94,1.7,56.1
2017-12-24 11:00:00,16.27,1.62,51.48
2017-12-24 12:00:00,18.7,1.77,47.993
2017-12-24 13:00:00,18.86,1.77,62.413
2017-12-24 14:00:00,18.19,1.71,44.915
2017-12-24 15:00:00,18.76,1.69,54.75
2017-12-24 16:00:00,17.98,1.09,56.447
2017-12-24 17:00:00,13.48,1.08,59.452
2017-12-24 18:00:00,9.54,0.73,64.828
2017-12-24 19:00:00,17.88,1.28,49.944
2017-12-24 20:00:00,7.52,0.87,54.893
2017-12-24 21:00:00,11.79,0.74,72.294
2017-12-24 22:00:00,14.55,0.9,53.213
2017-12-24 23:00:00,10.49,1.03,58.54
2017-12-25 00:00:00,16.89,0.8,53.96
2017-12-25 01:00:00,19.09,1.53,45.643
2017-12-25 02:00:00,18.76,1.47,48.131
2017-12-25 03:00:00,15.9,1.82,54.819
2017-12-25 04:00:00,18.65,1.8,60.568
2017-12-25 05:00:00,18.76,1.82,45.945
2017-12-25 06:00:00,19.06,1.76,50.661
2017-12-25 07:00:00,19.18,1.79,57.086
2017-12-25 08:00:00,18.72,1.81,48.12
2017-12-25 09:00:00,16.99,1.61,60.76
2017-12-25 10:00:00,19.06,1.76,42.292
2017-12-25 11:00:00,16.41,1.75,51.905
2017-12-25 12:00:00,14.84,1.66,57.306
2017-12-25 13:00:00,17.35,1.79,64.137
2017-12-25 14:00:00,13.01,1.73,53.962
2017-12-25 15:00:00,18.82,1.82,43.248
2017-12-25 16:00:00,5.27,1.36,56.453
2017-12-25 17:00:00,15.74,1.73,49.837
2017-12-25 18:00:00,6.07,1.68,69.897
2017-12-25 19:00:00,5.98,1.79,48.969
2017-12-25 20:00:00,14.73,1.7,53.908
2017-12-25 21:00:00,18.04,1.68,61.59
2017-12-25 22:00:00,12.25,1.67,57.295
2017-12-25 23:00:00,4.86,1.76,50.646
2017-12-26 00:00:00,10.02,1.62,68.973
2017-12-26 01:00:00,17.61,1.8,54.085
2017-12-26 02:00:00,14.5,1.64,54.105
2017-12-26 03:00:00,19.13,1.8,48.888
2017-12-26 04:00:00,17.12,1.82,65.725
2017-12-26 05:00:00,17.06,1.81,48.096
2017-12-26 06:00:00,18.55,1.75,44.807
2017-12-26 07:00:00,18.74,1.69,47.474
2017-12-26 08:00:00,19.04,1.75,53.26
2017-12-26 09:00:00,19.19,1.61,48.952
2017-12-26 10:00:00,19.11,1.72,46.484
2017-12-26 11:00:00,18.07,1.83,49.934
2017-12-26 12:00:00,13.93,1.76,48.13
2017-12-26 13:00:00,17.85,1.78,56.597
2017-12-26 14:00:00,18.59,1.78,59.42
2017-12-26 15:00:00,18.86,1.83,48.979
2017-12-26 16:00:00,17.14,1.64,48.94
2017-12-26 17:00:00,16.87,1.77,54.094
2017-12-26 18:00:00,17.73,1.78,63.966
2017-12-26 19:00:00,11.13,1.73,58.602
2017-12-26 20:00:00,9.17,1.7,70.739
2017-12-26 21:00:00,13.11,1.83,65.586
2017-12-26 22:00:00,16.5,1.77,50.724
2017-12-26 23:00:00,17.56,1.64,56.599
2017-12-27 00:00:00,14.38,1.77,56.537
2017-12-27 01:00:00,18.7,1.71,59.789
2017-12-27 02:00:00,17.64,1.83,49.578
2017-12-27 03:00:00,18.62,1.7,52.33
2017-12-27 04:00:00,18.9,1.78,47.394
2017-12-27 05:00:00,13.33,1.84,54.909
2017-12-27 06:00:00,15.71,1.8,52.307
2017-12-27 07:00:00,18.96,1.81,60.639
2017-12-27 08:00:00,15.12,1.62,76.484
2017-12-27 09:00:00,17.78,1.49,55.623
2017-12-27 10:00:00,15.62,1.78,53.979
2017-12-27 11:00:00,1.07,0.14,80.473
2017-12-27 12:00:00,14.25,1.78,52.879
2017-12-27 13:00:00,9.1,1.77,52.3
2017-12-27 14:00:00,17.36,1.73,70.608
2017-12-27 15:00:00,16.18,1.84,56.445
2017-12-27 16:00:00,8.72,1.27,54.923
2017-12-27 18:00:00,8.98,1.21,63.094
2017-12-27 19:00:00,2.93,1.09,73.069
2017-12-27 21:00:00,2.22,0.69,60.306
2017-12-27 23:00:00,1.28,0.0,73.273
2017-12-28 03:00:00,9.56,1.82,66.587
2017-12-28 04:00:00,18.37,1.78,57.053
2017-12-28 05:00:00,18.39,1.75,49.031
2017-12-28 06:00:00,18.65,1.8,58.362
2017-12-28 07:00:00,18.63,1.82,62.409
2017-12-28 08:00:00,19.23,1.76,52.336
2017-12-28 09:00:00,18.83,1.58,54.007
2017-12-28 10:00:00,9.55,1.52,46.472
2017-12-28 11:00:00,7.89,1.5,54.699
2017-12-28 12:00:00,18.5,1.8,60.84
2017-12-28 13:00:00,10.22,1.43,55.813
2017-12-28 14:00:00,7.74,1.72,65.013
2017-12-28 15:00:00,17.27,1.7,59.825
2017-12-28 16:00:00,6.06,1.67,82.458
2017-12-28 17:00:00,17.24,1.79,59.648
2017-12-28 18:00:00,16.83,1.75,72.275
2017-12-28 19:00:00,18.37,1.77,66.463
2017-12-28 20:00:00,18.98,1.66,49.808
2017-12-28 21:00:00,18.07,1.83,52.282
2017-12-28 22:00:00,5.28,1.65,60.049
2017-12-28 23:00:00,4.54,0.78,93.293
2017-12-29 02:00:00,7.42,1.18,70.664
2017-12-29 03:00:00,19.11,1.57,39.11
2017-12-29 04:00:00,19.16,1.79,65.625
2017-12-29 05:00:00,18.89,1.81,56.337
2017-12-29 06:00:00,18.89,1.79,44.149
2017-12-29 07:00:00,19.35,1.75,76.526
2017-12-29 08:00:00,19.03,1.72,55.66
2017-12-29 09:00:00,19.11,1.82,56.487
2017-12-29 10:00:00,18.9,1.81,50.432
2017-12-29 11:00:00,17.97,1.77,44.226
2017-12-29 12:00:00,18.69,1.6,56.678
2017-12-29 13:00:00,9.34,1.7,52.322
2017-12-29 14:00:00,7.75,0.98,49.081
2017-12-29 15:00:00,7.32,0.94,73.983
2017-12-29 16:00:00,7.2,1.06,71.589
2017-12-29 17:00:00,4.48,0.87,88.111
2017-12-29 18:00:00,6.03,0.88,68.108
2017-12-29 19:00:00,15.94,1.77,47.484
2017-12-29 20:00:00,14.59,1.76,53.12
2017-12-29 21:00:00,1.57,0.86,61.533
2017-12-29 22:00:00,3.35,1.18,62.402
2017-12-29 23:00:00,2.33,0.0,83.023
2017-12-30 00:00:00,5.95,1.48,54.806
2017-12-30 01:00:00,18.66,1.82,49.379
2017-12-30 02:00:00,19.16,1.79,44.9
2017-12-30 03:00:00,19.22,1.81,45.622
2017-12-30 04:00:00,19.18,1.76,44.823
2017-12-30 05:00:00,12.81,1.83,56.51
2017-12-30 06:00:00,19.25,1.83,60.603
2017-12-30 07:00:00,19.04,1.82,53.096
2017-12-30 08:00:00,18.7,1.79,53.271
2017-12-30 09:00:00,18.7,1.77,45.593
2017-12-30 10:00:00,18.9,1.76,49.785
2017-12-30 11:00:00,18.25,1.82,45.658
2017-12-30 12:00:00,18.57,1.79,68.158
2017-12-30 13:00:00,19.07,1.86,46.504
2017-12-30 14:00:00,16.52,1.75,46.584
2017-12-30 15:00:00,15.42,1.82,48.357
2017-12-30 16:00:00,18.93,1.8,54.933
2017-12-30 17:00:00,18.92,1.81,59.087
2017-12-30 18:00:00,18.23,1.74,62.431
2017-12-30 19:00:00,18.86,1.78,50.651
2017-12-30 20:00:00,18.95,1.79,49.79
2017-12-30 21:00:00,17.17,1.8,48.264
2017-12-30 22:00:00,8.33,1.8,55.669
2017-12-30 23:00:00,16.29,1.71,59.795
2017-12-31 00:00:00,16.0,1.55,60.691
2017-12-31 01:00:00,16.7,1.62,42.494
2017-12-31 02:00:00,16.05,1.71,63.249
2017-12-31 03:00:00,16.43,1.75,56.55
2017-12-31 04:00:00,16.51,1.66,50.213
2017-12-31 05:00:00,18.86,1.81,48.278
2017-12-31 06:00:00,19.46,1.76,54.78
2017-12-31 07:00:00,19.28,1.85,50.653
2017-12-31 08:00:00,18.97,1.72,54.063
2017-12-31 09:00:00,18.57,1.76,52.419
2017-12-31 10:00:00,18.74,1.75,53.949
2017-12-31 11:00:00,13.09,1.81,56.03
2017-12-31 12:00:00,18.96,1.8,53.318
2017-12-31 13:00:00,18.97,1.84,52.405
2017-12-31 14:00:00,18.79,1.73,54.102
2017-12-31 15:00:00,17.44,1.73,58.14
2017-12-31 16:00:00,19.3,1.75,50.809
2017-12-31 17:00:00,14.82,1.84,58.232
2017-12-31 18:00:00,17.62,1.22,48.181
2017-12-31 19:00:00,18.39,1.79,56.448
2017-12-31 20:00:00,18.65,1.47,58.23
2017-12-31 21:00:00,18.69,1.36,45.778
2017-12-31 22:00:00,17.34,1.58,49.932
2017-12-31 23:00:00,18.76,1.76,53.248
2018-01-01 00:00:00,18.82,1.58,47.339
2018-01-01 01:00:00,17.6,1.7,51.46
2018-01-01 02:00:00,17.23,1.77,49.803
2018-01-01 03:00:00,18.89,1.77,55.605
2018-01-01 04:00:00,9.43,1.56,61.482
2018-01-01 05:00:00,10.46,1.71,72.482
2018-01-01 06:00:00,16.29,1.8,53.181
2018-01-01 07:00:00,16.41,1.77,49.894
2018-01-01 08:00:00,16.73,1.75,48.133
2018-01-01 09:00:00,15.56,1.78,53.973
2018-01-01 10:00:00,14.43,1.19,54.827
2018-01-01 11:00:00,12.33,0.21,59.877
2018-01-01 12:00:00,18.68,1.41,51.566
2018-01-01 13:00:00,13.89,1.8,47.356
2018-01-01 14:00:00,19.18,1.42,46.478
2018-01-01 15:00:00,5.58,1.37,91.522
2018-01-01 16:00:00,8.42,1.33,73.252
2018-01-01 17:00:00,12.52,1.54,85.725
2018-01-01 18:00:00,7.99,1.42,64.795
2018-01-01 19:00:00,11.17,1.78,62.155
2018-01-01 20:00:00,15.88,1.8,55.702
2018-01-01 21:00:00,10.85,0.92,55.901
2018-01-01 22:00:00,18.39,1.29,57.371
2018-01-01 23:00:00,17.28,1.59,48.118
2018-01-02 00:00:00,12.18,1.8,58.946
2018-01-02 01:00:00,14.76,1.84,41.482
2018-01-02 02:00:00,18.93,1.75,46.488
2018-01-02 03:00:00,19.11,1.79,43.05
2018-01-02 04:00:00,19.25,1.76,45.618
2018-01-02 05:00:00,9.9,1.75,49.953
2018-01-02 06:00:00,1.29,0.0,71.96
2018-01-02 07:00:00,14.34,1.81,50.16
2018-01-02 08:00:00,15.53,1.85,57.719
2018-01-02 09:00:00,6.79,1.72,71.654
2018-01-02 10:00:00,15.39,1.77,60.632
2018-01-02 11:00:00,12.1,1.57,57.178
2018-01-02 12:00:00,18.7,1.73,47.3
2018-01-02 13:00:00,16.01,1.77,64.912
2018-01-02 14:00:00,18.97,1.78,44.824
2018-01-02 15:00:00,19.11,1.78,43.242
2018-01-02 16:00:00,18.41,1.66,49.984
2018-01-02 17:00:00,18.9,1.78,52.281
2018-01-02 18:00:00,19.16,1.73,44.866
2018-01-02 19:00:00,18.9,1.69,49.073
2018-01-02 20:00:00,18.72,1.76,53.995
2018-01-02 21:00:00,18.86,1.78,52.482
2018-01-02 22:00:00,13.97,1.75,52.465
2018-01-02 23:00:00,16.93,1.78,57.254
2018-01-03 00:00:00,19.23,1.78,44.811
2018-01-03 01:00:00,18.62,1.7,46.627
2018-01-03 02:00:00,19.33,1.75,49.812
2018-01-03 03:00:00,19.18,1.82,45.459
2018-01-03 04:00:00,19.38,1.81,43.94
2018-01-03 05:00:00,19.45,1.79,39.804
2018-01-03 06:00:00,19.47,1.78,49.8
2018-01-03 07:00:00,19.21,1.83,42.866
2018-01-03 08:00:00,19.4,1.75,48.998
2018-01-03 09:00:00,19.33,1.82,44.109
2018-01-03 10:00:00,19.23,1.76,44.727
2018-01-03 11:00:00,19.03,1.77,40.954
2018-01-03 12:00:00,19.25,1.77,49.991
2018-01-03 13:00:00,19.03,1.82,49.012
2018-01-03 14:00:00,19.08,1.78,39.159
2018-01-03 15:00:00,18.79,1.65,45.806
2018-01-03 16:00:00,18.56,1.79,53.151
2018-01-03 17:00:00,18.05,1.66,45.033
2018-01-03 18:00:00,13.21,1.22,54.183
2018-01-03 19:00:00,17.9,1.59,52.394
2018-01-03 20:00:00,18.15,1.69,50.648
2018-01-03 21:00:00,15.17,1.36,62.499
2018-01-03 22:00:00,15.79,1.6,47.836
2018-01-03 23:00:00,11.62,1.78,59.275
2018-01-04 00:00:00,10.44,1.71,42.629
2018-01-04 01:00:00,17.8,1.68,58.225
2018-01-04 02:00:00,19.3,1.78,48.979
2018-01-04 03:00:00,19.16,1.72,41.516
2018-01-04 04:00:00,19.1,1.79,48.958
2018-01-04 05:00:00,19.11,1.79,49.829
2018-01-04 06:00:00,19.21,1.78,48.152
2018-01-04 07:00:00,18.7,1.8,49.831
2018-01-04 08:00:00,19.3,1.77,41.467
2018-01-04 09:00:00,15.14,1.78,51.371
2018-01-04 10:00:00,16.87,1.74,48.592
2018-01-04 11:00:00,19.16,1.82,48.174
2018-01-04 12:00:00,17.79,1.79,50.625
2018-01-04 13:00:00,18.74,1.77,48.157
2018-01-04 14:00:00,18.61,1.77,49.999
2018-01-04 15:00:00,18.17,1.74,56.254
2018-01-04 16:00:00,11.08,1.37,56.063
2018-01-04 17:00:00,9.11,1.33,74.968
2018-01-04 18:00:00,16.35,1.53,41.94
2018-01-04 19:00:00,18.19,1.65,60.838
2018-01-04 20:00:00,19.14,1.5,52.145
2018-01-04 21:00:00,18.26,1.5,62.507
2018-01-04 22:00:00,16.39,1.72,41.498
2018-01-04 23:00:00,16.07,1.69,54.333
2018-01-05 00:00:00,11.4,1.67,58.226
2018-01-05 01:00:00,18.21,1.79,55.65
2018-01-05 02:00:00,19.28,1.81,39.797
2018-01-05 03:00:00,19.35,1.83,47.473
2018-01-05 04:00:00,19.28,1.8,44.893
2018-01-05 05:00:00,19.31,1.76,45.159
2018-01-05 06:00:00,19.47,1.77,42.842
2018-01-05 07:00:00,19.37,1.75,44.133
2018-01-05 08:00:00,19.32,1.79,46.529
2018-01-05 09:00:00,18.62,1.53,42.927
2018-01-05 10:00:00,19.18,1.78,47.439
2018-01-05 11:00:00,19.11,1.82,42.452
2018-01-05 12:00:00,18.83,1.73,47.321
2018-01-05 13:00:00,19.08,1.81,47.762
2018-01-05 14:00:00,18.22,1.76,49.809
2018-01-05 15:00:00,18.59,1.77,45.725
2018-01-05 16:00:00,18.5,1.69,49.056
2018-01-05 17:00:00,16.76,1.72,43.169
2018-01-05 18:00:00,18.79,1.8,50.235
2018-01-05 19:00:00,17.98,1.76,45.559
2018-01-05 20:00:00,18.96,1.77,44.852
2018-01-05 21:00:00,18.77,1.76,38.248
2018-01-05 22:00:00,18.7,1.75,46.479
2018-01-05 23:00:00,18.36,1.69,44.023
2018-01-06 00:00:00,13.15,1.68,44.095
2018-01-06 01:00:00,17.92,1.72,44.118
2018-01-06 02:00:00,18.39,1.68,44.119
2018-01-06 03:00:00,19.28,1.82,46.507
2018-01-06 04:00:00,19.32,1.8,44.958
2018-01-06 05:00:00,19.28,1.8,39.584
2018-01-06 06:00:00,19.33,1.75,39.939
2018-01-06 07:00:00,19.18,1.73,42.199
2018-01-06 08:00:00,19.32,1.78,42.524
2018-01-06 09:00:00,18.99,1.71,43.035
2018-01-06 10:00:00,18.76,1.66,43.288
2018-01-06 11:00:00,19.42,1.72,44.02
2018-01-06 12:00:00,18.18,1.67,58.307
2018-01-06 13:00:00,18.3,1.7,43.909
2018-01-06 14:00:00,18.21,1.72,44.85
2018-01-06 15:00:00,17.42,1.72,50.799
2018-01-06 16:00:00,17.14,1.34,46.652
2018-01-06 17:00:00,18.22,1.53,44.701
2018-01-06 18:00:00,11.23,1.65,77.328
2018-01-06 19:00:00,18.13,1.74,53.187
2018-01-06 20:00:00,18.63,1.63,44.084
2018-01-06 21:00:00,18.76,1.76,50.654
2018-01-06 22:00:00,17.98,1.69,46.588
2018-01-06 23:00:00,18.7,1.72,48.766
2018-01-07 00:00:00,17.38,1.58,39.105
2018-01-07 01:00:00,16.12,1.72,48.723
2018-01-07 02:00:00,19.09,1.82,47.403
2018-01-07 03:00:00,19.11,1.82,39.892
2018-01-07 04:00:00,19.28,1.64,40.118
2018-01-07 05:00:00,19.21,1.78,34.087
2018-01-07 06:00:00,19.35,1.81,47.382
2018-01-07 07:00:00,19.32,1.72,46.598
2018-01-07 08:00:00,19.35,1.73,42.432
2018-01-07 09:00:00,19.4,1.76,46.793
2018-01-07 10:00:00,19.21,1.68,42.304
2018-01-07 11:00:00,19.18,1.73,41.589
2018-01-07 12:00:00,18.86,1.62,51.799
2018-01-07 13:00:00,10.71,1.64,44.958
2018-01-07 14:00:00,13.17,1.65,43.603
2018-01-07 15:00:00,14.95,1.67,49.123
2018-01-07 16:00:00,18.95,1.73,44.958
2018-01-07 17:00:00,19.18,1.68,44.882
2018-01-07 18:00:00,18.75,1.72,40.778
2018-01-07 19:00:00,11.96,1.75,49.947
2018-01-07 20:00:00,18.39,1.82,41.588
2018-01-07 21:00:00,18.24,1.51,51.191
2018-01-07 22:00:00,19.0,1.72,40.792
2018-01-07 23:00:00,17.73,1.55,49.113
2018-01-08 00:00:00,18.72,1.81,50.718
2018-01-08 01:00:00,19.25,1.8,39.72
2018-01-08 02:00:00,19.18,1.79,34.811
2018-01-08 03:00:00,19.42,1.77,42.369
2018-01-08 04:00:00,19.18,1.83,32.446
2018-01-08 05:00:00,19.1,1.84,39.965
2018-01-08 06:00:00,19.21,1.78,41.517
2018-01-08 07:00:00,19.28,1.78,44.939
2018-01-08 08:00:00,19.14,1.77,41.671
2018-01-08 09:00:00,19.1,1.79,44.894
2018-01-08 10:00:00,18.86,1.8,44.591
2018-01-08 11:00:00,19.25,1.82,41.672
2018-01-08 12:00:00,18.7,1.81,47.238
2018-01-08 13:00:00,19.35,1.72,50.53
2018-01-08 14:00:00,18.81,1.78,43.202
2018-01-08 15:00:00,18.63,1.76,43.931
2018-01-08 16:00:00,15.78,1.67,48.027
2018-01-08 17:00:00,16.41,1.76,42.47
2018-01-08 18:00:00,18.66,1.78,44.049
2018-01-08 19:00:00,17.58,1.78,42.579
2018-01-08 20:00:00,18.17,1.65,57.296
2018-01-08 21:00:00,19.16,1.76,47.417
2018-01-08 22:00:00,13.36,1.53,50.33
2018-01-08 23:00:00,17.3,1.67,48.094
2018-01-09 00:00:00,18.35,1.68,44.758
2018-01-09 01:00:00,18.63,1.74,44.652
2018-01-09 02:00:00,18.43,1.59,52.224
2018-01-09 03:00:00,19.18,1.73,39.718
2018-01-09 04:00:00,18.39,1.76,34.007
2018-01-09 05:00:00,18.97,1.67,50.596
2018-01-09 06:00:00,18.15,1.76,44.496
2018-01-09 07:00:00,19.28,1.82,44.63
2018-01-09 08:00:00,18.01,1.72,42.13
2018-01-09 09:00:00,18.0,1.72,49.212
2018-01-09 10:00:00,18.93,1.77,44.849
2018-01-09 11:00:00,19.0,1.83,44.494
2018-01-09 12:00:00,19.18,1.76,44.846
2018-01-09 13:00:00,18.72,1.75,36.639
2018-01-09 14:00:00,18.93,1.76,41.554
2018-01-09 15:00:00,18.63,1.76,44.087
2018-01-09 16:00:00,16.93,1.7,45.723
2018-01-09 17:00:00,17.17,1.69,43.85
2018-01-09 18:00:00,17.62,1.66,44.137
2018-01-09 19:00:00,19.02,1.77,45.615
2018-01-09 20:00:00,19.07,1.8,39.516
2018-01-09 21:00:00,18.7,1.78,49.886
2018-01-09 22:00:00,16.65,1.7,40.414
2018-01-09 23:00:00,18.15,1.79,44.559
2018-01-10 00:00:00,18.49,1.77,44.881
2018-01-10 01:00:00,18.79,1.76,36.704
2018-01-10 02:00:00,18.46,1.72,43.299
2018-01-10 03:00:00,18.63,1.83,46.275
2018-01-10 04:00:00,19.33,1.83,42.342
2018-01-10 05:00:00,19.25,1.8,37.261
2018-01-10 07:00:00,17.98,1.81,41.317
2018-01-10 08:00:00,18.66,1.47,48.17
2018-01-10 09:00:00,17.52,1.16,59.818
2018-01-10 10:00:00,19.0,1.65,48.154
2018-01-10 11:00:00,18.04,1.2,60.812
2018-01-10 12:00:00,17.8,1.51,46.023
2018-01-10 13:00:00,17.94,1.54,44.851
2018-01-10 14:00:00,18.79,1.66,48.177
2018-01-10 15:00:00,17.0,1.25,43.007
2018-01-10 16:00:00,18.86,1.68,49.306
2018-01-10 17:00:00,17.18,1.62,42.65
2018-01-10 18:00:00,19.16,1.7,45.794
2018-01-10 19:00:00,17.62,1.33,44.889
2018-01-10 20:00:00,18.7,1.72,49.98
2018-01-10 21:00:00,18.23,1.44,52.719
2018-01-10 22:00:00,15.26,1.69,52.361
2018-01-10 23:00:00,18.24,1.58,53.026
2018-01-11 00:00:00,18.75,1.7,45.191
2018-01-11 01:00:00,18.99,1.3,55.363
2018-01-11 02:00:00,18.79,1.35,52.765
2018-01-11 03:00:00,18.76,1.27,54.513
2018-01-11 04:00:00,18.93,1.2,53.331
2018-01-11 05:00:00,18.61,1.38,53.221
2018-01-11 06:00:00,19.28,1.74,39.104
2018-01-11 07:00:00,19.35,1.44,44.862
2018-01-11 08:00:00,19.11,1.7,43.602
2018-01-11 09:00:00,19.11,1.7,43.054
2018-01-11 10:00:00,18.9,1.3,39.189
2018-01-11 11:00:00,19.11,1.71,45.695
2018-01-11 12:00:00,19.35,1.76,38.275
2018-01-11 13:00:00,18.13,1.73,68.373
2018-01-11 14:00:00,19.09,1.73,33.466
2018-01-11 15:00:00,18.77,1.76,41.173
2018-01-11 16:00:00,19.0,1.74,54.796
2018-01-11 17:00:00,19.07,1.72,44.48
2018-01-11 18:00:00,19.26,1.82,48.95
2018-01-11 19:00:00,18.82,1.43,49.136
2018-01-11 20:00:00,18.77,1.52,42.732
2018-01-11 21:00:00,18.04,1.26,43.417
2018-01-11 22:00:00,17.32,1.64,52.395
2018-01-11 23:00:00,14.67,1.69,60.716
2018-01-12 00:00:00,16.8,1.19,66.69
2018-01-12 01:00:00,18.39,1.8,40.716
2018-01-12 02:00:00,19.18,1.81,44.842
2018-01-12 03:00:00,19.04,1.75,40.826
2018-01-12 04:00:00,18.77,1.81,52.449
2018-01-12 05:00:00,19.31,1.77,46.694
2018-01-12 06:00:00,19.17,1.8,51.164
2018-01-12 07:00:00,19.21,1.84,55.469
2018-01-12 08:00:00,18.83,1.76,60.257
2018-01-12 09:00:00,18.26,1.73,64.094
2018-01-12 10:00:00,15.01,1.77,59.686
2018-01-12 11:00:00,18.9,1.8,44.467
2018-01-12 12:00:00,18.82,1.79,44.956
2018-01-12 13:00:00,18.74,1.8,59.926
2018-01-12 14:00:00,17.86,1.73,63.806
2018-01-12 15:00:00,18.56,1.68,58.242
2018-01-12 16:00:00,18.55,1.73,50.724
2018-01-12 17:00:00,17.08,1.15,80.612
2018-01-12 18:00:00,17.74,1.58,58.193
2018-01-12 19:00:00,17.21,1.66,60.963
2018-01-12 20:00:00,18.24,1.71,68.762
2018-01-12 21:00:00,18.33,1.76,62.876
