"Ping (ms), x; Download (Mbit/s), x; Upload (Mbit/s), x","Ping (ms), y","Download (Mbit/s), y","Upload (Mbit/s), y"
2017-12-30 16:00:06,7.153,361.98,47.63
2017-12-30 18:00:09,4.624,491.82,2.09
2017-12-30 19:00:03,5.859,30.26,25.42
2017-12-30 20:00:07,7.253,37.01,53.62
2017-12-30 21:00:09,5.985,292.29,12.06
2017-12-30 22:00:08,6.815,304.95,178.87
2017-12-30 23:00:07,7.189,75.67,235.23
2017-12-31 00:00:07,44.163,36.78,11.71
2017-12-31 01:00:08,6.825,289.14,17.71
2017-12-31 02:00:08,4.391,326.12,16.87
2017-12-31 04:00:05,6.592,35.01,29.99
2017-12-31 05:00:06,7.66,48.78,64.54
2017-12-31 06:00:07,34.207,210.52,87.11
2017-12-31 07:00:11,8.868,453.01,69.16
2017-12-31 08:00:04,13.337,529.62,102.00
2017-12-31 09:00:02,4.703,300.12,14.39
2017-12-31 10:00:02,4.729,322.21,15.78
2017-12-31 11:00:03,41.218,695.52,164.46
2017-12-31 12:00:02,4.764,412.13,24.28
2017-12-31 13:00:01,257.995,194.75,201.35
2017-12-31 14:00:02,4.931,302.32,14.25
2017-12-31 15:00:05,6.07,147.72,218.47
2017-12-31 16:00:02,10.167,349.56,178.54
2017-12-31 17:00:01,7.741,347.61,29.96
2017-12-31 18:00:02,10.729,678.51,163.09
2017-12-31 19:00:01,11.027,469.75,151.53
2017-12-31 20:00:02,6.559,303.70,39.23
2017-12-31 21:00:02,35.045,473.77,211.04
2018-01-01 01:00:02,6.073,380.95,44.32
2018-01-01 03:00:01,6.02,53.85,16.67
2018-01-01 06:00:06,9.183,165.95,4.99
2018-01-01 07:00:05,42.153,493.17,172.07
2018-01-01 08:00:02,5.859,432.37,14.78
2018-01-01 09:00:03,5.548,19.34,20.33
2018-01-01 11:00:06,7.125,383.46,40.46
2018-01-01 12:00:02,11.674,164.55,150.84
2018-01-01 14:00:06,13.691,705.90,13.66
2018-01-01 15:00:02,9.3,351.05,158.09
2018-01-01 16:00:04,7.107,280.85,27.33
2018-01-01 17:00:02,5.723,139.27,13.52
2018-01-01 18:00:10,7.058,114.21,3.76
2018-01-01 19:00:05,6.618,556.70,18.97
2018-01-01 22:00:06,7.169,172.49,169.05
2018-01-02 00:00:09,5.287,103.11,14.36
2018-01-02 01:00:10,4.691,42.44,9.49
2018-01-02 02:00:10,47.089,46.15,68.58
2018-01-02 03:00:04,5.881,64.78,231.91
2018-01-02 04:00:06,45.806,70.34,194.08
2018-01-02 05:00:04,10.19,279.12,136.68
2018-01-02 06:00:08,9.93,54.21,15.72
2018-01-02 07:00:06,9.176,46.17,94.82
2018-01-02 08:00:12,7.147,399.59,240.93
2018-01-02 09:00:04,5.592,352.87,11.81
2018-01-02 10:00:05,45.713,37.17,39.25
2018-01-02 11:00:02,11.378,419.92,228.71
2018-01-02 12:00:07,7.719,45.08,6.18
2018-01-02 13:00:08,7.008,424.60,227.69
2018-01-02 14:00:03,5.987,39.32,98.11
2018-01-02 15:00:02,9.046,187.89,200.56
2018-01-02 16:00:05,6.525,130.74,102.69
2018-01-02 17:00:05,6.098,368.49,33.82
2018-01-02 18:00:08,9.12,352.75,13.76
2018-01-02 19:00:07,7.447,351.59,52.39
2018-01-02 20:00:08,9.174,616.91,172.82
2018-01-02 21:00:04,6.829,164.95,103.51
2018-01-02 22:00:07,52.469,218.92,157.11
2018-01-02 23:00:07,4.536,480.64,12.53
2018-01-03 00:00:05,9.525,488.35,89.27
2018-01-03 01:00:07,4.382,323.60,176.21
2018-01-03 03:00:04,5.61,272.94,31.94
2018-01-03 04:00:11,67.258,206.53,203.19
2018-01-03 05:00:07,7.824,321.02,20.92
2018-01-03 06:00:10,68.365,192.25,24.44
2018-01-03 07:00:08,7.394,335.98,28.18
2018-01-03 08:00:08,10.163,250.35,45.65
2018-01-03 09:00:06,9.11,308.67,103.52
2018-01-03 10:00:07,21.194,110.79,164.89
2018-01-03 11:00:06,5.794,114.62,137.90
2018-01-03 12:00:07,5.604,87.32,9.26
2018-01-03 13:00:07,10.985,460.05,159.85
2018-01-03 14:00:07,8.236,45.81,27.35
2018-01-03 15:00:07,6.242,300.67,51.69
2018-01-03 16:00:07,4.443,263.00,14.61
2018-01-03 17:00:07,7.604,73.63,55.07
2018-01-03 18:00:11,27.593,17.30,46.90
2018-01-03 19:00:10,9.519,512.91,165.15
2018-01-03 20:00:07,4.616,525.89,19.04
2018-01-03 21:00:07,7.376,306.04,105.05
2018-01-03 22:00:07,5.007,530.64,15.96
2018-01-03 23:00:11,10.303,513.65,169.22
2018-01-04 00:00:08,9.589,202.92,32.47
2018-01-04 01:00:03,6.612,380.10,290.38
2018-01-04 02:00:04,8.199,159.99,129.26
2018-01-04 03:00:08,9.557,425.80,240.60
2018-01-04 04:00:07,84.23,244.01,173.83
2018-01-04 05:00:03,8.314,151.08,66.24
2018-01-04 06:00:08,6.408,470.63,23.89
2018-01-04 07:00:08,4.882,304.29,17.58
2018-01-04 08:00:08,5.808,745.19,91.15
2018-01-04 09:00:07,10.278,541.11,193.74
2018-01-04 10:00:07,11.127,529.35,59.21
2018-01-04 11:00:04,7.15,706.78,98.72
2018-01-04 12:00:07,4.879,700.41,10.61
2018-01-04 13:00:09,148.64,315.42,205.74
2018-01-04 15:00:07,4.625,628.92,105.38
2018-01-04 16:00:07,4.899,302.75,14.13
2018-01-04 17:00:07,6.843,112.37,101.69
2018-01-04 18:00:09,93.138,382.02,18.64
2018-01-04 19:00:07,5.836,130.73,124.84
2018-01-04 20:00:07,9.377,571.72,174.12
2018-01-04 21:00:07,4.445,393.71,17.91
2018-01-04 22:00:10,66.376,251.65,168.97
2018-01-04 23:00:07,4.562,11.82,12.98
2018-01-05 00:00:07,24.364,51.36,90.44
2018-01-05 01:00:07,8.776,42.49,56.59
2018-01-05 02:00:07,9.207,465.49,203.44
2018-01-05 03:00:07,4.853,97.58,17.00
2018-01-05 05:00:09,10.593,421.81,149.64
2018-01-05 06:00:08,4.63,9.97,3.98
2018-01-05 07:00:08,7.258,263.49,16.22
2018-01-05 08:00:11,5.969,569.56,48.54
2018-01-05 09:00:08,5.584,78.90,214.91
2018-01-05 10:00:06,10.612,44.94,67.28
2018-01-05 11:00:07,6.31,290.58,8.90
2018-01-05 12:00:08,4.95,178.04,8.71
2018-01-05 13:00:07,4.602,603.51,17.78
2018-01-05 14:00:06,8.16,412.25,67.64
2018-01-05 15:00:09,6.188,522.06,26.31
2018-01-05 16:00:06,10.276,263.12,40.96
2018-01-05 17:00:07,10.862,505.39,164.71
2018-01-05 18:00:07,4.862,326.22,20.46
2018-01-05 20:00:02,6.002,44.67,185.30
2018-01-05 21:00:06,8.978,459.24,184.21
2018-01-05 23:00:03,5.654,583.26,113.11
2018-01-06 00:00:12,94.319,337.36,25.65
2018-01-06 01:00:07,4.595,633.32,15.48
2018-01-06 02:00:09,8.075,403.04,30.44
2018-01-06 03:00:11,9.471,542.76,171.81
2018-01-06 04:00:07,4.685,70.16,13.98
2018-01-06 05:00:07,9.061,530.81,237.40
2018-01-06 06:00:06,5.919,5.06,5.61
2018-01-06 07:00:11,7.538,304.88,17.09
2018-01-06 08:00:11,80.396,146.24,17.70
2018-01-06 09:00:11,5.071,420.39,14.39
2018-01-06 10:00:12,26.602,275.43,78.25
2018-01-06 11:00:07,6.247,81.56,204.50
2018-01-06 12:00:07,7.338,369.75,9.81
2018-01-06 13:00:07,9.509,146.50,178.21
2018-01-06 14:00:11,9.94,502.14,176.07
2018-01-06 15:00:03,5.712,104.34,50.15
2018-01-06 17:00:10,33.208,342.68,20.80
2018-01-06 18:00:12,6.888,1.26,2.28
2018-01-06 19:00:11,6.753,192.55,170.92
2018-01-06 20:00:11,9.598,457.14,171.17
2018-01-06 21:00:11,4.718,249.28,19.17
2018-01-06 22:00:09,9.418,260.46,161.51
2018-01-06 23:00:11,5.271,0.99,15.62
2018-01-07 00:00:11,4.888,244.49,5.91
2018-01-07 01:00:08,4.785,273.36,15.85
2018-01-07 02:00:11,38.049,387.62,184.83
2018-01-07 03:00:07,7.875,63.76,75.97
2018-01-07 05:00:07,7.177,310.88,26.14
2018-01-07 06:00:03,5.119,128.37,247.45
2018-01-07 07:00:02,6.569,80.61,209.27
2018-01-07 09:00:08,7.388,354.70,20.38
2018-01-07 10:00:08,7.037,301.70,20.24
2018-01-07 11:00:04,31.672,238.63,281.71
2018-01-07 13:00:12,16.182,38.74,42.00
2018-01-07 14:00:11,10.724,719.71,225.94
2018-01-07 15:00:08,5.057,603.89,9.77
2018-01-07 16:00:11,7.445,295.48,183.30
2018-01-07 17:00:11,5.128,234.92,13.37
2018-01-07 18:00:08,14.049,121.01,131.99
2018-01-07 19:00:09,4.8,6.40,14.47
2018-01-07 20:00:11,6.791,534.55,22.79
2018-01-07 21:00:11,89.472,51.16,58.30
2018-01-07 22:00:07,4.626,204.83,14.36
2018-01-07 23:00:11,22.823,409.29,92.72
2018-01-08 00:00:08,9.636,25.86,75.81
2018-01-08 01:00:11,10.924,561.14,150.05
2018-01-08 02:00:07,4.575,280.15,14.51
2018-01-08 03:00:03,5.63,91.21,214.66
2018-01-08 04:00:08,4.909,4.01,19.85
2018-01-08 05:00:03,7.873,43.43,35.37
2018-01-08 06:00:03,7.796,157.45,246.71
2018-01-08 07:00:07,4.599,401.76,13.01
2018-01-08 09:00:05,10.749,783.62,75.06
2018-01-08 10:00:08,15.344,76.69,105.70
2018-01-08 11:00:08,14.567,487.48,207.30
2018-01-08 12:00:07,9.318,257.16,2.29
2018-01-08 13:00:03,6.478,536.06,27.21
2018-01-08 14:00:08,147.832,170.19,165.07
2018-01-08 15:00:06,11.61,216.66,149.90
2018-01-08 16:00:08,10.668,246.73,57.69
2018-01-08 17:00:08,6.55,211.97,91.79
2018-01-08 18:00:01,7.541,191.14,3.78
2018-01-08 19:00:04,7.704,363.97,29.97
2018-01-08 20:00:07,30.68,387.91,116.65
2018-01-08 21:00:03,5.204,77.38,280.66
2018-01-08 22:00:06,483.098,167.04,161.24
2018-01-09 00:00:07,4.658,279.33,10.28
2018-01-09 01:00:05,9.04,266.09,159.33
2018-01-09 02:00:06,8.927,477.05,165.07
2018-01-09 03:00:03,5.659,502.84,34.93
2018-01-09 04:00:01,5.6,289.07,30.58
2018-01-09 05:00:02,5.87,450.86,137.09
2018-01-09 07:00:05,10.878,739.53,47.53
2018-01-09 08:00:03,6.751,88.66,20.90
2018-01-09 09:00:02,11.727,448.64,135.26
2018-01-09 10:00:03,27.136,163.54,202.85
2018-01-09 11:00:04,9.556,476.79,212.31
2018-01-09 12:00:12,239.692,123.53,221.96
2018-01-09 13:00:08,7.356,358.13,19.75
2018-01-09 14:00:10,10.411,258.52,152.23
2018-01-09 15:00:11,7.904,487.45,14.46
2018-01-09 16:00:11,9.742,176.36,151.26
2018-01-09 17:00:07,7.633,343.71,115.14
2018-01-09 18:00:07,100.112,88.48,82.15
2018-01-09 19:00:07,11.485,346.63,177.33
2018-01-09 20:00:07,5.418,585.58,15.42
2018-01-09 21:00:07,8.483,537.00,24.20
2018-01-09 22:00:07,9.19,159.58,150.81
2018-01-09 23:00:07,10.179,771.58,173.03
2018-01-10 00:00:07,55.613,320.59,26.66
2018-01-10 01:00:09,9.361,355.19,65.79
2018-01-10 02:00:07,6.856,306.61,30.37
2018-01-10 03:00:06,9.251,210.11,149.96
2018-01-10 04:00:11,18.33,104.39,105.99
2018-01-10 05:00:07,5.165,143.61,16.99
2018-01-10 06:00:06,15.296,75.38,42.81
2018-01-10 07:00:07,10.868,344.55,140.20
2018-01-10 09:00:09,10.789,342.26,150.20
2018-01-10 10:00:03,11.344,570.13,168.15
2018-01-10 11:00:07,4.943,423.82,58.77
2018-01-10 12:00:07,7.378,83.27,278.06
2018-01-10 13:00:12,5.568,735.38,96.40
2018-01-10 14:00:04,11.386,323.59,82.62
2018-01-10 16:00:08,6.517,794.78,113.07
2018-01-10 17:00:05,5.693,829.85,136.73
2018-01-10 18:00:04,7.577,525.90,37.14
2018-01-10 19:00:02,5.024,87.81,170.69
2018-01-10 20:00:02,5.441,821.97,99.63
2018-01-10 21:00:01,5.788,721.82,111.45
2018-01-10 23:00:01,5.09,826.11,93.10
2018-01-11 00:00:03,6.196,388.44,13.58
2018-01-11 01:00:02,5.561,814.13,100.69
2018-01-11 02:00:05,4.917,284.79,46.26
2018-01-11 03:00:05,5.235,780.96,103.97
2018-01-11 04:00:02,4.978,668.22,22.89
2018-01-11 05:00:01,8.529,330.95,54.00
2018-01-11 07:00:02,5.205,315.31,115.23
2018-01-11 08:00:03,5.513,833.86,75.90
2018-01-11 09:00:06,5.021,223.31,125.52
2018-01-11 10:00:05,4.659,2.06,14.90
2018-01-11 13:00:02,11.554,429.55,53.69
2018-01-11 15:00:02,6.701,167.65,217.00
2018-01-11 16:00:04,5.274,295.68,28.32
2018-01-11 21:00:01,11.352,640.93,58.02
2018-01-11 22:00:06,26.241,337.44,23.64
2018-01-11 23:00:05,6.412,355.20,175.78
2018-01-12 00:00:01,5.669,43.58,8.81
2018-01-12 01:00:06,6.991,127.66,144.90
2018-01-12 02:00:02,5.025,265.16,18.23
2018-01-12 03:00:02,6.614,420.23,193.57
2018-01-12 04:00:02,5.677,70.91,166.61
2018-01-12 05:00:02,9.08,533.08,42.47
2018-01-12 07:00:02,8.634,391.53,34.80
2018-01-12 08:00:04,5.084,360.59,28.39
2018-01-12 10:00:02,7.619,550.02,19.56
2018-01-12 11:00:02,8.107,291.57,13.11
2018-01-12 12:00:02,8.965,172.87,42.21
2018-01-12 13:00:01,42.158,162.08,176.93
2018-01-12 14:00:02,5.429,567.26,26.01
2018-01-12 15:00:02,9.699,413.30,158.67
2018-01-12 16:00:02,6.42,137.12,18.21
2018-01-12 18:00:06,58.888,334.56,14.25
2018-01-12 20:00:01,5.471,13.50,12.00
