"F-bland dygnsmedel fr drift-db, x","F-bland dygnsmedel fr drift-db, y","F-bland dygnsmedel fr månadsrapport, x","F-bland dygnsmedel fr månadsrapport, y","Br9901 momentant, x","Br9901 momentant, y","17098+17099(Br1701+Br1702), x","17098+17099(Br1701+Br1702), y","17097(Br1703), x","17097(Br1703), y"
2017-04-12 00:00:00,3.2730240432,2015-01-10 00:00:00,,,,2017-06-15 05:35:33,0.3552683984,,
2017-04-13 00:00:00,2.8948110108,2015-01-11 00:00:00,,,,2017-06-15 05:37:35,0.3554614453,,
2017-04-14 00:00:00,3.1850542284,2015-01-12 00:00:00,,,,2017-06-15 05:39:36,0.355171875,,
2017-04-15 00:00:00,3.0950584182,2015-01-13 00:00:00,,,,2017-06-15 05:41:37,0.3552683984,,
2017-04-16 00:00:00,3.0724871682,2015-01-14 00:00:00,,,,2017-06-15 05:43:39,0.3550753516,,
2017-04-17 00:00:00,3.3189382716,2015-01-15 00:00:00,,,,2017-06-15 05:45:40,0.3553649219,,
2017-04-18 00:00:00,3.1123245216,2015-01-16 00:00:00,,,,2017-06-15 05:47:41,0.3553649219,,
2017-04-19 00:00:00,3.1002671682,2015-01-17 00:00:00,,,,2017-06-15 05:49:43,0.3554614453,,
2017-04-20 00:00:00,3.1781092284,2015-01-18 00:00:00,,,,2017-06-15 05:51:44,0.3552683984,,
2017-04-21 00:00:00,3.061876875,2015-01-19 00:00:00,,,,2017-06-15 05:53:46,0.355171875,,
2017-04-22 00:00:00,3.3123791358,2015-01-20 00:00:00,,,,2017-06-15 05:55:47,0.3550753516,,
2017-04-23 00:00:00,3.3846265818,2015-01-21 00:00:00,,,,2017-06-15 05:57:49,0.3554614453,,
2017-04-24 00:00:00,3.0606228858,2015-01-22 00:00:00,,,,2017-06-15 05:59:50,0.3554614453,,
2017-04-25 00:00:00,3.1112636034,2015-01-23 00:00:00,,,,2017-06-15 06:01:52,0.3555579688,,
2017-04-26 00:00:00,2.942075625,2015-01-24 00:00:00,,,,2017-06-15 06:03:53,0.3553649219,,
2017-04-27 00:00:00,3.2715772608,2015-01-25 00:00:00,,,,2017-06-15 06:05:54,0.3550753516,,
2017-04-28 00:00:00,3.1386577392,2015-01-26 00:00:00,,,,2017-06-15 06:07:56,0.3553649219,,
2017-04-29 00:00:00,3.1768552392,2015-01-27 00:00:00,,,,2017-06-15 06:09:57,0.3552683984,,
2017-04-30 00:00:00,3.2842132716,2015-01-28 00:00:00,,,,2017-06-15 06:11:58,0.3554614453,,
2017-05-01 00:00:00,3.4925632716,2015-01-29 00:00:00,,,,2017-06-15 06:14:00,0.355171875,,
2017-05-02 00:00:00,3.3184560108,2015-01-30 00:00:00,,,,2017-06-15 06:16:02,0.3552683984,,
2017-05-03 00:00:00,3.173865,2015-01-31 00:00:00,3.9094235364,,,2017-06-15 06:18:03,0.3550753516,,
2017-05-04 00:00:00,3.337940625,2015-02-01 00:00:00,,,,2017-06-15 06:20:05,0.3549788281,,
2017-05-05 00:00:00,3.362248125,2015-02-02 00:00:00,,,,2017-06-15 06:22:06,0.3554614453,,
2017-05-06 00:00:00,3.3696753858,2015-02-03 00:00:00,,,,2017-06-15 06:24:07,0.355171875,,
2017-05-07 00:00:00,3.4023746682,2015-02-04 00:00:00,,,,2017-06-15 06:26:09,0.355171875,,
2017-05-08 00:00:00,3.3641771682,2015-02-05 00:00:00,,,,2017-06-15 06:28:10,0.3554614453,,
2017-05-09 00:00:00,3.6312704784,2015-02-06 00:00:00,,,,2017-06-15 06:30:11,0.355171875,,
2017-05-10 00:00:00,3.4266821682,2015-02-07 00:00:00,,,,2017-06-15 06:32:13,0.3555579688,,
2017-05-11 00:00:00,3.4397040432,2015-02-08 00:00:00,,,,2017-06-15 06:34:14,0.3553649219,,
2017-05-12 00:00:00,3.3620553318,2015-02-09 00:00:00,,,,2017-06-15 06:36:16,0.355171875,,
2017-05-13 00:00:00,3.3164302932,2015-02-10 00:00:00,,,,2017-06-15 06:38:17,0.3555579688,,
2017-05-14 00:00:00,3.3982271142,2015-02-11 00:00:00,,,,2017-06-15 06:40:18,0.355171875,,
2017-05-15 00:00:00,3.0862807716,2015-02-12 00:00:00,,,,2017-06-15 06:42:20,0.3549788281,,
2017-05-16 00:00:00,3.2523821142,2015-02-13 00:00:00,,,,2017-06-15 06:44:21,0.3553649219,,
2017-05-17 00:00:00,3.0833872068,2015-02-14 00:00:00,,,,2017-06-15 06:46:22,0.3554614453,,
2017-05-18 00:00:00,3.5474482176,2015-02-15 00:00:00,,,,2017-06-15 06:48:24,0.3550753516,,
2017-05-19 00:00:00,3.4491570216,2015-02-16 00:00:00,,,,2017-06-15 06:50:25,0.3553649219,,
2017-05-20 00:00:00,3.1672094676,2015-02-17 00:00:00,,,,2017-06-15 06:52:26,0.3553649219,,
2017-05-21 00:00:00,3.5260342824,2015-02-18 00:00:00,,,,2017-06-15 06:54:28,0.3554614453,,
2017-05-22 00:00:00,3.3937900926,2015-02-19 00:00:00,,,,2017-06-15 06:56:29,0.3549788281,,
2017-05-23 00:00:00,3.502884375,2015-02-20 00:00:00,,,,2017-06-15 06:58:30,0.3548823047,,
2017-05-24 00:00:00,3.4275502932,2015-02-21 00:00:00,,,,2017-06-15 07:00:31,0.355171875,,
2017-05-25 00:00:00,3.6165123534,2015-02-22 00:00:00,,,,2017-06-15 07:02:33,0.3552683984,,
2017-05-26 00:00:00,3.25199625,2015-02-23 00:00:00,,,,2017-06-15 07:04:34,0.355171875,,
2017-05-27 00:00:00,3.2464980324,2015-02-24 00:00:00,,,,2017-06-15 07:06:35,0.355171875,,
2017-05-28 00:00:00,3.488994375,2015-02-25 00:00:00,,,,2017-06-15 07:08:37,0.3554614453,,
2017-05-29 00:00:00,3.7613928318,2015-02-26 00:00:00,,,,2017-06-15 07:10:38,0.3554614453,,
2017-05-30 00:00:00,3.4540765818,2015-02-27 00:00:00,,,,2017-06-15 07:12:39,0.355171875,,
2017-05-31 00:00:00,3.5791829784,2015-02-28 00:00:00,3.8368055556,,,2017-06-15 07:14:41,0.355171875,,
2017-06-01 00:00:00,3.1254427932,2015-03-01 00:00:00,,,,2017-06-15 07:16:42,0.3553649219,,
2017-06-02 00:00:00,3.1206199074,2015-03-02 00:00:00,,,,2017-06-15 07:18:44,0.3552683984,,
2017-06-03 00:00:00,3.0447071682,2015-03-03 00:00:00,,,,2017-06-15 07:20:45,0.3554614453,,
2017-06-04 00:00:00,2.87349375,2015-03-04 00:00:00,,,,2017-06-15 07:22:46,0.3552683984,,
2017-06-05 00:00:00,3.5310502392,2015-03-05 00:00:00,,,,2017-06-15 07:24:48,0.3550753516,,
2017-06-06 00:00:00,4.1900535108,2015-03-06 00:00:00,,,,2017-06-15 07:26:49,0.355171875,,
2017-06-07 00:00:00,4.70871,2015-03-07 00:00:00,,,,2017-06-15 07:28:50,0.3550753516,,
2017-06-08 00:00:00,4.6992570216,2015-03-08 00:00:00,,,,2017-06-15 07:30:52,0.3554614453,,
2017-06-09 00:00:00,4.6946272068,2015-03-09 00:00:00,,,,2017-06-15 07:32:53,0.3553649219,,
2017-06-10 00:00:00,4.5106811034,2015-03-10 00:00:00,,,,2017-06-15 07:34:54,0.3553649219,,
2017-06-11 00:00:00,3.3512519676,2015-03-11 00:00:00,,,,2017-06-15 07:36:56,0.3553649219,,
2017-06-12 00:00:00,2.1558896796,2015-03-12 00:00:00,,,,2017-06-15 07:38:57,0.3549788281,,
2017-06-13 00:00:00,2.877439899,2015-03-13 00:00:00,,,,2017-06-15 07:40:58,0.3552683984,,
2017-06-14 00:00:00,2.0835,2015-03-14 00:00:00,,,,2017-06-15 07:43:00,0.3553649219,,
2017-06-15 00:00:00,3.1616587458,2015-03-15 00:00:00,,,,2017-06-15 07:45:02,0.355171875,,
2017-06-16 00:00:00,4.669644375,2015-03-16 00:00:00,,,,2017-06-15 07:47:03,0.3553649219,,
2017-06-17 00:00:00,4.6603844676,2015-03-17 00:00:00,,,,2017-06-15 07:49:04,0.355171875,,
2017-06-18 00:00:00,4.5200374074,2015-03-18 00:00:00,,,,2017-06-15 07:51:06,0.3554614453,,
2017-06-19 00:00:00,4.1546534568,2015-03-19 00:00:00,,,,2017-06-15 07:53:07,0.3553649219,,
2017-06-20 00:00:00,2.6015778318,2015-03-20 00:00:00,,,,2017-06-15 07:55:08,0.3554614453,,
2017-06-21 00:00:00,1.9879115202,2015-03-21 00:00:00,,,,2017-06-15 07:57:09,0.355171875,,
2017-06-22 00:00:00,1.2026425,2015-03-22 00:00:00,,,,2017-06-15 07:59:11,0.3554614453,,
2017-06-23 00:00:00,1.394556,2015-03-23 00:00:00,,,,2017-06-15 08:01:12,0.3553649219,,
2017-06-24 00:00:00,0.1656878373,2015-03-24 00:00:00,,,,2017-06-15 08:03:13,0.355171875,,
2017-06-25 00:00:00,3.0720049768,2015-03-25 00:00:00,,,,2017-06-15 08:05:15,0.3553649219,,
2017-06-26 00:00:00,1.8268243866,2015-03-26 00:00:00,,,,2017-06-15 08:07:16,0.3550753516,,
2017-06-27 00:00:00,2.7674860455,2015-03-27 00:00:00,,,,2017-06-15 08:09:17,0.3554614453,,
2017-06-28 00:00:00,4.662795841,2015-03-28 00:00:00,,,,2017-06-15 08:11:19,0.3553649219,,
2017-06-29 00:00:00,3.3383264429,2015-03-29 00:00:00,,,,2017-06-15 08:13:20,0.3550753516,,
2017-06-30 00:00:00,3.2189110224,2015-03-30 00:00:00,,,,2017-06-15 08:15:21,0.355171875,,
2017-07-01 00:00:00,3.3986129089,2015-03-31 00:00:00,3.8071236559,,,2017-06-15 08:17:23,0.3553649219,,
2017-07-02 00:00:00,3.641302091,2015-04-01 00:00:00,,,,2017-06-15 08:19:24,0.3553649219,,
2017-07-03 00:00:00,3.5279635571,2015-04-02 00:00:00,,,,2017-06-15 08:21:26,0.3553649219,,
2017-07-04 00:00:00,3.0890781482,2015-04-03 00:00:00,,,,2017-06-15 08:23:27,0.3553649219,,
2017-07-05 00:00:00,4.0721814313,2015-04-04 00:00:00,,,,2017-06-15 08:25:28,0.355171875,,
2017-07-06 00:00:00,3.2629925,2015-04-05 00:00:00,,,,2017-06-15 08:27:30,0.3553649219,,
2017-07-07 00:00:00,3.3770062268,2015-04-06 00:00:00,,,,2017-06-15 08:29:31,0.3554614453,,
2017-07-08 00:00:00,2.9895331366,2015-04-07 00:00:00,,,,2017-06-15 08:31:32,0.3554614453,,
2017-07-09 00:00:00,3.048469159,2015-04-08 00:00:00,,,,2017-06-15 08:33:34,0.3555579688,,
2017-07-10 00:00:00,3.0947691705,2015-04-09 00:00:00,,,,2017-06-15 08:35:35,0.3553649219,,
2017-07-11 00:00:00,3.1808099884,2015-04-10 00:00:00,,,,2017-06-15 08:37:36,0.3554614453,,
2017-07-12 00:00:00,3.7734500116,2015-04-11 00:00:00,,,,2017-06-15 08:39:38,0.3553649219,,
2017-07-13 00:00:00,3.255275841,2015-04-12 00:00:00,,,,2017-06-15 08:41:39,0.3554614453,,
2017-07-14 00:00:00,3.6588575116,2015-04-13 00:00:00,,,,2017-06-15 08:43:40,0.3537240234,,
2017-07-15 00:00:00,3.175311875,2015-04-14 00:00:00,,,,2017-06-15 08:45:42,0.355171875,,
2017-07-16 00:00:00,3.2240233295,2015-04-15 00:00:00,,,,2017-06-15 08:47:43,0.3555579688,,
2017-07-17 00:00:00,2.479172091,2015-04-16 00:00:00,,,,2017-06-15 08:49:45,0.3549788281,,
2017-07-18 00:00:00,2.4004620795,2015-04-17 00:00:00,,,,2017-06-15 08:51:46,0.355171875,,
2017-07-19 00:00:00,3.8289135455,2015-04-18 00:00:00,,,,2017-06-15 08:53:47,0.3553649219,,
2017-07-20 00:00:00,2.5383010339,2015-04-19 00:00:00,,,,2017-06-15 08:55:49,0.3552683984,,
2017-07-21 00:00:00,2.7179064776,2015-04-20 00:00:00,,,,2017-06-15 08:57:50,0.355171875,,
2017-07-22 00:00:00,2.7148197917,2015-04-21 00:00:00,,,,2017-06-15 08:59:51,0.3550753516,,
2017-07-23 00:00:00,2.4957629167,2015-04-22 00:00:00,,,,2017-06-15 09:01:53,0.3554614453,,
2017-07-24 00:00:00,2.87465125,2015-04-23 00:00:00,,,,2017-06-15 09:03:54,0.3552683984,,
2017-07-25 00:00:00,2.7090322917,2015-04-24 00:00:00,,,,2017-06-15 09:05:55,0.355171875,,
2017-07-26 00:00:00,3.196146875,2015-04-25 00:00:00,,,,2017-06-15 09:07:57,0.3554614453,,
2017-07-27 00:00:00,3.1834718467,2015-04-26 00:00:00,,,,2017-06-15 09:09:58,0.3554614453,,
2017-07-28 00:00:00,2.26927875,2015-04-27 00:00:00,,,,2017-06-15 09:12:00,0.3552683984,,
2017-07-29 00:00:00,1.8824808333,2015-04-28 00:00:00,,,,2017-06-15 09:14:01,0.355171875,,
2017-07-30 00:00:00,1.9022547917,2015-04-29 00:00:00,,,,2017-06-15 09:16:03,0.3548823047,,
2017-07-31 00:00:00,2.3571522917,2015-04-30 00:00:00,4.0733024691,,,2017-06-15 09:18:04,0.3554614453,,
2017-08-01 00:00:00,2.5255685417,2015-05-01 00:00:00,,,,2017-06-15 09:20:06,0.3548823047,,
2017-08-02 00:00:00,2.3315908333,2015-05-02 00:00:00,,,,2017-06-15 09:22:07,0.3553649219,,
2017-08-03 00:00:00,2.71375875,2015-05-03 00:00:00,,,,2017-06-15 09:24:08,0.355171875,,
2017-08-04 00:00:00,2.9071577083,2015-05-04 00:00:00,,,,2017-06-15 09:26:09,0.3552683984,,
2017-08-05 00:00:00,2.538686875,2015-05-05 00:00:00,,,,2017-06-15 09:28:11,0.3550753516,,
2017-08-06 00:00:00,2.8698283333,2015-05-06 00:00:00,,,,2017-06-15 09:30:12,0.3552683984,,
2017-08-07 00:00:00,3.18833375,2015-05-07 00:00:00,,,,2017-06-15 09:32:14,0.3550753516,,
2017-08-08 00:00:00,2.8406979167,2015-05-08 00:00:00,,,,2017-06-15 09:34:15,0.3553649219,,
2017-08-09 00:00:00,2.7559110417,2015-05-09 00:00:00,,,,2017-06-15 09:36:16,0.355171875,,
2017-08-10 00:00:00,2.8921102083,2015-05-10 00:00:00,,,,2017-06-15 09:38:18,0.3552683984,,
2017-08-11 00:00:00,3.453111875,2015-05-11 00:00:00,,,,2017-06-15 09:40:19,0.3552683984,,
2017-08-12 00:00:00,3.1254429167,2015-05-12 00:00:00,,,,2017-06-15 09:42:20,0.3549788281,,
2017-08-13 00:00:00,3.2350195833,2015-05-13 00:00:00,,,,2017-06-15 09:44:22,0.3554614453,,
2017-08-14 00:00:00,3.1927708333,2015-05-14 00:00:00,,,,2017-06-15 09:46:23,0.3549788281,,
2017-08-15 00:00:00,3.155634375,2015-05-15 00:00:00,,,,2017-06-15 09:48:24,0.3553649219,,
2017-08-16 00:00:00,3.1043185417,2015-05-16 00:00:00,,,,2017-06-15 09:50:26,0.3550753516,,
2017-08-17 00:00:00,2.8320166667,2015-05-17 00:00:00,,,,2017-06-15 09:52:27,0.3550753516,,
2017-08-18 00:00:00,3.7228738854,2015-05-18 00:00:00,,,,2017-06-15 09:54:28,0.355171875,,
