0day<br>ForecastIO<br>Temperature<br>Mean:0.48<br>STD:2.20,0day<br>ForecastIO<br>Rain<br>Mean:0.01<br>STD:0.23,0day<br>ForecastIO<br>Wind<br>Mean:-0.29<br>STD:1.52,1day<br>ForecastIO<br>Temperature<br>Mean:0.20<br>STD:2.47,1day<br>ForecastIO<br>Rain<br>Mean:0.01<br>STD:0.15,1day<br>ForecastIO<br>Wind<br>Mean:-0.29<br>STD:1.53,2day<br>ForecastIO<br>Temperature<br>Mean:0.10<br>STD:2.44,2day<br>ForecastIO<br>Rain<br>Mean:0.01<br>STD:0.21,2day<br>ForecastIO<br>Wind<br>Mean:-0.24<br>STD:1.67
-1.0,0,0,4.0,0.0,0,-2.0,0.0,-1
2.0,0,0,-2.0,0.0,1,-2.0,0.0,0
6.0,0,0,1.0,0.0,0,0.0,0.0,0
0.0,0,1,2.0,0.0,0,3.0,0.0,-1
0.0,0,0,-1.0,0.0,2,0.0,0.0,0
3.0,0,1,-1.0,0.0,-1,-1.0,0.0,0
-3.0,0,1,-2.0,0.0,0,1.0,0.0,1
1.0,0,1,-2.0,0.0,-1,-1.0,0.0,-1
2.0,0,0,1.0,0.0,-1,-3.0,0.0,0
-1.0,0,2,-3.0,0.0,0,3.0,0.0,0
-3.0,0,-1,-1.0,0.0,1,-1.0,0.0,0
-3.0,0,0,1.0,0.0,2,-1.0,0.0,-1
1.0,0,0,0.0,0.0,0,4.0,0.0,-1
4.0,0,-1,-4.0,0.0,1,-2.0,0.0,-1
0.0,0,0,2.0,0.0,1,-3.0,0.0,0
-2.0,0,-2,-2.0,0.0,0,3.0,0.0,-2
2.0,0,-2,1.0,0.0,-1,-3.0,0.0,-1
-1.0,0,0,6.0,0.0,-1,-4.0,0.0,-3
-1.0,0,0,-1.0,0.0,-1,0.0,0.0,-2
1.0,0,2,-2.0,0.0,0,-2.0,0.0,-1
0.0,0,0,3.0,0.0,-2,-1.0,0.0,-3
-3.0,0,0,-3.0,0.0,-1,2.0,0.0,0
2.0,0,1,-2.0,0.0,-2,0.0,0.0,0
-2.0,0,0,-1.0,0.0,-1,-1.0,0.0,0
1.0,0,-1,-3.0,0.0,-2,4.0,0.0,0
6.0,0,-1,-2.0,0.0,-4,-1.0,0.0,0
1.0,0,-1,1.0,0.0,0,1.0,0.0,-2
-3.0,0,0,-1.0,0.0,-1,5.0,0.0,-1
2.0,0,-2,-1.0,0.0,0,1.0,0.0,2
-3.0,0,-1,4.0,0.0,0,-1.0,0.0,0
-4.0,0,-2,0.0,0.0,1,1.0,0.0,0
-1.0,0,-1,1.0,0.0,-2,-3.0,0.0,-1
-3.0,0,-2,5.0,0.0,-1,-2.0,0.0,-2
0.0,0,-4,0.0,0.0,2,-1.0,0.0,0
1.0,0,-1,-2.0,0.0,-1,-2.0,0.0,2
-1.0,0,-2,1.0,0.0,1,-4.0,0.0,2
-2.0,0,0,-3.0,0.0,-1,-2.0,0.0,0
4.0,0,0,-3.0,0.0,-2,-2.0,0.0,1
0.0,0,1,-1.0,0.0,0,-5.0,0.0,0
0.0,0,-1,-3.0,0.0,1,-1.0,0.0,-1
5.0,0,-1,-5.0,0.0,2,-1.0,0.0,2
1.0,0,2,-2.0,0.0,0,0.0,0.0,1
-2.0,0,0,-3.0,0.0,0,1.0,0.0,0
0.0,0,0,-4.0,0.0,1,-1.0,0.0,1
-3.0,0,-1,0.0,0.0,0,1.0,0.0,-1
-4.0,0,-2,-2.0,0.0,1,2.0,0.0,1
-1.0,0,1,0.0,0.0,0,-3.0,0.0,-2
-2.0,0,2,1.0,0.0,0,3.0,0.0,1
-1.0,0,2,-2.0,0.0,0,2.0,0.0,1
-1.0,0,0,2.0,0.0,-1,0.0,0.0,0
-2.0,0,1,3.0,0.0,1,2.0,0.0,0
-3.0,0,0,-2.0,0.0,-2,3.0,0.0,-2
1.0,0,0,3.0,0.0,1,1.0,0.0,-1
0.0,0,1,2.0,0.0,1,2.0,0.0,-2
0.0,0,0,0.0,0.0,0,7.0,0.0,0
1.0,0,-1,3.0,0.0,0,2.0,0.0,-1
-2.0,0,1,4.0,0.0,-1,8.0,0.0,1
1.0,0,-1,1.0,0.0,0,8.0,0.0,1
3.0,0,1,2.0,0.0,-3,2.0,0.0,0
-2.0,0,-3,7.0,0.0,0,-1.0,0.0,0
3.0,0,1,2.0,0.0,-1,5.0,0.0,-1
2.0,0,2,7.0,0.0,1,1.0,0.0,-2
0.0,0,0,7.0,0.0,0,-6.0,0.0,-1
3.0,0,0,2.0,0.0,0,0.0,0.0,0
4.0,0,-1,-3.0,0.0,0,-3.0,0.0,-2
1.0,0,0,1.0,0.0,0,0.0,0.0,1
2.0,0,-3,0.0,0.0,-2,1.0,0.0,-1
6.0,0,0,-5.0,0,0,0.0,0.0,0
1.0,0,-1,0.0,0,1,0.0,0.0,-2
5.0,0,1,-1.0,0,-1,1.0,0.0,-2
5.0,0,-1,-4.0,0.0,0,-2.0,0.0,-2
1.0,0,-1,0.0,0.0,-2,2.0,0.0,0
-4.0,0,0,-3.0,0.0,-2,0.0,0.0,-1
-1.0,0,1,-1.0,0.0,-1,-3.0,0.0,-3
-3.0,0,-1,0.0,0.0,-1,-2.0,0.0,0
-1.0,0,2,-3.0,0.0,-1,0.0,0.0,-1
-1.0,0,0,1.0,0,0,-2.0,0.0,0
-1.0,0,0,2.0,0,0,-5.0,0.0,-1
-4.0,0,1,-1.0,0,-1,0.0,0.0,-1
0.0,0,-1,-5.0,0.0,-1,0.0,0.0,-1
-4.0,0,-2,2.0,0.0,-1,-1.0,0.0,0
-1.0,0,-1,-3.0,0.0,-1,-1.0,0.0,-2
-1.0,0,-1,-2.0,0.0,0,0.0,0.0,-1
-3.0,0,-1,1.0,0.0,0,-1.0,0.0,4
-2.0,0,0,-1.0,0.0,-1,0.0,0.0,2
0.0,0,-1,-2.0,0.0,-1,0.0,0.0,5
-2.0,0,0,-1.0,0.0,-1,-2.0,0,-1
-6.0,0,0,1.0,0.0,0,-2.0,0,3
1.0,0,-1,-2.0,0,4,1.0,0,4
-2.0,0,0,1.0,0,1,0.0,0.0,1
-3.0,0,0,-2.0,0,3,0.0,0.0,-1
0.0,0,0,-1.0,0.0,-1,-1.0,0.0,-3
-1.0,0,-1,0.0,0.0,1,-2.0,0.0,-5
-2.0,0,0,0.0,0.0,1,-1.0,0.0,-4
-2.0,0,0,-4.0,0.0,1,-2.0,0.0,-4
1.0,0,-1,1.0,0.0,0,-3.0,0.0,-3
-2.0,0,2,-3.0,0.0,-2,-1.0,0.0,-5
-1.0,0,1,-4.0,0.0,-5,-1.0,0.0,0
-1.0,0,2,-1.0,0.0,-3,-3.0,0.0,-6
-1.0,0,-1,-2.0,0.0,-3,-2.0,0.0,-3
-1.0,0,1,-3.0,0.0,-4,-4.0,0.0,-4
0.0,0,1,-2.0,0.0,-5,-1.0,0.0,2
-2.0,0,1,-1.0,0.0,0,-2.0,0.0,1
1.0,0,-1,-3.0,0.0,-6,-4.0,0.0,-1
-3.0,0,-2,-1.0,0.0,-3,4.0,0.0,1
-4.0,0,-5,-3.0,0.0,-4,0.0,0.0,1
-2.0,0,-3,-1.0,0.0,2,-1.0,0.0,0
-1.0,0,-3,-1.0,0.0,1,6.0,0.0,0
-2.0,0,-3,-3.0,0.0,-1,4.0,0.0,0
-1.0,0,-5,5.0,0.0,0,1.0,0.0,-1
-3.0,0,0,1.0,0.0,0,3.0,0.0,-1
-2.0,0,-5,0.0,0.0,-1,7.0,0.0,1
-1.0,0,-3,6.0,0.0,0,2.0,0.0,0
-2.0,0,-4,5.0,0.0,0,-1.0,0.0,0
0.0,0,2,1.0,0.0,-1,2.0,0.0,1
-1.0,0,1,2.0,0.0,-2,5.0,0.0,0
-3.0,0,-1,7.0,0.0,1,2.0,0.0,-1
5.0,0,1,1.0,0.0,0,3.0,0.0,-1
1.0,0,0,-4.0,0.0,-1,-1.0,0.0,-3
0.0,0,-1,4.0,0.0,1,-2.0,0.0,1
2.0,0,0,3.0,0.0,0,0.0,0.0,1
4.0,0,0,1.0,0.0,-1,-1.0,0.0,1
-1.0,0,-1,1.0,0.0,-1,3.0,0.0,0
1.0,0,-2,-1.0,0.0,-2,2.0,0.0,0
7.0,0,1,-3.0,0.0,1,0.0,0.0,0
1.0,0,0,0.0,0.0,1,2.0,0.0,0
-3.0,0,-1,-2.0,0.0,1,5.0,0.0,0
3.0,0,0,4.0,0.0,0,-1.0,0.0,1
2.0,0,0,1.0,0.0,0,4.0,0.0,2
0.0,0,-1,0.0,0.0,0,3.0,0.0,-1
1.0,0,-1,2.0,0.0,0,-2.0,0.0,0
-2.0,0,-2,4.0,0.0,0,0.0,0.0,-1
-3.0,0,1,-1.0,0.0,-1,1.0,0.0,-1
0.0,0,1,5.0,0,2,-1.0,0.0,-1
-1.0,0,1,3.0,0,0,0.0,0.0,0
2.0,0,0,-2.0,0,0,2.0,0.0,0
2.0,0,0,-3.0,0.0,-1,-1.0,0.0,0
0.0,0,1,0.0,1.0,-1,2.0,0.0,1
2.0,0,-1,0.0,0.0,-3,5.0,0.0,1
4.0,0,0,0.0,0.0,0,-1.0,0.0,1
-1.0,0,0,2.0,0.0,0,-2.0,0.0,-1
0.0,0,0,-1.0,0.0,0,0.0,0.0,-2
1.0,0,0,0.0,0,1,0.0,0.0,0
-1.0,0,-1,5.0,0,1,1.0,0.0,1
-4.0,0,-3,0.0,0,1,2.0,0.0,-1
0.0,0,-2,1.0,0,2,1.0,0.0,0
-1.0,0,-3,0.0,0,0,0.0,0.0,0
-1.0,0,0,0.0,0,-7,1.0,0.0,0
2.0,0,1,-3.0,0.0,0,-3.0,0.0,0
-2.0,0,0,2.0,0.0,-1,-2.0,0.0,-1
-2.0,0,1,-4.0,0.0,-1,1.0,0.0,-2
-2.0,0,-2,-1.0,0.0,-1,-2.0,0.0,-3
-1.0,0,0,1.0,0.0,0,-2.0,0.0,-2
0.0,0,0,-2.0,0.0,0,1.0,0.0,-3
1.0,0,0,-3.0,0.0,0,-1.0,0.0,1
1.0,0,0,1.0,0.0,-1,-3.0,0.0,-2
-3.0,0,1,-2.0,0.0,-2,3.0,0.0,-2
0.0,0,0,-2.0,0.0,-1,1.0,0.0,-1
-4.0,0,0,1.0,0.0,-2,2.0,0.0,0
0.0,0,0,-1.0,0.0,1,2.0,0.0,-2
1.0,0,0,-3.0,0.0,-1,-2.0,0.0,1
-2.0,0,0,2.0,0.0,-2,-2.0,0.0,0
-3.0,0,0,0.0,0.0,-1,2.0,0.0,-3
1.0,0,-1,3.0,0.0,1,2.0,0.0,-4
-1.0,0,-2,2.0,0.0,-2,-1.0,0.0,-4
-1.0,0,-1,-2.0,0.0,1,3.0,0.0,-4
2.0,0,-2,-2.0,0.0,0,-2.0,0.0,-1
0.0,0,2,3.0,0.0,-3,1.0,0.0,-1
-2.0,0,-1,2.0,0.0,-4,1.0,0.0,2
2.0,0,-2,-1.0,0.0,-3,2.0,0.0,1
1.0,0,-1,3.0,0.0,-4,3.0,0.0,-1
1.0,0,1,-2.0,0.0,-1,3.0,0.0,-1
2.0,0,-1,1.0,0.0,-1,1.0,0.0,-1
-1.0,0,1,1.0,0.0,1,2.0,0,1
-1.0,0,0,2.0,0.0,0,0.0,0,1
3.0,0,-3,3.0,0,-1,0.0,0,-2
2.0,0,-4,2.0,0,-1,1.0,0.0,0
-1.0,0,-3,0.0,0,-1,1.0,0.0,0
3.0,0,-4,-2.0,0.0,0,0.0,0.0,-1
-1.0,0,-1,2.0,0.0,0,-1.0,0.0,-1
1.0,0,-1,1.0,0.0,1,1.0,0.0,-2
1.0,0,1,1.0,0,0,-1.0,0.0,-3
2.0,0,0,1.0,0,0,-3.0,0.0,1
-3.0,0,0,1.0,0,-1,0.0,0.0,3
1.0,0,1,-2.0,0.0,-1,-1.0,0.0,3
0.0,0,1,2.0,0.0,-1,-2.0,0.0,1
-2.0,0,0,-1.0,0.0,2,-1.0,0.0,3
2.0,0,0,-4.0,0.0,2,-3.0,0.0,3
1.0,0,1,1.0,0.0,3,-3.0,0.0,0
0.0,0,0,-2.0,0.0,3,1.0,0.0,4
1.0,0,0,-2.0,0.0,0,-2.0,0.0,1
0.0,0,0,0.0,0.0,3,2.0,0.0,1
-1.0,0,0,-2.0,0.0,3,1.0,0.0,1
2.0,0,-1,-4.0,0.0,0,-3.0,0.0,-1
0.0,0,1,1.0,0.0,3,0.0,0.0,0
-3.0,0,1,-3.0,0.0,0,1.0,0.0,1
0.0,0,2,2.0,0.0,0,-4.0,0.0,-1
-1.0,0,3,2.0,0.0,0,-2.0,0.0,-2
-3.0,0,1,-3.0,0.0,-1,1.0,0.0,0
1.0,0,2,1.0,0.0,0,-2.0,0.0,0
-3.0,0,3,1.0,0.0,1,0.0,0.0,-4
-3.0,0,0,-3.0,0.0,-1,2.0,0.0,3
0.0,0,2,-1.0,0.0,-2,-1.0,0.0,0
-1.0,0,-1,1.0,0.0,0,-2.0,0,-1
2.0,0,1,-2.0,0.0,0,1.0,0,0
2.0,0,0,0.0,0,-3,0.0,0,-1
-2.0,0,-1,2.0,0,-3,3.0,0,1
0.0,0,0,0.0,0,1,3.0,0,-1
1.0,0,0,1.0,0,2,-7.0,0,0
-3.0,0,-1,2.0,0,2,-3.0,0,-1
-2.0,0,-2,-1.0,0,0,1.0,0,3
1.0,0,-1,-2.0,0,0,-1.0,0,3
-3.0,0,-1,0.0,0,-1,0.0,0.0,-1
-4.0,0,1,-2.0,0,3,5.0,0.0,-1
0.0,0,2,-2.0,1.0,1,-3.0,0.0,-3
-4.0,0,0,1.0,0.0,0,2.0,0,1
-3.0,0,-2,-1.0,0.0,1,1.0,0,0
0.0,0,3,-2.0,0,-1,-2.0,0,-3
-2.0,0,-3,1.0,0,0,0.0,0.0,-1
-3.0,0,0,-2.0,0,-2,1.0,0.0,0
0.0,0,-3,0.0,0.0,-2,-5.0,0.0,-2
2.0,0,-2,0.0,0.0,1,0.0,0,-1
-2.0,1,0,-4.0,0.0,-1,3.0,0,-1
1.0,0,0,1.0,0,0,-2.0,0,-2
-2.0,0,1,0.0,0,-1,-5.0,0.0,-3
2.0,0,1,-5.0,0,-2,2.0,0.0,2
0.0,0,2,-4.0,0,1,-2.0,0.0,1
-2.0,0,-2,0.0,0,2,0.0,0,0
0.0,0,-2,-4.0,0,1,1.0,0,0
0.0,0,1,0.0,0,0,0.0,0,-3
-5.0,0,-1,3.0,0,0,3.0,0.0,0
-1.0,0,3,3.0,0,1,1.0,0.0,-1
0.0,0,1,-3.0,0.0,-2,-7.0,0.0,-1
-1.0,0,2,1.0,0.0,-1,-2.0,0.0,1
-4.0,0,-2,-6.0,0.0,0,0.0,0.0,0
-2.0,0,2,3.0,0,0,-5.0,0.0,-1
1.0,0,1,1.0,0,-1,1.0,0.0,1
-2.0,0,-4,-6.0,0,-1,1.0,0.0,-3
0.0,0,-2,-2.0,0.0,0,-5.0,0.0,-3
-4.0,0,-3,1.0,0.0,1,1.0,0.0,0
-2.0,0,-3,-5.0,0.0,-1,1.0,0.0,0
1.0,0,-1,1.0,0.0,1,-5.0,0.0,-1
-5.0,0,0,2.0,0.0,-2,-2.0,0.0,1
-2.0,0,1,-6.0,0.0,-3,2.0,0.0,-1
-1.0,0,0,1.0,0.0,1,-3.0,0.0,-1
-5.0,0,-1,1.0,0.0,1,-2.0,0.0,-1
-1.0,0,0,-5.0,0.0,-2,0.0,0.0,-2
2.0,0,0,-2.0,0.0,1,-5.0,0.0,-2
-3.0,0,-1,3.0,0.0,0,-1.0,0.0,-1
2.0,0,1,-3.0,0.0,-1,2.0,0.0,-1
1.0,0,-2,-1.0,0.0,-1,-3.0,0.0,0
-5.0,0,-3,-1.0,0.0,-3,0.0,0.0,-2
2.0,0,0,-6.0,0.0,-3,3.0,0.0,-2
2.0,0,0,-1.0,0.0,-1,-4.0,0.0,1
-4.0,0,-1,2.0,0.0,-1,-4.0,0.0,-3
-2.0,0,1,-3.0,0.0,0,1.0,0.0,-1
0.0,0,-1,-1.0,0.0,-3,-1.0,0.0,0
-2.0,0,-1,2.0,0.0,-2,0.0,0.0,-1
-2.0,0,-1,-4.0,0.0,1,3.0,0.0,0
0.0,0,-2,-4.0,0.0,-3,-4.0,0.0,0
-4.0,0,-2,2.0,0.0,-1,2.0,0.0,0
-1.0,0,-1,-1.0,0.0,0,3.0,0.0,1
2.0,0,-1,1.0,0.0,-1,-4.0,0.0,0
-4.0,0,-1,1.0,0.0,0,3.0,0.0,-1
0.0,0,-2,-4.0,0.0,0,3.0,0.0,0
1.0,0,-1,2.0,0.0,0,-4.0,0.0,0
-2.0,0,0,4.0,0.0,0,3.0,0.0,3
-3.0,0,-3,-4.0,0.0,0,-3.0,0.0,0
2.0,0,-1,3.0,0.0,-1,-8.0,0.0,-2
-3.0,0,0,3.0,0.0,-1,-2.0,0.0,0
1.0,0,-1,-6.0,0.0,-1,0.0,0.0,-1
2.0,0,0,2.0,0.0,3,-3.0,0.0,0
0.0,0,0,0.0,0.0,0,1.0,0.0,1
3.0,0,0,-7.0,0.0,-1,0.0,0.0,1
4.0,0,0,-2.0,0.0,-1,-4.0,0.0,2
-3.0,0,-1,1.0,0.0,-2,-4.0,0.0,1
3.0,0,0,-3.0,0.0,-1,3.0,0.0,2
3.0,0,-1,1.0,0.0,1,-5.0,0.0,-1
-7.0,0,-1,1.0,0.0,1,-4.0,0.0,-1
2.0,0,3,-3.0,0.0,2,0.0,0.0,-1
0.0,0,0,-3.0,0.0,1,-3.0,0.0,-1
-6.0,0,-2,2.0,0.0,1,-2.0,0.0,1
-2.0,0,-1,-3.0,0.0,-1,-2.0,0.0,1
1.0,0,-2,-3.0,0.0,-1,0.0,0.0,0
-2.0,0,-1,1.0,0.0,-2,-2.0,0.0,2
2.0,0,1,-4.0,0.0,0,1.0,0.0,3
2.0,0,1,-2.0,0.0,1,2.0,0.0,0
-3.0,0,2,0.0,0.0,2,-1.0,0.0,1
-3.0,0,1,0.0,0.0,1,2.0,0.0,-1
3.0,0,1,-2.0,0.0,1,1.0,0.0,-3
-5.0,0,-1,4.0,0.0,3,-1.0,0.0,1
-3.0,0,0,3.0,0.0,0,3.0,0.0,1
2.0,0,-1,0.0,0.0,1,2.0,0.0,0
0.0,0,0,2.0,0.0,-2,-2.0,0.0,-2
-1.0,0,0,0.0,0.0,-3,2.0,0.0,0
2.0,0,2,-1.0,0.0,1,3.0,0.0,-1
0.0,0,0,5.0,0.0,0,2.0,0.0,-1
-2.0,0,1,0.0,0.0,0,2.0,0.0,-2
3.0,0,3,-2.0,0.0,-1,-2.0,0.0,-2
5.0,0,1,2.0,0.0,0,3.0,0.0,0
-2.0,0,1,0.0,0.0,-1,2.0,0.0,-1
1.0,0,1,2.0,0.0,-1,-4.0,0.0,0
0.0,0,-3,2.0,0.0,-1,-1.0,0.0,1
-1.0,0,2,-3.0,0.0,-2,4.0,0.0,0
3.0,0,1,3.0,0.0,0,1.0,0.0,-1
1.0,0,-1,2.0,0.0,0,-2.0,0.0,-2
-2.0,0,-1,-3.0,0.0,0,3.0,0.0,-1
2.0,0,0,-1.0,0.0,0,0.0,0.0,-1
1.0,0,-1,0.0,0.0,-1,4.0,0.0,0
2.0,0,-1,2.0,0.0,0,5.0,0.0,-1
2.0,0,-1,-2.0,0.0,-1,-4.0,0.0,-3
-3.0,0,-2,3.0,0.0,0,0.0,0.0,1
3.0,0,0,-1.0,0.0,-2,0.0,0.0,2
2.0,0,0,3.0,0.0,0,1.0,0.0,1
-3.0,0,0,5.0,0.0,-1,-1.0,0.0,-2
-1.0,0,-1,-4.0,0.0,-1,2.0,0.0,-1
2.0,0,0,0.0,0.0,0,0.0,0.0,-1
0.0,0,-1,0.0,0.0,2,-2.0,0.0,0
-2.0,0,-1,0.0,0.0,1,3.0,0.0,1
3.0,0,0,-1.0,0.0,-2,-1.0,0.0,1
0.0,0,-2,2.0,0.0,-1,-2.0,0.0,2
4.0,0,0,0.0,0.0,-2,0.0,0.0,3
4.0,0,0,-1.0,0,1,-2.0,0.0,0
-3.0,0,-1,1.0,0,1,3.0,0.0,1
0.0,0,1,0.0,0,0,2.0,0.0,1
-1.0,0,1,0.0,0.0,-1,-3.0,0.0,1
0.0,0,-1,2.0,0.0,-2,0.0,0.0,3
-1.0,0,-1,-2.0,0.0,0,4.0,0.0,0
3.0,0,0,4.0,0.0,1,3.0,0.0,3
1.0,0,-1,1.0,0.0,2,-1.0,0.0,-1
-2.0,0,2,-3.0,0.0,1,4.0,0.0,-3
1.0,0,2,-1.0,0.0,3,-1.0,0.0,-2
0.0,0,0,4.0,0.0,0,0.0,0.0,-1
-1.0,0,-1,2.0,0.0,2,2.0,0.0,-2
2.0,0,-2,-1.0,0.0,0,-2.0,0.0,-1
-1.0,0,0,3.0,0.0,-1,2.0,0.0,0
4.0,0,2,0.0,0.0,-1,1.0,0.0,-1
1.0,0,2,-2.0,0.0,0,1.0,0.0,0
-3.0,0,1,2.0,0.0,-3,-1.0,0.0,-1
0.0,0,3,-1.0,0.0,-2,5.0,0.0,-1
3.0,0,0,2.0,0.0,-1,0.0,0.0,-1
1.0,0,2,3.0,0.0,-1,3.0,0.0,-1
0.0,0,0,1.0,0.0,0,1.0,0.0,0
2.0,0,-1,-1.0,0.0,-1,-1.0,0.0,-2
1.0,0,-1,4.0,0.0,-1,-1.0,0.0,-3
-2.0,0,0,0.0,0.0,-1,1.0,0.0,-2
1.0,0,-1,3.0,0.0,0,1.0,0.0,-1
-1.0,0,-1,1.0,0.0,0,-2.0,1.0,2
1.0,0,-1,-1.0,0.0,-2,2.0,1.0,0
2.0,0,-1,-1.0,0.0,-1,2.0,0.0,1
2.0,0,-1,2.0,0.0,0,-2.0,0.0,0
-1.0,0,0,2.0,0.0,1,1.0,0.0,2
3.0,0,-1,-2.0,0.0,1,-3.0,0.0,0
0.0,0,-1,5.0,0.0,0,2.0,0.0,2
2.0,0,-1,3.0,0.0,1,2.0,0.0,1
2.0,0,-2,-2.0,0.0,-1,-4.0,0.0,-1
-1.0,0,-2,1.0,0.0,1,4.0,0.0,1
-1.0,0,-1,-3.0,0.0,-1,0.0,0.0,-4
1.0,0,0,3.0,0.0,1,-3.0,0.0,1
2.0,0,0,3.0,0.0,0,-1.0,0.0,1
-3.0,0,1,-3.0,0.0,-1,1.0,0.0,-1
3.0,0,0,3.0,0.0,1,2.0,0.0,-3
2.0,0,1,2.0,0.0,-1,0.0,0.0,1
-1.0,0,-2,-1.0,0.0,1,2.0,0.0,0
2.0,0,0,-1.0,0.0,1,-2.0,0.0,0
-1.0,0,-2,2.0,0.0,-1,0.0,0.0,0
3.0,0,1,2.0,0.0,-2,1.0,0.0,0
3.0,0,-1,0.0,0.0,2,2.0,0.0,0
-4.0,0,-1,1.0,0.0,0,1.0,0.0,0
4.0,0,0,-1.0,0.0,0,3.0,0.0,2
4.0,0,-1,0.0,0.0,1,-2.0,0.0,1
-2.0,0,1,0.0,0.0,0,6.0,0.0,0
-2.0,0,1,1.0,0.0,0,1.0,0.0,0
1.0,0,-2,1.0,0.0,0,-3.0,0.0,-2
2.0,0,-3,2.0,0.0,1,2.0,0.0,1
-1.0,0,1,-2.0,0.0,0,-1.0,0.0,2
1.0,0,1,5.0,0.0,1,-6.0,0.0,2
-1.0,0,0,0.0,0.0,0,1.0,0.0,0
0.0,0,1,-4.0,0.0,-1,3.0,0.0,2
2.0,0,1,3.0,0.0,1,-5.0,0.0,1
1.0,0,0,0.0,0.0,1,-6.0,1.0,2
0.0,0,0,-4.0,0.0,1,3.0,0.0,0
2.0,0,1,1.0,0.0,0,1.0,0.0,-2
-2.0,0,0,4.0,0.0,2,3.0,0.0,3
6.0,0,1,-4.0,0.0,0,1.0,0.0,-2
1.0,0,0,-3.0,1.0,0,1.0,0.0,1
-3.0,0,-2,4.0,0.0,0,6.0,0.0,0
4.0,0,1,1.0,0.0,0,2.0,0.0,-2
0.0,0,1,4.0,0.0,2,-1.0,0.0,-3
-3.0,0,2,1.0,0.0,-2,0.0,0.0,0
1.0,0,0,1.0,0.0,1,3.0,0.0,1
0.0,0,2,5.0,0.0,0,-1.0,0.0,-1
-2.0,0,0,2.0,0.0,-2,3.0,0.0,-1
-3.0,0,2,-1.0,0.0,-3,1.0,0.0,-3
-1.0,1,1,-1.0,0.0,0,-3.0,0.0,-3
1.0,0,-1,3.0,0.0,0,0.0,0.0,-2
3.0,0,2,-1.0,0.0,-1,-1.0,0.0,1
1.0,0,-1,3.0,0.0,-1,1.0,0.0,-1
2.0,0,1,2.0,0.0,-3,2.0,0.0,-3
5.0,0,1,-2.0,0.0,-1,-1.0,0.0,-1
2.0,0,-1,-2.0,0.0,-2,3.0,0.0,-1
-1.0,0,-2,-1.0,0.0,1,0.0,0.0,-3
0.0,0,0,0.0,0.0,0,-5.0,0.0,-2
2.0,0,0,1.0,0.0,-2,3.0,0.0,1
0.0,0,-1,-2.0,0.0,0,-1.0,0.0,2
3.0,0,1,2.0,0.0,-1,-5.0,0.0,1
1.0,0,0,1.0,0.0,-3,2.0,0.0,0
-3.0,0,0,-5.0,0.0,-2,-1.0,0.0,-1
0.0,0,-2,4.0,0.0,0,-6.0,0.0,0
-2.0,0,1,-1.0,0.0,1,3.0,0.0,0
0.0,0,0,-4.0,0.0,0,0.0,0.0,-2
2.0,0,-3,3.0,0.0,0,-3.0,0.0,-2
-3.0,0,0,-1.0,0.0,-1,-2.0,0.0,1
2.0,0,0,-5.0,0.0,0,3.0,0.0,0
1.0,0,-2,4.0,0.0,0,1.0,0.0,2
-5.0,0,-2,1.0,0.0,-2,-1.0,0.0,-1
5.0,0,0,-4.0,0.0,0,1.0,0.0,-1
0.0,0,1,-2.0,0.0,1,-1.0,0.0,-1
-3.0,0,1,-1.0,0.0,1,2.0,0.0,0
5.0,0,0,1.0,0.0,2,0.0,0.0,0
1.0,0,-1,-1.0,0.0,-1,-2.0,0.0,1
-2.0,0,-1,2.0,0.0,0,1.0,0.0,0
5.0,0,0,0.0,0.0,-1,1.0,0.0,-2
2.0,0,-2,1.0,0.0,0,1.0,0.0,-2
-3.0,0,-1,1.0,0.0,0,3.0,0.0,1
-1.0,0,1,-1.0,0.0,1,-2.0,0.0,2
2.0,0,1,1.0,0.0,0,3.0,0.0,-2
2.0,0,2,2.0,0.0,-2,-3.0,2.0,0
-2.0,0,-1,1.0,0.0,-2,5.0,0.0,0
1.0,0,0,4.0,0.0,0,1.0,0.0,-2
1.0,0,-1,2.0,0.0,-1,1.0,0.0,-1
1.0,0,0,4.0,0.0,-3,4.0,0.0,-1
1.0,0,0,-3.0,0.0,1,3.0,0.0,-1
0.0,0,1,6.0,0.0,1,0.0,0.0,2
2.0,0,-1,-2.0,0.0,-1,1.0,0.0,-3
3.0,0,-2,1.0,0.0,-1,-3.0,0.0,-2
2.0,0,-2,6.0,0.0,0,2.0,0.0,5
4.0,0,0,2.0,0.0,-1,3.0,0.0,1
2.0,0,0,2.0,0.0,2,2.0,0.0,-1
3.0,0,-3,3.0,0.0,-2,5.0,0.0,0
-4.0,2,2,-3.0,0.0,0,5.0,0.0,-2
3.0,0,1,1.0,0.0,5,0.0,0.0,-1
-1.0,0,0,3.0,0.0,1,4.0,0.0,2
1.0,0,-1,1.0,0.0,-1,2.0,0.0,1
7.0,0,-1,5.0,0.0,1,1.0,0.0,1
0.0,0,0,3.0,0.0,-1,4.0,0.0,-1
4.0,0,1,1.0,0.0,-1,3.0,0.0,-1
-2.0,0,0,5.0,0.0,1,2.0,0.0,-1
-4.0,0,0,1.0,0.0,-1,3.0,0.0,1
1.0,0,5,3.0,0.0,1,2.0,0.0,1
2.0,0,1,2.0,0.0,0,-2.0,0.0,1
2.0,0,-1,2.0,0.0,-1,-2.0,0.0,0
