"Kilde Trindbak flow (m3/s), x","Kilde Trindbak flow (m3/s), y","Kilde Trindbak vandstand /50 (m), x","Kilde Trindbak vandstand /50 (m), y"
2017-11-11 16:26:35,0.0060823916,2017-10-28 08:36:35,0.00269097
2017-11-11 16:36:35,0.0060913348,2017-10-28 08:46:35,0.002702212
2017-11-11 16:46:35,0.006095693,2017-10-28 08:56:35,0.002662322
2017-11-11 16:56:35,0.0060976033,2017-10-28 09:06:35,0.00261788
2017-11-11 17:06:35,0.0060931348,2017-10-28 09:16:35,0.002646178
2017-11-11 17:16:35,0.0060941605,2017-10-28 09:26:35,0.002675878
2017-11-11 17:26:35,0.0061098147,2017-10-28 09:36:35,0.00268679
2017-11-11 17:36:35,0.0060962245,2017-10-28 09:46:35,0.0026779
2017-11-11 17:46:35,0.0060892709,2017-10-28 09:56:35,0.00270334
2017-11-11 17:56:35,0.0060708,2017-10-28 10:06:35,0.002729714
2017-11-11 18:06:35,0.0060577234,2017-10-28 10:16:35,0.002696728
2017-11-11 18:16:35,0.0060490835,2017-10-28 10:26:35,0.00265532
2017-11-11 18:26:35,0.0060443461,2017-10-28 10:36:35,0.002665666
2017-11-11 18:36:35,0.0060470474,2017-10-28 10:46:35,0.002681868
2017-11-11 18:46:35,0.0060446782,2017-10-28 10:56:35,0.002676558
2017-11-11 18:56:35,0.0060226972,2017-10-28 11:06:35,0.002698614
2017-11-11 19:16:35,0.0060346017,2017-10-28 11:16:35,0.002677298
2017-11-11 19:26:35,0.0060606935,2017-10-28 11:26:35,0.002674438
2017-11-11 19:36:35,0.0060844511,2017-10-28 11:36:35,0.00267652
2017-11-11 19:46:35,0.0060906954,2017-10-28 11:46:35,0.002661388
2017-11-11 19:56:35,0.0060871263,2017-10-28 11:56:35,0.00266413
2017-11-11 20:06:35,0.006087225,2017-10-28 12:06:35,0.002696844
2017-11-11 20:16:35,0.0060780942,2017-10-28 12:16:35,0.00267792
2017-11-11 20:26:35,0.0060754085,2017-10-28 12:26:35,0.002689454
2017-11-11 20:36:35,0.0060608024,2017-10-28 12:36:35,0.002685798
2017-11-11 20:46:35,0.0060709342,2017-10-28 12:46:35,0.002676384
2017-11-11 20:56:35,0.0060860656,2017-10-28 12:56:35,0.002657324
2017-11-11 21:06:35,0.0061019174,2017-10-28 13:06:35,0.002654406
2017-11-11 21:16:35,0.0060984843,2017-10-28 13:16:35,0.00264544
2017-11-11 21:26:35,0.0060873941,2017-10-28 13:26:35,0.002630386
2017-11-11 21:36:35,0.0060870407,2017-10-28 13:36:35,0.002592732
2017-11-11 21:46:35,0.0060608089,2017-10-28 13:46:35,0.00260232
2017-11-11 21:56:35,0.0060564731,2017-10-28 13:56:35,0.002618852
2017-11-11 22:06:35,0.0060511671,2017-10-28 14:06:35,0.002638924
2017-11-11 22:16:35,0.0060301915,2017-10-28 14:16:35,0.002645984
2017-11-11 22:26:35,0.0060017964,2017-10-28 14:26:35,0.00264861
2017-11-11 22:36:35,0.0059705481,2017-10-28 14:36:35,0.002609516
2017-11-11 22:46:35,0.0059450296,2017-10-28 14:46:35,0.002625542
2017-11-11 22:56:35,0.0059011187,2017-10-28 14:56:35,0.002634372
2017-11-11 23:06:35,0.0058705137,2017-10-28 15:06:35,0.002626554
2017-11-11 23:16:35,0.0058702696,2017-10-28 15:16:35,0.002630094
2017-11-11 23:26:35,0.0058516546,2017-10-28 15:26:35,0.00258853
2017-11-11 23:36:35,0.005822268,2017-10-28 15:36:35,0.00259839
2017-11-11 23:46:35,0.0057747426,2017-10-28 15:46:35,0.002595844
2017-11-11 23:56:35,0.0057432758,2017-10-28 15:56:35,0.002593568
2017-11-12 00:06:35,0.0057179876,2017-10-28 16:06:35,0.002628848
2017-11-12 00:16:35,0.0057131361,2017-10-28 16:16:35,0.002655358
2017-11-12 00:36:35,0.0057087154,2017-10-28 16:26:35,0.002661836
2017-11-12 00:46:35,0.005713924,2017-10-28 16:36:35,0.002643786
2017-11-12 00:56:35,0.005714474,2017-10-28 16:46:35,0.002605062
2017-11-12 01:06:35,0.0057233017,2017-10-28 16:56:35,0.002579738
2017-11-12 01:36:35,0.0057128775,2017-10-28 17:06:35,0.002548502
2017-11-12 01:46:35,0.0057112427,2017-10-28 17:16:35,0.00252948
2017-11-12 01:56:35,0.0056862829,2017-10-28 17:26:35,0.002543698
2017-11-12 02:06:35,0.0056719537,2017-10-28 17:36:35,0.002583182
2017-11-12 02:16:35,0.0056628637,2017-10-28 17:46:35,0.002585962
2017-11-12 02:26:35,0.0056511447,2017-10-28 17:56:35,0.002587636
2017-11-12 02:36:35,0.0056346971,2017-10-28 18:06:35,0.002585224
2017-11-12 02:46:35,0.0056309094,2017-10-28 18:16:35,0.00261994
2017-11-12 02:56:35,0.0056112552,2017-10-28 18:26:35,0.002599246
2017-11-12 03:06:35,0.0055988487,2017-10-28 18:36:35,0.002573884
2017-11-12 03:16:35,0.0055640645,2017-10-28 18:46:35,0.00255813
2017-11-12 03:26:35,0.0055406079,2017-10-28 18:56:35,0.002570928
2017-11-12 03:36:35,0.005507943,2017-10-28 19:06:35,0.002572834
2017-11-12 03:46:35,0.0055404419,2017-10-28 19:16:35,0.002532456
2017-11-12 03:56:35,0.0055354774,2017-10-28 19:26:35,0.002544496
2017-11-12 04:06:35,0.0055551315,2017-10-28 19:36:35,0.002552664
2017-11-12 04:16:35,0.0055699343,2017-10-28 19:46:35,0.00255533
2017-11-12 04:26:35,0.005579575,2017-10-28 19:56:35,0.002543912
2017-11-12 04:36:35,0.0056291642,2017-10-28 20:06:35,0.002538952
2017-11-12 04:46:35,0.0057059379,2017-10-28 20:16:35,0.002513454
2017-11-12 04:56:35,0.0057811743,2017-10-28 20:26:35,0.002520982
2017-11-12 05:06:35,0.0058337063,2017-10-28 20:36:35,0.002508144
2017-11-12 05:16:35,0.0058799092,2017-10-28 20:46:35,0.002493946
2017-11-12 05:26:35,0.0059290084,2017-10-28 20:56:35,0.002508086
2017-11-12 05:36:35,0.0060004902,2017-10-28 21:06:35,0.002534052
2017-11-12 05:46:35,0.0060701564,2017-10-28 21:16:35,0.002521254
2017-11-12 05:56:35,0.0060821485,2017-10-28 21:26:35,0.002537514
2017-11-12 06:06:35,0.0061718509,2017-10-28 21:36:35,0.00251116
2017-11-12 06:16:35,0.0062283886,2017-10-28 21:46:35,0.002514914
2017-11-12 06:26:35,0.0062432561,2017-10-28 21:56:35,0.002532866
2017-11-12 06:36:35,0.0062771247,2017-10-28 22:06:35,0.002524852
2017-11-12 06:46:35,0.0062929554,2017-10-28 22:16:35,0.002514154
2017-11-12 06:56:35,0.0063412923,2017-10-28 22:26:35,0.002518084
2017-11-12 07:06:35,0.0063616909,2017-10-28 22:36:35,0.00251964
2017-11-12 07:16:35,0.0063848286,2017-10-28 22:46:35,0.00250408
2017-11-12 07:26:35,0.0064192136,2017-10-28 22:56:35,0.002526544
2017-11-12 07:36:35,0.0064396969,2017-10-28 23:06:35,0.002512054
2017-11-12 07:46:35,0.0064683046,2017-10-28 23:16:35,0.002555194
2017-11-12 07:56:35,0.0065047143,2017-10-28 23:26:35,0.002556886
2017-11-12 08:06:35,0.0065389755,2017-10-28 23:36:35,0.00257968
2017-11-12 08:16:35,0.0065818789,2017-10-28 23:46:35,0.00260794
2017-11-12 08:26:35,0.0066200359,2017-10-28 23:56:35,0.002635034
2017-11-12 08:36:35,0.0066600593,2017-10-29 00:06:35,0.002662322
2017-11-12 08:46:35,0.0067018817,2017-10-29 00:16:35,0.002658334
2017-11-12 08:56:35,0.0067350457,2017-10-29 00:26:35,0.002641686
2017-11-12 09:06:35,0.0067720054,2017-10-29 00:36:35,0.002671618
2017-11-12 09:16:35,0.0067918227,2017-10-29 00:46:35,0.00264116
2017-11-12 09:26:35,0.0068330418,2017-10-29 00:56:35,0.002604206
2017-11-12 09:36:35,0.0068825205,2017-10-29 01:06:35,0.002642834
2017-11-12 09:46:35,0.0069176683,2017-10-29 01:16:35,0.00269418
2017-11-12 09:56:35,0.0069831666,2017-10-29 01:26:35,0.002728256
2017-11-12 10:06:35,0.0070314021,2017-10-29 01:36:35,0.002762448
2017-11-12 10:16:35,0.0070586359,2017-10-29 01:46:35,0.002796796
2017-11-12 10:26:35,0.0071073121,2017-10-29 01:56:35,0.002808992
2017-11-12 10:36:35,0.0071367403,2017-10-29 02:06:35,0.002823928
2017-11-12 10:46:35,0.0071932264,2017-10-29 02:16:35,0.002938798
2017-11-12 10:56:35,0.0072343409,2017-10-29 02:26:35,0.002963032
2017-11-12 11:06:35,0.0072807838,2017-10-29 02:36:35,0.003029316
2017-11-12 11:16:35,0.0073107642,2017-10-29 02:46:35,0.003037718
2017-11-12 11:26:35,0.0073667994,2017-10-29 02:56:35,0.003071192
2017-11-12 11:36:35,0.0074190781,2017-10-29 03:06:35,0.003118202
2017-11-12 11:46:35,0.0074709219,2017-10-29 03:16:35,0.003104354
2017-11-12 11:56:35,0.0075280735,2017-10-29 03:26:35,0.00307551
2017-11-12 12:06:35,0.007569446,2017-10-29 03:36:35,0.003078096
2017-11-12 12:16:35,0.0076322649,2017-10-29 03:46:35,0.003071348
2017-11-12 12:26:35,0.0076860053,2017-10-29 03:56:35,0.003071288
2017-11-12 12:36:35,0.0077453144,2017-10-29 04:06:35,0.003072398
2017-11-12 12:46:35,0.0077909303,2017-10-29 04:16:35,0.00307335
2017-11-12 12:56:35,0.0078414661,2017-10-29 04:26:35,0.003084184
2017-11-12 13:06:35,0.0078816784,2017-10-29 04:36:35,0.003087684
2017-11-12 13:16:35,0.0079421894,2017-10-29 04:46:35,0.003081246
2017-11-12 13:36:35,0.0079543413,2017-10-29 04:56:35,0.00312563
2017-11-12 13:46:35,0.0079764981,2017-10-29 05:06:35,0.003090428
2017-11-12 13:56:35,0.0079917854,2017-10-29 05:16:35,0.003074946
2017-11-12 14:06:35,0.0080021592,2017-10-29 05:26:35,0.003028694
2017-11-12 14:16:35,0.0080314291,2017-10-29 05:36:35,0.002994814
2017-11-12 14:26:35,0.0080635434,2017-10-29 05:46:35,0.003027508
2017-11-12 14:36:35,0.0081260518,2017-10-29 05:56:35,0.003043398
2017-11-12 14:46:35,0.008154085,2017-10-29 06:06:35,0.003023812
2017-11-12 14:56:35,0.0081550325,2017-10-29 06:16:35,0.003043438
2017-11-12 15:06:35,0.0081698938,2017-10-29 06:26:35,0.003032506
2017-11-12 15:16:35,0.0082042055,2017-10-29 06:36:35,0.003040344
2017-11-12 15:26:35,0.0082277481,2017-10-29 06:46:35,0.003050186
2017-11-12 15:36:35,0.0082546338,2017-10-29 06:56:35,0.003026322
2017-11-12 15:46:35,0.0082703299,2017-10-29 07:06:35,0.002980284
2017-11-12 15:56:35,0.0083029601,2017-10-29 07:16:35,0.002991234
2017-11-12 16:06:35,0.0083299493,2017-10-29 07:26:35,0.00299207
2017-11-12 16:16:35,0.0083310197,2017-10-29 07:36:35,0.00299454
2017-11-12 16:26:35,0.0083559802,2017-10-29 07:46:35,0.002970928
2017-11-12 16:36:35,0.0083726399,2017-10-29 07:56:35,0.002964336
2017-11-12 16:46:35,0.0084131518,2017-10-29 08:06:35,0.00295498
2017-11-12 16:56:35,0.0084528084,2017-10-29 08:16:35,0.002928256
2017-11-12 17:06:35,0.0084571511,2017-10-29 08:26:35,0.00294936
2017-11-12 17:16:35,0.0084598414,2017-10-29 08:36:35,0.002942084
2017-11-12 17:26:35,0.0084755704,2017-10-29 08:46:35,0.002927226
2017-11-12 17:36:35,0.0084936093,2017-10-29 08:56:35,0.002913688
2017-11-12 17:46:35,0.0085079426,2017-10-29 09:06:35,0.002896496
2017-11-12 17:56:35,0.0085228813,2017-10-29 09:16:35,0.002892372
2017-11-12 18:06:35,0.0085521003,2017-10-29 09:26:35,0.00287162
2017-11-12 18:16:35,0.0085576241,2017-10-29 09:36:35,0.002878056
2017-11-12 18:26:35,0.0085502275,2017-10-29 09:46:35,0.002877338
2017-11-12 18:36:35,0.0085497901,2017-10-29 09:56:35,0.002870472
2017-11-12 18:46:35,0.0085589006,2017-10-29 10:06:35,0.002872456
2017-11-12 18:56:35,0.0085467898,2017-10-29 10:16:35,0.002872436
2017-11-12 19:06:35,0.0085598379,2017-10-29 10:26:35,0.002856604
2017-11-12 19:36:35,0.0085548704,2017-10-29 10:36:35,0.002857382
2017-11-12 19:46:35,0.0085465747,2017-10-29 10:46:35,0.002865278
2017-11-12 19:56:35,0.0085429131,2017-10-29 10:56:35,0.002857984
2017-11-12 20:06:35,0.0085250294,2017-10-29 11:06:35,0.00284618
2017-11-12 20:16:35,0.0085155538,2017-10-29 11:16:35,0.002823774
2017-11-12 20:26:35,0.0085249762,2017-10-29 11:26:35,0.002802786
2017-11-12 20:36:35,0.0085313979,2017-10-29 11:36:35,0.002810294
2017-11-12 20:46:35,0.0085164051,2017-10-29 11:46:35,0.00280691
2017-11-12 20:56:35,0.0085051653,2017-10-29 11:56:35,0.002806676
2017-11-12 21:06:35,0.0085153117,2017-10-29 12:06:35,0.002811558
2017-11-12 21:16:35,0.0085275057,2017-10-29 12:16:35,0.002808096
2017-11-12 21:26:35,0.0085066957,2017-10-29 12:26:35,0.002797264
2017-11-12 21:36:35,0.0084881951,2017-10-29 12:36:35,0.002799306
2017-11-12 21:46:35,0.0084897283,2017-10-29 12:46:35,0.002796408
2017-11-12 21:56:35,0.0085085856,2017-10-29 12:56:35,0.002790106
2017-11-12 22:06:35,0.0085081109,2017-10-29 13:06:35,0.002786916
2017-11-12 22:16:35,0.0085041272,2017-10-29 13:16:35,0.002787792
2017-11-12 22:26:35,0.0084976834,2017-10-29 13:26:35,0.002801718
2017-11-12 22:36:35,0.0084954146,2017-10-29 13:36:35,0.002794598
2017-11-12 22:46:35,0.0085028951,2017-10-29 13:46:35,0.002790884
2017-11-12 22:56:35,0.0085060685,2017-10-29 13:56:35,0.002789056
2017-11-12 23:06:35,0.0085221163,2017-10-29 14:06:35,0.002780304
2017-11-12 23:16:35,0.0085306511,2017-10-29 14:16:35,0.00277052
2017-11-12 23:26:35,0.0085457348,2017-10-29 14:26:35,0.00276344
2017-11-12 23:36:35,0.0085494132,2017-10-29 14:36:35,0.002758792
2017-11-12 23:46:35,0.0085559956,2017-10-29 14:46:35,0.002758092
2017-11-12 23:56:35,0.0085489882,2017-10-29 14:56:35,0.002759648
2017-11-13 00:06:35,0.0085316623,2017-10-29 15:06:35,0.002772232
2017-11-13 00:16:35,0.0085106053,2017-10-29 15:16:35,0.00278606
2017-11-13 00:26:35,0.0085061079,2017-10-29 15:26:35,0.002787286
2017-11-13 00:36:35,0.0084959346,2017-10-29 15:36:35,0.002795668
2017-11-13 00:46:35,0.0084930571,2017-10-29 15:46:35,0.002799694
2017-11-13 00:56:35,0.0084935189,2017-10-29 15:56:35,0.002817802
2017-11-13 01:06:35,0.0084789433,2017-10-29 16:06:35,0.00281644
2017-11-13 01:16:35,0.0084577573,2017-10-29 16:16:35,0.002820798
2017-11-13 01:26:35,0.0084253856,2017-10-29 16:26:35,0.00283939
2017-11-13 01:36:35,0.0084005714,2017-10-29 16:36:35,0.002831534
2017-11-13 01:46:35,0.0083779218,2017-10-29 16:46:35,0.002810256
2017-11-13 01:56:35,0.0083733827,2017-10-29 16:56:35,0.00280055
2017-11-13 02:06:35,0.0083686862,2017-10-29 17:06:35,0.002820564
2017-11-13 02:16:35,0.0083335637,2017-10-29 17:16:35,0.002804032
2017-11-13 02:26:35,0.0083116303,2017-10-29 17:26:35,0.002802904
2017-11-13 02:36:35,0.0082804304,2017-10-29 17:36:35,0.002810994
2017-11-13 02:46:35,0.0083031507,2017-10-29 17:46:35,0.00281222
2017-11-13 02:56:35,0.0082998564,2017-10-29 17:56:35,0.002803682
2017-11-13 03:06:35,0.0082933122,2017-10-29 18:06:35,0.00279596
2017-11-13 03:16:35,0.0082732506,2017-10-29 18:16:35,0.002796038
2017-11-13 03:26:35,0.0082664753,2017-10-29 18:26:35,0.002796466
2017-11-13 03:36:35,0.0082650321,2017-10-29 18:36:35,0.002781626
2017-11-13 03:46:35,0.0082759306,2017-10-29 18:46:35,0.00277865
2017-11-13 03:56:35,0.0082855136,2017-10-29 18:56:35,0.002784816
2017-11-13 04:06:35,0.0083069932,2017-10-29 19:06:35,0.002779952
2017-11-13 04:16:35,0.008341598,2017-10-29 19:16:35,0.002773748
2017-11-13 04:26:35,0.0083556899,2017-10-29 19:26:35,0.00277157
2017-11-13 04:36:35,0.0083264678,2017-10-29 19:36:35,0.002794404
2017-11-13 04:46:35,0.008324947,2017-10-29 19:46:35,0.002783454
2017-11-13 04:56:35,0.0083089467,2017-10-29 19:56:35,0.002782676
2017-11-13 05:06:35,0.0082840697,2017-10-29 20:06:35,0.002777386
2017-11-13 05:16:35,0.0082591237,2017-10-29 20:16:35,0.002764548
2017-11-13 05:26:35,0.0082360689,2017-10-29 20:26:35,0.002787228
2017-11-13 05:36:35,0.0082113031,2017-10-29 20:36:35,0.00279456
2017-11-13 05:46:35,0.0081869282,2017-10-29 20:46:35,0.002805062
2017-11-13 05:56:35,0.0081707937,2017-10-29 20:56:35,0.002810372
2017-11-13 06:06:35,0.0081600413,2017-10-29 21:06:35,0.002801368
2017-11-13 06:16:35,0.0081478553,2017-10-29 21:16:35,0.002801212
2017-11-13 06:26:35,0.0081369314,2017-10-29 21:26:35,0.002788472
2017-11-13 06:36:35,0.008123807,2017-10-29 21:36:35,0.00278149
2017-11-13 06:46:35,0.008109391,2017-10-29 21:46:35,0.002791098
2017-11-13 06:56:35,0.0081024375,2017-10-29 21:56:35,0.00279137
2017-11-13 07:06:35,0.0080964055,2017-10-29 22:06:35,0.00280164
2017-11-13 07:16:35,0.0081099104,2017-10-29 22:16:35,0.002809574
2017-11-13 07:26:35,0.0081131904,2017-10-29 22:26:35,0.002800784
2017-11-13 07:36:35,0.0080960836,2017-10-29 22:36:35,0.00280024
2017-11-13 07:46:35,0.0080933462,2017-10-29 22:46:35,0.002799092
2017-11-13 07:56:35,0.0080972036,2017-10-29 22:56:35,0.002795922
2017-11-13 08:06:35,0.0080983533,2017-10-29 23:06:35,0.002802418
2017-11-13 08:16:35,0.0080960616,2017-10-29 23:16:35,0.002799092
2017-11-13 08:26:35,0.0080880519,2017-10-29 23:26:35,0.002791058
2017-11-13 08:36:35,0.0080719892,2017-10-29 23:36:35,0.002791136
2017-11-13 08:46:35,0.0080470129,2017-10-29 23:46:35,0.002779564
2017-11-13 08:56:35,0.0080275061,2017-10-29 23:56:35,0.00277793
2017-11-13 09:06:35,0.0080148879,2017-10-30 00:06:35,0.00276737
2017-11-13 09:16:35,0.0080123483,2017-10-30 00:16:35,0.002762992
2017-11-13 09:26:35,0.0080052779,2017-10-30 00:26:35,0.002767952
2017-11-13 09:36:35,0.0080036867,2017-10-30 00:36:35,0.002766514
2017-11-13 09:46:35,0.0079917344,2017-10-30 00:46:35,0.002763168
2017-11-13 09:56:35,0.0079588668,2017-10-30 00:56:35,0.002758248
2017-11-13 10:06:35,0.0079311008,2017-10-30 01:06:35,0.002762896
2017-11-13 10:16:35,0.0079069564,2017-10-30 01:16:35,0.00277122
2017-11-13 10:26:35,0.0079034346,2017-10-30 01:26:35,0.002777268
2017-11-13 10:36:35,0.0078780536,2017-10-30 01:36:35,0.002773826
2017-11-13 10:46:35,0.0078512014,2017-10-30 01:46:35,0.002769002
2017-11-13 10:56:35,0.0078285261,2017-10-30 01:56:35,0.002754144
2017-11-13 11:06:35,0.0078088753,2017-10-30 02:06:35,0.002755174
2017-11-13 11:16:35,0.0077900492,2017-10-30 02:16:35,0.002752976
2017-11-13 11:26:35,0.0077811892,2017-10-30 02:26:35,0.002750642
2017-11-13 11:36:35,0.0077798841,2017-10-30 02:36:35,0.002743524
2017-11-13 11:46:35,0.0077617279,2017-10-30 02:46:35,0.00274051
2017-11-13 11:56:35,0.0077709241,2017-10-30 02:56:35,0.002758402
2017-11-13 12:06:35,0.0077758479,2017-10-30 03:06:35,0.00274475
2017-11-13 12:16:35,0.0077685613,2017-10-30 03:16:35,0.002766124
2017-11-13 12:26:35,0.0077564999,2017-10-30 03:26:35,0.002757488
2017-11-13 12:36:35,0.0077375803,2017-10-30 03:36:35,0.002762896
2017-11-13 12:46:35,0.0077066948,2017-10-30 03:46:35,0.00276309
2017-11-13 12:56:35,0.0076780429,2017-10-30 03:56:35,0.002752316
2017-11-13 13:06:35,0.0076590473,2017-10-30 04:06:35,0.002771492
2017-11-13 13:16:35,0.0076740597,2017-10-30 04:16:35,0.002769898
2017-11-13 13:26:35,0.0076687166,2017-10-30 04:26:35,0.00277338
2017-11-13 13:36:35,0.0076478669,2017-10-30 04:36:35,0.00277476
2017-11-13 13:46:35,0.0076355625,2017-10-30 04:46:35,0.002778552
2017-11-13 13:56:35,0.0076122518,2017-10-30 04:56:35,0.00277933
2017-11-13 14:06:35,0.0075877363,2017-10-30 05:06:35,0.002768322
2017-11-13 14:36:35,0.0075518318,2017-10-30 05:16:35,0.002775284
2017-11-13 14:46:35,0.0075281893,2017-10-30 05:26:35,0.0027663
2017-11-13 14:56:35,0.0075041878,2017-10-30 05:36:35,0.0027649
2017-11-13 15:06:35,0.0074690068,2017-10-30 05:46:35,0.002749748
2017-11-13 15:16:35,0.007419167,2017-10-30 05:56:35,0.00274047
2017-11-13 15:26:35,0.0073600583,2017-10-30 06:06:35,0.002729656
2017-11-13 15:36:35,0.007326584,2017-10-30 06:16:35,0.002733566
2017-11-13 15:46:35,0.0072732799,2017-10-30 06:26:35,0.002736172
2017-11-13 15:56:35,0.0072298291,2017-10-30 06:36:35,0.002755096
2017-11-13 16:06:35,0.0072319617,2017-10-30 06:46:35,0.002762138
2017-11-13 16:16:35,0.0072207101,2017-10-30 06:56:35,0.002754766
2017-11-13 16:26:35,0.0072288969,2017-10-30 07:06:35,0.002745372
2017-11-13 16:36:35,0.0072479463,2017-10-30 07:16:35,0.002746948
2017-11-13 16:46:35,0.0072580246,2017-10-30 07:26:35,0.002745742
2017-11-13 16:56:35,0.0072419434,2017-10-30 07:36:35,0.00274648
2017-11-13 17:06:35,0.0072180749,2017-10-30 07:46:35,0.002748036
2017-11-13 17:16:35,0.0072137373,2017-10-30 07:56:35,0.002731038
2017-11-13 17:26:35,0.0071864827,2017-10-30 08:06:35,0.002746888
2017-11-13 17:36:35,0.0071549419,2017-10-30 08:16:35,0.002732322
2017-11-13 17:46:35,0.0071210749,2017-10-30 08:26:35,0.00274257
2017-11-13 17:56:35,0.0070947284,2017-10-30 08:36:35,0.002735646
2017-11-13 18:06:35,0.0070651742,2017-10-30 08:46:35,0.002739984
2017-11-13 18:16:35,0.0070569975,2017-10-30 08:56:35,0.00274368
2017-11-13 18:26:35,0.0070575934,2017-10-30 09:06:35,0.002742416
2017-11-13 18:36:35,0.0070197554,2017-10-30 09:16:35,0.002749806
2017-11-13 18:46:35,0.00699822,2017-10-30 09:26:35,0.002735102
2017-11-13 18:56:35,0.0069648601,2017-10-30 09:36:35,0.00273413
2017-11-13 19:06:35,0.0069235906,2017-10-30 09:46:35,0.002728898
2017-11-13 19:16:35,0.0068755035,2017-10-30 09:56:35,0.002727906
2017-11-13 19:26:35,0.0068420104,2017-10-30 10:06:35,0.002734908
2017-11-13 19:36:35,0.0067880738,2017-10-30 10:16:35,0.002729404
2017-11-13 19:46:35,0.006729693,2017-10-30 10:26:35,0.002726778
2017-11-13 19:56:35,0.0067126264,2017-10-30 10:36:35,0.002728392
2017-11-13 20:06:35,0.0066924321,2017-10-30 10:46:35,0.002714018
2017-11-13 20:16:35,0.0066522947,2017-10-30 10:56:35,0.002706512
2017-11-13 20:26:35,0.0066130422,2017-10-30 11:06:35,0.002715944
2017-11-13 20:36:35,0.006586921,2017-10-30 11:16:35,0.002710576
2017-11-13 20:46:35,0.0065486704,2017-10-30 11:26:35,0.002712832
2017-11-13 20:56:35,0.0065093643,2017-10-30 11:36:35,0.00270124
2017-11-13 21:06:35,0.0064566342,2017-10-30 11:46:35,0.002687724
2017-11-13 21:16:35,0.0064366164,2017-10-30 11:56:35,0.002693946
2017-11-13 21:26:35,0.0064132418,2017-10-30 12:06:35,0.002705228
2017-11-13 21:36:35,0.006397265,2017-10-30 12:16:35,0.002702718
2017-11-13 21:46:35,0.0063788211,2017-10-30 12:26:35,0.002710966
2017-11-13 21:56:35,0.0063611709,2017-10-30 12:36:35,0.002711666
2017-11-13 22:06:35,0.0063291388,2017-10-30 12:46:35,0.002703282
2017-11-13 22:16:35,0.0063052216,2017-10-30 12:56:35,0.002707366
2017-11-13 22:26:35,0.0062632804,2017-10-30 13:06:35,0.002695366
2017-11-13 22:36:35,0.0062368477,2017-10-30 13:16:35,0.002682724
2017-11-13 22:46:35,0.0061875437,2017-10-30 13:26:35,0.00266841
2017-11-13 22:56:35,0.0061332055,2017-10-30 13:36:35,0.00267191
2017-11-13 23:06:35,0.0060912492,2017-10-30 13:46:35,0.002673622
2017-11-13 23:16:35,0.0060519473,2017-10-30 13:56:35,0.002692236
2017-11-13 23:26:35,0.0060129984,2017-10-30 14:06:35,0.002702758
2017-11-13 23:36:35,0.0059755963,2017-10-30 14:16:35,0.002703632
2017-11-13 23:46:35,0.0059573026,2017-10-30 14:26:35,0.002689084
2017-11-13 23:56:35,0.0059309707,2017-10-30 14:36:35,0.002687684
2017-11-14 00:06:35,0.0059014118,2017-10-30 14:46:35,0.002696922
2017-11-14 00:16:35,0.0058612895,2017-10-30 14:56:35,0.002713086
2017-11-14 00:26:35,0.0058082384,2017-10-30 15:06:35,0.002722732
2017-11-14 00:36:35,0.0057549969,2017-10-30 15:16:35,0.002699878
2017-11-14 00:46:35,0.0057087959,2017-10-30 15:26:35,0.00270124
2017-11-14 00:56:35,0.005681414,2017-10-30 15:36:35,0.002690796
2017-11-14 01:06:35,0.0056381767,2017-10-30 15:46:35,0.002701104
2017-11-14 01:16:35,0.0056237433,2017-10-30 15:56:35,0.002705674
2017-11-14 01:26:35,0.0055869206,2017-10-30 16:06:35,0.002687626
2017-11-14 01:36:35,0.0055479725,2017-10-30 16:16:35,0.002680448
2017-11-14 01:46:35,0.0055223235,2017-10-30 16:26:35,0.002680332
2017-11-14 01:56:35,0.0055032871,2017-10-30 16:36:35,0.002685098
2017-11-14 02:06:35,0.0054808287,2017-10-30 16:46:35,0.002684786
2017-11-14 02:16:35,0.0054580143,2017-10-30 16:56:35,0.00267545
2017-11-14 02:26:35,0.0054446005,2017-10-30 17:06:35,0.0026815
2017-11-14 02:36:35,0.0054157955,2017-10-30 17:16:35,0.002684806
2017-11-14 02:46:35,0.005371998,2017-10-30 17:26:35,0.002697896
2017-11-14 02:56:35,0.0053259737,2017-10-30 17:36:35,0.002709838
2017-11-14 03:06:35,0.0053091586,2017-10-30 17:46:35,0.002716722
2017-11-14 03:16:35,0.0053229915,2017-10-30 17:56:35,0.002710984
2017-11-14 03:26:35,0.0053205622,2017-10-30 18:06:35,0.002697564
2017-11-14 03:36:35,0.0053211534,2017-10-30 18:16:35,0.002707698
2017-11-14 03:46:35,0.0053038175,2017-10-30 18:26:35,0.00270052
2017-11-14 03:56:35,0.0052779867,2017-10-30 18:36:35,0.002695406
2017-11-14 04:06:35,0.0052550423,2017-10-30 18:46:35,0.002688072
2017-11-14 04:16:35,0.0052336382,2017-10-30 18:56:35,0.002688306
2017-11-14 04:26:35,0.0052148771,2017-10-30 19:06:35,0.00268644
2017-11-14 04:36:35,0.0052188622,2017-10-30 19:16:35,0.002691846
2017-11-14 04:46:35,0.0052253213,2017-10-30 19:26:35,0.002687878
2017-11-14 04:56:35,0.0052334996,2017-10-30 19:36:35,0.002679806
2017-11-14 05:06:35,0.0052383863,2017-10-30 19:46:35,0.00267226
2017-11-14 05:16:35,0.0052562392,2017-10-30 19:56:35,0.00267473
