"Trace 0, x","Trace 0, y","Trace 1, x","Trace 1, y",text
-0.1514797685,0.14573513,0.0445633086,-0.2218635156,教会管区
,,-0.0649757305,-0.3574969266,説教
-0.0775891563,-0.0818154486,0.1124104588,-0.1132886592,ポルノ
-0.1612282519,0.3034225779,0.2487573085,-0.0289320671,ゲイ雑誌
,,0.1522546105,-0.1682947758,世界福音同盟
0.1355775357,0.006057473,0.052939701,-0.0436068391,ガイズ&ドールズ
0.0221200432,-0.1275326786,0.0383072533,-0.0513514012,八木谷涼子
,,-0.0231539031,-0.0504832474,婦人民主クラブ
-0.5849839747,0.2499520191,0.0395838421,-0.2218808791,国際連合経済社会理事会
-0.1612282519,0.3034225779,0.0613076321,-0.0616566436,自由献金
,,0.0793916493,-0.3551311388,士官候補生
-0.0072722329,0.0581494824,-0.0156611023,-0.6533480469,国境なき医師団
0.0083403349,-0.0190808823,0.4925335663,-0.4824357199,スパイ
,,-0.294416905,0.6620664873,郡山市
-0.2752554424,0.5792281531,0.1617827712,-0.3300220581,聖餐
0.0083403349,-0.0190808823,0.1130516211,-0.2933470741,教理
,,0.0598060264,-0.0820838283,過去のない男
0.0555416091,-0.2553263202,0.0057937606,0.0115190945,村岡花子
0.0221200432,-0.1275326786,0.10120967,-0.3332294952,紋章
,,0.0458308009,-0.0311296599,中田羽後
0.217883396,-0.0694128181,-0.4826241198,0.3452094829,会津若松市
0.0083403349,-0.0190808823,0.0448594186,-0.0452044852,山室民子
,,0.0846987698,0.023124563,山梨
0.0985936331,0.1617787887,-0.0962497142,-0.1979607152,ヒト免疫不全ウイルス
0.0426336608,-0.0499761031,0.0597054447,0.0570521012,会計
,,0.0428566238,-0.1267485878,特務曹長
0.3390872349,-0.0268325292,-0.0147158105,-0.0471440307,ターミナルケア
0.0083403349,-0.0190808823,0.0542935591,0.0303304337,児童養護施設
,,0.0024976734,0.5942242727,前橋市
-0.4814324582,-0.8278069415,-0.0177881722,0.2163590027,九州地方
0.0221200432,-0.1275326786,0.0710394413,-0.5070287703,連隊
,,0.0486075866,0.0861820176,性風俗関連特殊営業
0.8980176683,-0.0007171663,0.1627160356,-0.1717792119,社会派
-0.1612282519,0.3034225779,0.0758900611,-0.1428138851,伝道
,,0.0213904711,-0.042343309,上意下達
0.0552515523,0.5625371602,0.027195859,-0.0400661574,山室武甫
0.0985936331,0.1617787887,0.0126090231,-0.1560567605,軍令
,,0.1209468568,-0.0638714681,ギャンブル
0.1488414376,0.5638220565,-0.3880037557,0.7045995813,小樽市
-0.1612282519,0.3034225779,0.1286912812,-0.2611859232,世界教会協議会
,,0.0369149317,-0.1158433373,書記
0.5724322903,0.5023317457,0.3132825561,-0.3980751406,娼婦
0.0985936331,0.1617787887,0.0926233434,-0.2154895724,ドラッグ
,,0.0871479091,-0.3550307101,カルト
0.0985936331,0.1617787887,-0.1019393002,0.0402408528,石破茂
0.1869977686,0.2732957523,0.0437055132,-0.0327014919,Mr.ビーン
,,0.0815545823,-0.0470902839,オースティン・パワーズ
-0.0138602146,0.5824520076,-0.0089651013,0.0311251386,機関紙
-0.1514797685,0.14573513,0.0584858908,-0.1202214212,男女同権
,,-0.0147918265,-0.101328192,薬物
-0.404871212,0.2827831685,0.0219614446,-0.2121772185,司令官
-0.1514797685,0.14573513,0.0413492527,-0.2312493079,ノーベル平和賞
,,0.0751001674,0.0145887436,あべちか
-0.3709002053,0.2513555618,-0.0201967621,-0.0512789734,ギー・モレ
-0.1612282519,0.3034225779,0.1117457378,-0.2526646188,市民権
,,0.042451867,-0.0613429736,ピエール・マンデス＝フランス
-0.3859145689,0.8567395496,0.005954474,-0.0572504651,メッサーリ・ハジ
0.0985936331,0.1617787887,0.0415898954,-0.2012790108,原書房
,,-0.0211837596,-0.2350519129,先住民
0.0211553384,0.6219635656,0.0174717563,-0.0808638932,栗栖弘臣
-0.1612282519,0.3034225779,-0.0016995837,-0.0694796736,オシン・アイト・アーメド
,,0.0157126867,-0.0540921784,サイード・ボウラム
0.0083403349,-0.0190808823,0.0650111597,-0.1719924267,ジャック・マシュ
0.0149165818,-0.137645181,0.0122746542,-0.0373051174,ベンユーセフ・ベンヘッダ
,,0.0164071647,-0.3075009809,フランス国家憲兵隊
0.0691680428,-0.2990586093,0.0115656906,-0.0594598839,アンリ・オリヨ
0.0083403349,-0.0190808823,0.0161799879,-0.1177219803,エヴィアン＝レ＝バン
,,0.0086697731,-0.0517625599,ジャミラ・ブーパシャ
-0.3739138546,0.3119657075,0.0191427665,-0.1526300183,ラバ・ビタト
-0.1612282519,0.3034225779,0.1457260582,-0.2547674465,フランス領アルジェリア
,,0.018714544,-0.0922525932,カリム・ベルカセム
0.2488374003,0.1958784079,0.0108197235,-0.0626289038,シャルル・アイユレ
0.0221200432,-0.1275326786,0.0574678178,-0.2212502492,国家緊急権
,,0.073713719,-0.3420095199,海外領土
-0.3474674748,0.1717403516,0.0103552607,-0.0580177459,渡邊啓貴
0.0083403349,-0.0190808823,0.0072499554,-0.0589330597,エドガール・フォール
,,0.0041533206,-0.0544791757,ラムダーネ・アバーネ
0.0459127751,0.2905555096,0.0244135781,-0.1577485254,ラウル・サラン
0.0083403349,-0.0190808823,0.0515195487,-0.3662536743,無政府状態
,,0.1138456098,-0.6169865927,民族紛争
-0.6644583989,0.2896531897,0.0262531583,-0.0641492179,エビアン協定
0.0083403349,-0.0190808823,0.0528314972,-0.1274342568,秘密軍事組織
,,0.0184305548,-0.064200206,ラルビ・ベン・ムヒディ
0.1061657996,0.0833759213,0.1090289937,-0.3302999286,NATO
0.0985936331,0.1617787887,0.0184676533,-0.1199246855,青木書店
,,0.0217419578,-0.1048074379,ウアリ・ブーメディエン
0.2291095297,-0.1496457579,0.144457173,-0.0526300517,第三書館
0.0221200432,-0.1275326786,0.0077059289,-0.151923662,モーリス・シャール
,,-0.0234180518,-0.3844717177,ジュネーヴ協定
-0.2761653007,0.3080260634,0.1390304628,-0.2353518632,ジャッカルの日
-0.1612282519,0.3034225779,0.1627906161,-0.2931532624,フランス国家警察
,,0.0099227547,-0.1077220133,ムハンマド・ブーディアフ
-0.0547937652,-0.0837982987,0.0508035668,-0.3895823212,民族自決
0.0221200432,-0.1275326786,0.1134523167,-0.3153639052,セーヌ川
,,0.0132850471,0.0066344468,シェルブールの雨傘
0.0083403349,-0.0190808823,0.0228168431,-0.0692764849,前進か死か
-0.2795182454,0.0249907742,0.0061859559,-0.4119542488,フランス第五共和政
,,0.2219628202,-0.0703006432,SQL
-0.2662745143,0.5650635817,0.0562715102,-0.0018854554,SQLJ
-0.1514797685,0.14573513,0.1721663512,-0.2039067635,データ型
,,0.1522224498,-0.0281543405,VSE
0.0081142121,0.5782707014,0.0429781637,0.0026749426,リレーショナルデータベース管理システム
-0.1514797685,0.14573513,0.2507093254,-0.1038554329,制御構造
,,0.107379551,-0.0239977788,ロールバック
-0.4100089812,0.5079967362,0.0643856911,-0.0354340045,国際標準
-0.1612282519,0.3034225779,0.0770220267,-0.0743317384,ANSI
,,0.1054251369,-0.0130936454,pgSQL
0.0289530407,0.0830199466,0.1735700471,-0.0348312077,プロプライエタリ
0.0985936331,0.1617787887,0.0617656253,-0.039120152,データ定義言語
,,0.101833784,-0.0096582971,参照整合性
-0.1575346334,0.2234853983,0.2398872997,-0.0418357661,PostgreSQL
-0.1514797685,0.14573513,0.1881660856,-0.040805381,問い合わせ言語
,,0.2223131305,-0.0007875386,Solaris
-0.1999943151,0.6526687061,0.0816785594,0.0273780635,InterBase
0.0985936331,0.1617787887,0.2410684904,-0.0532657115,MySQL
,,0.0331758669,-0.0183375394,PSQL
0.3524633163,-0.7248691416,0.1241414997,-0.0380464082,CHECK制約
0.0221200432,-0.1275326786,0.0408328456,-0.0156424636,Transact-SQL
,,0.1372505755,-0.0164697946,一意性制約
0.4391061831,0.5415916417,0.1608338285,-0.0455788461,プリプロセッサ
-0.1612282519,0.3034225779,0.1024083784,-0.0338737475,関係論理
,,0.1149364814,-0.0280887224,手続き型言語
0.1291977823,0.0857694479,0.1373339023,-0.0105087389,関係モデル
-0.1514797685,0.14573513,0.0781191829,0.0212695577,Ingres
,,0.0581307855,-0.0035472921,永続化
0.509974214,0.5814171051,0.1010836883,-0.0002705099,JDBC
0.0083403349,-0.0190808823,0.2580313727,0.0614045209,全文検索
,,0.0444119727,0.0004567308,CLI
-0.0757415454,-0.3782248905,0.1477710971,-0.0265307657,配列
0.0083403349,-0.0190808823,0.0899990872,-0.0468402934,DS
,,0.2366688102,-0.0339779857,入出力
-0.4366314518,-0.5188362754,0.1197223061,-0.00293845,非手続き型言語
0.0083403349,-0.0190808823,0.2401559389,-0.0428748641,Java
,,0.1490495704,-0.0038013179,SQLインジェクション
0.0279588673,-0.4668279596,0.1372367448,-0.0232610481,コミット
0.0221200432,-0.1275326786,0.1090272495,-0.0367006632,データベース言語
,,0.0866834935,-0.0353531648,主キー
-0.7189086947,0.5655883134,0.2071094627,-0.0129016609,ソースコード
0.0083403349,-0.0190808823,0.1458099791,-0.0035409974,データベーストリガ
,,0.1233724214,-0.0161731975,データ制御言語
-0.1490396685,0.3131307373,0.1685198167,-0.0334725007,実装
0.0985936331,0.1617787887,0.1159050271,-0.0410836699,ストアドプロシージャ
,,0.2013466899,-0.0525050859,移植性
0.0985936331,0.1617787887,0.0202618277,0.0008504984,ヒュー・ダーウェン
-0.0045377178,0.2572261935,0.1720288411,-0.0500674563,正規表現
,,0.1030871504,-0.0103131287,PSM
-0.4425179348,0.74170478,0.0014578808,-0.1550072137,国際標準化機構
0.0985936331,0.1617787887,0.1415502396,-0.0550669854,SQLite
,,0.1958933841,-0.056203861,表明
-0.3731093029,0.2482558586,0.1455919777,0.0067938284,Firebird
-0.1612282519,0.3034225779,0.1882962252,-0.018014724,HP-UX
,,0.0896862412,-0.0150568109,オブジェクトリレーショナルデータベース
0.2640824636,-0.0957135633,0.1817812718,-0.0659023212,COBOL
0.0083403349,-0.0190808823,0.203221641,0.0074430021,データ操作言語
,,0.0746420413,-0.0179210711,クリス・デイト
0.0985936331,0.1617787887,0.0693080579,0.0040196878,Sybase
-0.0325357212,0.0484191469,0.10021196,0.0068352399,スケートボーディング
,,0.0500248716,-0.04035677,スケートボード
-0.1550240324,-0.3795570649,-0.4450697714,0.1713815558,島根郡
0.0083403349,-0.0190808823,-0.2742640526,0.1155791164,出雲国風土記
,,-0.5429185735,0.1224155056,意宇郡
-0.2227601961,0.3177290644,-0.2008121854,0.1559076552,国引き神話
0.0985936331,0.1617787887,-0.1216362694,0.0949161995,大橋川
,,-0.1517124835,0.1431726154,大根島
-0.0091021734,-0.3069542322,-0.4484447914,0.2439284601,秋鹿郡
0.0221200432,-0.1275326786,-0.6214182306,0.1135254182,松江藩
,,-0.3973417407,0.2436667064,八束郡
0.1012515257,-0.1346317926,-0.2089242062,0.0357880664,美保関町
0.0221200432,-0.1275326786,-0.3333547584,0.3196116363,松江市
,,-0.0453427509,0.1164213292,島根町
0.7152660092,0.1038861187,-0.4789716775,0.3904283758,せたな町
0.0083403349,-0.0190808823,-0.0399066105,0.0554031764,伏見直樹
,,-0.1523504783,0.1477991863,後志利別川
0.0985936331,0.1617787887,-0.091929393,0.2355212864,関脇
0.0917767924,0.7975333286,-0.2098893459,0.17422414,瀬棚郡
,,-0.3318532519,0.3668481073,島牧村
-0.1938963936,0.6141761669,-0.0151947188,0.0297449457,マリンジェット
-0.1612282519,0.3034225779,-0.0861689564,0.0426159129,太田山神社
,,-0.0322275991,0.0935410133,佐藤孝行
0.27085995,0.3923895148,-0.084412718,0.15318577,瀬棚線
-0.1612282519,0.3034225779,-0.289706726,0.2489189628,島牧郡
,,-0.2155344994,0.2628386528,渡島総合振興局
0.7281123697,0.0198486731,-0.0857222059,0.1134706641,北瀬海弘光
0.0083403349,-0.0190808823,-0.0304502628,0.0486576602,道の駅てっくいランド大成
,,-0.0445975144,0.0553239926,北檜山町
-0.5558187599,0.1386567013,-0.1339003177,0.2247365112,カントリーサイン
-0.1514797685,0.14573513,-0.069092335,0.0793144809,茂津多岬灯台
,,-0.1081029682,0.1555338002,ハートランドフェリー
-0.3584139142,0.066105037,0.0260070314,0.196073273,ワタミ
-0.1612282519,0.3034225779,-0.048660844,0.0521768003,臼別温泉
,,-0.2713414411,0.3206106184,檜山振興局
0.5815623876,0.296568006,-0.3198474352,0.0572847009,酪農
0.0985936331,0.1617787887,-0.2770091096,0.0760647378,アワビ
,,-0.0520311618,0.0380766933,瀬棚町
-0.3699343266,0.5754491845,-0.0852657173,0.0744404787,シーカヤック
-0.1612282519,0.3034225779,-0.1100035606,0.0839572524,ホウレンソウ
,,-0.0370004624,0.0480607733,杉村悦郎
0.0383401179,-0.0873193406,-0.0519381984,0.1770455496,ブルーシー・アンド・グリーンランド財団
0.0083403349,-0.0190808823,-0.0622507087,-0.1874983701,ボート
,,-0.0148142386,0.2348373298,カモメ
0.0985936331,0.1617787887,-0.2696636021,0.2091453808,久遠郡
0.0441245972,0.0563846749,-0.0883065979,0.0754468832,北海道檜山北高等学校
,,0.099762187,-0.2247896497,伝記
-0.8826926768,-0.029159307,-0.2045797266,0.2011558379,二海郡
0.0083403349,-0.0190808823,-0.1413213695,0.1198080658,荻野吟子
,,-0.4583762894,0.4829286474,今金町
0.2637567047,0.5520752147,-0.0484821839,0.0522607229,大成町
-0.1612282519,0.3034225779,-0.0819281591,0.1507781151,町役場
,,-0.0723958611,0.1033139658,貝取澗温泉
0.4576773301,-0.0252110914,-0.1432702178,0.2352744143,大関
-0.1612282519,0.3034225779,-0.4082634616,0.5150101363,奥尻町
,,-0.1066406862,0.037984226,尾花岬
0.245288972,-0.1155382625,-0.2015676871,0.168332749,ホッケ
0.0083403349,-0.0190808823,-0.0476417488,0.0329070145,山田吾一
,,0.0036130459,0.0177795763,市川たかし
0.1193305557,0.4796548552,-0.2507543983,0.2825571743,青少年旅行村
-0.1612282519,0.3034225779,-0.0396858166,0.0492544245,立象山展望台
,,0.1539791843,-0.326853226,ワールドマスターズ
-0.2929582033,-0.1355348802,0.0722095382,-0.1015023342,国際柔道連盟
0.0083403349,-0.0190808823,-0.3767880448,-0.2463665334,水原市
,,0.3730831073,-0.8809422542,世界柔道選手権大会
0.1226370867,0.806323673,0.1710382605,-0.5547154832,アルマトイ
-0.1612282519,0.3034225779,0.0278794397,-0.0513215986,IJF
,,0.1507515503,-0.5067735206,ラバト
-0.7151611074,0.5309244634,0.0482784144,-0.184612548,チュメニ
0.0985936331,0.1617787887,0.1610115119,-0.3814665237,ヨーロッパ・オランダ
,,0.0850851946,-0.27944646,オランダの行政区分
0.1208593092,-0.2314093578,0.0849409819,-0.4792993357,オランダ領アンティル
0.0083403349,-0.0190808823,0.170426789,-0.0865758151,オープンコンテント
,,0.2284547039,-0.0853899729,ウィキペディア
0.2126618149,-0.1829371466,0.057271697,-0.0062939072,FTEXT
0.0221200432,-0.1275326786,0.2630915719,-0.0972134863,ウィキ
,,0.0302907263,-0.1209727955,保護
0.0233676104,-0.1250560865,0.038418002,-0.1165838174,画像
0.0221200432,-0.1275326786,0.0150363383,-0.072962234,共有
,,0.0715053251,-0.0156801594,CCPL
0.0083403349,-0.0190808823,0.1855368882,-0.0488647916,クリエイティブ・コモンズ
0.0234497372,-0.0086433423,0.276088636,-0.2389300391,パブリックドメイン
,,0.0271860568,-0.0883525421,複製
0.0083403349,-0.0190808823,0.1969994326,-0.1004006831,ライセンス
0.0310479618,-0.1231538644,0.0032031195,0.0099423146,オープンデータ
,,0.1590987842,-0.0704871187,コピーレフト
-0.7166265145,-0.0627407,0.2425646906,0.0629025926,柔道一直線
0.0083403349,-0.0190808823,0.2642229372,0.0324244071,五十嵐浩一
,,0.3042022185,0.2260403155,打ち切り
-0.0487244787,-0.1299844977,0.6571844254,0.157048489,水島新司
0.0083403349,-0.0190808823,0.661818544,0.0300013822,少年画報
,,0.1180295188,0.0059531528,神戸さくみ
0.104496182,-0.4676949678,0.7813419208,-0.0381172861,ブラック・ジャック
0.0221200432,-0.1275326786,0.628020078,0.0163712058,山上たつひこ
,,0.241261474,-0.0171187165,森田拳次
0.1590909904,-0.3955287636,0.6215653456,0.0309340907,吉田聡
-0.1514797685,0.14573513,0.527300974,0.4914553419,ドカベン
,,0.6365452958,0.0358207847,池上遼一
-0.6333414405,0.0220757904,0.2465910067,0.3046167331,忍者部隊月光
-0.1514797685,0.14573513,0.1005505724,0.0750908349,湘南爆走族
,,0.0612928114,-0.0006027538,本間正夫
-0.4979655431,0.0933071531,0.4928432865,-0.0061104441,双葉社
0.0985936331,0.1617787887,0.1345445122,0.0076294645,新保信長
,,0.2133879655,0.0905084632,週刊
0.2458816122,0.4340846903,0.2219329589,0.1941821271,アパッチ野球軍
0.0221200432,-0.1275326786,0.2928029167,0.0738512292,北見けんいち
,,0.5607477141,0.0157617554,秋田書店
-0.3813311918,0.2556813239,0.6486311596,0.0566045194,週刊少年チャンピオン
-0.1514797685,0.14573513,0.6883116005,0.0979300653,小池一夫
,,0.2926390993,0.0091111754,堀江卓
0.1214221532,0.1964125504,0.6332259165,0.0570499961,少年画報社
0.0985936331,0.1617787887,0.2497956845,0.1302240857,赤き血のイレブン
,,0.2993288772,0.0344833521,ピュンピュン丸
0.1154942958,-0.6967869448,0.0840000246,-0.1402839239,少年
0.0221200432,-0.1275326786,0.2148637525,0.0221779168,巻来功士
,,0.4798947473,0.1166518766,週刊大衆
0.0955841495,0.5822677912,0.4227785558,-0.001419326,望月三起也
-0.1514797685,0.14573513,0.6515069091,0.0370780226,ヤングコミック
,,0.3424375205,0.0475458706,荘司としお
-0.0094679611,-0.4687221834,0.3561110329,0.078560244,吉田竜夫
0.0221200432,-0.1275326786,-0.0503165726,-0.0797716285,斎藤貴男
,,0.6118516217,0.0432301293,猫目小僧
-0.1479484933,0.8696561784,0.0421811339,-0.0580629295,風雲わなげ野郎
0.0985936331,0.1617787887,0.0332536921,0.1019189129,サイクル野郎
,,-0.1544496885,0.0919743105,サンマ
-0.4498749728,0.2231292275,0.1655047923,0.7580363403,ラブひな
-0.1514797685,0.14573513,-0.0350774484,0.0221103806,如月音流
,,-0.1515718787,0.3242402518,宗谷バス
0.0034224257,0.1945217013,0.051609285,0.0306487397,稚内市立ノシャップ寒流水族館
-0.1612282519,0.3034225779,-0.0044908202,0.0989288561,道の駅わっかない
,,0.0261368047,0.1341723461,船村徹
-0.546831619,0.0479640419,0.0149553492,0.1712362406,新エネルギー・産業技術総合開発機構
0.0083403349,-0.0190808823,-0.0992742131,0.0366915343,中核都市
,,-0.1643965045,-0.2382472361,侵食
0.0422467983,-0.5191913685,-0.0814201283,0.1005520658,北防波堤ドーム
0.0083403349,-0.0190808823,-0.0362595526,0.0597228012,稚内牛乳
,,0.5440305687,0.1346855878,赤松健
0.5829379283,-0.0935285165,-0.0309363556,0.0498779498,中座真
0.0083403349,-0.0190808823,-0.0173651218,0.0649057755,稚内市立稚内東小学校
,,-0.0245032459,0.0452477544,航空測候所
0.0879872487,-0.1197356369,-0.0181384919,0.0843408495,マツダレンタカー
0.0985936331,0.1617787887,-0.0488853553,0.0632510397,市立稚内病院
,,-0.0314068798,-0.0141577328,宗谷岬ウィンドファーム
-0.5424554438,0.075765187,-0.0565792752,0.1700255001,棋士
0.0083403349,-0.0190808823,-0.0320460482,0.0241909226,浜森辰雄
,,-0.0431693157,0.0503340353,稚内市立稚内東中学校
-0.0879872523,-0.1646323803,0.1417426349,0.028839956,少女に何が起ったか
0.0221200432,-0.1275326786,-0.1150077514,0.0904846808,野寒布岬
,,0.1622687963,0.091701609,ハチミツとクローバー
-0.3561279018,0.3306172427,-0.0040514527,0.0276193953,皇后美智子
0.0221200432,-0.1275326786,0.0077644346,0.165830697,宗谷丘陵
,,-0.1464359753,0.2553482069,北雄ラッキー
0.113414933,0.0106487785,-0.0651517659,0.0406403381,大岬旧海軍望楼跡
0.0083403349,-0.0190808823,-0.035029264,0.0352880562,ホクタン
,,-0.0845395805,0.1148841719,旭川地方裁判所
-0.100943713,0.1259858372,-0.0485441917,0.0553547305,稚内市立潮見が丘中学校
-0.1514797685,0.14573513,-0.135347264,0.1319415422,利尻島
,,-0.0460939246,0.0588490811,宗谷岬郵便局
-0.3367230306,0.4750850866,-0.0471618664,0.0605837543,北門神社
-0.1514797685,0.14573513,-0.1628694293,0.1451944461,稚内港
,,-0.0258141625,0.0562342547,稚内灯台
-0.4176198014,0.3449732552,-0.3992486481,0.4198407315,豊富町
-0.1612282519,0.3034225779,-0.1753501507,0.1231218944,ヒラメ
,,-0.1587199859,0.0448280201,ウバガイ
0.1335273145,-0.6434192129,-0.1211995662,0.1327841084,稚内公園
0.0083403349,-0.0190808823,0.0218060514,0.0415544445,畠山みどり
,,-0.0949750926,-0.0548450785,漁業
0.5682032277,0.0468242516,-0.092562223,0.1287842928,宗谷支庁
0.0221200432,-0.1275326786,-0.0379692849,0.0484224345,大村巌
,,-0.0680209493,0.0651936657,ミズダコ
-0.2010681043,-0.0707203663,-0.1906554314,0.1652180474,宗谷郡
0.0083403349,-0.0190808823,-0.0347787879,0.0566464161,月刊道北
,,-0.0965194047,0.145358943,海上保安部
0.8140326496,0.4302884533,-0.0318088851,0.0391060545,トクビレ
0.0083403349,-0.0190808823,-0.0745380068,0.0711855085,ホッコクアカエビ
,,0.0471111287,0.0611218322,瀬川おんぷ
0.0083403349,-0.0190808823,-0.1341891087,-0.1473156969,サハリン州
-0.179831769,0.0800589919,-0.2139198854,0.2260298272,オオヤマザクラ
,,0.0240629429,0.1450188608,ティ・ジョイ
0.1421566986,-0.5608807127,-0.1204696988,-0.0595075092,低温殺菌牛乳
0.0083403349,-0.0190808823,-0.0311374823,0.0352965985,北海道稚内高等学校
,,-0.1353822669,0.1807254406,旭川家庭裁判所
-0.7653475416,-0.3388247841,-0.0808235315,0.1251323497,トヨタレンタリース
0.0985936331,0.1617787887,-0.0344846714,0.047272699,栗山緑
,,-0.0488882004,0.3077634181,ゲオ
-0.0605673192,-0.0645662032,0.0260476428,0.0400704575,藤田征樹
-0.1514797685,0.14573513,-0.0479776274,0.1092467296,豊富バイパス
,,-0.2823534737,0.3106225219,過疎地域
0.5040362776,0.3033270701,-0.114632405,0.27981225,ホーマック
0.0083403349,-0.0190808823,-0.0123065997,0.0574695394,稚内郵便局
,,-0.1611508616,0.3055405321,地方港湾
-0.2390547014,-0.3156337074,-0.0712756173,0.2773309895,青山商事
0.0221200432,-0.1275326786,-0.036310534,0.0622802427,稚内市開基百年記念塔・北方記念館
,,0.0145274972,0.2237744519,マルハニチロ
0.0221200432,-0.1275326786,-0.1415637797,0.0677196091,ケガニ
0.0356314285,-0.3398224617,-0.0503455704,0.0348213648,ネベリスク
,,-0.0327112738,0.0586821409,宗谷岬灯台
-0.2321098282,0.3451392218,-0.0698226186,0.177100533,旭山動物園
-0.1514797685,0.14573513,0.1975064735,0.1228499901,羽海野チカ
,,-0.037924872,0.0565829642,稚内市立宗谷中学校
-0.0876863844,0.0195196136,-0.0797921884,0.1869241284,地方気象台
0.0221200432,-0.1275326786,-0.0444613655,0.0564408191,宗谷村
,,-0.0194921816,0.0608578578,稚内市立稚内港小学校
-0.2300932052,0.7533520267,-0.1934469716,0.2900562591,札幌管区気象台
-0.1612282519,0.3034225779,-0.1896266132,-0.0324029463,スケトウダラ
,,-0.0316116812,0.1020835569,卸売スーパー
-0.280657277,-0.8328856784,-0.0405848421,0.0318770514,稚内市立天北小中学校
0.0221200432,-0.1275326786,-0.0229131318,0.0801043987,エフエムわっかない
,,-0.0287435311,0.0816307698,ゾナーゾ
0.5020365347,0.0991734073,-0.0260771215,-0.4461122327,バギオ
0.0985936331,0.1617787887,-0.0301854028,0.049594515,稚内市立声問小学校
,,-0.0346843382,0.0503702833,稚内市立宗谷小学校
0.0985936331,0.1617787887,-0.4156876371,0.1041255768,秋田藩
-0.0346985307,0.5329947529,-0.0658848155,0.0537865023,声問川
,,0.0280168206,0.2060290722,米軍基地
0.2572880981,0.1076864265,0.0043291773,0.0627657114,鈴木和宏
0.0221200432,-0.1275326786,-0.0300530344,0.0554786048,稚内プレス
,,-0.1082189322,0.0240563565,ツブ
-0.0739397383,-0.0628370854,-0.023672402,0.0380199302,稚内市立大岬小学校
0.0083403349,-0.0190808823,-0.0295782735,0.0496130416,北海道稚内商工高等学校
,,-0.1009115644,-0.0342084802,間宮林蔵
-0.3603981182,0.2347746575,-0.0239881943,0.0507440592,稚内市役所
-0.1612282519,0.3034225779,-0.2388032843,0.0898649489,サケ
,,-0.0400323277,0.0455794707,稚内市立潮見が丘小学校
0.2305358223,0.6776136119,-0.1386847494,0.2228442114,函館税関
0.0985936331,0.1617787887,-0.0529727392,0.0742086194,稚内森林公園キャンプ場
,,-0.2378518635,0.0394826789,ウニ
-0.7139897672,0.0840952285,-0.2086638346,0.2711812768,第一管区海上保安本部
-0.1514797685,0.14573513,-0.1004871855,-0.0189342251,周氷河地形
,,-0.0062944885,0.1249919937,飯田圭織
-0.1154094171,0.0013775571,-0.1624471263,-0.04802386,赤蝦夷風説考
0.0083403349,-0.0190808823,-0.0093518511,0.0532405135,稚内温泉
,,-0.0447163118,0.1358384002,勇知駅
0.8950551068,-0.167786671,-0.0055488931,-0.175884391,大韓航空機撃墜事件
0.0083403349,-0.0190808823,-0.0746140604,0.0699960011,ゴマフアザラシ
,,-0.0405909402,0.1979310501,南稚内駅
0.0133176194,0.1323256611,-0.0166623395,0.1416132257,オリックスレンタカー
0.0083403349,-0.0190808823,-0.0638946258,0.1753958181,台場
,,0.0127271911,0.1610058433,抜海駅
-0.2844573891,0.25400928,0.0580653307,0.0197283679,木原たけし
-0.1514797685,0.14573513,-0.0616508472,0.0951254881,ホクレンショップ
,,-0.1896292483,-0.0745175736,ホヤ
-0.4507406283,0.2402041698,-0.0637265412,0.0605724991,北洋漁業
-0.1514797685,0.14573513,-0.0571755588,0.1752076946,札幌入国管理局
,,-0.0299582261,0.0611484521,森みつえ
0.0713651967,-0.4211974656,-0.1818716048,0.0479612026,礼文島
0.0083403349,-0.0190808823,-0.1332581565,0.2209781319,ズワイガニ
,,-0.1564831266,0.2586202229,天北線
-0.6645227023,-0.0883701156,-0.1878909306,0.2387276045,北海道地方環境事務所
0.0985936331,0.1617787887,-0.2548423465,-0.0952353439,ナマコ
,,-0.0698974927,0.0357208882,六土開正
0.2315063552,0.4487051164,-0.1524160042,0.4003144461,国税庁
-0.1612282519,0.3034225779,-0.0353274025,0.0628372734,日刊宗谷
,,-0.1860622723,0.2803309733,しまむら
0.6166801584,-0.0121819542,-0.0986061377,0.0356180853,ホッカイエビ
0.0083403349,-0.0190808823,-0.1021501048,0.0078366317,西能登呂岬
,,-0.0208791082,0.0611304921,千葉紘子
0.0061495842,-0.0383764269,-0.2117615503,0.0803252241,大泊町
0.0083403349,-0.0190808823,-0.0154527327,0.2051080837,ドーミーイン
,,-0.2255271458,0.228622368,天塩郡
-0.1528666413,0.3546671606,-0.2535948613,0.0280275794,最上徳内
-0.1612282519,0.3034225779,-0.215231511,0.5041094471,石垣市
,,-0.0491082309,0.1249623657,渡邊ゆかり
-0.1569514089,-0.3023540998,-0.3252426963,0.1954354764,三県一局時代
0.0221200432,-0.1275326786,-0.0099229799,-0.1989123844,排他的経済水域
,,-0.0328222555,0.0599091766,抜海岬
0.319290556,0.9267972126,-0.0311631284,-0.0176130019,阿部芙蓉美
0.0221200432,-0.1275326786,-0.2107192379,0.1854570164,利尻礼文サロベツ国立公園
,,-0.0306702168,0.0738972114,幌延断層帯
0.3553047905,0.0100831654,-0.1753324341,0.0056079475,工藤平助
0.0083403349,-0.0190808823,-0.2212505374,0.4547358318,枕崎市
,,-0.2046572859,0.0150859967,コンブ
