"Exchange Deposit Amount(Token), x; Exchange Withdraw Amount(Token), x; Exchange Remain Amount(Token), x","Exchange Deposit Amount(Token), y","Exchange Withdraw Amount(Token), y","Exchange Remain Amount(Token), y","Price(USD), x; Trading Volume(Token), x","Price(USD), y","Trading Volume(Token), y"
2018-01-07 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 10:04:18,1.13699,123823428.52619636
2018-01-07 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 10:19:18,1.15028,122714469.52046458
2018-01-07 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 10:34:18,1.14715,121427014.77574861
2018-01-07 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 10:49:19,1.14282,120349661.36399433
2018-01-07 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 11:04:19,1.13157,119872389.68866266
2018-01-07 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 11:19:19,1.12636,120101921.23299833
2018-01-07 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 11:34:19,1.1197,120275073.68045013
2018-01-07 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 11:49:18,1.12173,119029534.73652306
2018-01-07 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 12:04:19,1.11906,118108054.97471093
2018-01-07 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 12:19:18,1.10981,117498490.73264794
2018-01-07 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 12:34:18,1.12011,116285900.49191599
2018-01-07 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 12:49:19,1.13064,114380350.95167337
2018-01-07 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 13:04:18,1.13057,113002290.87982167
2018-01-07 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 13:19:19,1.1202,112928048.56275664
2018-01-07 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 13:34:19,1.12287,111518697.6230552
2018-01-07 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 13:49:19,1.13117,111032824.42073251
2018-01-07 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 14:04:18,1.12834,109732881.93275078
2018-01-08,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 14:19:18,1.1222,109171270.71823204
2018-01-08 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 14:34:18,1.11113,107873966.14257558
2018-01-08 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 14:49:18,1.10276,108162247.45184809
2018-01-08 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 15:04:18,1.08451,108244276.216909
2018-01-08 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 15:19:18,1.09269,107195087.3532292
2018-01-08 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 15:34:18,1.10163,106784492.07084048
2018-01-08 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 15:49:18,1.08061,107053423.52930288
2018-01-08 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 16:04:18,1.07833,107334489.44200754
2018-01-08 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 16:19:17,1.08921,107931436.54575334
2018-01-08 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 16:34:18,1.09162,109383301.88160715
2018-01-08 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 16:49:19,1.08848,108746141.40820228
2018-01-08 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 17:04:18,1.08534,108963089.90731016
2018-01-08 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 17:19:18,1.07853,108429065.48728362
2018-01-08 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 17:34:18,1.08632,107257530.00957361
2018-01-08 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 17:49:18,1.07499,106192615.74526276
2018-01-08 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 18:04:18,1.0961,106189216.31238025
2018-01-08 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 18:19:32,1.12712,104945347.4341685
2018-01-08 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 18:34:20,1.12863,104323826.23180316
2018-01-08 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 18:49:18,1.14056,103589464.82429683
2018-01-08 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 19:04:18,1.14269,103432251.96685015
2018-01-08 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 19:19:17,1.16314,102375466.40989046
2018-01-08 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 19:34:17,1.15083,101311227.5488126
2018-01-08 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 19:49:17,1.13718,101151972.4230113
2018-01-08 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 20:04:17,1.13924,100699589.19981742
2018-01-09,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 20:19:17,1.14727,99871869.74295501
2018-01-09 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 20:34:17,1.14076,99509975.80560328
2018-01-09 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 20:49:18,1.14833,99327719.38380082
2018-01-09 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 21:04:18,1.1379,98024430.96932948
2018-01-09 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 21:19:18,1.15236,95745253.21948002
2018-01-09 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 21:34:18,1.16417,95172526.34924453
2018-01-09 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 21:49:17,1.17989,93584995.211418
2018-01-09 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 22:04:17,1.17456,92742814.33047268
2018-01-09 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 22:19:17,1.17578,92387181.27540866
2018-01-09 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 22:34:17,1.16211,91999896.73955134
2018-01-09 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 22:49:17,1.16365,91072917.11425257
2018-01-09 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 23:04:17,1.15606,89270453.09067003
2018-01-09 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 23:19:18,1.1675,87519486.08137046
2018-01-09 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 23:34:17,1.16001,86061240.85137197
2018-01-09 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 23:49:17,1.16138,84095558.73185349
2018-01-09 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 00:04:17,1.16483,82629568.26318003
2018-01-09 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 00:19:17,1.14541,81945591.53490889
2018-01-09 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 00:34:17,1.13608,80999929.58242378
2018-01-09 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 00:49:17,1.14614,80492086.48158166
2018-01-09 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 01:04:17,1.14519,79670011.08986282
2018-01-09 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 01:19:17,1.15193,78420737.37119444
2018-01-09 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 01:34:17,1.14924,77144373.67303608
2018-01-09 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 01:49:17,1.14753,75885772.04953247
2018-01-09 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 02:04:18,1.13514,75992740.98349102
2018-01-10,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 02:19:17,1.13182,74692353.90786521
2018-01-10 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 02:34:17,1.12493,73791258.12272763
2018-01-10 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 02:49:17,1.12847,72507731.70753321
2018-01-10 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 03:04:17,1.12247,71176334.33410247
2018-01-10 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 03:19:17,1.12121,69949518.82341398
2018-01-10 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 03:34:17,1.12614,69408244.09043281
2018-01-10 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 03:49:17,1.1317,68695944.15481135
2018-01-10 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 04:04:17,1.13152,67721206.87217194
2018-01-10 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 04:19:18,1.13119,67160423.97828835
2018-01-10 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 04:34:17,1.12627,67435517.23831762
2018-01-10 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 04:49:17,1.09671,67968560.51280648
2018-01-10 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 05:04:17,1.09297,68263538.7979542
2018-01-10 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 05:19:17,1.09252,68004338.59334384
2018-01-10 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 05:34:17,1.0921,68571467.81430271
2018-01-10 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 05:49:17,1.06758,68532568.98780419
2018-01-10 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 06:04:18,1.04937,68358920.11397316
2018-01-10 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 06:19:17,1.01636,68509091.26687394
2018-01-10 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 06:34:17,1.04748,68526081.6435636
2018-01-10 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 06:49:18,1.0541,68679442.17816146
2018-01-10 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 07:04:17,1.02385,69857596.32758705
2018-01-10 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 07:19:17,1.01782,71150498.1234403
2018-01-10 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 07:34:18,1.03073,71193037.94398145
2018-01-10 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 07:49:18,1.0419,70854112.67875995
2018-01-10 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 08:04:17,1.04244,70853958.02156478
2018-01-11,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 08:19:17,1.03613,70920251.31981508
2018-01-11 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 08:34:17,1.04408,70922055.7811662
2018-01-11 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 08:49:17,1.04413,71817302.44318236
2018-01-11 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 09:04:18,1.03447,71492745.07718928
2018-01-11 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 09:19:17,1.04449,69840592.05928253
2018-01-11 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 09:34:17,1.0452,68867202.449292
2018-01-11 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 09:49:18,1.03324,69201347.21845844
2018-01-11 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 10:04:17,1.04136,69373031.42045018
2018-01-11 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 10:19:17,1.03527,68325654.17717119
2018-01-11 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 10:34:17,1.01873,68165755.40133303
2018-01-11 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 10:49:17,1.01842,68442096.58097838
2018-01-11 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 11:04:17,1.0166,68144304.5445603
2018-01-11 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 11:19:18,1.0256,67150546.02184087
2018-01-11 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 11:34:18,1.0234,67555403.55677155
2018-01-11 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 11:49:18,1.02814,68270371.73925729
2018-01-11 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 12:04:17,1.03069,68291338.81186388
2018-01-11 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 12:19:17,1.03344,68086874.90323581
2018-01-11 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 12:34:18,1.03643,67529017.87867971
2018-01-11 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 12:49:18,1.03244,67969373.52291659
2018-01-11 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 13:04:17,1.03149,68252721.79080747
2018-01-11 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 13:19:18,1.0119,68358829.92390552
2018-01-11 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 13:34:18,1.02491,68794138.0218751
2018-01-11 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 13:49:18,1.02726,67865681.52171797
2018-01-11 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 14:04:17,1.02907,67880902.17380743
2018-01-12,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 14:19:17,0.99341,68145881.35815021
2018-01-12 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 14:34:19,1.0134,68875172.6860075
2018-01-12 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 14:49:18,1.00328,67966868.67075992
2018-01-12 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 15:04:19,1.00416,67946940.72657745
2018-01-12 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 15:19:18,0.99472,68937892.07013029
2018-01-12 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 15:34:19,1.00447,69896661.92121218
2018-01-12 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 15:49:18,1.00465,70841785.69651122
2018-01-12 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 16:04:18,0.999006,71265237.64622034
2018-01-12 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 16:19:19,1.00053,71481015.06201714
2018-01-12 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 16:34:18,0.996619,71651453.56450158
2018-01-12 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 16:49:19,0.974264,72688306.24964075
2018-01-12 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 17:04:18,0.969063,73436505.16013923
2018-01-12 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 17:19:18,0.969213,74763648.44466592
2018-01-12 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 17:34:18,0.972328,75806209.42727146
2018-01-12 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 17:49:18,0.976826,76968057.77078006
2018-01-12 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 18:04:17,0.984384,77957280.89851114
2018-01-12 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 18:19:18,0.994651,78625668.7018864
2018-01-12 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 18:34:18,0.984104,79180249.24195004
2018-01-12 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-27 18:49:19,1.0,79039100.0
