"pH, x; Upper Limit, x; Lower Limit, x; FC, x; Upper Limit (1), x; Lower Limit (1), x (1)","pH, y (1)","Upper Limit, y (1)","Lower Limit, y (1)","FC, y (1)","Upper Limit (1), y (1)","Lower Limit (1), y (1)"
2018-01-12 05:35:26,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:35:36,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:35:47,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:35:57,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:40:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:40:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:40:27,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:40:38,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:40:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:40:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:45:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:45:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:45:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:45:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:45:50,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:46:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:50:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:50:20,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:50:31,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:50:41,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:50:52,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:55:11,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:55:22,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:55:32,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:55:43,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:55:53,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:00:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:00:13,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:00:23,7.2,7.6,7.2,0.03,3,1
2018-01-12 06:00:34,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:00:44,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:00:55,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:50:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:50:20,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:50:30,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:50:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:50:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:55:11,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:55:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:55:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:55:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 06:55:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:00:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:00:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:00:23,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:00:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:00:44,7.2,7.6,7.2,0.03,3,1
2018-01-12 07:00:54,7.2,7.6,7.2,0.03,3,1
2018-01-12 07:50:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:50:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:50:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:50:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:50:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:55:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:55:20,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:55:30,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:55:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 07:55:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:00:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:00:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:00:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:00:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:00:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:50:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:50:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:50:28,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:50:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:50:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:50:59,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:55:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:55:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:55:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:55:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:55:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 08:56:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:00:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:00:20,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:00:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:00:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:00:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:50:06,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:50:17,7.4,7.6,7.2,0.04,3,1
2018-01-12 09:50:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:50:37,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:50:48,7.4,7.6,7.2,0.04,3,1
2018-01-12 09:50:58,7.4,7.6,7.2,0.04,3,1
2018-01-12 09:55:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:55:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:55:29,7.4,7.6,7.2,0.04,3,1
2018-01-12 09:55:39,7.4,7.6,7.2,0.04,3,1
2018-01-12 09:55:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 09:56:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:00:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:00:20,7.4,7.6,7.2,0.04,3,1
2018-01-12 10:00:30,7.4,7.6,7.2,0.04,3,1
2018-01-12 10:00:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:00:51,7.4,7.6,7.2,0.04,3,1
2018-01-12 10:50:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:50:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:50:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:50:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:50:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:50:59,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:55:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:55:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:55:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:55:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:55:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 10:56:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:00:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:00:20,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:00:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:00:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:00:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:50:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:50:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:50:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:50:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:50:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:50:59,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:55:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:55:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:55:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:55:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:55:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 11:56:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:00:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:00:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:00:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:00:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:00:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:50:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:50:15,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:50:26,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:50:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:50:46,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:50:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:55:06,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:55:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:55:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:55:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:55:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 12:55:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:00:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:00:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:00:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:00:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:01:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:50:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:50:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:50:30,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:50:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:50:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:51:01,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:55:11,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:55:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:55:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:55:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 13:55:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 14:00:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 14:00:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 14:00:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 14:00:44,7.3,7.6,7.2,0.04,3,1
2018-01-12 14:00:54,7.3,7.6,7.2,0.04,3,1
2018-01-12 14:50:10,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:50:20,7.4,7.6,7.2,0.05,3,1
2018-01-12 14:50:31,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:50:41,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:50:52,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:55:01,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:55:12,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:55:22,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:55:33,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:55:43,7.3,7.6,7.2,0.05,3,1
2018-01-12 14:55:53,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:00:03,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:00:13,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:00:24,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:00:34,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:00:44,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:00:55,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:50:01,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:50:12,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:50:22,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:50:32,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:50:43,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:50:53,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:55:03,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:55:13,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:55:24,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:55:34,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:55:44,7.3,7.6,7.2,0.05,3,1
2018-01-12 15:55:55,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:00:04,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:00:15,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:00:25,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:00:36,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:00:46,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:00:57,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:50:02,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:50:13,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:50:23,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:50:33,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:50:44,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:50:54,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:55:04,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:55:14,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:55:25,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:55:35,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:55:45,7.3,7.6,7.2,0.05,3,1
2018-01-12 16:55:56,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:00:06,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:00:16,7.3,7.6,7.2,0.04,3,1
2018-01-12 17:00:26,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:00:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:00:47,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:00:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:50:04,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:50:15,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:50:25,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:50:36,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:50:46,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:50:56,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:55:06,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:55:16,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:55:26,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:55:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:55:47,7.3,7.6,7.2,0.05,3,1
2018-01-12 17:55:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:00:07,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:00:17,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:00:28,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:00:38,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:00:49,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:00:59,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:50:02,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:50:13,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:50:23,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:50:33,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:50:44,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:50:54,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:55:04,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:55:14,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:55:25,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:55:35,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:55:45,7.3,7.6,7.2,0.05,3,1
2018-01-12 18:55:56,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:00:06,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:00:16,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:00:26,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:00:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:00:47,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:00:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:25:05,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:25:16,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:25:26,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:25:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:25:47,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:25:57,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:30:07,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:30:17,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:30:27,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:30:38,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:30:48,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:30:59,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:35:08,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:35:18,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:35:29,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:35:39,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:35:50,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:36:00,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:40:10,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:40:20,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:40:31,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:40:41,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:40:51,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:45:01,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:45:12,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:45:22,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:45:43,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:45:53,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:50:03,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:50:13,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:50:23,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:50:34,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:50:44,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:50:54,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:55:04,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:55:14,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:55:25,7.4,7.6,7.2,0.05,3,1
2018-01-12 19:55:35,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:55:45,7.3,7.6,7.2,0.05,3,1
2018-01-12 19:55:56,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:00:06,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:00:16,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:00:26,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:00:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:00:47,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:00:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:25:07,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:25:17,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:25:27,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:25:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:25:48,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:25:58,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:30:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:30:19,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:30:29,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:30:39,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:30:50,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:31:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:35:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:35:20,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:35:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:35:41,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:35:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:40:01,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:40:11,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:40:22,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:40:32,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:40:43,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:40:53,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:45:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:45:13,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:45:23,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:45:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:45:44,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:45:54,7.4,7.6,7.2,0.05,3,1
2018-01-12 20:50:04,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:50:14,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:50:25,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:50:35,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:50:46,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:50:56,7.3,7.6,7.2,0.04,3,1
2018-01-12 20:55:06,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:55:26,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:55:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:55:47,7.3,7.6,7.2,0.05,3,1
2018-01-12 20:55:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:00:07,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:00:17,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:00:28,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:00:38,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:00:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 21:00:59,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:25:10,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:25:21,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:25:31,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:25:42,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:25:52,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:30:02,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:30:12,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:30:23,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:30:33,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:30:43,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:30:54,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:35:03,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:35:14,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:35:24,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:35:34,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:35:45,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:35:55,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:40:05,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:40:15,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:40:25,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:40:36,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:40:46,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:40:57,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:45:06,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:45:16,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:45:27,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:45:37,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:45:48,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:45:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:50:08,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:50:18,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:50:29,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:50:39,7.4,7.6,7.2,0.05,3,1
2018-01-12 21:50:49,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:51:00,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:55:09,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:55:20,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:55:30,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:55:41,7.3,7.6,7.2,0.05,3,1
2018-01-12 21:55:51,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:00:11,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:00:21,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:00:31,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:00:42,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:00:52,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:25:02,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:25:13,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:25:23,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:25:34,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:25:44,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:25:54,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:30:04,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:30:15,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:30:25,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:30:35,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:30:46,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:30:56,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:35:06,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:35:16,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:35:27,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:35:37,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:35:48,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:35:58,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:40:07,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:40:18,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:40:28,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:40:38,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:40:49,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:40:59,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:45:09,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:45:19,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:45:30,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:45:40,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:45:50,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:46:01,7.4,7.6,7.2,0.05,3,1
