"53228632, x","53228632, y","53228632 (1), x","53228632 (1), y","53228632 (2), x; 53236473 (2), x","53228632 (2), y","53236473, x","53236473, y","53236473 (1), x","53236473 (1), y","53236473 (2), y"
2017-09-28 17:11:37.62,314.69,,,,,2017-09-29 01:38:52.09,196.81,,,
2017-09-28 17:11:37.62,314.69,,,,,2017-09-29 01:39:53.98,196.81,,,
2017-09-28 17:12:07.79,314.7,,,,,2017-09-29 01:41:24.59,196.82,,,
2017-09-28 17:12:38.01,314.7,,,,,2017-09-29 01:42:23.98,196.82,,,
2017-09-28 17:13:08.73,314.7,,,,,2017-09-29 01:43:55.09,196.83,,,
2017-09-28 17:14:38.79,314.71,,,,,2017-09-29 01:44:25.76,196.83,,,
2017-09-28 17:17:08.79,314.73,,,,,2017-09-29 01:44:52.98,196.83,,,
2017-09-28 17:17:40.01,314.73,,,,,2017-09-29 01:45:53.87,196.83,,,
2017-09-28 17:18:10.68,314.73,,,,,2017-09-29 01:46:25.09,196.84,,,
2017-09-28 17:18:40.40,314.74,,,,,2017-09-29 01:47:26.98,196.84,,,
2017-09-28 17:19:39.79,314.75,,,,,2017-09-29 01:47:55.64,196.84,,,
2017-09-28 17:20:12.51,314.75,,,,,2017-09-29 01:49:56.47,196.84,,,
2017-09-28 17:21:10.90,314.76,,,,,2017-09-29 01:50:25.14,196.84,,,
2017-09-28 17:22:42.96,314.77,,,,,2017-09-29 01:50:56.86,196.85,,,
2017-09-28 17:23:43.90,314.78,,,,,2017-09-29 01:51:27.03,196.85,,,
2017-09-28 17:24:12.57,314.78,,,,,2017-09-29 01:52:28.92,196.85,,,
2017-09-28 17:24:42.79,314.78,,,,,2017-09-29 01:53:59.52,196.85,,,
2017-09-28 17:25:12.96,314.79,,,,,2017-09-29 01:54:58.91,196.85,,,
2017-09-28 17:25:43.68,314.79,,,,,2017-09-29 01:56:30.02,196.86,,,
2017-09-28 17:27:13.79,314.81,,,,,2017-09-29 01:57:00.74,196.86,,,
2017-09-28 17:29:43.79,314.83,,,,,2017-09-29 01:57:27.91,196.86,,,
2017-09-28 17:30:14.96,314.83,,,,,2017-09-29 01:58:28.80,196.86,,,
2017-09-28 17:30:45.68,314.84,,,,,2017-09-29 01:59:00.02,196.86,,,
2017-09-28 17:31:15.35,314.84,,,,,2017-09-29 02:00:01.91,196.86,,,
2017-09-28 17:32:14.73,314.85,,,,,2017-09-29 02:00:30.63,196.87,,,
2017-09-28 17:32:47.46,314.85,,,,,2017-09-29 02:02:31.41,196.87,,,
2017-09-28 17:33:45.85,314.86,,,,,2017-09-29 02:03:00.08,196.87,,,
2017-09-28 17:35:17.96,314.88,,,,,2017-09-29 02:03:31.80,196.87,,,
2017-09-28 17:36:18.85,314.88,,,,,2017-09-29 02:04:02.02,196.88,,,
2017-09-28 17:36:47.57,314.89,,,,,2017-09-29 02:05:03.91,196.88,,,
2017-09-28 17:37:17.74,314.89,,,,,2017-09-29 02:06:34.46,196.89,,,
2017-09-28 17:37:47.96,314.9,,,,,2017-09-29 02:07:33.90,196.89,,,
2017-09-28 17:38:18.62,314.9,,,,,2017-09-29 02:09:04.96,196.9,,,
2017-09-28 17:39:48.73,314.91,,,,,2017-09-29 02:10:02.85,196.91,,,
2017-09-28 17:42:18.74,314.93,,,,,2017-09-29 02:11:03.79,196.91,,,
2017-09-28 17:42:49.95,314.94,,,,,2017-09-29 02:11:34.96,196.91,,,
2017-09-28 17:43:20.62,314.94,,,,,2017-09-29 02:12:36.85,196.92,,,
2017-09-28 17:43:50.34,314.95,,,,,2017-09-29 02:13:05.57,196.92,,,
2017-09-28 17:44:49.73,314.95,,,,,2017-09-29 02:15:06.35,196.93,,,
2017-09-28 17:45:22.40,314.96,,,,,2017-09-29 02:15:35.07,196.93,,,
2017-09-28 17:46:20.84,314.96,,,,,2017-09-29 02:16:06.74,196.93,,,
2017-09-28 17:47:52.90,314.97,,,,,2017-09-29 02:16:36.96,196.93,,,
2017-09-28 17:48:53.79,314.98,,,,,2017-09-29 02:17:38.85,196.93,,,
2017-09-28 17:49:22.51,314.98,,,,,2017-09-29 02:19:09.46,196.94,,,
2017-09-28 17:49:52.73,314.98,,,,,2017-09-29 02:20:08.85,196.94,,,
2017-09-28 17:50:22.90,314.98,,,,,2017-09-29 02:21:39.96,196.94,,,
2017-09-28 17:50:53.62,314.99,,,,,2017-09-29 02:22:10.63,196.94,,,
2017-09-28 17:52:23.68,315.0,,,,,2017-09-29 02:22:37.85,196.95,,,
2017-09-28 17:54:53.68,315.01,,,,,2017-09-29 02:23:38.74,196.95,,,
2017-09-28 17:55:24.90,315.01,,,,,2017-09-29 02:24:09.96,196.95,,,
2017-09-28 17:55:55.57,315.02,,,,,2017-09-29 02:25:11.85,196.95,,,
2017-09-28 17:56:25.29,315.02,,,,,2017-09-29 02:25:40.52,196.95,,,
2017-09-28 17:57:24.68,315.02,,,,,2017-09-29 02:27:41.35,196.96,,,
2017-09-28 17:57:57.40,315.03,,,,,2017-09-29 02:28:10.02,196.96,,,
2017-09-28 17:58:55.79,315.03,,,,,2017-09-29 02:28:41.74,196.96,,,
2017-09-28 18:00:27.90,315.04,,,,,2017-09-29 02:29:11.91,196.96,,,
2017-09-28 18:01:28.79,315.05,,,,,2017-09-29 02:30:13.79,196.96,,,
2017-09-28 18:01:57.46,315.05,,,,,2017-09-29 02:31:44.40,196.97,,,
2017-09-28 18:02:27.68,315.06,,,,,2017-09-29 02:32:43.79,196.97,,,
2017-09-28 18:02:57.90,315.06,,,,,2017-09-29 02:34:14.90,196.97,,,
2017-09-28 18:03:28.57,315.06,,,,,2017-09-29 02:34:45.62,196.97,,,
2017-09-28 18:04:58.68,315.08,,,,,2017-09-29 02:35:12.79,196.97,,,
2017-09-28 18:07:28.68,315.1,,,,,2017-09-29 02:36:13.68,196.98,,,
2017-09-28 18:07:59.85,315.1,,,,,2017-09-29 02:36:44.90,196.98,,,
2017-09-28 18:08:30.57,315.11,,,,,2017-09-29 02:37:46.79,196.98,,,
2017-09-28 18:09:00.23,315.11,,,,,2017-09-29 02:38:15.51,196.99,,,
2017-09-28 18:09:59.68,315.12,,,,,2017-09-29 02:40:16.29,197.0,,,
2017-09-28 18:10:32.34,315.12,,,,,2017-09-29 02:40:44.96,197.0,,,
2017-09-28 18:11:30.73,315.13,,,,,2017-09-29 02:41:16.68,197.0,,,
2017-09-28 18:13:02.84,315.14,,,,,2017-09-29 02:41:46.90,197.0,,,
2017-09-28 18:14:03.73,315.15,,,,,2017-09-29 02:42:48.79,197.01,,,
2017-09-28 18:14:32.45,315.16,,,,,2017-09-29 02:44:19.35,197.02,,,
2017-09-28 18:15:02.62,315.16,,,,,2017-09-29 02:45:18.79,197.02,,,
2017-09-28 18:15:32.84,315.16,,,,,2017-09-29 02:46:49.85,197.03,,,
2017-09-28 18:16:03.56,315.17,,,,,2017-09-29 02:47:20.57,197.03,,,
2017-09-28 18:17:33.62,315.18,,,,,2017-09-29 02:47:47.74,197.03,,,
2017-09-28 18:20:03.62,315.2,,,,,2017-09-29 02:48:48.68,197.03,,,
2017-09-28 18:20:34.84,315.21,,,,,2017-09-29 02:49:19.85,197.03,,,
2017-09-28 18:21:35.23,315.21,,,,,2017-09-29 02:50:21.74,197.04,,,
2017-09-28 18:22:34.62,315.22,,,,,2017-09-29 02:50:50.46,197.04,,,
2017-09-28 18:23:07.34,315.23,,,,,2017-09-29 02:52:51.24,197.04,,,
2017-09-28 18:24:05.73,315.23,,,,,2017-09-29 02:53:19.96,197.04,,,
2017-09-28 18:25:37.79,315.24,,,,,2017-09-29 02:53:51.63,197.04,,,
2017-09-28 18:26:38.73,315.25,,,,,2017-09-29 02:54:21.85,197.05,,,
2017-09-28 18:27:07.40,315.25,,,,,2017-09-29 02:55:23.74,197.05,,,
2017-09-28 18:27:37.62,315.25,,,,,2017-09-29 02:56:54.35,197.05,,,
2017-09-28 18:28:07.79,315.26,,,,,2017-09-29 02:57:53.74,197.05,,,
2017-09-28 18:28:38.51,315.26,,,,,2017-09-29 02:59:24.85,197.06,,,
2017-09-28 18:30:08.62,315.27,,,,,2017-09-29 02:59:55.52,197.06,,,
2017-09-28 18:32:38.62,315.28,,,,,2017-09-29 03:00:22.74,197.06,,,
2017-09-28 18:33:09.79,315.28,,,,,2017-09-29 03:01:23.63,197.06,,,
2017-09-28 18:33:09.79,315.28,,,,,2017-09-29 03:01:54.79,197.06,,,
2017-09-28 18:33:40.51,315.29,,,,,2017-09-29 03:02:56.74,197.06,,,
2017-09-28 18:34:10.18,315.29,,,,,2017-09-29 03:03:25.41,197.07,,,
2017-09-28 18:35:09.57,315.3,,,,,2017-09-29 03:05:26.18,197.07,,,
2017-09-28 18:35:42.29,315.3,,,,,2017-09-29 03:05:54.90,197.07,,,
2017-09-28 18:36:40.68,315.31,,,,,2017-09-29 03:06:26.62,197.07,,,
2017-09-28 18:38:12.79,315.31,,,,,2017-09-29 03:06:56.79,197.07,,,
2017-09-28 18:39:13.68,315.32,,,,,2017-09-29 03:07:58.68,197.08,,,
2017-09-28 18:39:42.40,315.32,,,,,2017-09-29 03:09:29.29,197.08,,,
2017-09-28 18:40:12.57,315.33,,,,,2017-09-29 03:10:28.68,197.09,,,
2017-09-28 18:40:42.79,315.33,,,,,2017-09-29 03:11:59.79,197.1,,,
2017-09-28 18:41:13.46,315.33,,,,,2017-09-29 03:12:30.46,197.1,,,
2017-09-28 18:42:43.57,315.34,,,,,2017-09-29 03:12:57.68,197.1,,,
2017-09-28 18:45:13.57,315.36,,,,,2017-09-29 03:13:58.57,197.1,,,
2017-09-28 18:45:44.79,315.37,,,,,2017-09-29 03:14:29.79,197.11,,,
2017-09-28 18:46:15.45,315.37,,,,,2017-09-29 03:15:31.68,197.11,,,
2017-09-28 18:46:45.18,315.38,,,,,2017-09-29 03:16:00.35,197.11,,,
2017-09-28 18:47:44.56,315.38,,,,,2017-09-29 03:18:01.18,197.12,,,
2017-09-28 18:48:17.23,315.39,,,,,2017-09-29 03:18:29.85,197.13,,,
2017-09-28 18:49:15.67,315.4,,,,,2017-09-29 03:19:01.57,197.13,,,
2017-09-28 18:50:47.73,315.41,,,,,2017-09-29 03:19:31.74,197.13,,,
2017-09-28 18:51:48.62,315.42,,,,,2017-09-29 03:20:33.68,197.13,,,
2017-09-28 18:52:17.34,315.42,,,,,2017-09-29 03:22:04.24,197.14,,,
2017-09-28 18:52:47.56,315.43,,,,,2017-09-29 03:23:03.63,197.14,,,
2017-09-28 18:53:17.73,315.43,,,,,2017-09-29 03:24:34.74,197.14,,,
2017-09-28 18:53:48.45,315.44,,,,,2017-09-29 03:24:34.74,197.14,,,
2017-09-28 18:55:18.51,315.45,,,,,2017-09-29 03:25:05.46,197.14,,,
2017-09-28 18:57:48.51,315.47,,,,,2017-09-29 03:25:32.63,197.14,,,
2017-09-28 18:58:19.73,315.47,,,,,2017-09-29 03:26:33.52,197.15,,,
2017-09-28 18:58:50.40,315.48,,,,,2017-09-29 03:27:04.74,197.15,,,
2017-09-28 18:59:20.12,315.48,,,,,2017-09-29 03:28:06.63,197.15,,,
2017-09-28 19:00:19.51,315.49,,,,,2017-09-29 03:28:35.35,197.15,,,
2017-09-28 19:00:52.23,315.49,,,,,2017-09-29 03:30:36.13,197.16,,,
2017-09-28 19:01:50.62,315.5,,,,,2017-09-29 03:31:04.85,197.16,,,
2017-09-28 19:03:22.73,315.51,,,,,2017-09-29 03:31:36.52,197.16,,,
2017-09-28 19:04:23.62,315.52,,,,,2017-09-29 03:32:06.74,197.16,,,
2017-09-28 19:04:52.29,315.52,,,,,2017-09-29 03:33:08.63,197.16,,,
2017-09-28 19:05:22.51,315.52,,,,,2017-09-29 03:34:39.24,197.16,,,
2017-09-28 19:05:52.73,315.53,,,,,2017-09-29 03:35:38.63,197.17,,,
2017-09-28 19:06:23.40,315.53,,,,,2017-09-29 03:37:09.69,197.17,,,
2017-09-28 19:07:53.51,315.54,,,,,2017-09-29 03:37:40.41,197.17,,,
2017-09-28 19:10:23.51,315.55,,,,,2017-09-29 03:38:07.63,197.17,,,
2017-09-28 19:10:54.68,315.56,,,,,2017-09-29 03:39:08.52,197.17,,,
2017-09-28 19:11:25.40,315.56,,,,,2017-09-29 03:39:39.69,197.18,,,
2017-09-28 19:11:55.07,315.56,,,,,2017-09-29 03:40:41.58,197.18,,,
2017-09-28 19:12:54.51,315.57,,,,,2017-09-29 03:41:10.30,197.18,,,
2017-09-28 19:13:27.18,315.57,,,,,2017-09-29 03:43:11.07,197.19,,,
2017-09-28 19:14:25.57,315.58,,,,,2017-09-29 03:43:39.79,197.19,,,
2017-09-28 19:15:57.68,315.59,,,,,2017-09-29 03:44:11.46,197.2,,,
2017-09-28 19:16:58.57,315.59,,,,,2017-09-29 03:44:41.68,197.2,,,
2017-09-28 19:17:27.29,315.59,,,,,2017-09-29 03:45:43.57,197.2,,,
2017-09-28 19:17:57.46,315.6,,,,,2017-09-29 03:47:14.18,197.21,,,
2017-09-28 19:18:27.68,315.6,,,,,2017-09-29 03:48:13.57,197.21,,,
2017-09-28 19:18:58.40,315.6,,,,,2017-09-29 03:49:44.68,197.22,,,
2017-09-28 19:20:28.45,315.61,,,,,2017-09-29 03:50:15.35,197.22,,,
2017-09-28 19:22:58.45,315.63,,,,,2017-09-29 03:50:42.57,197.23,,,
2017-09-28 19:23:29.67,315.63,,,,,2017-09-29 03:51:43.46,197.23,,,
2017-09-28 19:24:00.34,315.64,,,,,2017-09-29 03:52:14.68,197.23,,,
2017-09-28 19:24:30.06,315.64,,,,,2017-09-29 03:53:16.57,197.24,,,
2017-09-28 19:25:29.45,315.65,,,,,2017-09-29 03:53:45.24,197.24,,,
2017-09-28 19:26:02.17,315.66,,,,,2017-09-29 03:55:46.07,197.24,,,
2017-09-28 19:27:00.56,315.66,,,,,2017-09-29 03:56:14.74,197.24,,,
2017-09-28 19:28:32.62,315.68,,,,,2017-09-29 03:56:46.46,197.24,,,
2017-09-28 19:29:33.56,315.68,,,,,2017-09-29 03:57:16.63,197.24,,,
2017-09-28 19:30:02.24,315.69,,,,,2017-09-29 03:58:18.52,197.25,,,
2017-09-28 19:30:32.45,315.69,,,,,2017-09-29 03:59:49.13,197.25,,,
2017-09-28 19:31:02.62,315.7,,,,,2017-09-29 04:00:48.52,197.25,,,
2017-09-28 19:31:33.34,315.7,,,,,2017-09-29 04:02:19.63,197.26,,,
2017-09-28 19:33:03.45,315.71,,,,,2017-09-29 04:02:50.35,197.26,,,
2017-09-28 19:35:33.45,315.73,,,,,2017-09-29 04:03:17.52,197.26,,,
2017-09-28 19:36:04.62,315.74,,,,,2017-09-29 04:04:18.41,197.26,,,
2017-09-28 19:36:35.34,315.74,,,,,2017-09-29 04:04:49.63,197.26,,,
2017-09-28 19:37:05.01,315.75,,,,,2017-09-29 04:05:51.52,197.26,,,
2017-09-28 19:38:04.40,315.76,,,,,2017-09-29 04:06:20.24,197.26,,,
2017-09-28 19:38:37.12,315.76,,,,,2017-09-29 04:08:21.02,197.27,,,
2017-09-28 19:39:35.51,315.77,,,,,2017-09-29 04:08:49.69,197.27,,,
2017-09-28 19:41:07.62,315.78,,,,,2017-09-29 04:09:21.41,197.27,,,
2017-09-28 19:42:08.51,315.79,,,,,2017-09-29 04:09:51.63,197.27,,,
2017-09-28 19:42:08.51,315.79,,,,,2017-09-29 04:10:53.52,197.27,,,
2017-09-28 19:42:37.23,315.79,,,,,2017-09-29 04:12:24.08,197.28,,,
2017-09-28 19:43:07.40,315.79,,,,,2017-09-29 04:13:23.52,197.28,,,
2017-09-28 19:43:37.62,315.8,,,,,2017-09-29 04:14:54.58,197.29,,,
2017-09-28 19:44:08.29,315.8,,,,,2017-09-29 04:15:25.30,197.29,,,
2017-09-28 19:45:38.40,315.81,,,,,2017-09-29 04:15:52.46,197.29,,,
2017-09-28 19:48:08.40,315.82,,,,,2017-09-29 04:16:53.41,197.3,,,
2017-09-28 19:48:39.62,315.83,,,,,2017-09-29 04:17:24.57,197.3,,,
2017-09-28 19:49:40.01,315.83,,,,,2017-09-29 04:18:26.47,197.3,,,
2017-09-28 19:50:39.40,315.84,,,,,2017-09-29 04:18:55.18,197.31,,,
2017-09-28 19:51:12.07,315.84,,,,,2017-09-29 04:20:55.96,197.32,,,
2017-09-28 19:52:10.51,315.85,,,,,2017-09-29 04:21:24.68,197.32,,,
2017-09-28 19:53:42.57,315.85,,,,,2017-09-29 04:21:56.35,197.32,,,
2017-09-28 19:54:43.46,315.86,,,,,2017-09-29 04:22:26.57,197.32,,,
2017-09-28 19:55:12.18,315.86,,,,,2017-09-29 04:23:28.46,197.33,,,
2017-09-28 19:55:42.40,315.87,,,,,2017-09-29 04:24:59.07,197.33,,,
2017-09-28 19:56:12.57,315.87,,,,,2017-09-29 04:25:58.46,197.34,,,
2017-09-28 19:56:43.29,315.87,,,,,2017-09-29 04:27:29.57,197.34,,,
2017-09-28 19:58:13.35,315.88,,,,,2017-09-29 04:28:00.24,197.34,,,
2017-09-28 20:00:43.35,315.9,,,,,2017-09-29 04:28:27.46,197.34,,,
2017-09-28 20:01:14.57,315.9,,,,,2017-09-29 04:29:28.35,197.34,,,
2017-09-28 20:02:14.96,315.91,,,,,2017-09-29 04:29:59.52,197.35,,,
2017-09-28 20:03:14.35,315.92,,,,,2017-09-29 04:31:01.46,197.35,,,
2017-09-28 20:03:47.07,315.92,,,,,2017-09-29 04:31:30.13,197.35,,,
2017-09-28 20:04:45.46,315.93,,,,,2017-09-29 04:33:30.91,197.35,,,
2017-09-28 20:06:17.57,315.94,,,,,2017-09-29 04:33:59.63,197.35,,,
2017-09-28 20:07:18.46,315.95,,,,,2017-09-29 04:34:31.35,197.36,,,
2017-09-28 20:07:47.12,315.96,,,,,2017-09-29 04:35:01.52,197.36,,,
2017-09-28 20:08:17.35,315.96,,,,,2017-09-29 04:36:03.41,197.36,,,
2017-09-28 20:08:47.57,315.97,,,,,2017-09-29 04:37:34.02,197.36,,,
2017-09-28 20:09:18.24,315.97,,,,,2017-09-29 04:38:33.41,197.36,,,
2017-09-28 20:10:48.34,315.98,,,,,2017-09-29 04:40:04.52,197.37,,,
2017-09-28 20:13:18.34,316.0,,,,,2017-09-29 04:40:35.19,197.37,,,
2017-09-28 20:13:49.51,316.01,,,,,2017-09-29 04:41:02.41,197.37,,,
2017-09-28 20:14:49.90,316.02,,,,,2017-09-29 04:42:03.30,197.37,,,
2017-09-28 20:15:49.34,316.03,,,,,2017-09-29 04:42:34.52,197.37,,,
2017-09-28 20:16:22.01,316.03,,,,,2017-09-29 04:43:36.41,197.38,,,
2017-09-28 20:17:20.40,316.04,,,,,2017-09-29 04:44:05.07,197.38,,,
2017-09-28 20:18:52.51,316.05,,,,,2017-09-29 04:46:34.57,197.38,,,
2017-09-28 20:19:53.40,316.06,,,,,2017-09-29 04:46:34.57,197.38,,,
2017-09-28 20:19:53.40,316.06,,,,,2017-09-29 04:47:06.29,197.39,,,
2017-09-28 20:20:22.12,316.06,,,,,2017-09-29 04:47:36.46,197.39,,,
2017-09-28 20:20:52.29,316.07,,,,,2017-09-29 04:47:36.52,197.39,,,
2017-09-28 20:21:22.51,316.07,,,,,2017-09-29 04:48:38.40,197.39,,,
2017-09-28 20:21:53.18,316.07,,,,,2017-09-29 04:50:08.96,197.4,,,
2017-09-28 20:23:23.29,316.08,,,,,2017-09-29 04:51:08.35,197.41,,,
2017-09-28 20:25:53.29,316.1,,,,,2017-09-29 04:52:39.46,197.41,,,
2017-09-28 20:26:24.51,316.1,,,,,2017-09-29 04:53:10.18,197.42,,,
2017-09-28 20:27:24.90,316.11,,,,,2017-09-29 04:53:37.35,197.42,,,
2017-09-28 20:28:24.29,316.11,,,,,2017-09-29 04:54:38.24,197.42,,,
2017-09-28 20:28:57.01,316.12,,,,,2017-09-29 04:55:09.46,197.42,,,
2017-09-28 20:29:55.40,316.12,,,,,2017-09-29 04:56:11.35,197.43,,,
2017-09-28 20:31:27.46,316.13,,,,,2017-09-29 04:56:40.07,197.43,,,
2017-09-28 20:32:28.40,316.14,,,,,2017-09-29 04:58:40.85,197.44,,,
2017-09-28 20:32:57.07,316.14,,,,,2017-09-29 04:59:09.57,197.44,,,
2017-09-28 20:33:27.29,316.14,,,,,2017-09-29 04:59:41.24,197.44,,,
2017-09-28 20:33:57.46,316.15,,,,,2017-09-29 05:00:11.46,197.44,,,
2017-09-28 20:34:28.18,316.15,,,,,2017-09-29 05:01:13.35,197.44,,,
2017-09-28 20:35:58.29,316.16,,,,,2017-09-29 05:02:43.96,197.45,,,
2017-09-28 20:38:28.24,316.17,,,,,2017-09-29 05:03:43.35,197.45,,,
2017-09-28 20:38:59.46,316.18,,,,,2017-09-29 05:05:14.41,197.45,,,
2017-09-28 20:39:30.18,316.18,,,,,2017-09-29 05:05:45.13,197.45,,,
2017-09-28 20:39:59.85,316.18,,,,,2017-09-29 05:06:12.35,197.45,,,
2017-09-28 20:40:59.24,316.19,,,,,2017-09-29 05:07:13.24,197.46,,,
2017-09-28 20:41:31.96,316.2,,,,,2017-09-29 05:07:44.41,197.46,,,
2017-09-28 20:42:30.35,316.21,,,,,2017-09-29 05:08:46.35,197.46,,,
2017-09-28 20:44:02.46,316.22,,,,,2017-09-29 05:09:15.02,197.46,,,
2017-09-28 20:45:03.35,316.23,,,,,2017-09-29 05:11:15.80,197.47,,,
2017-09-28 20:45:32.07,316.23,,,,,2017-09-29 05:11:44.52,197.47,,,
2017-09-28 20:46:02.24,316.24,,,,,2017-09-29 05:12:16.24,197.47,,,
2017-09-28 20:46:32.46,316.24,,,,,2017-09-29 05:12:46.41,197.47,,,
2017-09-28 20:47:03.13,316.24,,,,,2017-09-29 05:13:48.30,197.47,,,
2017-09-28 20:48:33.24,316.26,,,,,2017-09-29 05:15:18.91,197.47,,,
2017-09-28 20:51:03.24,316.28,,,,,2017-09-29 05:16:18.30,197.48,,,
2017-09-28 20:51:34.41,316.28,,,,,2017-09-29 05:17:49.41,197.48,,,
2017-09-28 20:52:34.85,316.29,,,,,2017-09-29 05:18:20.07,197.48,,,
2017-09-28 20:54:03.68,316.31,,,,,2017-09-29 05:18:47.30,197.48,,,
2017-09-28 20:56:33.68,316.33,,,,,2017-09-29 05:19:48.18,197.49,,,
2017-09-28 20:57:04.85,316.34,,,,,2017-09-29 05:20:19.41,197.49,,,
2017-09-28 20:58:05.29,316.34,,,,,2017-09-29 05:21:21.29,197.49,,,
2017-09-28 20:59:04.68,316.35,,,,,2017-09-29 05:21:49.96,197.5,,,
2017-09-28 21:00:35.74,316.36,,,,,2017-09-29 05:23:50.79,197.51,,,
2017-09-28 21:02:07.85,316.38,,,,,2017-09-29 05:24:19.46,197.51,,,
2017-09-28 21:03:08.74,316.38,,,,,2017-09-29 05:24:51.18,197.51,,,
2017-09-28 21:03:37.46,316.39,,,,,2017-09-29 05:25:21.35,197.51,,,
2017-09-28 21:04:07.68,316.39,,,,,2017-09-29 05:26:23.29,197.52,,,
2017-09-28 21:04:37.85,316.4,,,,,2017-09-29 05:27:53.85,197.53,,,
2017-09-28 21:05:08.57,316.4,,,,,2017-09-29 05:28:53.24,197.53,,,
2017-09-28 21:06:38.63,316.41,,,,,2017-09-29 05:30:24.35,197.54,,,
2017-09-28 21:09:08.63,316.43,,,,,2017-09-29 05:30:55.07,197.54,,,
2017-09-28 21:09:39.85,316.44,,,,,2017-09-29 05:31:22.24,197.54,,,
2017-09-28 21:10:10.52,316.44,,,,,2017-09-29 05:32:23.13,197.54,,,
2017-09-28 21:10:40.24,316.45,,,,,2017-09-29 05:32:54.35,197.54,,,
2017-09-28 21:11:39.63,316.45,,,,,2017-09-29 05:33:56.24,197.54,,,
2017-09-28 21:12:12.35,316.46,,,,,2017-09-29 05:34:24.96,197.55,,,
2017-09-28 21:13:10.74,316.47,,,,,2017-09-29 05:36:25.74,197.55,,,
2017-09-28 21:14:42.84,316.48,,,,,2017-09-29 05:36:54.46,197.55,,,
2017-09-28 21:15:43.73,316.49,,,,,2017-09-29 05:37:26.13,197.55,,,
2017-09-28 21:16:12.40,316.49,,,,,2017-09-29 05:37:56.35,197.55,,,
2017-09-28 21:16:42.62,316.5,,,,,2017-09-29 05:38:58.24,197.56,,,
2017-09-28 21:17:12.78,316.5,,,,,2017-09-29 05:40:28.85,197.56,,,
2017-09-28 21:17:43.51,316.51,,,,,2017-09-29 05:41:28.24,197.56,,,
2017-09-28 21:19:13.62,316.52,,,,,2017-09-29 05:42:59.30,197.56,,,
2017-09-28 21:21:43.62,316.55,,,,,2017-09-29 05:43:30.02,197.57,,,
2017-09-28 21:22:14.79,316.56,,,,,2017-09-29 05:43:57.24,197.57,,,
2017-09-28 21:22:45.51,316.57,,,,,2017-09-29 05:44:58.13,197.57,,,
2017-09-28 21:23:15.18,316.57,,,,,2017-09-29 05:45:29.30,197.57,,,
2017-09-28 21:24:14.62,316.59,,,,,2017-09-29 05:46:31.19,197.57,,,
2017-09-28 21:24:47.29,316.6,,,,,2017-09-29 05:46:59.91,197.57,,,
2017-09-28 21:25:45.68,316.61,,,,,2017-09-29 05:49:00.69,197.58,,,
2017-09-28 21:27:17.78,316.63,,,,,2017-09-29 05:49:29.41,197.58,,,
2017-09-28 21:28:18.67,316.65,,,,,2017-09-29 05:50:01.08,197.58,,,
2017-09-28 21:28:47.39,316.66,,,,,2017-09-29 05:50:31.30,197.58,,,
2017-09-28 21:29:17.56,316.66,,,,,2017-09-29 05:51:33.19,197.58,,,
2017-09-28 21:29:47.78,316.67,,,,,2017-09-29 05:53:03.80,197.59,,,
2017-09-28 21:30:18.45,316.68,,,,,2017-09-29 05:54:03.19,197.6,,,
2017-09-28 21:31:48.56,316.7,,,,,2017-09-29 05:55:34.31,197.6,,,
2017-09-28 21:34:18.56,316.73,,,,,2017-09-29 05:56:04.97,197.61,,,
2017-09-28 21:34:49.78,316.74,,,,,2017-09-29 05:56:32.20,197.61,,,
2017-09-28 21:35:20.45,316.74,,,,,2017-09-29 05:57:33.09,197.61,,,
2017-09-28 21:35:50.17,316.75,,,,,2017-09-29 05:58:04.31,197.62,,,
2017-09-28 21:36:49.56,316.76,,,,,2017-09-29 05:59:06.20,197.62,,,
2017-09-28 21:37:22.23,316.76,,,,,2017-09-29 05:59:34.87,197.62,,,
2017-09-28 21:38:20.67,316.77,,,,,2017-09-29 06:01:35.70,197.64,,,
2017-09-28 21:39:52.73,316.78,,,,,2017-09-29 06:02:04.37,197.64,,,
2017-09-28 21:40:53.67,316.79,,,,,2017-09-29 06:02:36.09,197.64,,,
2017-09-28 21:41:22.34,316.79,,,,,2017-09-29 06:03:06.26,197.64,,,
2017-09-28 21:41:52.56,316.8,,,,,2017-09-29 06:04:08.15,197.65,,,
2017-09-28 21:42:22.73,316.8,,,,,2017-09-29 06:05:38.76,197.65,,,
2017-09-28 21:42:53.45,316.81,,,,,2017-09-29 06:06:38.15,197.65,,,
2017-09-28 21:44:23.56,316.82,,,,,2017-09-29 06:06:38.15,197.65,,,
2017-09-28 21:46:53.55,316.84,,,,,2017-09-29 06:08:09.26,197.66,,,
2017-09-28 21:47:24.72,316.85,,,,,2017-09-29 06:08:39.98,197.66,,,
2017-09-28 21:47:55.44,316.85,,,,,2017-09-29 06:09:07.15,197.66,,,
2017-09-28 21:48:25.11,316.85,,,,,2017-09-29 06:10:08.04,197.66,,,
2017-09-28 21:49:24.50,316.86,,,,,2017-09-29 06:10:39.26,197.66,,,
2017-09-28 21:49:57.22,316.87,,,,,2017-09-29 06:11:41.15,197.67,,,
2017-09-28 21:50:55.61,316.88,,,,,2017-09-29 06:12:09.87,197.67,,,
2017-09-28 21:52:27.72,316.89,,,,,2017-09-29 06:14:10.65,197.67,,,
