type,hoverinfo,latsrc,opacity,lonsrc,marker.size,marker.color,marker.line.width,textsrc,marker.line.color,line.width,mode,line.color
scattergeo,none,sunnymeal:1:f4beb6,1,sunnymeal:1:ad889a,,,,,,0.0759827966,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:569261,1,sunnymeal:1:59203f,,,,,,0.0758066634,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1b5a81,1,sunnymeal:1:3734f4,,,,,,0.075616653,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2cf632,1,sunnymeal:1:d2fc3c,,,,,,0.0754501271,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4623fe,1,sunnymeal:1:72d30a,,,,,,0.0751064005,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c2eaef,1,sunnymeal:1:90273c,,,,,,0.0748672863,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:44bf13,1,sunnymeal:1:2dc8d9,,,,,,0.0747317171,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fd39a4,1,sunnymeal:1:692c3f,,,,,,0.0745769334,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:88a21e,1,sunnymeal:1:4b681d,,,,,,0.0744872656,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:54a1f3,1,sunnymeal:1:900deb,,,,,,0.0742075874,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bad37d,1,sunnymeal:1:a4862a,,,,,,0.0739535286,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:84e16a,1,sunnymeal:1:02e9dd,,,,,,0.0739001549,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0b6904,1,sunnymeal:1:1e7df6,,,,,,0.0735340113,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5c28cc,1,sunnymeal:1:037f3e,,,,,,0.0734304663,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e39480,1,sunnymeal:1:1b992e,,,,,,0.0731582605,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:24c861,1,sunnymeal:1:f7a83c,,,,,,0.0730493781,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c91f40,1,sunnymeal:1:29cd0c,,,,,,0.0726319958,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8be114,1,sunnymeal:1:e302ad,,,,,,0.0725273834,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5c9ba9,1,sunnymeal:1:c94c28,,,,,,0.0722690547,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e39480,1,sunnymeal:1:c315fb,,,,,,0.0720630322,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ac6394,1,sunnymeal:1:10e61f,,,,,,0.07194988,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:83c039,1,sunnymeal:1:8d4434,,,,,,0.0716104232,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:91ff52,1,sunnymeal:1:6b7299,,,,,,0.0716061533,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4cbeb3,1,sunnymeal:1:2f46e7,,,,,,0.0714855288,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:241dce,1,sunnymeal:1:b765f4,,,,,,0.0714385599,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0e6227,1,sunnymeal:1:679d30,,,,,,0.0713029907,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:573c9a,1,sunnymeal:1:5b5a4f,,,,,,0.07061447,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bfe096,1,sunnymeal:1:c7b69b,,,,,,0.0699761206,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:84da6c,1,sunnymeal:1:f3a3b0,,,,,,0.0698597659,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e41f80,1,sunnymeal:1:760c75,,,,,,0.0698127971,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:402ca5,1,sunnymeal:1:afc498,,,,,,0.0698095947,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:28ac6c,1,sunnymeal:1:5cada4,,,,,,0.0695480635,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:83c039,1,sunnymeal:1:dfa6af,,,,,,0.0693068144,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:726b99,1,sunnymeal:1:b55f49,,,,,,0.06887342,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:81b3df,1,sunnymeal:1:43862d,,,,,,0.0687858871,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6090d5,1,sunnymeal:1:26419a,,,,,,0.0687741449,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:abdb49,1,sunnymeal:1:ec9ee3,,,,,,0.0686214962,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1c6afa,1,sunnymeal:1:928a25,,,,,,0.0683567626,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:58a601,1,sunnymeal:1:1cc934,,,,,,0.0679180308,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fca411,1,sunnymeal:1:108db6,,,,,,0.0678731969,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:327776,1,sunnymeal:1:cacfcb,,,,,,0.0662378268,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:667d24,1,sunnymeal:1:9b7147,,,,,,0.0661695085,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f4d34f,1,sunnymeal:1:b249b9,,,,,,0.0657734756,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6071d7,1,sunnymeal:1:9c3e95,,,,,,0.0656122871,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2c03c2,1,sunnymeal:1:1bfe25,,,,,,0.0652771002,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:59e76e,1,sunnymeal:1:3e4aa1,,,,,,0.0650123667,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:52f16c,1,sunnymeal:1:43862d,,,,,,0.0649963546,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6090d5,1,sunnymeal:1:dedc9a,,,,,,0.0649525881,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d6220b,1,sunnymeal:1:c87b26,,,,,,0.0647177439,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:deaec6,1,sunnymeal:1:101683,,,,,,0.0646141989,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:13d13b,1,sunnymeal:1:910b2d,,,,,,0.0644540778,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:70cca5,1,sunnymeal:1:2cdbb7,,,,,,0.0637805017,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fca411,1,sunnymeal:1:108db6,,,,,,0.063668417,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:50e367,1,sunnymeal:1:410afe,,,,,,0.0635638045,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e3311c,1,sunnymeal:1:cf3998,,,,,,0.0629489395,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:019c43,1,sunnymeal:1:93f8d5,,,,,,0.0629265226,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e0cec6,1,sunnymeal:1:e50573,,,,,,0.0628827561,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:733388,1,sunnymeal:1:563ce4,,,,,,0.0628091004,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:61b3a0,1,sunnymeal:1:043a20,,,,,,0.0626447094,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f4607e,1,sunnymeal:1:6236b8,,,,,,0.0623447493,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:53748a,1,sunnymeal:1:76fa11,,,,,,0.0622614863,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d4e146,1,sunnymeal:1:d53528,,,,,,0.0621526039,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7c7426,1,sunnymeal:1:0dbd70,,,,,,0.062087488,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2c397c,1,sunnymeal:1:bead69,,,,,,0.0620362493,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:90d5fc,1,sunnymeal:1:ad16c9,,,,,,0.0620245071,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f94da7,1,sunnymeal:1:c1f490,,,,,,0.0620020901,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ac5aee,1,sunnymeal:1:c771ca,,,,,,0.0619316368,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9f6518,1,sunnymeal:1:6f6132,,,,,,0.061598585,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1b7108,1,sunnymeal:1:e46b95,,,,,,0.0614651507,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:294dca,1,sunnymeal:1:9f4dfd,,,,,,0.0614512735,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d09423,1,sunnymeal:1:22dc0f,,,,,,0.0613978999,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c12fa2,1,sunnymeal:1:d42547,,,,,,0.0602791871,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a60ff4,1,sunnymeal:1:eafdbf,,,,,,0.0601788446,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1f053f,1,sunnymeal:1:37da73,,,,,,0.0601137287,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:98ef9f,1,sunnymeal:1:e239ec,,,,,,0.0598970315,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d757d1,1,sunnymeal:1:98f385,,,,,,0.0598778169,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ac916c,1,sunnymeal:1:6c448b,,,,,,0.0597305055,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9d7b53,1,sunnymeal:1:eefda8,,,,,,0.059587464,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:edc100,1,sunnymeal:1:bdf689,,,,,,0.0595148758,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5b7dac,1,sunnymeal:1:2a0023,,,,,,0.0593344727,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:52b3c4,1,sunnymeal:1:aa682e,,,,,,0.058704663,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:52586e,1,sunnymeal:1:a10d23,,,,,,0.058666234,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a3d72f,1,sunnymeal:1:09d47e,,,,,,0.0585477444,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:566087,1,sunnymeal:1:a73bd6,,,,,,0.0584548741,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:eaec71,1,sunnymeal:1:9e814a,,,,,,0.0579446216,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:00f570,1,sunnymeal:1:263945,,,,,,0.0579104624,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d07ce0,1,sunnymeal:1:b22bb2,,,,,,0.0578549538,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:600f79,1,sunnymeal:1:4be85d,,,,,,0.0574311666,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bcb7b4,1,sunnymeal:1:b4cb79,,,,,,0.0572966649,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b133e5,1,sunnymeal:1:46da13,,,,,,0.0572785178,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e3e6ea,1,sunnymeal:1:d3c51f,,,,,,0.057229414,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1dd33f,1,sunnymeal:1:447b13,,,,,,0.0571664331,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1daa74,1,sunnymeal:1:20316b,,,,,,0.0571472185,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:dfd4ea,1,sunnymeal:1:4f7c97,,,,,,0.0566871373,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:55776d,1,sunnymeal:1:a7e074,,,,,,0.0563498155,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e3989a,1,sunnymeal:1:518e11,,,,,,0.0562505404,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e6210a,1,sunnymeal:1:e54f0d,,,,,,0.0561736823,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1986f3,1,sunnymeal:1:02e8e9,,,,,,0.0561555352,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:164d69,1,sunnymeal:1:b3fec3,,,,,,0.0557221408,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b9219b,1,sunnymeal:1:235122,,,,,,0.0556879816,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5baad2,1,sunnymeal:1:0e23a7,,,,,,0.0556025837,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a07533,1,sunnymeal:1:910b2d,,,,,,0.0552375076,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:58ea1f,1,sunnymeal:1:964eb3,,,,,,0.0552065509,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:19d8a0,1,sunnymeal:1:4af510,,,,,,0.0550933986,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9f0b46,1,sunnymeal:1:6cc225,,,,,,0.0550869938,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4e8c06,1,sunnymeal:1:d91f5f,,,,,,0.0550688467,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a15367,1,sunnymeal:1:b1fc6d,,,,,,0.054895916,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:26d5c3,1,sunnymeal:1:5adb1b,,,,,,0.0547945059,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:db6aef,1,sunnymeal:1:a4862a,,,,,,0.0543942032,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ba50a7,1,sunnymeal:1:b3170c,,,,,,0.0539469316,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:47126e,1,sunnymeal:1:16d19f,,,,,,0.0539181098,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:66df05,1,sunnymeal:1:b9a5af,,,,,,0.0538497915,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:77bd41,1,sunnymeal:1:ba904e,,,,,,0.0538252396,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4ab49b,1,sunnymeal:1:84d562,,,,,,0.0538241721,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cf6686,1,sunnymeal:1:eb32be,,,,,,0.0535893278,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:df4d35,1,sunnymeal:1:ac57c3,,,,,,0.0534260043,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:536b30,1,sunnymeal:1:8448fd,,,,,,0.053150596,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a6cffc,1,sunnymeal:1:f132ff,,,,,,0.0531228417,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:98a0f4,1,sunnymeal:1:fe35bc,,,,,,0.0529360338,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:163fec,1,sunnymeal:1:e8e325,,,,,,0.0528463659,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0c3cdd,1,sunnymeal:1:a2fd6b,,,,,,0.0527513608,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e567a2,1,sunnymeal:1:a52625,,,,,,0.0527310788,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9477d2,1,sunnymeal:1:9e739a,,,,,,0.0522101515,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9fe909,1,sunnymeal:1:2f3587,,,,,,0.0522016117,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8d8462,1,sunnymeal:1:5b30c1,,,,,,0.0521183487,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:48b393,1,sunnymeal:1:7a2d3d,,,,,,0.0518888418,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b06d35,1,sunnymeal:1:cbed7d,,,,,,0.0517949041,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e3e876,1,sunnymeal:1:6daa4c,,,,,,0.0515547225,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:03a408,1,sunnymeal:1:86927d,,,,,,0.0514148834,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:019353,1,sunnymeal:1:8fab18,,,,,,0.0512782467,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:dae503,1,sunnymeal:1:a70ae9,,,,,,0.0511277329,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:567011,1,sunnymeal:1:3f9a16,,,,,,0.051082899,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b332ed,1,sunnymeal:1:b9adbf,,,,,,0.0507402398,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ca3c4b,1,sunnymeal:1:743d56,,,,,,0.0504626966,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ef0b79,1,sunnymeal:1:f19b4c,,,,,,0.0503335322,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d04553,1,sunnymeal:1:b37c8d,,,,,,0.0503089803,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8198d8,1,sunnymeal:1:6d893f,,,,,,0.050301508,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:451ad7,1,sunnymeal:1:3e1dee,,,,,,0.0500122226,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8cd4ad,1,sunnymeal:1:311081,,,,,,0.049952444,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8f762f,1,sunnymeal:1:8eaeca,,,,,,0.0498873281,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:33214e,1,sunnymeal:1:1e11bf,,,,,,0.0498382243,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2d0291,1,sunnymeal:1:a002ea,,,,,,0.0497752434,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:244f25,1,sunnymeal:1:d5bebf,,,,,,0.0496983852,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:babcae,1,sunnymeal:1:8e2e81,,,,,,0.0496247295,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:59e76e,1,sunnymeal:1:9154af,,,,,,0.049422977,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d59127,1,sunnymeal:1:f77dbd,,,,,,0.0492190894,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f0508f,1,sunnymeal:1:910b2d,,,,,,0.0489308715,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e1fc06,1,sunnymeal:1:a0dd79,,,,,,0.0487974372,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:57af28,1,sunnymeal:1:2d9c7a,,,,,,0.0487696829,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f5ccd4,1,sunnymeal:1:5cd6ef,,,,,,0.0485476483,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ce1427,1,sunnymeal:1:0ca681,,,,,,0.0484718577,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e5005e,1,sunnymeal:1:2446c2,,,,,,0.0484462383,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f04547,1,sunnymeal:1:e79e46,,,,,,0.0481825722,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8a7b52,1,sunnymeal:1:9a0a8f,,,,,,0.0481548179,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:030cb3,1,sunnymeal:1:7614d7,,,,,,0.0480630151,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1cafd7,1,sunnymeal:1:c66d37,,,,,,0.0479221086,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f6a8ee,1,sunnymeal:1:8448d0,,,,,,0.0476701847,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1680ab,1,sunnymeal:1:b9c713,,,,,,0.0474737695,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:845311,1,sunnymeal:1:f590b3,,,,,,0.0473371328,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a14cd0,1,sunnymeal:1:bc62e7,,,,,,0.0469934062,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c51e9b,1,sunnymeal:1:dcadac,,,,,,0.0469827315,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a21499,1,sunnymeal:1:70563f,,,,,,0.0469677868,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4b9627,1,sunnymeal:1:bdf689,,,,,,0.0469453699,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:da07f9,1,sunnymeal:1:023bb6,,,,,,0.0467884512,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:989fbd,1,sunnymeal:1:726d0c,,,,,,0.0466432748,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e2dc8a,1,sunnymeal:1:0050b9,,,,,,0.0466080481,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4d9c4b,1,sunnymeal:1:58465a,,,,,,0.0465674841,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d27e13,1,sunnymeal:1:9dbee8,,,,,,0.0464831537,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3f59f7,1,sunnymeal:1:8dc008,,,,,,0.0464105654,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:18754f,1,sunnymeal:1:7ae957,,,,,,0.0462216225,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c5e0bc,1,sunnymeal:1:e0c68b,,,,,,0.0461970706,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:62795a,1,sunnymeal:1:2068a9,,,,,,0.0461703838,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c3e51f,1,sunnymeal:1:8c99b9,,,,,,0.0461671814,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fbc1f8,1,sunnymeal:1:0e9847,,,,,,0.0461362246,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6c055f,1,sunnymeal:1:56823b,,,,,,0.0460999305,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:66249d,1,sunnymeal:1:d3bcd3,,,,,,0.0460711087,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a62467,1,sunnymeal:1:540991,,,,,,0.0460316122,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:56c504,1,sunnymeal:1:288b53,,,,,,0.0460145326,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:70e660,1,sunnymeal:1:7d492c,,,,,,0.0459355395,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3b2731,1,sunnymeal:1:5cb88c,,,,,,0.0458469392,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d2237e,1,sunnymeal:1:4546ef,,,,,,0.0458362644,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1dc3b6,1,sunnymeal:1:633454,,,,,,0.0457860932,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ac916c,1,sunnymeal:1:7134b2,,,,,,0.0455234946,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e59007,1,sunnymeal:1:6b2673,,,,,,0.045445569,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a2f9a4,1,sunnymeal:1:210521,,,,,,0.0454370292,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:be6b76,1,sunnymeal:1:42f240,,,,,,0.0449545309,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:87c028,1,sunnymeal:1:b6c96f,,,,,,0.0449491936,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e36b50,1,sunnymeal:1:adbba6,,,,,,0.0449342489,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f6db3e,1,sunnymeal:1:ed40d4,,,,,,0.0449257091,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ac18fa,1,sunnymeal:1:e24f50,,,,,,0.0448467161,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0d5081,1,sunnymeal:1:c892d1,,,,,,0.0447997472,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:390a6f,1,sunnymeal:1:ef2479,,,,,,0.0446727178,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0b9c51,1,sunnymeal:1:9029ba,,,,,,0.0446385587,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:332ec5,1,sunnymeal:1:ce83f0,,,,,,0.0445883874,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c6745a,1,sunnymeal:1:5ba5e0,,,,,,0.0441742075,lines+markers,"rgb(231, 123, 118)"
